relationship_type_info,swp94,review_text,insuranceClaim,nsuer26,var_fh,meta_80,budget_allocation_14,f_dis,blood_type_v2,INSURANCE_CLAIM,sku_product_code,schemadef,elkic10,DISEASE_NAME,ovao19,ujzlmu78,drugMedicationName,DRUG_MEDICATION_NAME,welz45,val_pz,f_dise,var_eo,allergy,lab_result_30,d_281,blood_type,cardinality,fact_drug_medication_name,type_class_field,drug_medication_nm,var_ang,ALLERGY,drug_medication_name_raw,pzx97,drug_medication_name,category,hln84,ratio_raw,mrn,eob,allergy_2,src_vital_sign,passport,aieut45,d_texu,x_968,adverse_reaction,d_924,prescrip,binval,prescription,deleted,procedure,created_at,medical_record,fact_allergy,meascurr,vital_sign_38,tby5,partkey,attr_961,user_disease_name,photo,magnetic_stripe_data_info,scientific_name,pressure,fact_disability_status,meta_capt,col_devi,medical_rec_number,c_215,DEVICE_IDENTIFIER,FLIGHT_NUMBER,customer_speed_velocity,user_internal_communication,raw_severity_level,src_medical_procedure,biography,drugMedicationName_2,bin,customer_prescription,pay_card_number,medical_procedure_30,acy74,p_coor,vital_sign_data,DRUG_MEDICATION_NAME_2,internal_communication_14,LOAD_TIMESTAMP,attr_dise,prescription_38,val_ozp,d_son,drugname,vital_sign,prescription_data,medical_procedure_raw,col_330,disability_stat,modifiedby,meta_gnhz,src_insurance_claim,d_blood,diagnosis_38,var_87,disability_status_v2,continent,f_pass,attr_943,raw_food_ingredient_name,medical_record_number,raw_biography,start_date,var_408,medicalRecordNumber,raw_regular_expression,col_nx,fact_project_name,col_pla,allergy_46,DELETED_AT,disease_name_info,rh_factor,HOSTNAME,relationship_type,permission_level,allergy_field,isbn,disease_name,cst87,customer_date_time,MEDICAL_RECORD_NUMBER,insurance_claim_46,d_permi,disability_status,drug,encoding,ssh_key_raw,col_zjo,src_bonus_variable_pay,legalEntityIdentifier,mrn_2
Parent,CLM-762223,Excellent service.,CLM-300044,95.5835,Married,false,"$3,257,698",Hearing,B-,CLM-250665,BYM-6759,CREATE TABLE t (id INT PRIMARY KEY),321745,Tuberculosis,CLM-340633,Amoxicillin,Amoxicillin,Lisinopril,8472,Blood Draw,COVID-19,Lisinopril,None,Glucose: 176.5 g/dL,Lisinopril,AB-,16726,Lisinopril,Enterprise,Metformin,304.65,Peanuts,Metformin,GET /api/users,Metformin,Electronics,MRN-582096,6.0941,MRN-652271,CLM-678043,Pollen,BP 164/91 HR 55,V42018760,A+,Malaria,Smart TV,Shellfish,Depression,Ibuprofen 200mg,1,Ibuprofen 200mg,false,Colonoscopy,2022-07-11 13:09:24,MRN-203804,Peanuts,39.3,BP 102/68 HR 55,Web,tenant=us-east,MRN-649644,Influenza,photo_bcfdb5c5.jpg,%B3115984327098956^WRIGHT/PATRICIA^3006,Homo sapiens,1308.5,None,Figure 5: Overview,039d63b7-a203-4cda-8a31-63ee6f87509c,MRN-782065,Spain,f19afb8d-d03d-4d2d-908f-4442cd63e9f1,TI8068,22.3,[INTERNAL] Q2 strategy review pending board approval,Medium,MRI Brain,Ethan is a Product Manager with 14 years of experience.,Ibuprofen,97.16,Metformin 500mg,5124-3464-5809-5578,ECG,POST /api/orders,"-78.215622, 43.639817",BP 132/65 HR 120,Ibuprofen,[INTERNAL] Q1 strategy review pending board approval,2018-09-26T16:29:44Z,Influenza,Omeprazole 20mg,B+,Imagine,Ibuprofen,BP 163/93 HR 118,Ibuprofen 200mg,Blood Draw,Other,Cognitive,linda.lee,MRN-246727,CLM-851661,AB+,Hypertension,timeout_ms=483,Hearing,Oceania,D57671687,,Steak,MRN-845261,Patricia is a Sales Rep with 19 years of experience.,2020-07-21,https://example.com/users/53f0966e/profile,MRN-867856,[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+,sales.orders,Project Horizon,CUO-8141,None,,COVID-19,O-,app-20.prod.acme.com,Parent,Admin,Pollen,978-1-93932-267-0,COVID-19,AuditTrail Plus,2023-06-24T00:00:00Z,MRN-298703,CLM-477936,rwx,Mobility,Lisinopril,UTF-16,ssh-rsa Y3yyfWvKZ4sS1YAVdb2w+iAxE0tVILkSm0sNDuLCFOGH=,4269.68,"$24,731",KDSINFOPOMTX24MK0MN2,MRN-358064
Manager,CLM-750368,Not recommended.,CLM-753791,96.4933,Divorced,false,"$2,145,890",Hearing,AB+,CLM-307937,DGH-5268,"{""type"": ""object"", ""properties"": {}}",894749,Diabetes Mellitus,CLM-373200,Lisinopril,Amoxicillin,Metformin,4137,X-Ray Chest,Influenza,Metformin,Latex,Hemoglobin: 149.7 K/uL,Lisinopril,O+,75136,Amoxicillin,Free,Amoxicillin,247.99,Peanuts,Aspirin,kubectl apply,Amoxicillin,Clothing,MRN-345910,3.3275,MRN-189482,CLM-589951,Peanuts,BP 103/64 HR 69,Y41830400,AB-,Diabetes Mellitus,Wearable,Peanuts,Hypertension,Lisinopril 10mg,1,Albuterol 90mcg,false,Colonoscopy,2024-04-19T06:45:52Z,MRN-536112,Latex,0.66,BP 151/98 HR 68,Chat,region=us-east,MRN-352740,Diabetes Mellitus,photo_153262b9.jpg,%B3279932338474899^ROBINSON/EMMA^2412,NaCl,741.8,Cognitive,Figure 12: Timeline,b63adedd-445e-4779-8458-3c06d85666f0,MRN-282452,Germany,6ec1facb-b3de-43eb-bc00-349257f27b94,KB1691,225.9,[INTERNAL] Q1 strategy review pending board approval,Low,Colonoscopy,Mary is a Product Manager with 17 years of experience.,Metformin,64.29,Metformin 500mg,XXXX-XXXX-XXXX-1350,ECG,kubectl apply,"-55.608928, -77.814094",BP 106/71 HR 97,Metformin,[INTERNAL] Q3 strategy review pending board approval,2026-12-08 02:40:12,COVID-19,Ibuprofen 200mg,AB+,Bohemian Rhapsody,Lisinopril,BP 169/72 HR 118,Ibuprofen 200mg,MRI Brain,Male,Cognitive,mary.smith,MRN-585313,CLM-129607,AB-,Type 2 Diabetes,batch_size=882,None,Antarctica,U17168215,,Tacos,MRN-850528,Aiden is a Product Manager with 5 years of experience.,2020-02-14,https://example.com/users/b0f25af8/profile,MRN-216884,^\d{3}-\d{2}-\d{4}$,hr.employees,Project Horizon,VBN-8635,Pollen,,Influenza,O+,api-6.dev.example.net,Peer,Admin,None,978-3-66300-241-5,Tuberculosis,Sentinel Monitor,2020-10-04T00:00:00Z,MRN-199154,CLM-497948,execute,Visual,Lisinopril,ASCII,ssh-rsa aHgkjIP7P+ad+1jGSZ4HxiOiOiKhuVJiYATHLKJIugAy=,1184.92,"$41,760",3LCNWHXG8HGY9TJNJ9GJ,MRN-265672
Spouse,CLM-159017,Average experience.,CLM-327255,97.6176,Widowed,false,"$1,079,079",Visual,A+,CLM-260018,AXN-2122,CREATE TABLE t (id INT PRIMARY KEY),39263,Malaria,CLM-313672,Metformin,Amoxicillin,Lisinopril,6087,Blood Draw,Diabetes Mellitus,Aspirin,Pollen,Glucose: 75.6 K/uL,Lisinopril,O-,60768,Aspirin,Enterprise,Metformin,226.37,Shellfish,Metformin,POST /api/orders,Lisinopril,Food,MRN-228906,5.2948,MRN-257921,CLM-650539,Latex,BP 177/100 HR 95,Z92504264,A-,Malaria,Wearable,Shellfish,Asthma,Albuterol 90mcg,1,Metformin 500mg,false,X-Ray Chest,2021-12-25 15:43:09,MRN-687069,Pollen,72.2,BP 169/77 HR 62,Email,tenant=acme,MRN-889736,Malaria,photo_48440fce.jpg,%B0320181812341374^THOMPSON/ETHAN^2712,E. coli,1916.9,Cognitive,Figure 12: Distribution,ea54f982-e630-491b-aaf1-ac78feabb910,MRN-562871,Japan,01998fc0-bc3d-4e1c-b643-227368230669,XD3284,266.5,[INTERNAL] Q2 strategy review pending board approval,Medium,ECG,Ethan is a Data Analyst with 7 years of experience.,Metformin,28.18,Omeprazole 20mg,6011-0494-8768-9156,MRI Brain,POST /api/orders,"54.094489, -148.13086",BP 109/77 HR 110,Metformin,[INTERNAL] Q1 strategy review pending board approval,2019-12-05T22:47:23Z,COVID-19,Omeprazole 20mg,O+,Hotel California,Aspirin,BP 98/70 HR 112,Metformin 500mg,MRI Brain,Other,Cognitive,olivia.robinson,MRN-378824,CLM-164773,AB-,Arthritis,batch_size=227,Mobility,Africa,G97401647,,Curry,MRN-943351,Mary is a Data Analyst with 29 years of experience.,2019-05-11,https://example.com/users/21ccf048/profile,MRN-116657,"\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\b",sales.orders,Project Atlas,IZH-8058,Shellfish,,Diabetes Mellitus,B+,api-14.prod.example.net,Child,Admin,Shellfish,978-2-10615-122-0,Malaria,FlexPay Platform,2019-05-13T00:00:00Z,MRN-148643,CLM-298268,execute,Visual,Ibuprofen,UTF-16,ssh-rsa xczZYwFYldf+A0u7LBQSYl5gZ0d7cT/JT1QLxfIP3+mf=,9053.89,"$43,501",R4UY8B2S5V2U58EQJH1X,MRN-627428
Spouse,CLM-381981,Average experience.,CLM-928305,95.9605,Divorced,false,"$1,712,424",Cognitive,A+,CLM-665328,TIT-5553,CREATE TABLE t (id INT PRIMARY KEY),851722,Tuberculosis,CLM-824184,Lisinopril,Metformin,Ibuprofen,4056,ECG,Diabetes Mellitus,Ibuprofen,Penicillin,Cholesterol: 269.5 K/uL,Metformin,AB+,90306,Amoxicillin,Standard,Aspirin,298.33,Latex,Ibuprofen,npm install,Ibuprofen,Software,MRN-703636,2.9857,MRN-898278,CLM-937106,Pollen,BP 129/72 HR 113,O32786895,A-,Malaria,Tablet,Penicillin,Migraine,Omeprazole 20mg,1,Omeprazole 20mg,false,Colonoscopy,2021-01-03T01:18:04Z,MRN-854320,Latex,39.95,BP 102/61 HR 87,Email,region=us-east,MRN-362218,Diabetes Mellitus,photo_bd761d58.jpg,%B1475842807590329^LEE/RICHARD^2703,Fe2O3,1536.8,Cognitive,Figure 4: Overview,360ae14b-03ed-4667-9d34-69e21c6344e0,MRN-560623,Singapore,99b08845-f351-4583-8b5c-da6d7a38911a,OM924,226.3,[INTERNAL] Q1 strategy review pending board approval,Medium,Blood Draw,Jennifer is a CTO with 8 years of experience.,Lisinopril,11.94,Metformin 500mg,3741-3909-9777-5955,X-Ray Chest,docker run,"-63.626394, 179.800953",BP 124/62 HR 118,Amoxicillin,[INTERNAL] Q1 strategy review pending board approval,2025-01-05 00:26:32,Influenza,Metformin 500mg,B+,Stairway to Heaven,Amoxicillin,BP 100/82 HR 55,Omeprazole 20mg,Colonoscopy,Male,Hearing,michael.anderson,MRN-234566,CLM-390721,A-,Anxiety,pool_size=64,Hearing,North America,E93703673,,Salad,MRN-463174,Michael is a VP Engineering with 22 years of experience.,2025-05-27,https://example.com/users/ed627d08/profile,MRN-754146,"\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\b",hr.employees,Project Atlas,CGW-5015,Shellfish,,COVID-19,AB-,api-16.staging.example.net,Sibling,Guest,Penicillin,978-7-94914-654-9,Influenza,Sentinel Monitor,2020-01-11T00:00:00Z,MRN-557298,CLM-886814,read,Hearing,Ibuprofen,ISO-8859-1,ssh-rsa mie7zq6EfhI9sYWyEpyDUE+CXigZ8+wQQpbTHSir83Cs=,6218.2,"$17,445",ZNDPTB4MG5DPJNNROWTY,MRN-410042
Spouse,CLM-759255,Excellent service.,CLM-639193,99.7746,Married,true,"$3,398,890",Hearing,AB+,CLM-738137,DVI-6689,"{""type"": ""object"", ""properties"": {}}",980937,Influenza,CLM-165518,Amoxicillin,Amoxicillin,Aspirin,1321,X-Ray Chest,Influenza,Ibuprofen,Pollen,Glucose: 54.5 mg/dL,Lisinopril,AB+,61653,Amoxicillin,Standard,Lisinopril,100.46,Penicillin,Aspirin,kubectl apply,Metformin,Food,MRN-860963,5.8482,MRN-580225,CLM-650328,None,BP 96/94 HR 120,M14318459,B-,Influenza,Desktop,Pollen,Depression,Albuterol 90mcg,0,Metformin 500mg,false,Physical Exam,2019-06-07 00:52:49,MRN-536390,Peanuts,59.46,BP 154/101 HR 63,Phone,region=us-east,MRN-780127,Tuberculosis,photo_03947e2c.jpg,%B9700407733222775^MARTINEZ/EMILY^3007,H2O,1496.8,Cognitive,Figure 20: Timeline,5e98a6ce-7b84-4f58-93cb-69d062002800,MRN-702081,Israel,12a22afb-ccdc-453c-8596-5051787b2775,DK2699,296.2,[INTERNAL] Q2 strategy review pending board approval,Low,X-Ray Chest,Logan is a Data Analyst with 10 years of experience.,Metformin,29.1,Lisinopril 10mg,XXXX-XXXX-XXXX-8840,MRI Brain,POST /api/orders,"50.707194, 128.18228",BP 178/74 HR 60,Ibuprofen,[INTERNAL] Q2 strategy review pending board approval,2024-10-11 15:11:29,Diabetes Mellitus,Ibuprofen 200mg,A-,Imagine,Lisinopril,BP 131/60 HR 93,Lisinopril 10mg,X-Ray Chest,Other,None,patricia.williams,MRN-963903,CLM-335512,B+,Anxiety,pool_size=169,Cognitive,Asia,C49321322,,Sushi,MRN-585891,Liam is a Designer with 15 years of experience.,2021-05-12,https://example.com/users/5c737c8e/profile,MRN-965497,^\d{3}-\d{2}-\d{4}$,sales.orders,Project Beta,OXK-6383,Peanuts,,COVID-19,B+,db-16.prod.example.net,Manager,Owner,Peanuts,978-1-12009-165-8,Malaria,CloudGuard,2025-09-29T00:00:00Z,MRN-250089,CLM-242725,rwx,Visual,Ibuprofen,UTF-16,ssh-rsa sDRghJavE3c3albrTpoYRfMldq9c7RBykffs0++xAanM=,9285.44,"$23,293",3QCVZ4R4NED5AUQBM7QY,MRN-583842
Peer,CLM-890870,Excellent service.,CLM-927626,97.7042,Widowed,false,"$207,375",Cognitive,AB-,CLM-872426,TNG-7260,message Msg { string id = 1; },303927,Influenza,CLM-861632,Amoxicillin,Lisinopril,Amoxicillin,0795,X-Ray Chest,Diabetes Mellitus,Ibuprofen,None,WBC: 169.9 K/uL,Lisinopril,B-,38569,Ibuprofen,Standard,Amoxicillin,76.01,Shellfish,Lisinopril,kubectl apply,Lisinopril,Hardware,MRN-557264,6.2296,MRN-427480,CLM-843872,Shellfish,BP 174/92 HR 93,Q92611506,B+,Tuberculosis,Tablet,Pollen,Migraine,Omeprazole 20mg,1,Lisinopril 10mg,false,X-Ray Chest,2021-07-01T18:14:19Z,MRN-489843,Shellfish,59.3,BP 130/97 HR 93,Email,tenant=2024-01,MRN-802146,Tuberculosis,photo_e352aa56.jpg,%B4524787526494352^SMITH/WILLIAM^2809,Homo sapiens,1668.3,Visual,Figure 10: Comparison,9d79bb7e-c4f2-471a-b390-8a08b40546c3,MRN-245331,Canada,7cc41fa4-080b-4287-a514-507bc2aec3b9,RR8855,155.0,[INTERNAL] Q4 strategy review pending board approval,Critical,Physical Exam,Emily is a Sales Rep with 20 years of experience.,Amoxicillin,20.44,Lisinopril 10mg,XXXX-XXXX-XXXX-3875,ECG,kubectl apply,"81.125415, 5.637581",BP 107/91 HR 111,Amoxicillin,[INTERNAL] Q4 strategy review pending board approval,2024-09-14T08:24:27Z,Diabetes Mellitus,Omeprazole 20mg,B+,Bohemian Rhapsody,Metformin,BP 162/85 HR 82,Omeprazole 20mg,ECG,Male,Hearing,logan.lee,MRN-664746,CLM-696344,AB-,Arthritis,timeout_ms=125,Hearing,Asia,C26569302,,Tacos,MRN-518476,Noah is a Designer with 29 years of experience.,2020-12-30,https://example.com/users/6930afbe/profile,MRN-254402,"\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\b",public.users,Project Beta,BJQ-2014,None,,COVID-19,AB-,db-3.staging.acme.com,Manager,Editor,Penicillin,978-5-32207-245-2,Malaria,Sentinel Monitor,2020-06-03T00:00:00Z,MRN-821206,CLM-181030,r-x,Hearing,Ibuprofen,UTF-16,ssh-rsa u/RehowachSw6jaOfps5Nl+78yAgAg1Pc2eenc3te9wS=,2013.33,"$41,818",2KXL8GE8OY4QEWMU8ZGU,MRN-836912
Peer,CLM-859742,Great product!,CLM-287645,96.7127,Divorced,false,"$843,518",None,O-,CLM-570523,PWI-9474,message Msg { string id = 1; },748123,Diabetes Mellitus,CLM-276351,Aspirin,Aspirin,Ibuprofen,1642,X-Ray Chest,Malaria,Aspirin,Pollen,Cholesterol: 55.6 mg/dL,Amoxicillin,O+,782,Ibuprofen,Premium,Amoxicillin,185.48,Latex,Ibuprofen,docker run,Aspirin,Food,MRN-341916,4.2636,MRN-114024,CLM-938897,None,BP 160/101 HR 114,D49814556,AB+,Tuberculosis,Wearable,Pollen,Type 2 Diabetes,Metformin 500mg,1,Omeprazole 20mg,false,ECG,2018-08-21T14:00:40Z,MRN-429740,Peanuts,57.27,BP 132/89 HR 72,Web,region=us-east,MRN-556417,Malaria,photo_815c31ea.jpg,%B1516409880306534^WALKER/MICHAEL^2704,Fe2O3,601.0,Visual,Figure 6: Timeline,3fa40bbb-77be-43c8-8611-e467051391cf,MRN-889234,Mexico,36bb2e28-ffb3-4f2a-8a63-1781c6f1908c,BR7158,173.9,[INTERNAL] Q2 strategy review pending board approval,High,X-Ray Chest,Richard is a Product Manager with 2 years of experience.,Aspirin,23.32,Ibuprofen 200mg,3777-5164-6594-4244,ECG,kubectl apply,"-47.359839, 88.20036",BP 98/103 HR 88,Ibuprofen,[INTERNAL] Q3 strategy review pending board approval,2025-10-12T00:36:54Z,Diabetes Mellitus,Lisinopril 10mg,A-,Yesterday,Ibuprofen,BP 115/98 HR 112,Albuterol 90mcg,Physical Exam,Other,Mobility,susan.martin,MRN-640759,CLM-340245,A+,Migraine,pool_size=79,Cognitive,Africa,X54463010,,Pasta,MRN-766304,Patricia is a VP Engineering with 6 years of experience.,2018-09-05,https://example.com/users/373374d9/profile,MRN-785072,^[A-Z]{2}\d{6}$,analytics.events,Project Horizon,VDA-6363,Pollen,,COVID-19,B-,db-10.prod.acme.com,Sibling,Editor,Peanuts,978-3-88139-558-9,Diabetes Mellitus,CloudGuard,2023-09-16T00:00:00Z,MRN-701035,CLM-644815,rw,None,Ibuprofen,ISO-8859-1,ssh-rsa FA8hI8sNlAb1nhF9C1Ikvu9baU7SNtseaYr4dEJB8zFe=,6923.2,"$1,141",5F7H87R73M998RW2OEAX,MRN-749941
Parent,CLM-225371,Not recommended.,CLM-879124,95.43,Divorced,true,"$939,597",None,O-,CLM-589386,UWQ-1389,CREATE TABLE t (id INT PRIMARY KEY),437064,Tuberculosis,CLM-393819,Ibuprofen,Ibuprofen,Lisinopril,4466,Physical Exam,Diabetes Mellitus,Metformin,Pollen,Glucose: 219.4 K/uL,Aspirin,O-,15988,Aspirin,Standard,Aspirin,101.06,Pollen,Aspirin,GET /api/users,Aspirin,Food,MRN-140157,1.3516,MRN-489587,CLM-549082,Peanuts,BP 127/109 HR 70,F23322891,O-,Influenza,Wearable,Peanuts,Arthritis,Lisinopril 10mg,0,Lisinopril 10mg,true,Physical Exam,2021-04-24T17:39:54Z,MRN-689907,Peanuts,90.24,BP 146/95 HR 92,Mobile,tenant=acme,MRN-952393,Diabetes Mellitus,photo_41a78c21.jpg,%B1667081112852439^LEWIS/AMY^2706,H2O,1005.4,Hearing,Figure 3: Comparison,c19d8c0a-98b2-4a73-b6d1-c3957395dd0c,MRN-646946,Spain,d15a9f1a-ca32-4ddd-96da-2bbdf159bd05,AQ6932,135.6,[INTERNAL] Q2 strategy review pending board approval,Critical,ECG,Jennifer is a Software Engineer with 17 years of experience.,Lisinopril,58.09,Ibuprofen 200mg,3725-2255-0559-7940,MRI Brain,POST /api/orders,"-34.930194, -90.964516",BP 153/94 HR 65,Ibuprofen,[INTERNAL] Q1 strategy review pending board approval,2023-04-09T17:21:40Z,Malaria,Metformin 500mg,AB+,Yesterday,Ibuprofen,BP 149/70 HR 115,Metformin 500mg,MRI Brain,Non-binary,Visual,david.lee,MRN-321771,CLM-480903,O-,Hypertension,batch_size=321,Mobility,Europe,U58586811,,Sushi,MRN-686086,Sophia is a Sales Rep with 24 years of experience.,2024-03-23,https://example.com/users/d71f429f/profile,MRN-473695,^[A-Z]{2}\d{6}$,hr.employees,Project Horizon,WVF-1890,Latex,2019-04-25T23:55:51Z,Diabetes Mellitus,A-,api-17.prod.example.net,Child,Owner,Penicillin,978-8-31486-243-6,COVID-19,CloudGuard,2019-11-15T00:00:00Z,MRN-334908,CLM-851785,execute,None,Amoxicillin,Latin-1,ssh-rsa RurC7IzbO9vrlL+mQwG/w21+tK47hVXLNwtSZXIvjUM2=,1431.23,"$34,495",LE36RW27DI0535VPWPDQ,MRN-165554
Child,CLM-685657,Excellent service.,CLM-174699,99.2117,Married,false,"$4,057,280",Mobility,O-,CLM-233011,WBG-8408,message Msg { string id = 1; },394829,Malaria,CLM-386687,Lisinopril,Ibuprofen,Ibuprofen,5871,ECG,COVID-19,Amoxicillin,Pollen,Glucose: 159.9 mg/dL,Ibuprofen,A+,19923,Metformin,Free,Metformin,152.92,Penicillin,Ibuprofen,docker run,Aspirin,Clothing,MRN-884549,9.0121,MRN-292693,CLM-293904,Penicillin,BP 119/77 HR 114,O86153775,O+,Malaria,Smart TV,None,Arthritis,Metformin 500mg,1,Omeprazole 20mg,false,MRI Brain,2025-08-10 15:45:49,MRN-692267,None,36.33,BP 135/67 HR 81,Email,region=2024-01,MRN-887137,Malaria,photo_236ee283.jpg,%B0574933999204311^MOORE/LINDA^2912,E. coli,1346.5,None,Figure 6: Comparison,e855e021-5d36-4fb6-97a5-d21ab78f4eb7,MRN-340958,Italy,bd82d759-0dec-43fd-9360-efd66080a3cc,AB3095,138.6,[INTERNAL] Q3 strategy review pending board approval,Medium,ECG,Emma is a VP Engineering with 21 years of experience.,Lisinopril,80.29,Ibuprofen 200mg,XXXX-XXXX-XXXX-2125,MRI Brain,POST /api/orders,"55.863216, -133.811856",BP 138/106 HR 101,Lisinopril,[INTERNAL] Q3 strategy review pending board approval,2018-06-08 08:51:14,COVID-19,Lisinopril 10mg,A-,Hotel California,Lisinopril,BP 113/98 HR 100,Ibuprofen 200mg,MRI Brain,Non-binary,Mobility,noah.thomas,MRN-132340,CLM-507591,O+,Migraine,pool_size=789,Cognitive,North America,O25997577,,Curry,MRN-512006,Sarah is a VP Engineering with 1 years of experience.,2019-08-31,https://example.com/users/6356c22d/profile,MRN-626469,[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+,analytics.events,Project Alpha,SBD-6846,Peanuts,,Malaria,AB+,api-1.dev.acme.com,Manager,Viewer,Shellfish,978-9-63623-693-0,Tuberculosis,AuditTrail Plus,2021-02-13T00:00:00Z,MRN-808500,CLM-943300,admin,Visual,Ibuprofen,UTF-16,ssh-rsa kiawBqKUFH6/oiTS7lo1cko0HYdBMcywFQoyI7b1DePK=,9311.27,"$22,536",DQV63RHDWW1YBDU2PEK6,MRN-701734
Sibling,CLM-792566,Excellent service.,CLM-328810,98.1079,Married,false,"$3,668,029",None,B-,CLM-617322,RNK-1187,CREATE TABLE t (id INT PRIMARY KEY),633744,Tuberculosis,CLM-328561,Aspirin,Amoxicillin,Lisinopril,4897,ECG,Malaria,Aspirin,Penicillin,WBC: 88.9 mg/dL,Lisinopril,B+,73395,Amoxicillin,Enterprise,Lisinopril,278.44,Latex,Aspirin,npm install,Ibuprofen,Software,MRN-503254,1.1361,MRN-298676,CLM-692993,None,BP 100/96 HR 62,S33282132,A-,Diabetes Mellitus,Smart TV,Latex,Arthritis,Omeprazole 20mg,0,Omeprazole 20mg,false,X-Ray Chest,2023-05-21 16:21:53,MRN-140492,None,64.27,BP 133/107 HR 61,Chat,dt=us-east,MRN-632212,COVID-19,photo_b9810d3c.jpg,%B7713548240817832^JOHNSON/EMILY^2902,H2O,1368.3,Hearing,Figure 4: Comparison,8cd1f328-d01c-4e13-9a7b-da6ede41ad02,MRN-859610,Japan,1d1545f2-0082-445c-9d73-1273c54ea61f,DE8496,211.4,[INTERNAL] Q2 strategy review pending board approval,Low,ECG,Linda is a VP Engineering with 18 years of experience.,Amoxicillin,56.7,Ibuprofen 200mg,3782-7273-6117-4576,Colonoscopy,POST /api/orders,"27.131319, -140.645082",BP 131/92 HR 103,Aspirin,[INTERNAL] Q4 strategy review pending board approval,2024-06-06 14:14:13,Malaria,Ibuprofen 200mg,AB-,Bohemian Rhapsody,Amoxicillin,BP 156/81 HR 103,Albuterol 90mcg,X-Ray Chest,Male,None,aiden.jackson,MRN-262120,CLM-165782,O+,Hypertension,max_retries=857,Visual,South America,E80741412,,Pasta,MRN-673938,Oliver is a Designer with 15 years of experience.,2025-03-10,https://example.com/users/dfb65a0e/profile,MRN-742871,[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+,sales.orders,Project Horizon,ZTK-3056,None,,COVID-19,O-,cache-17.prod.acme.com,Peer,Owner,Latex,978-1-89088-550-2,COVID-19,StreamLine ERP,2023-04-07T00:00:00Z,MRN-573239,CLM-160012,rwx,Cognitive,Metformin,Latin-1,ssh-rsa xpxrMZebMHUIbBNpTm8NC0DBj0cJSRV554hHP5OJuSAl=,6140.92,"$46,018",B1E18424ZK8CR7MKJIGE,MRN-308445
Sibling,CLM-393754,Needs improvement.,CLM-946322,98.728,Widowed,false,"$4,263,647",None,AB+,CLM-262863,SIN-7288,"{""type"": ""object"", ""properties"": {}}",657085,Tuberculosis,CLM-683889,Amoxicillin,Amoxicillin,Metformin,1994,MRI Brain,Diabetes Mellitus,Ibuprofen,None,Hemoglobin: 274.6 K/uL,Amoxicillin,A+,54524,Metformin,Premium,Aspirin,245.67,Penicillin,Amoxicillin,docker run,Amoxicillin,Food,MRN-497797,3.4407,MRN-924466,CLM-708556,Shellfish,BP 122/101 HR 71,K11677173,AB-,Influenza,Wearable,Penicillin,Arthritis,Albuterol 90mcg,0,Ibuprofen 200mg,false,Physical Exam,2023-03-15 07:56:31,MRN-457056,Latex,30.65,BP 179/75 HR 87,Social Media,dt=acme,MRN-850721,Diabetes Mellitus,photo_b8ceee1e.jpg,%B4311312780079721^MARTIN/ETHAN^2705,Fe2O3,894.8,Hearing,Figure 15: Overview,ce01a9b8-62b1-4814-b6d5-68be8e37462d,MRN-658909,Canada,7a0ebce4-3fcb-4bdd-be5f-b05f0aa1ecd3,PH5476,180.0,[INTERNAL] Q3 strategy review pending board approval,Medium,MRI Brain,Patricia is a Product Manager with 18 years of experience.,Amoxicillin,60.25,Ibuprofen 200mg,3761-8643-0880-8723,Colonoscopy,kubectl apply,"42.200689, -48.376856",BP 96/70 HR 92,Ibuprofen,[INTERNAL] Q4 strategy review pending board approval,2018-11-18T17:49:59Z,Malaria,Metformin 500mg,B+,Yesterday,Lisinopril,BP 148/110 HR 102,Albuterol 90mcg,ECG,Other,Visual,elizabeth.lee,MRN-246981,CLM-695619,A+,Arthritis,pool_size=198,Visual,Africa,U78801822,,Salad,MRN-575008,Aiden is a Product Manager with 1 years of experience.,2024-01-02,https://example.com/users/ed595d4c/profile,MRN-838645,^\d{3}-\d{2}-\d{4}$,hr.employees,Project Atlas,PHP-3905,Peanuts,,Influenza,O+,app-6.staging.acme.com,Sibling,Owner,Penicillin,978-3-67893-687-9,Diabetes Mellitus,NanoCore SDK,2020-02-19T00:00:00Z,MRN-847082,CLM-950674,execute,None,Ibuprofen,Latin-1,ssh-rsa bcw23NDUnJyOQQbJQ1bnJVk3F55XiyxKkf0LnkDQV9++=,844.02,"$35,656",U0KGISQGYE3SCT1BGWDS,MRN-563625
