scoreIndex,year,user_checksum_hash,user_device_type,qtrval,kdjl79,dtval,dt,raw_time_of_day,date_time,command_action_raw,remark,command_action,SCORE_INDEX,measscore,dim_modi,val_zeq,checksum_hash_38,binval,policy,versionNumber,ssn,ljsm84,month_38,q3,score,month_info,fact_storage_size,partition,time_of_day_38,date_data,month,insid,DUNS_NUMBER,airport,stddev,cron_schedule_val,mar89,ethnicity_race_val,browserUserAgent,BROWSER_USER_AGENT,rank,dev_type,scientific_nm,platform,definition,periodInterval,rectype,cron_schedule,model,tkbhr17,end_date_val,fact_quarter,quarter_54,yqfr20,user_day_of_week,user_score_index,wdllkl4,iso_country_code,time_of_day_data,legal_entity_identifier_raw,date,PERIOD_INTERVAL,members,dim_ebg,col_mont,date_2,meta_577,shippingMethod,end_date,fit,area_v2,vydk33,ivehq84,encoding,device_type_field,attr_35,MONTH,v_load,score_index_62
0.81,2005,62a3202c1c7ab9a5804a3b8998c6330ef9a6e916e64e7c2a79d24abe3b0a7d9a,Smart TV,Q4 2023,-34.58%,2021-02-22T00:00:00Z,2023-12-29,15:42:24,2021-11-30T00:00:00Z,POST /api/orders,Needs follow-up next quarter.,kubectl apply,1.53,5.83,2020-03-28T07:53:30Z,2019-03-06T00:00:00Z,2226ec374d535d3cef68ea41f39350317de3848f786234434bfec83f8d8593d8,1,Data retained for 7 years,1.18.3,380-13-7795,"-----BEGIN CERTIFICATE-----
e80YqEDhglIM99SHbRKjsmYYL6iRJYw5mvPlix269BZeiCdkDsogtg5ChwX3WeVS
-----END CERTIFICATE-----",June,Q1 2025,2.19,October,375444,region=acme,05:29:32,2021-10-02,August,INS-173951,643733770,CDG,13.5572,"45 4 * * 0,6",Hemoglobin: 280.3 mg/dL,Black,Firefox,Safari,5,Smart TV,Homo sapiens,Social Media,A formal definition of data quality.,H2 2023,insert,16 10 * * *,sales.orders,CA,2020-12-10,Q1 2024,Q2 2024,ADV-522FOU2QUQ,Friday,2.7,Chat,MX,04:58:35,YKKAR8POBXGG9K6VRJYC,2020-02-25,Q1 2024,5417748,Hearing,December,2024-10-05,607,Overnight,2022-01-12,S,28928.0,MQTT,2024,Latin-1,IoT,2020-2025,January,2025-10-05T23:41:56Z,7.2
9.51,2017,e0288a20847e4e6e9c27c144d3f22a1118e435c2d5849f91fa5cfe22a836871f,Desktop,Q3 2021,48.32%,2021-11-04T00:00:00Z,2025-12-21,16:08:32,2022-03-15T00:00:00Z,POST /api/orders,Reviewed and approved.,npm install,2.56,0.61,2025-03-12 19:40:22,2018-04-29T00:00:00Z,c6f8f6dd2fba6ae8a4cf7f6d75d952dbb59241e786cb7a40d484476ff76b97e3,0,MFA required for admin,2.15.54,XXX-XX-1813,"-----BEGIN CERTIFICATE-----
PWzMNg0ORojASaYRF8E+E7tfKD/P0pN+KIpyUM5m2ZRRgcUTJTDkJ+LiKA9Uu1DD
-----END CERTIFICATE-----",January,Q3 2023,3.4,September,528567,dt=2024-01,05:59:37,2021-12-09,August,INS-120555,542228729,SIN,35.96,36 14 * * *,WBC: 65.9 mg/dL,Black,Chrome,Brave,4,Smart TV,NaCl,Web,A operational definition of risk.,Jan-Mar,delete,16 5 * * *,hr.employees,NC,2019-06-18,Q4 2024,Q1 2023,ADV-4C8DIGAHE7,Friday,1.26,Email,JP,03:05:20,3ZEN048N4XS193BON4LB,2024-07-27,2020-2025,9012294,None,May,2018-05-09,850,Overnight,2026-01-02,XL,24283.3,SSH,2000,ASCII,IoT,Q1 2024,October,2024-07-10 07:27:42,8.98
5.98,2023,5260e26f88788672ae849bd6ff2c1c57ca1dd6db300212f9760589036386ec97,Smart TV,Q3 2025,-41.62%,2020-05-15T00:00:00Z,2018-01-05,14:47:50,2024-06-15T00:00:00Z,docker run,Needs follow-up next quarter.,kubectl apply,4.88,8.45,2026-05-05T05:42:16Z,2020-04-24T00:00:00Z,68c88173b4c56d295e93cc2f5b48062f58bab9ef2c9b6ca5ce1819ed98ed3a7b,1,MFA required for admin,5.11.58,733-72-8259,"-----BEGIN CERTIFICATE-----
6oGtNve/JiUlp5HGOM8LMYQvWyGAt6Q0CJF31IYn+e2nKBWFutu0dV7TESb+VDzX
-----END CERTIFICATE-----",January,Q4 2025,5.52,February,17597,tenant=acme,04:16:45,2018-07-20,August,INS-699180,461412519,JFK,38.3449,59 13 * * *,WBC: 203.3 mg/dL,White,Edge,Opera,75,Smart TV,Homo sapiens,Mobile,A systematic definition of risk.,2020-2025,insert,15 18 * * 1-5,analytics.events,NC,2025-12-07,Q2 2023,Q3 2021,ADV-A8HVQJGDVI,Sunday,8.92,Mobile,JP,15:28:27,BNA3MLA93PZ9TQWOI2UZ,2023-10-01,2020-2025,1078154,Mobility,June,2022-05-23,832,Express,2021-12-30,XS,83149.6,HTTPS,1999,UTF-16,IoT,2020-2025,October,2025-04-14T06:07:22Z,1.4
5.79,2016,b42dbf0a625b97f97d5511a9d3cd360919165256576389a71b99c89f1d356886,Tablet,Q2 2025,-23.75%,2026-12-12T00:00:00Z,2022-01-27,17:20:06,2021-09-03T00:00:00Z,npm install,Automated processing complete.,GET /api/users,4.57,8.05,2025-08-09T23:55:43Z,2023-02-17T00:00:00Z,9023591bee64bf64aa6760a7fc1ed0b6547197a92770393e6d0233b2413913ab,1,PII encrypted at rest,2.18.39,XXX-XX-9143,"-----BEGIN CERTIFICATE-----
SGQThfUrVhpcm9iA8FzXLHNfp4Ao62IIoPDO0iQxSxtAzZn3iRGKCY1VA8FOqJqC
-----END CERTIFICATE-----",December,Q3 2024,8.13,July,321855,region=acme,20:19:01,2026-03-04,November,INS-864940,189248257,SFO,40.2907,"18 1 * * 0,6",Hemoglobin: 270.0 g/dL,Other,Safari,Edge,60,Wearable,NaCl,Chat,A systematic definition of risk.,Jan-Mar,insert,13 14 * * *,sales.orders,NC,2021-11-29,Q1 2023,Q4 2021,ADV-DA5T0VEVYF,Sunday,7.98,Email,CA,14:12:28,24PEEYOAID2AOT4YTPCB,2025-01-18,Jan-Mar,2808893,Cognitive,August,2020-01-08,702,Overnight,2021-08-25,XL,26945.3,gRPC,2026,Latin-1,Wearable,H2 2023,August,2020-10-08T04:39:21Z,3.91
4.96,1999,809794e41066f83f0372398a1106af68dfdf994de634820d3c966e7118801090,Wearable,Q4 2020,-1.99%,2026-01-20T00:00:00Z,2023-05-09,21:18:03,2023-07-06T00:00:00Z,POST /api/orders,Flagged for review.,kubectl apply,3.78,1.05,2023-09-10T07:27:57Z,2024-04-27T00:00:00Z,0afaf1855c5eca749ff4cacecb352d69ab908121b68227ab4fb2a44758d1442c,0,PII encrypted at rest,1.7.64,873-28-9349,"-----BEGIN CERTIFICATE-----
hGo8YlMuli21a84LK5l4Qfrm6wnf8r8g+TJ+SvfDzegvXYmb0zaxbK99xbkRJa5t
-----END CERTIFICATE-----",December,Q3 2025,7.58,July,212865,tenant=us-east,03:25:04,2023-05-03,April,INS-399021,702291843,CDG,32.4135,50 1 * * 1-5,Glucose: 141.8 g/dL,Hispanic,Opera,Edge,7,Mobile,H2O,Email,A formal definition of risk.,FY 2025,snapshot,"51 6 * * 0,6",hr.employees,CO,2022-09-08,Q4 2020,Q2 2024,ADV-8GG122XT2N,Friday,1.28,Mobile,BR,16:52:57,2MEFH81YE32MG8KFVXEO,2018-03-29,2020-2025,355525,None,March,2019-08-13,514,Freight,2025-06-09,XS,54233.6,HTTP,2009,ISO-8859-1,Tablet,Q1 2024,July,2024-04-08 18:26:51,3.12
2.43,2001,504748fc02ea0efafeec7e86d5baa79388a1d27f4e484e9bf54f265f01431f0a,Wearable,Q2 2025,-19.06%,2022-11-29T00:00:00Z,2026-07-12,10:16:56,2024-09-30T00:00:00Z,docker run,Automated processing complete.,GET /api/users,4.94,5.35,2023-02-27T14:40:22Z,2018-06-02T00:00:00Z,7b21e985597e14ee91ec8537cd6adcd64c517057b5ee6a36da00410b5800d1b3,1,Data retained for 7 years,2.18.62,445-24-8625,"-----BEGIN CERTIFICATE-----
yVnmltybL9pEM7tvSIguk3tfM/SKWa9DJK3VLnkyiGQTly0dlCrO+Uuvma8ByhnG
-----END CERTIFICATE-----",October,Q2 2026,3.11,August,886800,tenant=2024-01,23:20:10,2019-11-17,December,INS-814385,282875999,LAX,11.8961,33 2 * * *,Cholesterol: 54.7 mg/dL,Mixed,Edge,Opera,30,Tablet,C6H12O6,Email,A systematic definition of compliance.,Q1 2024,upsert,22 0 * * 1-5,sales.orders,MA,2024-09-14,Q4 2024,Q4 2021,ADV-UNU32GE2V8,Monday,8.58,Social Media,US,23:08:06,LUAWWNMUBOY7CSWMG8QP,2022-01-18,Q1 2024,4164249,Cognitive,October,2026-02-10,316,Freight,2020-12-29,XS,29773.5,gRPC,1990,ISO-8859-1,IoT,2020-2025,July,2026-12-12T10:54:45Z,7.97
1.11,2020,e2947041ff42f10628aef93e2f682c17845353aa83ea282d948b66f34a0097b4,Desktop,Q1 2021,18.13%,2021-02-14T00:00:00Z,2023-11-28,22:31:25,2018-08-16T00:00:00Z,kubectl apply,Updated per client request.,GET /api/users,3.31,6.98,2023-02-12 07:09:11,2018-10-03T00:00:00Z,7d06f645830bebda13d7697707505e019b02bf64c34ac1d4cabdd278ccda0860,0,PII encrypted at rest,4.11.37,XXX-XX-8341,"-----BEGIN CERTIFICATE-----
MSruv0WmgRIz/tZPd0sDJSKOD9gQ3QQvRLd0Gnb4EzuNkax7gC7la3rdMkSv3qFe
-----END CERTIFICATE-----",June,Q4 2026,7.45,November,595963,region=us-east,08:32:01,2026-09-27,September,INS-844827,110537204,SFO,26.4279,"16 6 * * 0,6",Cholesterol: 234.9 mg/dL,Asian,Edge,Chrome,54,IoT,Homo sapiens,Phone,A formal definition of data quality.,2020-2025,insert,27 10 * * 1-5,public.users,NC,2022-04-27,Q4 2025,Q1 2025,ADV-DWD8SY6DSX,Wednesday,8.76,Chat,FR,10:10:10,6Y69QLBGCJF0ZIA26HKK,2019-02-21,2020-2025,7351618,Visual,September,2018-07-01,641,Freight,2025-12-20,M,95427.8,gRPC,2008,Latin-1,IoT,H2 2023,August,2020-03-17T17:29:20Z,8.02
4.3,2008,7338b9f4e8ddcb7c2b356a4c673564162d4c57f0ad83c466d5ecc7050109a96d,Wearable,Q3 2025,24.82%,2022-03-05T00:00:00Z,2023-09-16,10:21:49,2023-11-22T00:00:00Z,GET /api/users,Updated per client request.,docker run,1.88,9.84,2022-11-23 09:44:01,2018-02-12T00:00:00Z,5535beecb8660a6acd98370aa47363ccfca0d280ac11da670a57900abb86d830,0,PII encrypted at rest,4.13.88,366-64-8499,"-----BEGIN CERTIFICATE-----
H6KAUwldqQylFw0e3lFhct0IQ300ytuJWfbKPl5enhIM0cGXxyLWt0yy/dEydL1v
-----END CERTIFICATE-----",November,Q4 2020,7.89,September,211639,dt=2024-01,18:52:43,2024-06-29,May,INS-400348,814637875,LHR,43.1702,49 16 * * 1-5,Glucose: 145.0 g/dL,Other,Opera,Firefox,40,Smart TV,Fe2O3,Web,A formal definition of compliance.,Q1 2024,insert,35 1 * * *,public.users,FL,2018-06-30,Q1 2023,Q1 2020,ADV-V6572MLPYP,Monday,2.03,Web,GB,23:15:45,XTZLJDID61TNDBUO8A29,2018-02-10,Jan-Mar,8915857,Cognitive,July,2022-04-09,755,Same Day,2021-11-25,XL,61531.9,SSH,1991,ISO-8859-1,Wearable,Q1 2024,March,2022-06-09T14:08:23Z,5.32
5.72,2010,568ccfc22f7309c3307b6db157bd73d5438b04340426ca825170df9c3f085e34,Desktop,Q2 2022,-34.59%,2026-09-17T00:00:00Z,2026-03-01,17:45:06,2018-04-11T00:00:00Z,GET /api/users,Automated processing complete.,GET /api/users,1.37,4.97,2019-08-23 01:12:32,2021-04-26T00:00:00Z,b2f2898e42d807caae8576e5015f0db6db79b928f0a9d6ef7599cb1984fe2f60,1,PII encrypted at rest,5.2.3,450-20-8391,"-----BEGIN CERTIFICATE-----
sWoETg07UlMcfPiPb+2HHpmlf9hX1A2r7IW6/T8wiyDmJ53nPbeo8+a3ctqtwmFT
-----END CERTIFICATE-----",October,Q2 2020,7.2,September,999469,dt=acme,21:40:56,2023-02-01,February,INS-223280,452707128,SIN,28.7592,26 22 * * 1-5,Cholesterol: 233.9 K/uL,Other,Opera,Opera,69,Wearable,C6H12O6,Phone,A operational definition of risk.,2020-2025,upsert,46 11 * * *,analytics.events,MA,2024-11-20,Q3 2023,Q1 2021,ADV-H16P02UG53,Saturday,5.27,Mobile,DE,21:47:07,M44C77OGU0MGISZW7ONF,2020-02-27,FY 2025,6814447,Hearing,October,2018-09-30,763,Economy,2024-04-28,L,70239.0,FTP,2008,UTF-16,IoT,Q1 2024,August,2025-07-11T12:28:47Z,1.37
9.74,2007,24c65bd95f446b9f82989b00a692878d0cd859f1127a7148811611cef2689455,Smart TV,Q3 2023,-4.95%,2023-11-26T00:00:00Z,2021-11-15,04:09:55,2019-11-07T00:00:00Z,kubectl apply,Reviewed and approved.,docker run,3.19,8.58,2020-12-07T01:19:10Z,2026-05-25T00:00:00Z,a2360ccd5f8b3e19a85743eece3a178f679b38a1038c22a0f1384e9ed419c325,1,Data retained for 7 years,1.7.68,794-16-2171,"-----BEGIN CERTIFICATE-----
r8Tve1D7ug4EYwRxjlzHJPEyW8WiuVES0sp4YdwBRxkyUEoWQyAlZIqNgWRH+K/U
-----END CERTIFICATE-----",April,Q1 2024,5.91,February,198242,tenant=us-east,09:35:46,2020-04-17,August,INS-261473,487697535,CDG,45.5142,"23 21 * * 0,6",Cholesterol: 93.7 mg/dL,Black,Chrome,Edge,57,IoT,NaCl,Phone,A formal definition of risk.,2020-2025,delete,"12 1 * * 0,6",public.users,CO,2024-05-13,Q2 2020,Q4 2021,ADV-HVINV6MPO3,Sunday,7.78,Mobile,US,18:28:57,ZQPTC4H6TCYGP8CGVADO,2020-10-02,2020-2025,1706381,Hearing,December,2024-07-16,525,Standard,2024-05-20,XL,33400.0,HTTP,2024,UTF-16,Wearable,Q1 2024,February,2024-07-15 17:50:43,8.2
5.26,1998,4e987c96afb65484c7f3de5287a97f260066686cf15f45331b7816ec90782e65,Tablet,Q2 2020,-0.4%,2022-10-08T00:00:00Z,2018-08-06,05:46:47,2024-11-27T00:00:00Z,npm install,Resolved — no further action.,GET /api/users,4.2,2.34,2025-08-25 19:46:02,2025-11-10T00:00:00Z,cb85e8a33f9e111b790a71099752c88b5c860874b9a6053f9ac89349ef60eaad,0,Data retained for 7 years,5.5.15,383-54-2408,"-----BEGIN CERTIFICATE-----
vm18Gj94ljQLepBbsrxddYeOGY6CNQcAWW5TWiEBXQuz4YL9QSlcMyfETu7GKIdn
-----END CERTIFICATE-----",June,Q4 2021,2.6,March,904205,region=2024-01,00:06:42,2026-11-02,June,INS-514139,359528914,ORD,5.5258,53 23 * * 1-5,Glucose: 281.7 K/uL,Other,Safari,Opera,4,Smart TV,H2O,Web,A systematic definition of compliance.,H2 2023,snapshot,"48 18 * * 0,6",analytics.events,TX,2020-02-18,Q3 2024,Q3 2026,ADV-6Q3VH04JTE,Saturday,1.09,Email,MX,07:47:34,EQS7JY2MUBLN4IO0QQCV,2025-01-02,H2 2023,8633900,Mobility,November,2026-08-17,502,Express,2020-06-12,S,57578.5,MQTT,2004,UTF-8,Mobile,FY 2025,February,2018-02-26 11:58:12,5.83
0.36,1999,68bfaa0dfcd7fa9dcf639e48e2fd54f2f471595da491042e247c7d4477db1cf8,Smart TV,Q3 2022,-28.53%,2026-09-13T00:00:00Z,2018-02-19,12:47:08,2020-05-02T00:00:00Z,kubectl apply,Resolved — no further action.,POST /api/orders,9.73,5.78,2019-03-21 07:02:02,2020-11-28T00:00:00Z,6956847796ddcf3660292118fdbf557390d69936aa070d0003a1f5a95f337ca0,0,Data retained for 7 years,0.5.4,XXX-XX-3759,"-----BEGIN CERTIFICATE-----
G/qOikBGkOrwUtEChcKGDV/LFBjVRPXcd2deXBBq/i5IwvUYmSiJlur8iNf2m7ys
-----END CERTIFICATE-----",August,Q3 2022,2.22,December,463782,dt=acme,15:55:40,2018-05-13,February,INS-840589,377802210,ORD,25.8951,29 22 * * *,Hemoglobin: 53.1 mg/dL,Hispanic,Firefox,Opera,37,IoT,Fe2O3,Web,A formal definition of data quality.,FY 2025,upsert,3 19 * * *,hr.employees,NY,2024-02-01,Q1 2024,Q1 2024,ADV-6RGVX6NHNR,Wednesday,5.26,Mobile,CA,06:59:32,XZDRN01NTU7DJUEFCP9N,2022-02-20,Jan-Mar,8600441,Hearing,November,2023-05-22,818,Standard,2018-07-27,S,88711.6,FTP,2015,ASCII,Smart TV,Jan-Mar,August,2026-03-12T02:25:35Z,6.28
1.17,1997,8c25439cbb5fb919f62639624c20dcbfb5d8256766e5aa953bb29c0882539d46,Tablet,Q4 2021,17.05%,2022-01-23T00:00:00Z,2025-08-02,21:16:53,2022-10-23T00:00:00Z,GET /api/users,Needs follow-up next quarter.,docker run,0.45,2.69,2023-09-01 21:14:03,2019-12-22T00:00:00Z,b76458658cbebf7aaf766f78089a22ba85d496e7f9ae06abc9f4c70c75f0a5d1,1,MFA required for admin,5.12.36,XXX-XX-1613,"-----BEGIN CERTIFICATE-----
lb7aiRKh4G1kkEt74DXzMvT3LqDMqVdOX+1teILjBH80twUMTggKKrHs73Y8gjf2
-----END CERTIFICATE-----",October,Q3 2023,1.21,February,892388,dt=acme,06:54:04,2018-06-19,April,INS-285153,462125599,ORD,25.0254,"22 5 * * 0,6",Glucose: 126.6 g/dL,Hispanic,Opera,Opera,89,Wearable,E. coli,In-Store,A operational definition of compliance.,Jan-Mar,upsert,34 23 * * 1-5,hr.employees,CA,2025-10-17,Q4 2023,Q1 2022,ADV-4UJQ9D0NI1,Monday,5.68,Email,MX,00:40:53,US1J8I9ZG82H0YTLFV4D,2022-03-14,Jan-Mar,9115797,Mobility,February,2019-07-07,394,Overnight,2020-01-19,XS,70217.6,gRPC,1992,ASCII,Smart TV,Jan-Mar,January,2018-12-13 04:42:11,4.12
0.42,1993,db47648f3c571344be7cb4ad69e4dbb5f89f5768815000ec3a0032ac75445c62,IoT,Q2 2025,11.65%,2019-07-10T00:00:00Z,2019-03-16,16:15:53,2022-11-22T00:00:00Z,kubectl apply,Pending verification.,POST /api/orders,2.57,2.11,2024-01-13 05:40:41,2018-03-29T00:00:00Z,fafc79341e9abb4d3cd09809876c84b89e1838cafbf52d72e968643b0a189978,0,MFA required for admin,5.19.46,795-45-4446,"-----BEGIN CERTIFICATE-----
n2BwEI1HxkQ+ZWfYOwKa5ubKPWbdB3HonOyCNuhJn6oEkLrhwVlkObqW2GjFV1e+
-----END CERTIFICATE-----",March,Q4 2026,3.17,January,921750,dt=2024-01,13:01:07,2022-04-05,December,INS-477534,621341951,NRT,10.9209,"15 6 * * 0,6",Cholesterol: 144.7 g/dL,Mixed,Firefox,Safari,42,Smart TV,Homo sapiens,Web,A formal definition of data quality.,2020-2025,snapshot,26 2 * * 1-5,public.users,OH,2019-08-09,Q1 2022,Q3 2021,ADV-WF633WXH2F,Friday,7.72,Social Media,CA,04:12:49,0TZAN5BEQWT24P9ODSZI,2024-06-30,H2 2023,4870561,Mobility,September,2019-05-29,613,Same Day,2023-10-02,L,93072.0,WebSocket,2010,Latin-1,Desktop,FY 2025,May,2022-11-03 22:45:05,7.79
7.11,2010,7877433997d3695bd16eaf27b18caa90eed870d5c72c95fd64a07336ca352e40,Mobile,Q1 2022,18.89%,2020-04-13T00:00:00Z,2020-07-10,11:30:07,2024-12-29T00:00:00Z,docker run,Automated processing complete.,POST /api/orders,6.26,3.81,2024-08-24T20:32:33Z,2021-09-27T00:00:00Z,432d1f795f6a7cbd2e03515cf6af9d7abf1bfd4c854336d04228205fbffef822,0,Data retained for 7 years,0.13.27,487-81-1867,"-----BEGIN CERTIFICATE-----
1ZbsOpKh/+oi1qtiu76rpE8/M9nwwwayoCdnLSmAkDDmS2O+p4L5lBlupGqTUWZm
-----END CERTIFICATE-----",June,Q3 2024,0.72,November,162875,tenant=2024-01,13:59:05,2021-12-14,March,INS-943757,114613762,LHR,15.1866,"20 3 * * 0,6",Hemoglobin: 135.0 g/dL,Black,Brave,Opera,76,Wearable,Homo sapiens,In-Store,A formal definition of data quality.,2020-2025,delete,49 1 * * *,sales.orders,MA,2026-07-20,Q1 2023,Q2 2025,ADV-CTA0I20N7S,Saturday,9.3,Web,CA,15:17:31,V3XINO31YCIK8DWDH199,2022-06-02,Jan-Mar,7567283,Cognitive,July,2026-05-27,757,Standard,2026-09-08,XL,88817.0,HTTPS,2024,ISO-8859-1,Wearable,Jan-Mar,September,2020-08-18T11:58:03Z,6.29
7.08,2012,edc1fbc1930f48c0d162a7834ec48f88b29242df249e133d4f767f2034330ed1,Tablet,Q2 2022,-46.57%,2020-12-19T00:00:00Z,2019-07-28,20:20:11,2023-02-28T00:00:00Z,npm install,Pending verification.,GET /api/users,3.21,0.42,2019-06-27 23:55:51,2019-03-16T00:00:00Z,33dc2f5b9b1dd7ebafd1a6eaf8bb9768fbaf52e654513881b869419558d7a162,1,MFA required for admin,5.3.95,352-66-3901,"-----BEGIN CERTIFICATE-----
ink1/Rt6H7inyJJN+Th2OhGrb5W7zB8mpQ9kCL7cDLZ/MXt69QKnwXJhPZaMVlM7
-----END CERTIFICATE-----",January,Q1 2022,2.87,October,985160,tenant=acme,07:02:30,2019-08-07,December,INS-787876,310516981,CDG,44.4527,52 8 * * *,WBC: 132.3 g/dL,Other,Firefox,Opera,88,IoT,E. coli,Chat,A operational definition of data quality.,H2 2023,insert,37 5 * * *,hr.employees,GA,2020-05-24,Q1 2026,Q2 2025,ADV-YFOFMK8GEW,Tuesday,0.98,In-Store,AU,20:22:55,FIP1BENHJEW5GZKN7NSK,2018-06-05,Q1 2024,8916793,Hearing,September,2023-11-04,490,Standard,2022-05-06,XL,18748.6,HTTP,2015,ASCII,IoT,2020-2025,July,2020-01-13T23:09:37Z,3.29
5.27,2015,ed27db08f7c656b993f95c1574f3f500c2438314193d6cfb1faee01695c9d82e,Desktop,Q1 2021,12.01%,2022-10-16T00:00:00Z,2024-02-03,23:26:30,2024-10-03T00:00:00Z,docker run,Updated per client request.,npm install,2.64,5.98,2023-05-12 06:47:45,2023-02-01T00:00:00Z,9272e0da2240d77d6248d3d404090b673e197e69184efeabf181a226ea4de47b,0,MFA required for admin,5.15.41,588-11-6242,"-----BEGIN CERTIFICATE-----
/CqVvdvsFGqEoH7lKoG3fo/rhakUQIC46NGQK8glU4KWSDsNiMseQmHSNstAxyOC
-----END CERTIFICATE-----",December,Q1 2025,4.43,July,150571,dt=acme,12:16:46,2019-12-16,May,INS-209078,411426187,NRT,43.9755,59 13 * * 1-5,Hemoglobin: 189.9 K/uL,White,Chrome,Safari,85,Desktop,Fe2O3,Phone,A systematic definition of compliance.,FY 2025,snapshot,58 4 * * *,hr.employees,GA,2024-06-11,Q4 2021,Q3 2021,ADV-Y6ZQLDUKAF,Thursday,5.12,Phone,MX,09:32:24,1SSM08MDP7XH5PMI9DAB,2018-02-20,FY 2025,997850,Hearing,June,2023-11-14,398,Same Day,2019-08-06,L,18970.3,FTP,2023,ASCII,Desktop,2020-2025,April,2021-09-16 22:17:12,2.97
5.55,1997,7ae05263fc33ba923eb2a1f9c543501b6871e76d19fd704e243c21fc1cf6a5bb,Smart TV,Q4 2025,-28.73%,2018-12-16T00:00:00Z,2023-04-30,22:07:04,2025-10-08T00:00:00Z,npm install,Resolved — no further action.,POST /api/orders,3.19,1.76,2024-01-16T12:20:36Z,2018-06-27T00:00:00Z,661bb60a55cef66a8a3480f34f4d18f4b664801d90673f65a6386f895337a8f8,0,PII encrypted at rest,3.3.81,XXX-XX-7434,"-----BEGIN CERTIFICATE-----
JyENb3udqKnwBTC2tIlYWC8X97z+SjywBX1/LODOkVG2BAFsne0ZU8taFzNck13x
-----END CERTIFICATE-----",January,Q3 2024,9.78,May,536185,region=acme,01:46:43,2022-11-14,December,INS-286077,766846957,SIN,21.5998,28 4 * * *,Cholesterol: 249.4 g/dL,Other,Opera,Firefox,84,Desktop,Fe2O3,In-Store,A systematic definition of compliance.,Q1 2024,update,"19 21 * * 0,6",public.users,NC,2025-05-19,Q4 2021,Q1 2024,ADV-Q1KDW11QQ8,Thursday,0.48,Social Media,GB,02:13:28,FYDWXSS8J873IGCQV0WG,2025-11-15,Q1 2024,7499034,Hearing,November,2026-03-22,386,Same Day,2024-08-13,L,32641.3,FTP,2014,UTF-8,Mobile,Jan-Mar,May,2019-07-19 09:54:54,1.57
9.01,1996,ba6cd0f9e65a6d362087608558a7313e6bd1cc0477bd4bbe33d0629f9783fbf3,Tablet,Q1 2024,-34.29%,2019-11-26T00:00:00Z,2026-09-14,18:33:02,2024-04-20T00:00:00Z,GET /api/users,Resolved — no further action.,docker run,3.76,6.32,2023-04-02T01:47:31Z,2018-07-23T00:00:00Z,ddc8ee35033b9cd92b9d82f87d5bdc72c6f77efdd3a51e7773ee4fd3c8b497e6,1,Data retained for 7 years,5.10.67,287-27-5278,"-----BEGIN CERTIFICATE-----
1Gd1nsUxALZXmf+i+Sf4dFZRcurD2+IPakqUB/Gn+JZwfBySikmNwJeYLcBSBTAB
-----END CERTIFICATE-----",March,Q4 2025,5.21,November,308166,dt=acme,10:08:43,2024-07-16,September,INS-952706,880216155,CDG,47.2749,"4 5 * * 0,6",Glucose: 193.3 mg/dL,Mixed,Opera,Safari,61,Mobile,Fe2O3,Phone,A systematic definition of data quality.,2020-2025,delete,"6 21 * * 0,6",hr.employees,WA,2021-08-20,Q2 2022,Q3 2025,ADV-HBYGP6FATO,Saturday,6.95,Chat,MX,09:35:05,MNFRMESQ766FCRNL80YY,2025-04-02,FY 2025,4693425,Hearing,June,2022-06-08,349,Express,2022-10-01,M,28477.6,MQTT,1998,UTF-8,Mobile,Jan-Mar,January,2021-04-03 11:33:35,1.41
3.17,2013,0667db5aa559dbefa65400dcce5c35962d35f9865671f7b4621463d1545d191c,Wearable,Q2 2025,-8.58%,2024-02-15T00:00:00Z,2026-03-15,19:13:27,2021-04-12T00:00:00Z,npm install,Reviewed and approved.,kubectl apply,8.83,1.84,2020-03-25T23:45:34Z,2023-11-24T00:00:00Z,6ddabaa38f97e1762a1893316e9471d73989e6cd3baea931ab99d613eb487802,0,PII encrypted at rest,5.10.27,805-67-7029,"-----BEGIN CERTIFICATE-----
W2LAv6pQbWssu+0wY6JosVg+y+saK+hr7AjYSaTIadKD/aGj1bBOI1hOuFPCHZHw
-----END CERTIFICATE-----",March,Q1 2026,0.65,July,205600,region=us-east,03:23:14,2024-12-06,September,INS-480051,361427085,NRT,46.2718,44 15 * * 1-5,Cholesterol: 250.9 K/uL,Asian,Firefox,Firefox,10,IoT,NaCl,Web,A operational definition of data quality.,2020-2025,delete,30 23 * * 1-5,analytics.events,NY,2022-06-24,Q1 2023,Q4 2023,ADV-37W8VTOYWV,Saturday,5.89,Web,DE,19:21:42,1IIPNMNPXW2YKNHUDJ54,2023-08-10,FY 2025,5769931,Mobility,October,2019-12-09,499,Overnight,2021-03-12,M,16148.7,MQTT,2000,ASCII,IoT,Jan-Mar,April,2018-12-14 11:52:09,2.09
