continent,city,meta_185,yaie69,PORT_HARBOR,monument,area,address_line,wordemb,AIRPORT,fact_landmark_poi,airport,addressLine,isocc,timeZone,dim_region_state_province,meta_lrmt,landmark_poi_14,abstract,privileged,dim_legal_entity_identifier,API_SPECIFICATION,username_6,user_frequency,date,description_info,ceiling,landmark_poi_val,iso_3166,val_374,ADDRESS_LINE,dim_iso_country_code,TIME_ZONE,attr_addre,col_155,country_6,landmark_poi,landmarkPoi,KEYWORDS,eeaojj2,bcqj56,x_weigh,LANDMARK_POI,metro,partition_key_raw,timeToLive,port,dim_ee,var_541,landmark,xdcuk92,terminal,continent_2,attr_zquc,etlBatchId,suite,x_sjbk,country_info,suqs36,v_nt,var_aa,LATITUDE,val_count,location_text_6,col_latit,x_sq,modifiedby,yac46,dim_por,port_harbor_raw,src_address_line,location_text_val,building,trade_secret_field,continent_3,isin,region_state_province_6,operating_system,port_harbor,fact_month,c_698,GENDER,city_town,tz,weight_mass_field,GEOGRAPHIC_COORDINATES,c_lbts,stockTicker,nationality_raw,location_text,neighborhood,ljpe20,d_941,locationText,power,src_longitude,tbaa41,country,cityTown,haedjt13,psyrv83,longitude_14,latitude,sku,address_line_v2,longitude_raw,rank_rating_6,landmark_poi_22,SOURCE_SYSTEM,last_4,portHarbor,continent_4,downstream,landmark_poi_v2,raw_geographic_coordinates,latitude_2,var_481,district_borough_raw,release_note,soft_delete_flag_v2,attr_229,permlevel,src_continent,deleted_at,c_242,continent_14,PORT_HARBOR_2,diagnosis,continent_val,address_line_2,attr_coo,iso_country_cd,p_educa,city_2,loctxt,tz_2,venue,municipality,district_borough,x_cooki,fact_city_town,admin,iso_country_code_info,fact_time_zone,insert_time,nlygq86,longitude,iso_country_code,continent_5,city_town_14,val_por
Africa,Seattle,"-74.395819, 55.00159",Asian,Shanghai,Golden Gate Bridge,"San Francisco, Sweden",6950 Oak Ave,"[1.1992, -0.0401, -0.112, 1.4303, -0.0852, 1.0788, 1.1089, -1.2693]",JFK,Eiffel Tower,ORD,7742 Pine Rd,MX,CET,CA,"Tokyo, South Korea",Golden Gate Bridge,This paper presents a framework for anomaly detection.,HOLD-2026-964,ADOW13580ZU8XNBMJA1Z,OpenAPI 3.0,david_jones58,759.0,2021-08-28,The system represents customer interactions.,min=9025,Golden Gate Bridge,GB,LAX,3269 Oak Ave,JP,PST,4356 Main St,2026-10-09T01:32:12Z,United States,Big Ben,Big Ben,"security, scalability, analytics, reporting, cloud",152.611599,2266.1,774.56,Eiffel Tower,Miami,tenant=2024-01,232 days,Shanghai,-53.066003,"-86.388509, -22.462228",Eiffel Tower,2.14.40,Port of LA,Europe,Seattle,batch-20230213-62,7531 Main St,Africa,Sweden,Software,Toronto,"63.978997, 128.683805",17.581665,Australia,"Sydney, Switzerland",-50.056845,Port of LA,lucas.thompson,Seattle,Rotterdam,Port of LA,4505 Oak Ave,"Chicago, Japan",Golden Gate Bridge,[CONFIDENTIAL] Formula #556,Europe,7UQA8IMQ5,GA,Android,Hamburg,March,MA,Unisex,Boston,PST,149.98,"-80.996804, -18.957793",2022-07-18T20:33:12Z,PFR,Australia,"Los Angeles, Mexico",East Side,149 Elm St,Golden Gate Bridge,"London, Singapore",43460.2,-153.693384,Midtown,Australia,Miami,East Side,"30.527955, 163.512451",-0.505871,"-83.780268, 143.51345",XTP-3933,5194 Pine Rd,-168.55199,91,Eiffel Tower,SAP,3946,Shanghai,Antarctica,staging.events -> analytics,Big Ben,"44.210446, 146.788198",-0.842056,"Houston, Singapore",North Shore,v1.4.49: Added support for logging.,false,Statue of Liberty,Owner,Asia,,New York,North America,Busan,Type 2 Diabetes,Africa,318 Elm St,"70.330874, -148.787768",MX,Bachelor's,Seattle,"Berlin, Germany",PST,"San Francisco, India",Houston,South Bay,_ga=7044121082.7120440,Tokyo,Viewer,JP,JST,2020-10-18 06:10:31,230.5,6.293931,MX,Antarctica,Seattle,Rotterdam
Africa,Portland,"42.384215, 144.999233",Mixed,Rotterdam,Golden Gate Bridge,"Toronto, Sweden",90 Oak Ave,"[-0.481, 2.2932, -2.2357, -0.5863, 1.0736, 0.4168, 0.6902, 1.3669]",LAX,Big Ben,ORD,3028 Maple Dr,US,PST,OH,"Tokyo, Mexico",Big Ben,This paper presents a novel approach for entity resolution.,HOLD-2025-360,8HDCUBBHF4BDWUD52JKH,GraphQL,jessica_smith60,899.4,2020-10-28,The product manages operational metrics.,min=352,Eiffel Tower,IN,SIN,6067 Cedar Ln,MX,UTC,9278 Park Blvd,2025-11-08T04:25:42Z,Germany,Central Park,Central Park,"compliance, cloud",13.324743,38890.5,858.59,Statue of Liberty,San Francisco,region=2024-01,102 days,Shanghai,-63.68664,"-33.747462, 74.819603",Golden Gate Bridge,5.10.55,Busan,Europe,Austin,batch-20251130-53,1514 Pine Rd,Europe,Mexico,Hardware,Seattle,"31.60047, 138.410132",-34.752779,Italy,"Sydney, Spain",44.169621,Shanghai,linda.anderson,London,Shanghai,Shanghai,4109 Maple Dr,"London, Italy",Eiffel Tower,[CONFIDENTIAL] Formula #210,Asia,OTIL9SBJM,PA,Windows,Busan,November,CO,Unisex,Atlanta,EST,889.75,"-2.076967, 8.275336",2021-02-07 04:06:45,YU,Australia,"Phoenix, Brazil",South Bay,3787 Cedar Ln,Golden Gate Bridge,"Berlin, Australia",46315.8,10.393496,East Side,United Kingdom,Houston,North Shore,"-56.065302, -78.764217",-112.776984,"87.767026, 143.539255",ATO-4379,6667 Maple Dr,19.517245,56,Eiffel Tower,SAP,3025,Rotterdam,South America,raw.events -> exports,Golden Gate Bridge,"-22.220018, -41.828497",14.249537,"Houston, South Korea",Midtown,v1.11.67: Fixed bug in caching.,true,Golden Gate Bridge,Editor,Antarctica,,Tokyo,North America,Port of LA,Depression,Europe,1227 Oak Ave,"-75.83121, -45.923428",IN,Associate's,Seattle,"Phoenix, Brazil",America/New_York,"Boston, Brazil",Miami,West End,_ga=9254403803.9290225,Los Angeles,Viewer,US,CET,2021-03-06 02:04:47,726.7,-2.305479,CA,Europe,Portland,Hamburg
North America,Phoenix,"10.019159, 93.003826",White,Hamburg,Golden Gate Bridge,"Atlanta, Spain",298 Elm St,"[-0.3263, 0.5412, 1.4162, -0.87, 0.6361, -2.1157, -0.7747, -1.7646]",SIN,Eiffel Tower,NRT,2153 Elm St,JP,UTC,OH,"Atlanta, Sweden",Statue of Liberty,This paper presents a framework for entity resolution.,HOLD-2020-310,2FFNWX9GGT1KDGRXUFH3,REST/JSON,michaelmartinez163,3305.46,2019-06-14,The service includes compliance records.,warn=659,Eiffel Tower,FR,SIN,8729 Cedar Ln,CA,JST,7095 Oak Ave,2026-10-05 06:25:07,United States,Statue of Liberty,Statue of Liberty,"data, integration",94.738491,41186.0,755.02,Golden Gate Bridge,New York,region=acme,319 days,Shanghai,-2.167287,"62.989648, -82.06368",Eiffel Tower,2.17.83,Rotterdam,South America,Phoenix,batch-20210119-65,4803 Pine Rd,North America,Netherlands,Services,Houston,"-55.408577, -177.597433",60.394032,Israel,"Boston, Netherlands",-52.684483,Port of LA,aiden.walker,Tokyo,Rotterdam,Shanghai,120 Main St,"Toronto, Germany",Statue of Liberty,[CONFIDENTIAL] Formula #510,Europe,TSDCIENUE,TX,iOS,Busan,May,CO,Female,Paris,America/New_York,980.71,"8.06411, -19.09168",2026-04-18T00:31:18Z,ZVH,United Kingdom,"Dallas, Japan",Midtown,3317 Park Blvd,Eiffel Tower,"Boston, Canada",4181.1,10.537184,West End,France,Seattle,South Bay,"-38.217223, -156.183191",-61.859073,"-7.914342, -33.008448",DRT-5690,7922 Maple Dr,114.042064,22,Eiffel Tower,Snowflake,9721,Rotterdam,South America,raw.orders -> exports,Statue of Liberty,"-2.428944, -163.670618",44.741679,"Tokyo, Netherlands",South Bay,v1.20.68: Fixed bug in authentication.,false,Golden Gate Bridge,Admin,Antarctica,,New York,Asia,Busan,Arthritis,Asia,3787 Park Blvd,"48.243831, 8.648383",JP,Master's,Phoenix,"Tokyo, Sweden",Europe/London,"Tokyo, Italy",Miami,Downtown,_ga=8351468758.6805578,Atlanta,Editor,AU,EST,2021-02-06 22:15:09,321.6,-69.682503,BR,Europe,Dallas,Hamburg
Europe,San Francisco,"20.42132, -28.510069",White,Shanghai,Golden Gate Bridge,"Phoenix, Israel",786 Pine Rd,"[-0.2475, -0.1805, 0.2208, 0.6944, -0.0834, -0.1872, -0.7288, 0.5066]",NRT,Statue of Liberty,LAX,4435 Cedar Ln,JP,JST,GA,"Miami, Brazil",Golden Gate Bridge,This paper presents an analysis for data classification.,HOLD-2023-572,YE799Z30URO677619QGO,GraphQL,logantaylor214,897.29,2018-12-30,The product monitors compliance records.,warn=1523,Statue of Liberty,MX,JFK,5632 Pine Rd,IN,PST,6338 Main St,2019-05-19T08:59:24Z,Norway,Eiffel Tower,Central Park,"integration, analytics, monitoring",-158.247781,25969.6,668.13,Central Park,Seattle,dt=2024-01,187 days,Busan,41.359625,"40.47475, 79.686773",Eiffel Tower,4.18.84,Rotterdam,Asia,New York,batch-20210406-39,353 Oak Ave,South America,Mexico,Services,London,"-35.077513, -79.876615",-56.146616,Australia,"Paris, India",-20.975009,Shanghai,emma.thompson,Seattle,Port of LA,Port of LA,1483 Maple Dr,"Los Angeles, Switzerland",Eiffel Tower,[CONFIDENTIAL] Formula #151,Asia,1D72KF94M,OH,Linux,Singapore,November,CA,Female,Austin,Europe/London,436.5,"65.548959, -92.443471",2018-11-05 07:58:06,PSQA,France,"Portland, Australia",West End,9710 Pine Rd,Eiffel Tower,"Portland, Germany",41698.8,-106.986541,West End,Italy,Portland,North Shore,"-70.639658, 60.176151",-69.524865,"-46.383952, -57.36619",GGO-2587,5562 Park Blvd,110.116481,91,Eiffel Tower,Workday,7757,Shanghai,Africa,curated.events -> analytics,Statue of Liberty,"-1.802459, 134.037103",27.129748,"New York, Norway",Midtown,v2.10.27: Improved caching.,true,Golden Gate Bridge,Editor,Antarctica,2020-04-16T20:43:48Z,Atlanta,Asia,Rotterdam,Depression,South America,4025 Maple Dr,"-48.084746, -132.259192",GB,PhD,Denver,"Phoenix, Mexico",PST,"Miami, Canada",Seattle,West End,_ga=8412668359.2809243,Sydney,Owner,AU,PST,2018-02-14T12:21:13Z,689.0,125.050886,DE,Africa,Toronto,Hamburg
Africa,Chicago,"84.495424, 10.827138",Mixed,Shanghai,Statue of Liberty,"Seattle, Brazil",5944 Cedar Ln,"[-1.6751, 0.0818, -0.5153, -0.1072, 0.5761, 0.641, -0.7017, -1.9077]",NRT,Eiffel Tower,JFK,9987 Oak Ave,CA,JST,CO,"Miami, Italy",Statue of Liberty,This paper presents an analysis for anomaly detection.,HOLD-2022-662,RMEWWWXK87BV9KXE90PJ,GraphQL,davidanderson605,6083.63,2024-10-05,The service monitors data processing activities.,crit=8207,Big Ben,CA,LAX,8897 Oak Ave,IN,Europe/London,3042 Park Blvd,2020-03-07T04:21:40Z,Australia,Big Ben,Big Ben,"data, performance, analytics, cloud, reporting",38.976185,43824.9,804.23,Big Ben,New York,dt=us-east,242 days,Singapore,-24.48848,"41.439458, 75.909124",Central Park,3.17.80,Shanghai,Oceania,Sydney,batch-20260404-10,1096 Main St,Antarctica,India,Hardware,Toronto,"-38.05677, 44.482501",-30.477767,Switzerland,"Austin, Switzerland",-14.939452,Busan,william.rodriguez,Tokyo,Busan,Busan,287 Main St,"Portland, Italy",Big Ben,[CONFIDENTIAL] Formula #256,Europe,AUUGT57OU,GA,iOS,Busan,January,CA,Female,Portland,UTC,358.2,"-66.211525, 144.389131",2020-06-09 10:19:25,XBV,Australia,"Miami, United Kingdom",North Shore,2658 Maple Dr,Eiffel Tower,"Sydney, Australia",43229.4,114.609862,North Shore,Canada,Paris,Downtown,"38.375293, -8.988812",-172.841779,"-74.43634, -79.950732",CBW-1768,4074 Maple Dr,-87.560117,56,Golden Gate Bridge,Workday,6350,Singapore,Oceania,staging.events -> analytics,Statue of Liberty,"-71.455045, 9.847094",-4.571517,"Chicago, Switzerland",Midtown,v0.2.52: Removed authentication.,false,Golden Gate Bridge,Admin,Oceania,,Toronto,Oceania,Singapore,Depression,Antarctica,4190 Elm St,"-17.292595, -176.948647",JP,PhD,Sydney,"New York, Spain",CET,"Berlin, Mexico",Atlanta,Midtown,_ga=3219336079.8813853,San Francisco,Viewer,AU,JST,2024-01-14 13:41:10,1467.3,120.59365,IN,Europe,Portland,Rotterdam
North America,Boston,"-86.446289, -156.403036",Asian,Shanghai,Central Park,"Berlin, United Kingdom",8608 Maple Dr,"[0.2718, -0.4858, 0.256, -2.4479, 0.1276, -0.1324, 1.1574, 0.3251]",NRT,Statue of Liberty,LHR,1047 Park Blvd,US,UTC,IL,"Sydney, Canada",Golden Gate Bridge,This paper presents a framework for entity resolution.,HOLD-2021-411,4NAY8406K0DLB2ZHOVGZ,SOAP/XML,sarah_davis734,9596.56,2023-05-11,This record represents operational metrics.,crit=5556,Statue of Liberty,JP,NRT,8486 Elm St,GB,JST,8144 Pine Rd,2024-08-01 01:42:47,India,Statue of Liberty,Big Ben,"monitoring, cloud",-103.831813,48469.5,808.58,Eiffel Tower,San Francisco,tenant=us-east,230 days,Shanghai,-68.563617,"-26.260272, 170.142051",Eiffel Tower,2.12.91,Rotterdam,Oceania,Houston,batch-20190327-58,405 Elm St,South America,Israel,Software,Seattle,"-34.91684, -116.027324",-4.911755,United Kingdom,"Dallas, Mexico",-11.770401,Rotterdam,michael.lewis,Dallas,Port of LA,Hamburg,4105 Maple Dr,"Houston, Sweden",Golden Gate Bridge,[CONFIDENTIAL] Formula #884,Europe,WDNSHQ0BX,FL,macOS,Shanghai,March,GA,Male,Tokyo,UTC,841.77,"-28.57884, -131.76292",2021-06-02T00:06:03Z,RBZY,Mexico,"Boston, Germany",South Bay,989 Elm St,Statue of Liberty,"Dallas, Australia",20386.9,-142.828001,West End,Switzerland,Berlin,Midtown,"52.857706, 20.712553",-152.561356,"-43.91932, -88.146907",LKM-3007,3992 Park Blvd,45.172263,21,Big Ben,PostgreSQL,0196,Rotterdam,Asia,staging.orders -> reports,Golden Gate Bridge,"-76.892898, -84.028084",23.9758,"Seattle, Canada",North Shore,v0.6.42: Improved authentication.,true,Big Ben,Guest,Europe,,Sydney,Europe,Shanghai,Migraine,North America,468 Main St,"60.535011, 111.558798",FR,Master's,Atlanta,"New York, France",America/New_York,"Boston, Brazil",Los Angeles,Downtown,_ga=7955674689.1025629,Portland,Owner,DE,UTC,2021-03-23T08:28:20Z,678.2,61.133489,US,South America,Chicago,Shanghai
Asia,Boston,"-6.415818, -97.319722",Other,Singapore,Statue of Liberty,"Austin, France",3223 Maple Dr,"[-1.3433, 0.5469, -0.4565, 0.2285, 1.0549, 1.7262, -0.1908, -1.0372]",ORD,Eiffel Tower,JFK,8351 Park Blvd,IN,Europe/London,CA,"New York, Norway",Eiffel Tower,This paper presents a framework for entity resolution.,HOLD-2020-283,G26JS45PQRA3DMYWDWCP,REST/JSON,john_jackson439,238.65,2024-05-03,The product includes data processing activities.,max=9946,Golden Gate Bridge,BR,JFK,1554 Elm St,JP,Europe/London,5994 Park Blvd,2026-03-15T08:00:33Z,South Korea,Golden Gate Bridge,Big Ben,"data, cloud, reporting, security",150.784766,21928.9,705.07,Central Park,Seattle,dt=us-east,191 days,Busan,-71.154403,"-18.272504, 51.996328",Big Ben,0.7.8,Hamburg,South America,Dallas,batch-20210212-84,4665 Oak Ave,Oceania,Israel,Food,Toronto,"-46.863069, 160.743",-17.385622,Norway,"Austin, Norway",-57.446882,Rotterdam,emily.thomas,Toronto,Port of LA,Shanghai,2135 Elm St,"Seattle, Israel",Eiffel Tower,[CONFIDENTIAL] Formula #533,Oceania,K76VMVDDP,TX,Linux,Singapore,September,NY,Male,Miami,UTC,377.4,"78.564986, 42.027369",2022-03-07 04:21:24,YT,Japan,"Phoenix, Australia",Midtown,2737 Maple Dr,Statue of Liberty,"Austin, Switzerland",24161.0,157.985287,Downtown,India,Houston,East Side,"-19.299814, 48.503442",-92.049303,"-66.387469, 34.986458",FAK-1327,4818 Pine Rd,0.098097,14,Central Park,PostgreSQL,5059,Busan,North America,raw.orders -> analytics,Eiffel Tower,"7.197447, 108.822364",63.626342,"Houston, Mexico",South Bay,v3.1.52: Added support for caching.,false,Golden Gate Bridge,Guest,Oceania,2020-01-09T03:35:09Z,Tokyo,Europe,Singapore,Type 2 Diabetes,Oceania,8237 Maple Dr,"-18.235456, -86.157405",US,High School,Boston,"Phoenix, Spain",Europe/London,"Berlin, South Korea",Denver,North Shore,_ga=1030458040.2918490,San Francisco,Editor,US,JST,2020-04-25T19:56:42Z,661.7,32.496202,BR,Asia,Denver,Singapore
South America,Los Angeles,"-18.634097, 170.485371",Mixed,Shanghai,Eiffel Tower,"Seattle, Canada",7305 Maple Dr,"[-0.8646, 0.0709, 1.8153, 1.2509, -1.3515, -1.7026, -1.1291, -0.5797]",ORD,Central Park,CDG,9825 Pine Rd,GB,America/New_York,MA,"Paris, Canada",Big Ben,This paper presents a framework for anomaly detection.,HOLD-2024-761,15QJHRZQGSTC7O460KI1,REST/JSON,amy.smith380,7396.52,2024-11-11,The customer account includes transaction histories.,min=1170,Statue of Liberty,IN,SFO,1004 Main St,JP,Europe/London,901 Main St,2023-03-24T09:53:13Z,India,Statue of Liberty,Eiffel Tower,"automation, integration, monitoring, security",-18.647924,30156.1,423.9,Big Ben,San Francisco,dt=2024-01,217 days,Busan,51.527505,"-62.693245, -124.084176",Central Park,3.2.22,Singapore,Asia,London,batch-20180423-02,5672 Cedar Ln,Asia,United Kingdom,Software,Atlanta,"-7.699187, 14.960886",35.432463,Canada,"New York, Germany",-24.14882,Hamburg,oliver.moore,San Francisco,Singapore,Rotterdam,8307 Elm St,"Dallas, Singapore",Central Park,[CONFIDENTIAL] Formula #811,South America,HWWKUYRVZ,CO,iOS,Hamburg,August,GA,Unisex,San Francisco,EST,904.75,"-64.559627, 170.332991",2026-03-01 10:36:41,HWPP,Italy,"Los Angeles, India",Downtown,4136 Oak Ave,Eiffel Tower,"London, Norway",12397.1,-170.692562,East Side,Spain,Seattle,Downtown,"-54.555103, 109.606415",122.78319,"-25.160377, -152.534512",MPS-1942,4717 Main St,-178.093628,21,Big Ben,Workday,3639,Hamburg,Asia,curated.orders -> reports,Statue of Liberty,"81.170923, -40.735044",-2.527238,"Toronto, India",South Bay,v3.17.21: Improved logging.,false,Statue of Liberty,Editor,North America,,Dallas,Antarctica,Shanghai,Anxiety,Africa,1307 Elm St,"-65.320296, -94.884319",BR,High School,Tokyo,"Phoenix, United States",CET,"Chicago, Australia",Los Angeles,Midtown,_ga=3084578198.3429141,San Francisco,Guest,BR,EST,2021-03-12 07:10:21,354.7,-175.058857,US,South America,Atlanta,Hamburg
Asia,Denver,"33.213386, 104.2903",Hispanic,Port of LA,Central Park,"London, South Korea",5458 Cedar Ln,"[-0.0736, -1.9487, -1.2907, -0.6631, 1.0104, -0.7551, 0.1914, 1.066]",JFK,Statue of Liberty,SFO,7742 Maple Dr,DE,JST,MA,"Miami, Israel",Golden Gate Bridge,This paper presents a framework for data classification.,HOLD-2026-921,WNEEXAHX4TI7NCWF9J4E,REST/JSON,david_thompson571,4582.99,2018-09-22,The product monitors transaction histories.,min=9847,Central Park,BR,JFK,5463 Elm St,US,Europe/London,655 Oak Ave,2026-05-16 03:52:49,United Kingdom,Statue of Liberty,Statue of Liberty,"security, cloud, integration",12.862261,37586.2,646.22,Golden Gate Bridge,Tokyo,dt=2024-01,25 days,Busan,-42.802723,"-70.370242, 171.535492",Golden Gate Bridge,4.19.40,Rotterdam,Asia,Denver,batch-20190123-25,7 Pine Rd,Europe,India,Electronics,Miami,"-39.315456, 145.75028",52.880876,South Korea,"Atlanta, South Korea",56.860816,Hamburg,logan.moore,Chicago,Shanghai,Shanghai,5216 Oak Ave,"Miami, Japan",Statue of Liberty,[CONFIDENTIAL] Formula #267,North America,NZ0M9W6NC,TX,Android,Shanghai,January,FL,Male,New York,EST,309.23,"-87.892078, 49.20604",2021-03-13T14:30:53Z,XKUI,Canada,"Los Angeles, Singapore",Downtown,1307 Park Blvd,Central Park,"Houston, South Korea",4684.0,177.294697,South Bay,United States,Seattle,North Shore,"-18.217157, -139.223139",67.781873,"44.260907, -71.128916",KEN-8129,2290 Pine Rd,151.896155,51,Statue of Liberty,Salesforce,5472,Hamburg,North America,raw.orders -> analytics,Central Park,"10.820176, -51.473616",2.167673,"Dallas, South Korea",Downtown,v0.10.97: Added support for authentication.,true,Big Ben,Viewer,North America,,Seattle,Africa,Busan,Arthritis,Oceania,7245 Maple Dr,"46.74553, 49.493714",JP,High School,New York,"Dallas, South Korea",UTC,"Sydney, Australia",Miami,Downtown,_ga=5486704522.4133011,Atlanta,Guest,CA,UTC,2026-01-15T10:54:34Z,1199.8,-95.55825,FR,Europe,Toronto,Singapore
Europe,Berlin,"83.884523, -88.349397",Asian,Busan,Eiffel Tower,"Seattle, United States",9587 Park Blvd,"[1.6848, 1.3315, -1.7394, 0.3271, 0.4499, 0.2333, -0.3931, -0.131]",NRT,Statue of Liberty,LAX,3327 Park Blvd,AU,EST,TX,"Toronto, United States",Big Ben,This paper presents an analysis for data classification.,HOLD-2020-180,X8VVA66U3P2U7Y9RR9HJ,GraphQL,emma.martin199,3383.81,2023-10-29,The customer account includes transaction histories.,max=6185,Central Park,US,JFK,8042 Maple Dr,BR,JST,9855 Maple Dr,2018-07-20 09:30:46,Switzerland,Golden Gate Bridge,Eiffel Tower,"analytics, security, compliance, reporting",-90.183712,22914.4,987.09,Eiffel Tower,Atlanta,tenant=acme,314 days,Busan,-21.280093,"-43.132183, 165.226783",Big Ben,1.7.33,Rotterdam,Oceania,Berlin,batch-20241203-64,7229 Maple Dr,Asia,Mexico,Clothing,Berlin,"0.33733, -145.758576",8.682871,South Korea,"Chicago, Mexico",-5.419841,Hamburg,david.harris,Paris,Rotterdam,Hamburg,7024 Pine Rd,"San Francisco, Germany",Golden Gate Bridge,[CONFIDENTIAL] Formula #876,Europe,4HZECWE98,WA,Linux,Busan,December,OH,Unisex,Paris,America/New_York,124.48,"84.908376, -140.518261",2024-09-13 03:40:17,DP,Australia,"Atlanta, France",Downtown,3835 Pine Rd,Golden Gate Bridge,"Tokyo, Spain",6653.4,-31.533553,Downtown,Norway,London,South Bay,"-67.149502, -8.520283",77.3778,"-36.672323, -74.495442",XMM-6386,7500 Park Blvd,145.637794,58,Central Park,Salesforce,0896,Busan,Asia,raw.events -> analytics,Golden Gate Bridge,"-25.519561, 4.789201",33.845945,"Toronto, United States",Midtown,v0.20.6: Improved API.,false,Eiffel Tower,Admin,Africa,,Miami,North America,Rotterdam,Type 2 Diabetes,Oceania,1120 Maple Dr,"81.088874, -76.942542",JP,Bachelor's,San Francisco,"Berlin, France",UTC,"London, Germany",Atlanta,Downtown,_ga=1477410499.3572061,Phoenix,Owner,MX,UTC,2020-04-20 07:18:33,1215.0,155.062171,AU,North America,Los Angeles,Hamburg
Asia,Boston,"21.60553, 64.772544",Hispanic,Rotterdam,Golden Gate Bridge,"New York, Singapore",4605 Oak Ave,"[0.2887, 0.239, 0.5146, 1.2279, -0.1716, 0.9636, -1.4845, -1.3466]",LAX,Golden Gate Bridge,ORD,4496 Maple Dr,MX,America/New_York,CA,"Portland, France",Eiffel Tower,This paper presents a framework for entity resolution.,HOLD-2026-389,6SZXXWFDI0MVN3I43XS5,REST/JSON,lucasmartinez58,5557.67,2026-05-15,The customer account represents customer interactions.,crit=6019,Golden Gate Bridge,IN,SFO,1637 Maple Dr,IN,PST,8646 Park Blvd,2026-10-22T01:53:16Z,France,Big Ben,Big Ben,"data, security, automation, performance",-8.378422,33552.8,174.39,Central Park,San Francisco,region=acme,307 days,Shanghai,89.368013,"-58.838629, -85.827866",Statue of Liberty,1.11.18,Rotterdam,North America,Dallas,batch-20220713-73,4760 Maple Dr,South America,South Korea,Services,Atlanta,"-44.858224, 83.449328",-57.89157,Sweden,"San Francisco, Italy",-53.504995,Hamburg,david.garcia,Dallas,Busan,Port of LA,6972 Main St,"Toronto, Mexico",Eiffel Tower,[CONFIDENTIAL] Formula #756,Africa,T1MFGIDEO,OH,Android,Rotterdam,February,NY,Unisex,New York,PST,378.66,"-61.068282, 72.346774",2026-09-09T03:32:22Z,JFPD,South Korea,"Phoenix, Japan",West End,8486 Oak Ave,Big Ben,"Portland, South Korea",13733.5,-108.780823,Downtown,France,New York,North Shore,"-44.778821, -66.437245",-161.830076,"-3.525849, 178.92492",IUK-9267,8005 Maple Dr,167.443928,82,Golden Gate Bridge,Salesforce,3480,Rotterdam,North America,raw.events -> exports,Big Ben,"-29.916544, -140.015106",-25.29887,"Paris, Spain",Midtown,v2.12.55: Improved authentication.,false,Statue of Liberty,Owner,North America,,Atlanta,Europe,Port of LA,Anxiety,North America,9612 Main St,"48.465325, 80.747376",BR,Associate's,Phoenix,"Seattle, Japan",America/New_York,"Tokyo, Spain",Portland,Downtown,_ga=2686639427.1601007,Chicago,Admin,JP,America/New_York,2021-08-04 08:11:44,304.7,168.0814,BR,Asia,Berlin,Rotterdam
Europe,Tokyo,"-65.424184, -36.034216",Other,Hamburg,Statue of Liberty,"London, Norway",1466 Pine Rd,"[-0.0056, -0.2284, 0.0208, 0.4214, 0.1921, -0.786, 0.9183, -0.9853]",CDG,Big Ben,ORD,3060 Cedar Ln,BR,America/New_York,CO,"Dallas, Canada",Statue of Liberty,This paper presents a framework for data classification.,HOLD-2024-630,F1MNDG4E0TBYORDS3G0L,REST/JSON,emily_anderson973,498.33,2021-01-16,The customer account tracks customer interactions.,warn=2821,Big Ben,US,LAX,1910 Elm St,BR,JST,9553 Pine Rd,2018-10-13T19:40:16Z,France,Central Park,Golden Gate Bridge,"integration, security, performance, reporting, data",-80.255216,31528.6,663.94,Statue of Liberty,Tokyo,dt=us-east,237 days,Busan,21.340556,"62.390284, -8.343941",Statue of Liberty,5.12.94,Busan,Oceania,Houston,batch-20190408-92,9811 Main St,Asia,Germany,Services,New York,"-21.466304, 141.330353",-40.763926,Canada,"Toronto, United Kingdom",45.830862,Shanghai,ethan.thompson,Berlin,Shanghai,Rotterdam,4852 Elm St,"Miami, United Kingdom",Big Ben,[CONFIDENTIAL] Formula #784,Africa,ZGSZRFCTA,PA,Linux,Rotterdam,January,IL,Male,Berlin,Europe/London,401.63,"10.482626, -105.919821",2024-08-02 18:41:09,MY,Netherlands,"Chicago, Spain",North Shore,9178 Park Blvd,Golden Gate Bridge,"Portland, France",45870.6,-160.570876,Midtown,South Korea,Portland,West End,"-69.645384, 46.979808",-30.281018,"74.618586, -21.433955",NVL-5764,4241 Oak Ave,15.582814,67,Big Ben,Snowflake,2449,Busan,Asia,staging.events -> exports,Golden Gate Bridge,"-76.755491, -70.334163",71.567615,"Los Angeles, United States",North Shore,v4.7.45: Improved API.,true,Central Park,Owner,Asia,2019-05-23 21:30:56,Sydney,Antarctica,Singapore,Type 2 Diabetes,South America,6300 Cedar Ln,"-61.034215, -60.878406",DE,PhD,London,"Seattle, Italy",Europe/London,"Paris, Japan",Denver,South Bay,_ga=2041843958.4360010,Berlin,Viewer,CA,Europe/London,2021-04-22T20:22:38Z,1073.1,67.345177,AU,Antarctica,Dallas,Busan
