iso_country_code,fact_blood_type,COUNTRY,postalCode,port_harbor_38,territory,field_exr,LONGITUDE,p_658,isoCountryCode,measlon,RETENTION_POLICY,score_index,timeZone,TIME_ZONE,d_coun,nation,customer_country,location_text_info,adr_line,p_abbr,address_line_v2,address_line,col_396,dim_130,LANDMARK_POI,continent,created_at,addressLine,RANK_RATING,geographic_coordinates,lon,location_text,disname,user_region_state_province,attr_635,geographicCoordinates,tz,margin,x_tax,rmta95,cron_schedule,col_brz,region_state_province_v2,KEYWORDS,user_airport,country_30,MAPPING_TRANSFORM,CONTINENT,country_raw,TITLE_PREFIX,user_longitude,col_293,attr_602,longitude_38,src_global_trade_item_number,continent_2,d_ssm,p_trans,tz_2,locationText,bnk_identification_number,landmark,country,license_terms_v2,ward,LOCATION_TEXT,addrline,src_distance,meta_pm,city_town_30,street,continent_3,col_cou,meta_nh,city_town_data,severity_level,dim_687,isocc,flight,val_252,col_lan,ppb,customer_district_borough,GEOGRAPHIC_COORDINATES,template_pattern,coords,x_fips,COUNTRY_2,subdomain,urlPiiContext,lhd6,airport_raw,adr_line_2,customer_time_zone,user_iata_code,threshold_limit_14,airport,age_14,longitude_v2,arw56,loctxt,country_2,iso_alpha_2,employee_rec,PORT_HARBOR,fact_landmark_poi,cityTown,field_cxs,landmark_poi_data,region_state_province,data_lineage,time_zone_30,field_dox,decimal_float_v2,latitude_info,time_zone_val,meta_601,bvbesn62,regionStateProvince,lat,CARD_EXPIRY_DATE,v_wj,customer_iso_country_code,REGION_STATE_PROVINCE,AIRPORT,dim_geographic_coordinates,iso_country_cd,CITY_TOWN,customer_default_value,qfee71,pmkng90,TENANT_IDENTIFIER,city,c_yc,district_borough_22,country_38,passport_num,createdat,port,src_continent,timeZone_2,dtype
BR,B-,India,92227,Rotterdam,MA,Central Park,-60.341769,Singapore,MX,111.018795,7 years,2.17,PST,JST,Australia,Mexico,Canada,"Boston, Mexico",9815 Maple Dr,UBUN,9933 Maple Dr,4850 Oak Ave,South America,d5b5c7f3-92a1-48d7-bafb-ed63472df244,Central Park,Antarctica,2023-12-13T01:30:34Z,837 Park Blvd,3,"42.355527, -29.408631",-106.60173,"Paris, Italy",Tuberculosis,MA,London,"9.357332, -71.04192",UTC,Premium,22-8160536,PA,5 9 * * *,Q3 2022,GA,"compliance, integration, reporting",ORD,Israel,field_a -> field_b,Europe,Brazil,Hon.,-157.120671,3892 Elm St,ORD,131.53877,2564072354563,Africa,FR,Guten Tag,CET,"Dallas, Israel",50401,Central Park,Spain,GPL-3.0,East Side,"Toronto, Italy",3723 Maple Dr,1678.8,jennifer.williams,San Francisco,5416 Cedar Ln,Antarctica,Norway,Port of LA,Berlin,Low,ADV-GLCWJYICPO,US,YA9338,Rotterdam,Golden Gate Bridge,168.25,South Bay,"65.174819, 92.952637",Hello {{name}},"65.692342, -16.019599",05608,United States,acme.org,https://example.com/users/69a3f2f4/profile,4690 Cedar Ln,SFO,107 Oak Ave,Europe/London,WGP,min=1712,LHR,112,-31.587826,Austin,"London, India",Israel,DE,EMP-44385,Singapore,Big Ben,Seattle,Big Ben,Big Ben,OH,curated.events -> reports,America/New_York,938 Pine Rd,1633.2909,18.803742,Europe/London,ORD,JST,NY,"-18.105187, 102.761668",04/27,rejected,AU,FL,ORD,"-27.439065, -31.588182",AU,Sydney,'',Spain,Norway,tenant-050,Dallas,X7V4JUJ0LH3MQMCAHMNA,Downtown,United Kingdom,K11622231,2024-12-23 09:22:49,Shanghai,Europe,America/New_York,insert
AU,A+,Israel,UN7 6XK,Singapore,IL,Central Park,36.486969,Shanghai,MX,-36.056235,7 years,1.94,America/New_York,Europe/London,Israel,Netherlands,Brazil,"Seattle, United Kingdom",5536 Oak Ave,ZTHV,2 Cedar Ln,6239 Oak Ave,North America,c87ebbc6-75e7-416b-975c-6523d7954dde,Big Ben,Asia,2026-09-03T11:12:49Z,9589 Maple Dr,46,"-68.997987, 85.327228",-16.030035,"Boston, Israel",Diabetes Mellitus,PA,Boston,"-63.361942, -140.434946",EST,Premium,30-7377681,CA,"45 15 * * 0,6",Q4 2020,NC,"reporting, security, compliance, data, automation",JFK,Mexico,field_a -> output,Europe,Spain,Prof.,123.692534,5119 Cedar Ln,CDG,-177.349749,9491224433096,Oceania,US,Namaste,UTC,"Paris, Japan",43316,Golden Gate Bridge,Sweden,Proprietary,Downtown,"Tokyo, Germany",9260 Maple Dr,9232.5,jessica.jackson,Atlanta,3422 Elm St,North America,South Korea,Port of LA,Houston,Info,ADV-RIZX558BP1,US,JO5272,Port of LA,Big Ben,698.95,Midtown,"37.746915, 104.72581",Order #{{id}},"55.109008, -31.747718",04865,Germany,data.io,https://example.com/users/31904e5c/profile,4742 Maple Dr,NRT,7267 Main St,JST,YAO,warn=7710,NRT,31,29.063793,Austin,"Boston, Brazil",United Kingdom,AU,EMP-82442,Rotterdam,Central Park,Chicago,Big Ben,Golden Gate Bridge,WA,raw.users -> reports,JST,4227 Elm St,6668.8943,27.261107,America/New_York,NRT,America/New_York,NC,"-33.055685, 11.971254",04/25,approved,GB,WA,CDG,"-10.473686, 90.894076",MX,Atlanta,1,Spain,Brazil,tenant-047,Berlin,4RWP8DYANAJF7SG79HPL,East Side,Japan,X69735315,2024-06-11T16:42:35Z,Singapore,North America,Europe/London,insert
MX,A-,France,LC1 6YI,Port of LA,FL,Golden Gate Bridge,42.740232,Hamburg,BR,74.731208,30 days,5.02,EST,PST,Singapore,United States,United States,"Atlanta, Germany",8309 Oak Ave,QLNAS,2704 Park Blvd,9061 Pine Rd,South America,adeeea3f-3363-48ac-b61d-417ce1567794,Statue of Liberty,Africa,2018-10-03 08:02:48,546 Main St,22,"2.001403, 47.947038",-15.883721,"Toronto, Germany",Malaria,CO,Atlanta,"54.129277, 3.213071",Europe/London,Premium,51-9983639,CA,"2 2 * * 0,6",Q2 2022,OH,"automation, analytics",ORD,Germany,source_col -> target_col,Europe,Singapore,Prof.,6.024788,2377 Main St,JFK,-75.463181,8230096101423,Antarctica,JP,Konnichiwa,America/New_York,"Denver, Switzerland",60110520,Golden Gate Bridge,Canada,BSD-3-Clause,West End,"Houston, Australia",9020 Elm St,9125.7,anna.miller,Miami,5173 Main St,Europe,Canada,Port of LA,Sydney,Low,ADV-D5UGD27M0G,BR,GM1388,Rotterdam,Eiffel Tower,96.73,North Shore,"-47.374043, -32.913865",Order #{{id}},"17.63046, -89.311655",39016,Mexico,company.net,https://example.com/users/606d7703/profile,9041 Cedar Ln,SFO,4618 Park Blvd,UTC,MVD,max=3819,SFO,119,-92.808962,Houston,"Chicago, India",Italy,BR,EMP-16386,Shanghai,Central Park,Houston,Central Park,Golden Gate Bridge,FL,staging.orders -> reports,Europe/London,5762 Park Blvd,34.0624,64.717587,UTC,LHR,JST,CO,"62.572988, 161.714128",07/24,cancelled,GB,PA,CDG,"48.426819, -21.163662",DE,Dallas,'',India,Spain,tenant-046,Berlin,7FG4TXAQLY5D7KFM2F0V,East Side,Spain,C98580059,2022-12-22 17:42:28,Busan,Europe,Europe/London,snapshot
GB,B+,Canada,70314,Singapore,TX,Big Ben,-68.444921,Port of LA,IN,-63.471466,30 days,4.68,JST,JST,South Korea,Brazil,Spain,"Seattle, Norway",8522 Elm St,GCCVS,5460 Pine Rd,2993 Maple Dr,Europe,56f87012-9b8d-4b31-a455-abdc8711e3f8,Eiffel Tower,Antarctica,2023-06-04T22:19:40Z,394 Maple Dr,44,"-42.077211, 164.923534",-47.936868,"Houston, Australia",COVID-19,GA,Chicago,"82.076612, 160.987989",JST,Penetration,18-3847262,PA,58 0 * * 1-5,Q1 2026,PA,"cloud, scalability, integration, compliance",LHR,Norway,input -> output,Antarctica,Brazil,Rev.,-25.389145,4361 Pine Rd,JFK,-38.059727,4831618329083,Europe,IN,Hola,PST,"Portland, Australia",47363,Eiffel Tower,Mexico,Proprietary,West End,"Boston, Sweden",3949 Cedar Ln,2056.3,liam.smith,Houston,9861 Maple Dr,Oceania,Sweden,Busan,Boston,High,ADV-NJCPUFAXQ8,IN,BR8296,Singapore,Eiffel Tower,359.99,West End,"82.130667, 168.30538",Dear {{customer}},"27.912844, -42.769564",20145,Australia,company.net,https://example.com/users/3abde318/profile,3247 Cedar Ln,SFO,6256 Cedar Ln,PST,GFS,warn=9061,JFK,52,-9.365928,Phoenix,"Boston, Canada",Netherlands,US,EMP-89536,Rotterdam,Big Ben,Houston,Eiffel Tower,Central Park,GA,staging.orders -> analytics,Europe/London,5027 Park Blvd,7054.7932,12.215161,PST,LAX,PST,GA,"-47.485549, -25.954571",08/29,pending,AU,IL,SFO,"12.64593, -134.20054",AU,Dallas,CURRENT_TIMESTAMP,Brazil,United Kingdom,tenant-031,Houston,O68OBV8FW09LQ6D9MW32,Downtown,Norway,T89736984,2026-01-14 15:26:37,Shanghai,Oceania,UTC,insert
JP,AB+,Singapore,ZY6 5VT,Busan,WA,Central Park,-98.488779,Port of LA,FR,-179.188374,indefinite,9.51,UTC,America/New_York,Australia,Australia,Brazil,"London, Netherlands",7457 Oak Ave,ATMR,3891 Main St,6946 Maple Dr,Europe,dcd88f9c-d94b-40c0-9f12-563a360b4d5e,Big Ben,South America,2026-12-21 10:34:49,1446 Oak Ave,92,"85.913379, -42.754087",-63.671381,"Berlin, Singapore",Influenza,WA,Berlin,"-79.316941, -177.620602",PST,Penetration,96-4680065,WA,37 11 * * 1-5,Q1 2025,CO,"analytics, reporting, automation, integration, cloud",SIN,Mexico,field_a -> field_b,Europe,Germany,Rev.,21.992669,1010 Park Blvd,SFO,110.941972,2210905344735,South America,CA,Bonjour,America/New_York,"Houston, France",370064,Big Ben,United Kingdom,BSD-3-Clause,Midtown,"Tokyo, Singapore",7472 Oak Ave,4476.0,michael.white,Austin,7968 Oak Ave,Europe,Mexico,Port of LA,Chicago,Medium,ADV-BDUYJ5RV9C,DE,NL7321,Hamburg,Statue of Liberty,795.55,East Side,"-24.377993, -105.696668",Hello {{name}},"-22.78623, -32.615961",42920,Germany,company.net,https://example.com/users/4ee20788/profile,196 Main St,NRT,3202 Pine Rd,JST,WZL,max=8886,JFK,73,-108.717916,Austin,"Houston, Mexico",Australia,DE,EMP-66248,Busan,Golden Gate Bridge,Miami,Eiffel Tower,Big Ben,FL,raw.orders -> analytics,EST,7593 Oak Ave,9768.4391,-77.168016,CET,LHR,Europe/London,FL,"72.731518, -143.047736",01/24,pending,DE,GA,JFK,"7.524248, 78.252699",DE,London,null,Germany,Japan,tenant-026,Seattle,RADHT0KXMEL7SSLV1JLX,North Shore,Australia,U71508136,2025-08-18 13:33:03,Port of LA,Antarctica,JST,delete
DE,AB-,Japan,57442,Busan,CO,Central Park,111.747401,Shanghai,BR,-64.558072,7 days,4.92,PST,UTC,Mexico,France,Australia,"Phoenix, Singapore",1957 Pine Rd,JPKL,1569 Pine Rd,5098 Pine Rd,South America,61794d78-6c78-4259-8a97-473b4f222b56,Central Park,Antarctica,2018-09-20 10:00:17,1631 Main St,62,"65.899532, 135.195735",31.833042,"San Francisco, Germany",Influenza,GA,Atlanta,"-7.748425, 17.954962",CET,Market-based,32-9232775,PA,32 20 * * *,Q1 2025,NY,"compliance, data, performance, integration, automation",LHR,Italy,input -> output,Africa,United Kingdom,Rev.,140.40274,6759 Maple Dr,JFK,132.73957,3337876203680,Europe,BR,Hola,UTC,"Tokyo, France",48414,Statue of Liberty,South Korea,Proprietary,East Side,"Houston, Japan",6683 Park Blvd,7084.5,john.brown,San Francisco,6925 Oak Ave,Africa,Japan,Shanghai,Los Angeles,Info,ADV-L7IOA32AOK,DE,OS1081,Shanghai,Golden Gate Bridge,557.27,Midtown,"-67.688623, 84.305207",Order #{{id}},"36.794502, -78.662558",10334,Singapore,acme.org,https://example.com/users/ba576276/profile,9452 Pine Rd,CDG,4558 Main St,UTC,TEZ,crit=3871,SFO,61,172.346875,Paris,"Sydney, India",Netherlands,BR,EMP-77521,Singapore,Golden Gate Bridge,Berlin,Golden Gate Bridge,Big Ben,IL,staging.events -> analytics,UTC,7288 Pine Rd,8180.2456,-30.403635,Europe/London,CDG,EST,NY,"-36.27801, -88.804003",10/30,failed,MX,PA,LHR,"27.656396, -147.132125",JP,New York,null,Japan,Mexico,tenant-015,Portland,3HM233SOX9PJ91M7GDJ7,North Shore,Switzerland,U26516297,2026-08-28T07:29:56Z,Busan,Antarctica,America/New_York,upsert
JP,O+,Italy,XE4 6IM,Rotterdam,PA,Eiffel Tower,-84.757009,Hamburg,MX,-136.666067,7 years,9.03,America/New_York,JST,Canada,Singapore,Italy,"San Francisco, United States",3474 Maple Dr,WB,3996 Maple Dr,1109 Main St,Oceania,8536ce08-f139-4aac-a5da-cd46827e7b6f,Statue of Liberty,Oceania,2023-05-24 04:28:27,9185 Cedar Ln,36,"25.691025, 160.281281",-150.112741,"San Francisco, Singapore",Influenza,CA,New York,"-20.512708, -63.138975",PST,Market-based,67-7288531,PA,40 8 * * 1-5,Q2 2023,FL,"reporting, analytics, scalability",CDG,South Korea,field_a -> target_col,North America,Sweden,Mrs.,87.568594,6799 Oak Ave,ORD,66.580871,8528209579162,Antarctica,JP,Konnichiwa,EST,"Denver, Japan",60112813,Big Ben,Mexico,MIT,Midtown,"Chicago, Netherlands",9548 Park Blvd,3878.8,jessica.robinson,San Francisco,7017 Cedar Ln,Africa,Japan,Shanghai,Toronto,Info,ADV-6YYQUHXYT9,DE,PS1960,Rotterdam,Statue of Liberty,926.52,South Bay,"23.153334, -50.927583",Order #{{id}},"88.554933, -84.191981",24562,Sweden,acme.org,https://example.com/users/bbb28502/profile,5413 Oak Ave,JFK,3432 Elm St,UTC,UDM,max=6945,LHR,74,27.102058,Chicago,"London, Japan",Sweden,BR,EMP-23924,Port of LA,Statue of Liberty,Tokyo,Big Ben,Big Ben,NY,staging.events -> exports,Europe/London,5646 Maple Dr,4476.3923,77.514961,PST,SIN,EST,WA,"-4.023078, 93.715289",07/26,pending,IN,CO,SIN,"18.2368, -179.706817",BR,Atlanta,null,Canada,Switzerland,tenant-009,Los Angeles,JD3C88G8JI463BX4RP40,Midtown,Japan,E61342077,2024-02-19 21:39:15,Hamburg,South America,EST,insert
IN,A+,Singapore,NC3 7IY,Port of LA,IL,Eiffel Tower,3.308653,Hamburg,AU,-136.898175,1 year,1.89,UTC,PST,Australia,India,United Kingdom,"Boston, United States",1065 Elm St,WD,7143 Elm St,1291 Elm St,Europe,05b97125-aa7a-486c-a042-af58892f6b21,Golden Gate Bridge,Europe,2022-10-07T02:23:33Z,6165 Pine Rd,81,"35.45911, -92.229244",134.79808,"Miami, Brazil",Influenza,MA,Tokyo,"-39.039158, 17.849016",Europe/London,Penetration,19-1526797,FL,"15 16 * * 0,6",Q1 2023,TX,"automation, performance",LAX,Brazil,source_col -> output,North America,Mexico,Ms.,38.529304,8518 Maple Dr,ORD,-12.799428,7110642004856,Oceania,AU,Bonjour,America/New_York,"New York, Switzerland",601146125,Big Ben,Germany,MIT,South Bay,"Sydney, Germany",9391 Oak Ave,2971.7,patricia.moore,Seattle,562 Pine Rd,Africa,Israel,Busan,Seattle,High,ADV-AJY1BVGWDG,CA,GG9495,Singapore,Central Park,97.86,East Side,"-12.69459, -140.061874",Order #{{id}},"-63.157401, 114.739777",48920,Netherlands,data.io,https://example.com/users/e350bebf/profile,3457 Cedar Ln,LHR,6957 Oak Ave,Europe/London,EAY,min=4341,NRT,43,96.7549,Phoenix,"Seattle, United Kingdom",Japan,US,EMP-39852,Port of LA,Central Park,San Francisco,Golden Gate Bridge,Eiffel Tower,NC,curated.orders -> exports,EST,6486 Pine Rd,6013.2799,28.888543,EST,SIN,PST,FL,"-43.72697, 136.784265",06/30,inactive,GB,FL,LHR,"-61.498721, -94.262969",JP,Austin,1,France,Switzerland,tenant-007,Phoenix,DPEEOV5SA8I7HUP506AT,South Bay,Germany,U53840450,2023-05-05 04:30:02,Port of LA,Oceania,JST,snapshot
GB,A+,France,BZ8 4VQ,Rotterdam,MA,Eiffel Tower,176.280456,Busan,JP,-81.908363,7 days,4.57,Europe/London,UTC,Australia,Japan,Brazil,"Miami, United States",5151 Elm St,TIT,1871 Cedar Ln,3059 Maple Dr,South America,0beab1db-9310-404e-9754-f06ee7920043,Statue of Liberty,North America,2019-11-02T08:33:45Z,159 Park Blvd,3,"58.18361, 67.374938",3.005811,"San Francisco, South Korea",Diabetes Mellitus,OH,Tokyo,"82.586697, 37.122352",UTC,Market-based,77-3312011,MA,18 17 * * 1-5,Q1 2022,FL,"data, reporting",SFO,India,field_a -> target_col,Africa,Japan,Dr.,-5.597359,7802 Elm St,LHR,-14.568801,3680483132604,Oceania,JP,Namaste,PST,"Sydney, Italy",44284,Big Ben,Germany,MIT,West End,"Miami, Mexico",9649 Cedar Ln,7454.4,susan.clark,New York,9211 Main St,Oceania,Australia,Hamburg,Tokyo,Low,ADV-X81FABDKT2,BR,XU5419,Rotterdam,Big Ben,708.98,Downtown,"-54.556339, -112.169765",Dear {{customer}},"-76.733243, -79.730258",49355,Sweden,data.io,https://example.com/users/a34d85e7/profile,3101 Pine Rd,CDG,1225 Pine Rd,PST,IZY,warn=6549,LHR,19,130.236003,Berlin,"Dallas, United Kingdom",Norway,MX,EMP-78227,Shanghai,Eiffel Tower,Paris,Central Park,Eiffel Tower,TX,staging.events -> reports,JST,2784 Park Blvd,4557.243,-16.637914,CET,LHR,EST,MA,"56.3664, -6.386738",11/24,active,MX,CA,JFK,"-33.314482, 54.477357",DE,Boston,1,Norway,Switzerland,tenant-012,Phoenix,V5T3V97CYG99LYK2F698,West End,Singapore,X27561387,2022-04-18T19:57:35Z,Hamburg,South America,Europe/London,update
MX,O-,Sweden,15776,Port of LA,IL,Statue of Liberty,171.487019,Shanghai,IN,-40.772474,30 days,3.08,EST,CET,India,Netherlands,Netherlands,"Berlin, South Korea",4215 Maple Dr,RMYUB,1533 Oak Ave,7927 Elm St,Europe,6b37f72b-9506-45a3-b826-e3bdd52d2bcc,Statue of Liberty,Europe,2024-11-22T18:13:39Z,7769 Elm St,64,"78.070648, -0.042406",7.042857,"Los Angeles, Italy",Diabetes Mellitus,TX,Dallas,"43.79039, -96.922393",UTC,Market-based,85-1331085,IL,15 7 * * *,Q2 2025,MA,"integration, security, automation, scalability",NRT,United States,field_a -> target_col,North America,Netherlands,Mrs.,-121.794769,4032 Park Blvd,NRT,-152.570795,6716292471523,North America,US,Bonjour,CET,"Toronto, Israel",421918,Golden Gate Bridge,Spain,CC BY 4.0,South Bay,"Miami, Sweden",5901 Elm St,6029.5,mason.moore,Portland,9037 Maple Dr,Europe,Singapore,Shanghai,Tokyo,High,ADV-UMAZQTGNZ3,MX,MF7946,Busan,Big Ben,997.74,North Shore,"-32.671479, -157.032179",{{date}} - {{event}},"-17.853232, 79.43568",56117,Spain,example.com,https://example.com/users/3a51807a/profile,5636 Pine Rd,LHR,9523 Cedar Ln,Europe/London,CFU,warn=4156,LAX,118,30.222116,Portland,"Portland, India",Canada,FR,EMP-68084,Hamburg,Golden Gate Bridge,San Francisco,Eiffel Tower,Golden Gate Bridge,IL,raw.events -> analytics,UTC,2531 Maple Dr,-991.5853,-40.342959,America/New_York,CDG,Europe/London,WA,"-88.122725, -59.752569",08/30,completed,AU,GA,LHR,"-49.092132, 35.657803",DE,Portland,'',Norway,India,tenant-024,Sydney,9YGIYZSODH7UICGGUWM1,West End,Canada,D40949365,2025-05-23T03:56:10Z,Singapore,South America,America/New_York,insert
JP,B+,United Kingdom,CN6 5OM,Singapore,CA,Golden Gate Bridge,123.033341,Port of LA,US,46.016659,1 year,1.49,Europe/London,UTC,Norway,Singapore,Australia,"Tokyo, United Kingdom",2401 Maple Dr,TM,7297 Main St,7144 Oak Ave,Africa,da5bd03c-0b01-4111-87e5-34beaf67e430,Golden Gate Bridge,Africa,2021-12-07 17:19:17,7036 Pine Rd,59,"56.980168, -159.509946",-61.783738,"Phoenix, Switzerland",COVID-19,FL,Dallas,"-4.883587, 147.525668",CET,Penetration,10-5907931,NC,5 20 * * 1-5,Q3 2025,FL,"compliance, data, cloud, reporting, monitoring",SIN,Brazil,source_col -> field_b,North America,France,Hon.,-108.984456,6311 Park Blvd,JFK,58.787257,7038368419453,South America,DE,Hola,EST,"Los Angeles, United States",482954,Big Ben,Sweden,BSD-3-Clause,East Side,"Dallas, Australia",6226 Park Blvd,7456.6,richard.martinez,Sydney,7611 Elm St,Asia,India,Singapore,Houston,High,ADV-SV73BSPMXA,BR,UJ6025,Shanghai,Central Park,717.35,South Bay,"-4.002297, 102.985816",Dear {{customer}},"83.762354, 135.239496",18960,France,service.cloud,https://example.com/users/c9797a24/profile,6881 Oak Ave,NRT,462 Oak Ave,PST,NPV,warn=4709,CDG,25,56.381724,New York,"Houston, Mexico",Israel,DE,EMP-60383,Hamburg,Eiffel Tower,Seattle,Statue of Liberty,Central Park,OH,staging.events -> analytics,JST,3059 Pine Rd,6208.8177,-49.75811,JST,JFK,EST,MA,"7.192255, 99.455538",09/25,rejected,DE,CO,SFO,"-58.015161, -82.46483",MX,Los Angeles,false,Switzerland,Mexico,tenant-013,Los Angeles,A8TB5G32B6BJL8NL52UK,West End,Italy,Y20977185,2021-01-21 14:13:58,Shanghai,Antarctica,UTC,update
MX,AB-,Spain,71142,Hamburg,IL,Eiffel Tower,-71.259822,Singapore,AU,160.162514,7 years,3.1,PST,PST,France,Brazil,Canada,"San Francisco, Italy",985 Pine Rd,TZLJ,9711 Park Blvd,6999 Elm St,North America,18021e90-7832-42f8-bad0-66e4afccbc23,Eiffel Tower,North America,2018-08-21 19:18:34,8663 Cedar Ln,25,"58.043203, -90.198409",146.445734,"New York, Sweden",COVID-19,WA,Houston,"-76.301027, 15.73454",PST,Cost-plus 25%,72-4615570,NC,22 22 * * *,Q1 2022,MA,"performance, scalability",CDG,Israel,input -> output,Asia,Germany,Mrs.,-131.278992,841 Park Blvd,SIN,96.854119,1833860453096,Europe,US,Guten Tag,JST,"Tokyo, Netherlands",601149631,Golden Gate Bridge,Israel,MIT,South Bay,"Boston, Singapore",2626 Maple Dr,8557.8,mason.brown,London,6722 Oak Ave,Asia,Mexico,Rotterdam,Denver,Critical,ADV-GHSAV2UZ4I,JP,QL2883,Hamburg,Golden Gate Bridge,157.38,East Side,"88.117876, -78.819994",{{date}} - {{event}},"48.45121, 68.111802",52251,Singapore,service.cloud,https://example.com/users/7983cfe4/profile,7774 Oak Ave,CDG,1564 Oak Ave,EST,XSG,crit=4024,SFO,59,122.950306,Houston,"Atlanta, Netherlands",Japan,FR,EMP-86359,Port of LA,Eiffel Tower,Sydney,Eiffel Tower,Golden Gate Bridge,GA,raw.orders -> analytics,UTC,1484 Pine Rd,5683.7197,45.387723,PST,SIN,PST,MA,"60.96652, 36.518633",12/27,completed,BR,NY,JFK,"27.900071, -42.707271",AU,San Francisco,false,Spain,Germany,tenant-025,New York,98LNLIEZRDDOUT1BMOS2,Downtown,Spain,P79897903,2020-03-03 19:30:25,Port of LA,South America,UTC,snapshot
BR,O-,Mexico,21123,Busan,WA,Big Ben,-25.365147,Shanghai,FR,98.293051,30 days,0.31,America/New_York,Europe/London,Norway,Germany,Japan,"Sydney, United States",1387 Elm St,CSCHM,4128 Elm St,4276 Cedar Ln,Europe,72573802-fa31-47fe-aaee-244886594107,Central Park,South America,2026-03-07 14:51:58,6642 Pine Rd,33,"1.887603, -28.769655",-87.377948,"Dallas, Canada",COVID-19,CA,New York,"-52.264866, 129.5427",PST,Cost-plus 25%,38-8184854,PA,35 4 * * *,Q4 2025,CA,"performance, reporting, scalability, security, automation",ORD,Spain,field_a -> target_col,Africa,Norway,Ms.,162.241221,2175 Cedar Ln,NRT,81.76901,2494473182990,Asia,BR,Hola,PST,"Dallas, Norway",601165595,Statue of Liberty,Switzerland,BSD-3-Clause,Midtown,"Boston, Canada",6660 Oak Ave,1642.1,emma.wright,Chicago,575 Cedar Ln,South America,India,Port of LA,Portland,High,ADV-EBGTEHMTDJ,FR,LG4694,Shanghai,Eiffel Tower,258.26,West End,"74.204158, 34.325322",Dear {{customer}},"19.763053, -164.275853",44887,Norway,acme.org,https://example.com/users/98e7c6d9/profile,680 Maple Dr,JFK,6056 Park Blvd,Europe/London,FTT,max=3669,ORD,9,22.355783,San Francisco,"Austin, Australia",United States,GB,EMP-71046,Shanghai,Big Ben,Paris,Big Ben,Big Ben,TX,raw.orders -> exports,JST,9109 Park Blvd,6401.5666,-7.795426,CET,ORD,UTC,CO,"-78.858199, -72.43283",12/27,rejected,IN,GA,NRT,"-52.857032, 41.270631",CA,London,CURRENT_TIMESTAMP,Israel,United Kingdom,tenant-008,Paris,X04ATNALRBQBW1WQJOMA,East Side,Singapore,A14154085,2018-05-02 12:01:42,Port of LA,Oceania,Europe/London,insert
AU,O-,South Korea,TF2 7AN,Busan,OH,Golden Gate Bridge,-100.069998,Rotterdam,GB,109.012536,30 days,1.34,America/New_York,JST,Spain,Mexico,United Kingdom,"Denver, Germany",7166 Oak Ave,GA,1373 Main St,4149 Cedar Ln,South America,2df1bfcc-6854-4da1-b3c7-3939a85ffcb9,Statue of Liberty,Antarctica,2020-05-01 00:40:00,6992 Pine Rd,76,"66.03146, -32.685505",-155.775055,"Miami, Singapore",COVID-19,GA,Atlanta,"82.136726, -85.154951",EST,Value pricing,33-8277668,TX,31 19 * * 1-5,Q4 2022,NY,"scalability, automation, security, monitoring",ORD,Singapore,input -> output,Oceania,Norway,Dr.,75.014902,8674 Cedar Ln,ORD,48.346923,4627812226557,South America,GB,Bonjour,JST,"Tokyo, Mexico",446475,Big Ben,France,CC BY 4.0,Downtown,"Toronto, Canada",6151 Oak Ave,9440.1,john.white,Sydney,8335 Park Blvd,North America,Canada,Hamburg,Portland,Low,ADV-CZ2PUH9G3W,JP,AO1038,Hamburg,Golden Gate Bridge,260.82,Downtown,"-64.989521, -33.756719",Dear {{customer}},"-24.130618, -12.41206",43140,Germany,example.com,https://example.com/users/e8b4aa44/profile,8572 Park Blvd,SIN,5448 Cedar Ln,JST,UMO,max=9589,JFK,15,111.001077,Austin,"New York, United States",Norway,BR,EMP-41847,Rotterdam,Statue of Liberty,Boston,Eiffel Tower,Central Park,IL,curated.events -> exports,PST,9574 Main St,4321.6656,39.346157,UTC,NRT,EST,IL,"-21.544681, 168.375928",06/26,cancelled,GB,NY,CDG,"-49.717116, -95.494049",CA,Sydney,false,Australia,Norway,tenant-004,Houston,CQPTUH2POAJJIIYY0C6B,South Bay,India,U28466731,2026-05-04 12:32:35,Port of LA,Oceania,JST,insert
