raw_percentile,pressure_22,category,power,fact_duns_number,kelvin,gtin,fact_frequency,cnqtcx35,issn_v2,customer_password_hash,attr_655,ANGLE,dim_temperature,humidity,frequency_14,gbps,modifiedAt,f_spe,measlon,fact_humidity,pressure_val,v_ynmq,ormwr76,rate,ratio,data_type,title_prefix_30,humidity_14,dim_73,user_percentage,v_ejxl,c_uv,frequency_data,measmktval,age,d_21,humidity_v2,preference,duns_nbr,field_174,customer_bandwidth_data_rate,src_legal_hold_document,scoreIndex,src_unit_of_measure,fact_longitude,sound_level_field,flowRate,raw_duration,field_dw,pressure,dim_ew,retention_policy,x_mq,risk_level,cpu_usage,pypsrp88,mime_type,dev_type,measlat,speed_velocity_field,fact_weight_mass,flightnum,c_ele,v_zntu,tenantid,iyjcd53,cpuUsage,dim_qd,akr17,population,d_sk,attr_844,translation_14,cusip_number_info,soundLevel,d_creat,attr_508,luminosity_brightness_raw,iso_country_cd,fact_length,speed_velocity,POWER,label_tag,age_2,altitude,percentile_14,price_cost_data,umb99,c_918,luminosity_brightness,humidity_2,gakd76,weight_mass_94,mktintel,timeZone,field_165,postal_code,frequency,filterPredicate,measph,product,AGE
75.0,1730.2,Clothing,27366.4,850155557,11.8,1606340996804,7990.85,6342,6709-8909,$2b$12$Hc9HKZ0w9ZMKyw1wMQBnsIsTBsNIgOxAJvRS5YqmeLuMShdiUtAf1,446.4,55.16,-3.4,74.3,4870.68,3445,2024-01-07T11:18:29Z,49.9,-72.98607,1.3,715.9,4928740,ValueMax,73.46%,6.4075,XML,Ms.,27.5,139.649773,46.35%,10.29,397.0,1074.69,"$396,789,274",47,92026.9,86.9,timeout_ms=523,039008285,email,4774,HOLD-2025-118,5.69,°F,85.381278,38.8,987.54,5715,68247,149.7,false,7 years,98.4,Negligible,28.7,92.57,text/html,IoT,1.589548,236.8,984.55,PX2299,433,69936,tenant-015,40.23,65.9,patricia.walker,HOLD-2023-828,599979,2022-05-24T21:55:52Z,75.49%,Namaste,NKL91GHDD,94.0,anna.moore,EMP16362,10589.6,BR,930.77,33.3,9022.6,experimental,69,907,81.41,6247.69,"$670,977,884",34.43,3830.7,98.1,99.4793,983.09,Competitor Beacon Analytics launched CloudGuard,CET,82827,NW4 5AF,3008.48,date != 'prod',7.03,DataSync 3000,55
68.25,1270.1,Electronics,20947.2,658687081,6.1,5310421487958,7053.08,6073,6464-8350,$2b$12$Ho4QYockyFRaPkJ54AaXuADbjRHjRzIMhdegqTWKeCA9M7AgYYZQP,60.6,137.24,-2.8,64.0,3589.59,4777,2019-10-01T08:31:19Z,160.1,-136.735063,49.8,1500.8,4608340,ValueMax,74.63%,3.9754,Avro,Ms.,31.1,-102.435258,27.76%,3.09,197.9,2225.2,"$351,240,390",25,93388.4,70.4,timeout_ms=882,542899334,id,779,HOLD-2026-801,2.22,lb,74.936333,101.1,685.09,55513,89889,45.9,false,7 days,112.0,Negligible,6.5,254.69,application/json,Desktop,-62.542114,228.4,702.79,LU1078,652,61492,tenant-019,52.24,55.6,susan.anderson,HOLD-2026-925,4127543,2024-10-08T15:36:22Z,32.77%,Hola,8TJ2B08W5,114.8,mary.davis,EMP40140,18961.8,GB,862.42,137.1,26620.2,experimental,41,2897,21.89,8956.37,"$809,221,257",91.37,61818.8,61.5,97.7892,394.62,Competitor Alpine Systems launched StreamLine ERP,CET,57006,YM7 5XL,7078.57,type IN 'prod',9.24,Sentinel Monitor,17
91.72,1635.0,Services,4747.3,509635222,-18.9,6427440662832,8198.21,6348,6643-9617,$2b$12$O4sUZnrQ8DyX7gIz18FT3bWVgmqJNj92g0G5Fmg8QvaAUjoUIlhIM,56.4,202.16,-17.1,33.4,158.54,4669,2024-06-10 17:49:27,244.5,-167.993657,98.1,430.3,9982043,SmartChoice,49.75%,8.8152,JSON,Mr.,29.2,-101.405794,40.85%,9.61,156.8,9697.42,"$218,465,778",110,17018.1,71.2,timeout_ms=965,097237626,status,5203,HOLD-2023-465,2.31,gal,-39.299971,95.5,586.15,21501,43916,1352.2,false,7 years,35.1,Critical,51.3,459.98,image/png,Mobile,-59.324128,62.3,931.15,EC3561,4701,62019,tenant-032,11.11,91.8,michael.lewis,HOLD-2022-923,7313369,2020-01-16 21:31:30,99.99%,Bonjour,S7OHYTMDM,61.7,liam.taylor,EMP71831,58146.0,CA,351.36,232.7,11592.0,needs-review,23,6832,63.96,6250.58,"$61,029,641",17.57,71926.3,20.6,96.0673,338.88,Competitor Alpine Systems launched VaultKeeper,PST,99122,82589,1529.27,date < 'active',1.24,StreamLine ERP,46
30.06,685.5,Hardware,9029.2,593754797,-27.5,8168369967029,4637.85,8179,1072-1780,$2b$12$MpJhiz3IiyqEMV2upthX8yko04ZZ8W7sRXUmFg8vr1HaIKZxMBwlN,58.8,228.86,-33.8,72.9,199.08,5399,2019-01-21T08:10:03Z,34.9,170.499551,73.8,1235.6,8550329,ValueMax,63.17%,6.4864,Parquet,Dr.,93.0,10.223154,20.35%,11.1,192.3,6457.64,"$195,313,635",120,54981.1,20.3,max_retries=123,645877598,status,1847,HOLD-2023-725,6.28,°C,-87.439775,108.7,922.67,72891,16259,1521.8,false,30 days,71.1,Low,5.8,923.02,text/html,IoT,-67.942385,70.7,359.81,SG3880,8119,29044,tenant-007,57.48,67.4,patricia.young,HOLD-2024-831,958637,2024-08-22T11:37:14Z,23.53%,Konnichiwa,3SARI0L56,79.6,john.garcia,EMP15078,76928.6,FR,855.99,107.0,35149.2,approved,44,4238,28.31,7975.15,"$760,001,805",3.34,72382.0,30.9,99.185,458.48,Competitor Acme Corp launched CloudGuard,America/New_York,89619,JD5 5JG,2353.07,status < 'prod',10.72,NanoCore SDK,96
9.75,1237.8,Hardware,49151.5,774080345,6.7,7368780251330,381.42,5895,8393-3610,$2b$12$RlA0170fcqsSeRU9Dd3Lcfj59ZP36wXvh5MDlGwK567Q0yL8GfLW7,337.5,234.17,-30.5,28.3,5491.12,5529,2022-05-24T23:35:47Z,163.5,-157.324669,63.7,1503.4,9036749,ProSeries,68.11%,3.6279,JSON,Prof.,47.5,112.914485,86.82%,3.56,341.4,2179.74,"$776,795,517",107,32643.3,49.4,max_retries=86,577699115,name,7618,HOLD-2023-962,2.76,°F,25.128871,15.3,810.27,17373,8403,1379.2,false,7 days,4.3,Negligible,20.8,194.61,application/pdf,Wearable,-14.078166,147.1,423.5,NC4050,7065,73750,tenant-020,50.23,30.1,mason.garcia,HOLD-2022-367,7956763,2024-06-19 05:47:50,15.02%,Bonjour,XJ7WUUU6O,74.0,elizabeth.martinez,EMP63937,1689.7,BR,522.24,254.6,46010.3,deprecated,54,6129,67.19,1397.47,"$827,125,217",58.36,20715.0,89.2,95.4698,962.18,Competitor Catalyst Ventures launched SmartHub X1,CET,97204,17969,5997.71,date != '2024',13.93,FlexPay Platform,115
82.66,1217.9,Services,31006.2,918473684,47.7,3190264928004,9173.02,8243,2497-6594,$2b$12$W03HR0jXyBopXre8isqaN3b0ofTEZl258dHe8CbT9XXfVTReOANIy,12.9,44.58,24.5,71.0,981.63,167,2021-05-09T00:33:53Z,220.3,109.556278,72.3,1011.1,7572356,ProSeries,27.19%,1.5166,XML,Mrs.,26.7,74.680064,65.58%,8.41,447.1,3293.01,"$297,348,484",41,96670.2,30.4,pool_size=741,282567596,amount,4405,HOLD-2025-977,7.03,lb,-4.821524,42.1,779.35,40773,9812,937.6,false,7 years,52.6,Critical,11.0,263.21,application/xml,Tablet,23.809425,118.2,114.43,SL7214,7378,66758,tenant-038,37.89,93.8,lucas.johnson,HOLD-2024-152,7770195,2023-09-27T15:26:35Z,95.24%,Konnichiwa,IF2A3D0FX,46.7,lucas.young,EMP69952,3522.0,CA,431.9,99.7,42231.6,needs-review,2,2941,36.73,4728.53,"$347,995,704",54.68,98222.4,42.6,97.7957,733.37,Competitor Alpine Systems launched Sentinel Monitor,Europe/London,81107,DY4 4SP,7063.21,status IN '2024',1.82,DataSync 3000,26
3.06,286.7,Hardware,32542.8,802055387,1.9,5533327823794,1720.37,4724,3118-3079,$2b$12$r7jeygxBtpCb9Ror1YnmQVpMgrODazbphSFOf4eylOoBLcsoCouLR,168.3,284.84,-17.1,80.3,8676.75,5568,2018-01-06 05:58:28,101.6,121.554101,87.8,843.2,8056600,TechBrand,74.5%,1.1945,Parquet,Rev.,79.3,99.177287,92.84%,3.62,234.8,6628.46,"$134,109,987",8,30323.3,7.7,pool_size=88,018456717,name,9615,HOLD-2023-713,7.21,ft,121.513784,124.8,17.88,21368,33242,1407.9,true,30 days,72.9,Low,51.5,978.35,text/csv,Wearable,3.714125,130.3,591.14,MK4387,5748,52500,tenant-016,21.59,28.3,mary.moore,HOLD-2025-235,7671808,2019-11-15T10:37:06Z,26.62%,Hola,BZRQVE03L,43.7,logan.davis,EMP24992,37167.1,CA,235.47,74.4,44483.7,experimental,15,7460,43.14,8648.01,"$408,203,050",89.38,82815.1,4.2,96.7971,659.17,Competitor Global Solutions launched CloudGuard,America/New_York,32499,AT5 4VI,5937.88,date = 'active',11.72,DataSync 3000,45
48.43,1925.0,Software,43833.2,396202497,25.9,6539508474929,3969.47,2437,9828-6222,$2b$12$4PKg2Tizw6RUvxYOwlHX4HDtNHpxGG3Ps2d4Gk6qUvDcbu7UIzBl6,362.7,263.29,-38.7,68.6,8745.35,7684,2020-08-02T06:31:37Z,54.9,142.767506,96.2,1659.3,3607319,EcoLine,56.9%,3.8092,Parquet,Mr.,28.7,95.623621,92.18%,5.08,289.7,5729.78,"$269,090,935",117,55464.3,26.2,timeout_ms=155,989889806,amount,2412,HOLD-2023-394,1.99,gal,27.535111,127.7,410.52,574,44810,337.6,false,indefinite,108.4,Critical,24.7,316.46,text/csv,Desktop,-70.349739,121.0,265.79,SV1195,4992,52474,tenant-040,19.0,97.0,oliver.johnson,HOLD-2023-962,7191418,2019-12-14 15:30:19,19.7%,Guten Tag,P6MUI1S44,122.7,mary.robinson,EMP12066,90786.0,AU,631.98,95.9,44842.8,needs-review,3,4908,91.72,2850.04,"$404,606,145",76.5,6013.3,70.7,96.8964,841.77,Competitor Skyline Partners launched FlexPay Platform,America/New_York,55818,TE9 9RH,6867.96,status = '2024',7.05,Widget Pro,33
75.44,739.1,Hardware,11423.1,655226131,-28.5,4830122935418,6030.69,4217,8500-1956,$2b$12$2iql9Lq4rud3Tp2bzLZL9o1d1YXihjmHk0E6IicSgXltXwiDNploc,218.5,69.8,-10.7,16.5,5715.35,3595,2018-11-24 21:21:45,120.3,129.538946,53.7,405.2,8230402,ProSeries,51.28%,2.8632,JSON,Mr.,40.2,-151.331441,78.05%,13.39,55.2,4116.32,"$749,659,386",97,14642.5,56.9,max_retries=185,560018895,type,413,HOLD-2020-461,0.44,m,42.376237,54.2,302.05,56365,81662,104.3,false,30 days,63.7,Medium,10.5,439.28,application/xml,Wearable,22.918097,60.6,985.88,YE7615,953,12847,tenant-007,92.11,36.7,liam.robinson,HOLD-2022-344,3649894,2026-11-27 16:47:51,76.75%,Namaste,FOWNQR9VO,21.3,sophia.walker,EMP72940,64661.7,CA,9.17,69.8,40388.1,experimental,115,-35,82.09,3434.94,"$106,088,380",68.0,3860.1,68.9,96.6643,102.41,Competitor Global Solutions launched StreamLine ERP,PST,32882,24409,5797.12,date != 'prod',13.98,AuditTrail Plus,54
62.43,1697.2,Software,41664.5,372718547,33.9,9871809033448,8825.92,7463,5307-9103,$2b$12$ImRWIlrYWIV0O7LwKGTpMLXr8cvhJV1sUj5h8XNhFkaHYBchmD0ft,62.3,75.22,31.6,95.1,848.55,8441,2025-11-12 01:49:48,267.4,-87.0882,63.2,222.7,7029978,ProSeries,27.28%,9.098,Parquet,Ms.,77.1,-75.671879,69.24%,3.73,334.9,6095.57,"$618,154,285",5,53112.6,10.7,timeout_ms=849,044357774,created_at,9622,HOLD-2025-391,4.88,kg,2.635208,40.1,152.17,9247,3580,875.2,false,indefinite,106.0,Critical,56.4,901.15,text/csv,Mobile,37.197894,186.4,682.09,AS7032,7644,79930,tenant-036,10.67,94.8,oliver.walker,HOLD-2022-933,899897,2018-02-27 13:30:04,27.78%,Konnichiwa,4KM6T0BYJ,116.8,robert.jones,EMP34208,40787.5,CA,97.08,192.6,32610.9,needs-review,0,6415,28.34,2312.95,"$715,323,435",2.5,29256.6,82.5,97.3387,255.43,Competitor Beacon Analytics launched VaultKeeper,CET,95620,78430,8600.68,date > '2024',11.33,FlexPay Platform,3
1.77,453.6,Software,22507.3,079564409,11.9,2547834678502,7356.93,7877,2900-5863,$2b$12$Q9BfvT3UzBnynx72gLUIhzsyY53bgPN9Ti84d5ddsXq9mKsP93awt,449.3,153.64,12.8,24.9,9091.12,3656,2018-03-03T14:12:20Z,263.3,-9.11284,68.8,1054.7,3216563,ProSeries,98.34%,9.7983,XML,Mr.,91.2,-123.283466,29.96%,3.98,81.2,8704.89,"$767,562,829",78,43909.6,91.1,timeout_ms=566,311095759,created_at,3433,HOLD-2022-269,8.42,°F,158.305475,9.1,620.19,77412,10185,930.7,false,30 days,82.6,High,99.1,138.93,image/png,Tablet,43.814345,54.7,977.3,XC3558,5052,445,tenant-025,26.51,19.6,lucas.jackson,HOLD-2026-493,1125435,2020-06-17T18:46:41Z,63.88%,Konnichiwa,TCNLHQJJ9,120.9,ethan.jones,EMP20259,19954.4,FR,63.29,176.6,18857.9,needs-review,27,2953,29.93,5434.6,"$91,912,104",13.5,33754.6,4.5,99.685,716.83,Competitor Pacific Research Group launched FlexPay Platform,UTC,25921,57036,4957.83,date IN '2024',5.17,FlexPay Platform,72
99.33,1186.7,Software,31207.9,133604900,9.1,7231450704587,4349.97,6865,5544-1486,$2b$12$o8KkERPs3ohX3Tc0qCLbxH42Uq4iWbfmvedsriAkYglbie2ufQjhl,148.7,298.26,18.3,29.4,6132.93,7613,2022-11-09T11:34:30Z,164.1,120.709293,33.0,1705.8,2205248,ProSeries,46.52%,1.576,Avro,Ms.,75.3,-131.626914,98.67%,0.58,267.2,470.18,"$300,774,707",40,55080.7,19.6,batch_size=713,907757295,type,6457,HOLD-2022-391,6.84,lb,-15.412754,102.9,302.62,69872,19825,69.9,true,1 year,47.9,Negligible,82.4,210.53,application/xml,Smart TV,72.348364,34.6,95.86,CC6188,3082,14753,tenant-030,90.99,76.4,john.brown,HOLD-2021-446,198340,2025-06-17T00:21:16Z,73.91%,Hola,BBV2WU035,1.0,ethan.jones,EMP27020,61333.5,IN,962.67,102.6,2302.6,approved,97,4506,69.86,5929.1,"$2,724,336",89.47,62712.3,98.1,99.918,727.8,Competitor Pacific Research Group launched AuditTrail Plus,JST,40554,57569,4502.78,type = 'prod',11.48,FlexPay Platform,42
54.61,363.1,Services,41453.6,959915939,20.0,6261280889357,6215.77,7724,7035-2268,$2b$12$yBRAsvWHHE29gndtTGeB3ewH7kHYe6NUwFcid8sAYgKLxxGgkwv4I,179.5,38.46,10.5,76.2,678.07,2928,2019-08-08 11:02:19,91.8,156.279599,52.8,1392.3,9088424,ProSeries,63.87%,6.4519,Parquet,Hon.,40.0,-177.932372,82.5%,11.54,282.7,6201.38,"$239,045,650",71,33037.8,46.3,pool_size=31,078199833,status,7377,HOLD-2021-771,5.28,°F,-118.307283,90.4,138.81,82015,19422,1897.9,true,7 days,20.9,Low,83.3,577.82,text/csv,Desktop,55.761194,62.3,931.96,LI2593,2490,33278,tenant-002,60.43,67.9,linda.king,HOLD-2021-521,5753751,2024-12-10T18:56:10Z,11.17%,Hola,5RWF8UD1S,90.1,ethan.martinez,EMP54693,29350.1,FR,521.33,232.6,37418.0,approved,63,2191,78.11,1476.29,"$484,725,473",37.74,88618.3,59.6,98.917,360.5,Competitor Pioneer Software launched NanoCore SDK,CET,831,45972,5583.26,type != 'active',5.22,FlexPay Platform,45
96.63,830.6,Services,36213.9,652615435,7.3,6743497099810,4708.09,6934,5169-7722,$2b$12$og5Q0U5H3NuuilRbj5rlkJKqoX98h4OB8mtz3Xcjl0C9qZB7BFbiI,265.0,119.75,26.5,30.2,9019.65,4835,2023-04-24T23:12:31Z,129.0,-86.555559,60.3,1137.9,3652306,SmartChoice,19.24%,2.1759,XML,Mr.,47.3,-172.393693,88.69%,3.44,426.7,7197.04,"$618,467,678",18,42807.1,89.2,batch_size=333,201292461,status,4708,HOLD-2020-566,7.8,°C,-36.098272,25.1,481.28,36944,2510,1035.4,false,7 days,43.8,High,30.6,883.68,text/csv,Tablet,87.227663,47.1,476.85,CC6314,6285,53878,tenant-011,75.41,47.2,david.harris,HOLD-2022-395,7075604,2019-06-28 06:28:33,60.29%,Konnichiwa,AG8VOCWEB,42.1,anna.anderson,EMP16975,17285.2,FR,917.0,296.7,15111.2,approved,94,8255,65.81,6808.42,"$369,718,659",70.79,8800.5,99.0,99.7597,436.72,Competitor Vertex Technologies launched AuditTrail Plus,CET,96057,TD5 6FL,5976.48,date IN '2024',4.7,DataSync 3000,113
52.57,1736.9,Electronics,39840.7,132284393,48.7,6236797978553,8753.1,1946,3369-3151,$2b$12$VyFBSZQlkgzH1fGGS1y6iEua6YkHbtHNQS9htJXjQlMMGzjmU22Ta,150.1,299.27,17.1,89.4,7408.61,2379,2023-08-20T22:55:06Z,7.0,-100.741303,75.9,1976.6,7193178,TechBrand,22.71%,7.1797,YAML,Ms.,39.5,-136.917451,9.87%,12.65,223.9,1258.01,"$191,505,514",17,57487.5,44.2,pool_size=294,567833803,type,8383,HOLD-2024-264,2.48,ft,-34.633836,92.5,712.43,78876,93108,1562.5,true,30 days,36.4,Critical,76.5,623.75,text/html,Tablet,14.280225,237.7,321.97,AK1459,5062,35499,tenant-033,75.86,2.1,logan.wright,HOLD-2020-392,9729939,2021-01-21T08:31:48Z,62.05%,Hola,ZW61UB5UE,70.4,linda.moore,EMP45010,6986.6,CA,587.55,184.4,10801.2,stable,111,7558,83.78,9817.65,"$256,803,613",16.04,25403.1,13.0,99.6952,248.6,Competitor Global Solutions launched StreamLine ERP,CET,82033,44506,9043.78,date = 'prod',9.41,Widget Pro,50
0.0,89.9,Electronics,39484.0,664654411,-14.8,7090341178736,6882.03,8162,4948-9573,$2b$12$UT9F8M9T49uBNxso9x6C2IfAqqu5VZ1VNqjKdSW9COXD9WM3tbIvz,21.5,114.09,44.4,95.4,2960.32,70,2024-10-01 05:07:42,127.6,15.351725,87.4,1036.1,154912,TechBrand,24.68%,2.9376,XML,Mrs.,94.5,86.194048,22.47%,2.34,269.8,8988.1,"$895,525,145",105,96459.1,15.9,pool_size=822,590427515,amount,2489,HOLD-2023-589,7.56,°C,-155.708866,42.7,394.2,3010,85280,363.3,false,7 years,56.7,Critical,2.9,226.85,application/json,Smart TV,-85.673442,259.4,142.7,PB3240,4932,25928,tenant-024,59.22,17.6,linda.rodriguez,HOLD-2022-766,9873843,2019-05-28 22:26:32,54.46%,Konnichiwa,28RIWPJB0,79.8,patricia.miller,EMP81853,74394.9,GB,654.92,231.7,40201.3,needs-review,79,8719,99.55,7107.3,"$989,170,854",58.04,2440.9,29.9,95.6445,241.86,Competitor Pioneer Software launched DataSync 3000,PST,42248,67570,5459.33,status > 'active',9.08,CloudGuard,19
72.03,339.9,Food,44964.7,471137170,-39.8,1923617722465,1101.76,3608,4901-5354,$2b$12$iyDpymQOUqbDebkHX0CbxPjyeYiI2WPxGz6C0xf51GnISJLwsEdTM,257.1,45.44,22.7,48.8,8995.89,8472,2018-01-17T18:41:49Z,114.8,-107.125534,17.6,1098.1,2015967,EcoLine,12.87%,9.3629,YAML,Ms.,16.9,131.920679,57.97%,8.05,256.6,4853.94,"$810,610,820",36,21683.1,0.2,batch_size=106,111782326,created_at,8385,HOLD-2026-171,5.54,kg,-133.488669,101.3,403.24,31958,12206,239.2,false,30 days,28.2,High,80.4,984.89,text/csv,Mobile,-30.771136,56.6,647.15,ZT581,8829,36463,tenant-028,50.16,5.1,linda.wright,HOLD-2026-979,5446904,2019-06-06T04:57:04Z,74.89%,Guten Tag,5F9NRINLZ,111.9,william.smith,EMP67069,82488.9,JP,702.81,32.0,47139.4,experimental,40,8613,83.62,5440.35,"$537,949,398",90.79,31560.0,28.7,98.9659,30.18,Competitor Alpine Systems launched CloudGuard,America/New_York,31264,31547,6811.67,status < '2024',5.05,SmartHub X1,104
1.83,1379.5,Software,29371.8,909184698,39.5,0578898934683,8891.38,3265,5651-3801,$2b$12$YaaPGqLAcB0HfpIDKCYmUwnaFo08sG8Eh9hGj5nnLiZt3UaW9mYfe,35.6,126.09,-30.3,68.0,9351.52,6984,2021-12-04 18:12:19,283.1,-46.568778,31.2,1051.6,8809575,TechBrand,69.16%,2.4419,Avro,Mrs.,93.5,58.942273,87.53%,1.7,393.6,739.19,"$516,969,075",13,38759.2,56.9,timeout_ms=434,029874663,amount,2374,HOLD-2025-315,2.55,°F,165.034159,128.0,198.42,16077,57071,1709.7,false,1 year,41.7,Negligible,43.2,635.02,application/xml,Wearable,-81.295528,172.3,120.93,GP5702,2625,39090,tenant-049,48.1,29.6,harper.smith,HOLD-2025-911,4021672,2021-03-13T22:55:37Z,35.14%,Hola,2FBBSQGL7,99.2,emma.anderson,EMP65067,27305.7,DE,640.3,157.2,16073.4,high-priority,98,2160,12.45,3922.63,"$639,627,500",32.04,15423.7,7.3,96.9803,410.93,Competitor Meridian Health launched StreamLine ERP,JST,64436,75735,9696.69,status IN 'prod',11.37,DataSync 3000,68
17.49,698.2,Clothing,33899.8,874940274,31.9,7022230259792,679.61,7244,4104-5791,$2b$12$OjCaQgUx2VAHdCwyzrdpus9w07QUeV5BDwY75qMXTnbsUPL2qKUax,274.8,4.29,10.2,25.7,8129.69,2055,2021-03-17T23:16:11Z,121.3,88.300625,87.6,909.8,436091,SmartChoice,98.69%,3.4993,CSV,Mrs.,65.6,-147.646339,86.69%,10.32,209.7,9415.57,"$576,711,122",119,18681.4,18.8,batch_size=135,410225369,name,9253,HOLD-2023-447,4.12,°C,50.150348,112.9,593.18,84965,18608,1130.0,false,indefinite,7.4,Medium,77.5,529.03,application/xml,IoT,-48.752775,250.4,743.94,KE1899,8561,84061,tenant-029,48.87,77.9,amy.wright,HOLD-2026-768,5085320,2022-12-02T05:09:23Z,99.5%,Namaste,7A07IXRX3,105.7,emma.white,EMP35607,57915.3,BR,446.82,273.3,40064.3,deprecated,55,6277,18.76,538.61,"$524,817,483",94.91,6423.8,84.0,98.7666,479.31,Competitor Meridian Health launched DataSync 3000,CET,97128,75878,2075.76,date < 'prod',10.23,Sentinel Monitor,14
58.3,1486.2,Food,1844.6,418856117,49.8,1707066493954,6915.54,4451,3032-3452,$2b$12$gqV4cPuMRtgEygxQv6iEl1jxJfE5ufv1y9DW9YxLVIeaZlRCjuNis,404.8,249.92,15.9,25.7,1659.32,611,2024-08-20 05:48:31,142.2,-3.779061,22.8,1688.5,7244862,EcoLine,0.67%,0.3847,YAML,Prof.,79.9,-162.813266,31.02%,4.44,271.7,8991.73,"$17,534,190",102,15342.1,23.1,max_retries=915,882258597,id,8604,HOLD-2024-566,7.99,m,-44.124664,113.6,17.83,25495,67221,95.7,false,7 years,77.0,High,94.9,641.55,application/xml,Smart TV,0.376235,296.6,434.06,FD9900,1670,22795,tenant-004,38.7,61.1,lucas.wright,HOLD-2025-316,9995085,2024-10-13 02:47:10,37.59%,Guten Tag,ARQDHU6CH,4.4,lucas.king,EMP20595,42434.1,GB,568.61,159.3,39039.8,stable,36,4329,74.16,5188.96,"$12,233,288",43.41,67051.2,58.2,99.4346,284.1,Competitor Catalyst Ventures launched AuditTrail Plus,EST,2907,58515,7158.78,type > 'prod',0.94,Widget Pro,50
67.54,1168.4,Food,17495.8,375332231,-29.8,2290067262960,8038.39,6460,9092-8436,$2b$12$xtJrYLvrcphaYscdR0SYvAA2asGbHCZerOSLYAsv9YHuZv55R3lR5,115.3,206.17,49.9,24.5,3570.93,3472,2021-01-26 09:05:12,235.0,126.164646,36.0,1945.4,7874027,ValueMax,51.41%,0.5159,Parquet,Mrs.,82.6,130.297073,90.67%,13.73,440.6,5035.2,"$766,802,045",66,34660.7,81.1,timeout_ms=435,764193120,name,5735,HOLD-2025-891,7.08,m,111.553429,82.5,189.5,82377,77573,1850.9,true,30 days,40.8,Medium,86.6,848.99,application/pdf,Mobile,-56.347535,268.2,37.43,HV2020,663,52862,tenant-003,38.3,65.8,liam.jackson,HOLD-2020-613,5338388,2018-05-12T00:00:53Z,37.69%,Konnichiwa,P7LRR2XTK,57.8,emma.jackson,EMP32613,23934.3,IN,602.54,167.0,10256.8,approved,103,8624,44.94,5180.22,"$254,627,777",22.13,83678.8,67.2,95.9765,247.22,Competitor Skyline Partners launched FlexPay Platform,CET,82108,LG4 4ME,5860.42,date IN 'active',1.74,VaultKeeper,87
94.16,412.7,Software,15075.4,697486311,-8.0,8103648711742,6464.82,8539,4301-1425,$2b$12$kAGXTZLNKC7Tra2EwwTRPcYO6VZLY9vENuin62HzawnihAdvzvdnH,73.3,159.04,-30.3,27.6,6581.48,2418,2026-09-27 20:08:00,45.4,146.293167,26.8,915.9,8850801,SmartChoice,28.48%,9.876,CSV,Dr.,76.9,-36.324424,1.14%,4.0,35.7,1129.21,"$238,353,489",76,17592.2,39.1,max_retries=720,315679416,name,3439,HOLD-2022-681,3.19,m,30.808925,36.9,630.08,360,56372,1005.5,false,7 years,58.3,Negligible,73.3,327.72,text/html,Tablet,-63.144744,153.9,371.97,AZ5630,7163,14905,tenant-015,56.36,42.2,elizabeth.brown,HOLD-2026-785,3149992,2018-06-10T21:29:07Z,7.23%,Bonjour,5FBJBZ93B,80.2,patricia.robinson,EMP40927,85797.0,IN,539.48,34.4,3707.0,stable,36,6325,27.16,5205.31,"$33,853,329",93.66,30107.3,16.9,98.9004,67.34,Competitor Alpine Systems launched AuditTrail Plus,CET,88673,90717,1931.1,type != '2024',1.5,SmartHub X1,58
28.61,1275.9,Electronics,36791.7,386672108,40.7,7690863848280,2802.78,5899,5882-4791,$2b$12$cn0xakwDr0Zxc4pbvpyHUOHzjbyFfg1U5ZUckIccUstZsMaQxQAZ4,274.4,168.38,24.7,29.0,6588.99,4917,2024-02-14T03:18:44Z,62.3,-97.519235,0.8,857.5,1786254,ValueMax,36.65%,9.7068,YAML,Prof.,27.1,-30.912671,47.44%,3.41,97.3,4451.84,"$245,892,179",60,80805.0,93.0,timeout_ms=235,891520576,name,151,HOLD-2023-937,0.54,°F,98.837487,45.3,307.57,10623,85750,47.9,false,30 days,106.1,Negligible,35.5,759.55,image/png,Tablet,6.541996,298.4,188.58,BX7813,3158,28176,tenant-045,36.0,32.0,jessica.clark,HOLD-2022-864,1387800,2025-07-10T20:55:23Z,15.61%,Bonjour,VJFN99N6R,2.0,liam.williams,EMP77017,76808.4,AU,738.16,190.0,31417.1,needs-review,67,2473,67.58,1438.89,"$206,017,589",24.9,9837.9,46.8,97.8465,469.33,Competitor TechCo Industries launched DataSync 3000,EST,48411,68037,3271.58,date < 'prod',13.74,FlexPay Platform,117
