insurance_id_6,x_bil,p_294,val_520,rutrst65,equity,BANK_IDENTIFICATION_NUMBER,user_bank_account_number,kfgkgn18,ordinalPosition,cd_verification_value,yfhbk81,card_expiry_date_data,investment_account,investmentAccount,val_title,routing_number,lbkx12,v_209,confidenceInterval,yqtph69,paypal_acct,mapping,financial_forecast,etl_batch_id_6,col_inves,fraud_score_6,tenantIdentifier,channel,cryptoaddr,hcr34,magstripe,shipmethod,routingNumber,x_214,val_973,bank_account_number_v2,insurance_id,axpsk17,priceCost,field_388,ts,decimalFloat,col_700,salary,bin,NULLABLE_FLAG,apprvstat,raw_stock_rsu_grant,fraud_score_v2,cred_score,invest,column_field_nm,d_881,card_verification_value,credit_score_field,standard_deviation,p_insur,stock_rsu_grant_14,ahgfh10,dataFormat,stock_rsu_grant_raw,income,INSURANCE_ID,dim_budget_allocation,curname,PRICE_COST,REVENUE_SALES,col_wc,meta_804,credit_score,billingAccount,field_billi,measprice,issuer,fact_distance,rzrk29,c_767,cardVerificationValue,TRANSACTION_AMOUNT,meta_670,col_154,sbkh9,src_bank_identification_number,bonus_variable_pay_field,digital_object_identifier,bank_account_number,user_investment_account,role_job_title_raw,raw_api_key_token,longitude,attr_hhjw,investment_acct,bonus_variable_pay,creditScore,CARD_VERIFICATION_VALUE,PAYMENT_CARD_NUMBER,pctile,cardExpiryDate,v_739,ijr6,datatype,ROUTING_NUMBER,tnz42,rate,uzkumu60,FRAUD_SCORE,insid,src_salary_compensation
INS-292706,BILL-373137,INS-914954,9999,3840x2160,2791 shares @ $182.48,553058,82784645,8284,436,8552,326,03/29,INV-768393,INV-778128,Quarterly Review 2022,101859548,4073-1209-9786-5405,Migraine,"[22.05, 80.1]",4712-0118-5116-4566,noah.brown@gmail.com,field_a -> output,Q2 2025: $98M projected,batch-20241215-04,INV-171483,28.0,tenant-030,Social Media,0x7f4145a0cb7d501e5e4190fb35bf5409f07728cc,74272711,%B9427515841932793^TAYLOR/SUSAN^2701,Same Day,802885611,11/29,5868.81,704281238384,INS-165506,Other,4279.54,"$22,845.92",2026-11-27T13:13:31Z,-899.5324,177,"$129,606",43213,YES,Approved,3321 shares @ $94.04,22.7,543,INV-882090,type,Figure 1: Comparison,2223,331,42.7164,INS-602379,1503 shares @ $323.04,1280x720,CSV,3693 shares @ $330.39,"$111,840",INS-665511,"$1,252,071",Japanese Yen,8062.96,"$9,326,175","$89,011.44",INV-794850,391,BILL-940555,BILL-911182,9503.27,574115,7339.2,"$4,215,632",4839-1306-2017-7494,621,78665.41,9.3,Spouse,In Review,595424,"$1,646",10.8795/y648.44,66267269,INV-224239,Data Analyst,sk_prWMdQIwLL0zKgX5tDkUWc0kRsMSDIdJ,33.970022,16.6,INV-141929,"$11,873",490,1708,4387-3133-6720-6456,24.94,08/29,21.7,%B4993117520961574^BROWN/RICHARD^2501,TIMESTAMP,605364109,88.8358,2343.57,Swiss Franc,13.7,INS-129902,"$219,528"
INS-412726,BILL-254538,INS-954360,227,1280x720,700 shares @ $345.65,437206,21262160,3135,891,3836,358,05/25,INV-343931,INV-359120,Annual Summary 2023,121771034,6011-8257-1017-4001,Anxiety,"[22.32, 77.17]",6011-8360-4988-2022,logan.rodriguez@outlook.com,input -> field_b,Q2 2024: $3M projected,batch-20200629-18,INV-695879,64.1,tenant-035,Social Media,0xdffa1c4789590fc50c1e97165ccdcd0837e91959,73623741,%B3908354272025366^LEWIS/ROBERT^2512,Express,153389491,08/24,599.77,8333036556,INS-475734,Other,9810.43,87273.19,2025-11-08T09:36:59Z,3653.2452,9387,"$112,018",412732,NO,Rejected,1604 shares @ $172.13,18.4,678,INV-410907,amount,Figure 16: Distribution,6117,624,13.2488,INS-750613,297 shares @ $256.58,1280x720,XML,506 shares @ $259.29,"$177,112",INS-840263,"$1,352,488",Japanese Yen,9049.6,"$7,594,342",68396.46,INV-800287,397,BILL-612225,BILL-662869,5085.0,601175752,3105.0,"$3,493,739",XXXX-XXXX-XXXX-2350,0390,"$29,514.73",62.9,Spouse,Rejected,425581,"$1,944",10.8866/g740.28,1784066731,INV-302658,VP Engineering,sk_7ULy1o4JbMBY40xS5hckxp0rJhf5SZJS,-145.084174,94.0,INV-358516,"$35,278",670,658,5809-5706-7180-9837,83.37,12/28,64.5,%B0804022662814667^THOMPSON/ROBERT^2910,FLOAT,469291816,35.1387,7394.84,British Pound,3.7,INS-988606,"$50,528"
INS-167805,BILL-584320,INS-952633,307,1920x1080,2965 shares @ $319.5,56905,5435859400,1405,551,1346,600,01/28,INV-228800,INV-471533,Annual Analysis 2025,636517265,4418-3364-3520-5234,Anxiety,"[32.52, 80.82]",5297-9209-5885-3832,amy.young@yahoo.com,input -> output,Q3 2026: $96M projected,batch-20180425-51,INV-274737,59.3,tenant-019,In-Store,0x527f9acc3898a729c571ca82fe0ee163531947a4,373214482264,%B2032084735490911^JACKSON/DAVID^2603,Freight,199461454,01/30,3970.72,169617003288,INS-811869,Other,4741.4,"$92,312.53",2024-12-24 16:49:49,1192.6717,3258,"$213,975",3714031,false,Rejected,3870 shares @ $171.18,85.6,417,INV-423645,email,Figure 2: Timeline,209,308,15.4818,INS-223268,4601 shares @ $191.5,3840x2160,JSON,2579 shares @ $278.53,"$117,644",INS-782290,"$4,419,126",Swiss Franc,3101.92,"$8,385,080","$10,279.45",INV-544105,363,BILL-357397,BILL-911504,9367.71,60115399,4437.1,"$4,926,996",6011-8603-8604-8948,3658,97398.35,7.6,Manager,Approved,54635,"$3,402",10.7047/m523.32,5896725032,INV-821509,Designer,sk_AESIokOIZlUs3esuWkAjPcJZqPqi6s12,153.778633,94.2,INV-257000,"$2,493",734,574,4300-9867-9739-0331,60.8,11/27,33.4,%B7550792916232659^ANDERSON/AMY^2512,FLOAT,478146191,95.9695,5647.42,Euro,39.8,INS-925876,"$119,353"
INS-855557,BILL-952885,INS-788714,8400,2560x1440,358 shares @ $497.24,3725435,5295528713,570,413,2224,354,08/30,INV-105665,INV-637693,Technical Analysis 2026,732027026,6011-0306-4183-8105,Arthritis,"[33.28, 70.56]",6011-1864-3636-0017,patricia.moore@gmail.com,source_col -> target_col,Q4 2026: $10M projected,batch-20220426-65,INV-642089,12.8,tenant-021,Phone,0x230366b173db5d309d167efeaea85b5e1faa0e41,0232963545,%B6214398356992900^ANDERSON/SARAH^2402,Express,006845564,12/24,8048.4,818780722755,INS-856137,Asian,1082.67,"$40,906.21",2018-12-01 22:25:00,5998.2391,564,"$57,552",55610,YES,Approved,1017 shares @ $419.54,40.0,639,INV-345438,name,Figure 6: Comparison,8239,560,29.9635,INS-161908,3665 shares @ $194.98,1920x1080,JSON,3572 shares @ $150.68,"$72,343",INS-488651,"$1,325,778",British Pound,1867.48,"$4,606,247","$61,011.39",INV-940682,823,BILL-236879,BILL-741896,2789.95,57571,5535.1,"$789,970",6011-7021-9101-1923,6704,"$16,255.78",56.6,Child,Rejected,529386,"$4,924",10.1386/w465.41,13410245,INV-176343,Designer,sk_jMaV1kszPxC7ichwqsbSd99tMk8TXEP3,-24.382326,70.4,INV-299220,"$42,305",329,5958,5742-7602-0501-1499,17.22,03/27,9.0,%B3268928507287713^HARRIS/DAVID^2905,TEXT,380168736,35.0276,2764.45,Swiss Franc,99.5,INS-315826,"$209,643"
INS-254771,BILL-248327,INS-513147,1555,3840x2160,3341 shares @ $343.27,45424,5469784927,378,385,0891,618,08/30,INV-341745,INV-603516,Executive Summary 2024,521182270,6011-6062-8017-1686,Migraine,"[18.85, 80.46]",5914-9289-1073-2071,mary.young@gmail.com,field_a -> target_col,Q3 2024: $38M projected,batch-20230207-09,INV-141458,46.2,tenant-046,Mobile,0x574eec39a9d0432ba31abdf2b213e48955d029f8,6883748978,%B4211478623082700^SMITH/MASON^2901,Overnight,834774116,08/26,4538.75,010464548797,INS-692823,Mixed,5351.19,"$38,311.05",2018-09-25T17:27:10Z,5827.9331,7317,"$71,526",3755888,NO,In Review,4429 shares @ $187.29,40.4,684,INV-807305,created_at,Figure 19: Distribution,9074,319,29.9656,INS-804939,4210 shares @ $29.66,1280x720,XML,3676 shares @ $101.42,"$36,340",INS-649663,"$3,564,673",Euro,6837.91,"$7,512,633","$14,067.28",INV-689289,662,BILL-353589,BILL-797079,5370.1,43410,7559.5,"$6,306,977",4842-5953-9484-9553,3459,"$69,784.37",1.3,Sibling,Approved,56780,"$5,978",10.5263/g172.17,483373288210,INV-500560,Product Manager,sk_71XJsCfPYmmBD9VWO0w9SFxqwYpZk53n,-67.268658,2.1,INV-422885,"$24,617",328,538,6011-3755-8851-4121,30.59,05/26,89.0,%B0423573830748178^HARRIS/MASON^2611,FLOAT,356247154,21.0469,181.9,British Pound,23.3,INS-384582,"$216,797"
INS-207325,BILL-703490,INS-193492,991,1280x720,1090 shares @ $473.23,3784916,24648705,9881,672,861,538,07/28,INV-457267,INV-382143,Technical Review 2020,667245304,4488-5387-6612-2114,Asthma,"[39.81, 66.38]",5625-3197-2301-8834,oliver.robinson@gmail.com,source_col -> target_col,Q2 2026: $7M projected,batch-20190614-22,INV-703989,99.1,tenant-014,Web,0xd1b2abd607fbbe8ea901712f55e591b52ae10f50,69339474,%B5273202723881892^RODRIGUEZ/ETHAN^2609,Standard,576817831,04/25,3427.08,2911106235,INS-712947,White,1099.49,66018.64,2021-07-21T04:32:19Z,5645.6776,562,"$149,726",601121974,false,Approved,1208 shares @ $155.87,58.4,734,INV-856361,id,Figure 11: Overview,354,466,21.0414,INS-869174,3781 shares @ $467.67,3840x2160,YAML,2030 shares @ $201.0,"$232,008",INS-434799,"$1,773,272",Japanese Yen,7999.86,"$4,771,029",17849.18,INV-377056,721,BILL-451402,BILL-996309,231.48,50689,2837.7,"$3,068,973",6011-9875-0538-7337,298,"$59,398.43",67.9,Manager,Rejected,561799,"$24,631",10.4999/d436.21,9468009523,INV-767727,CTO,sk_rpUXcT6pwEB62kBhUzNb8tOWbUozQa2H,-97.281259,46.8,INV-342980,"$18,499",836,4278,6011-7850-9669-9417,14.76,10/27,17.1,%B6468071736015548^MOORE/AMY^2703,TIMESTAMP,814653537,142.1096,5297.17,Euro,39.7,INS-189734,"$106,142"
INS-367866,BILL-591924,INS-890221,818,2560x1440,565 shares @ $302.27,3776134,29568730,3820,954,6430,767,02/24,INV-153371,INV-669989,Executive Review 2022,456000386,4433-3414-8727-5810,Asthma,"[35.62, 65.39]",5746-6236-5085-1514,linda.jones@yahoo.com,field_a -> field_b,Q3 2024: $92M projected,batch-20180128-21,INV-731099,53.7,tenant-003,Social Media,0x94a0b8c998b16f203e2a0df59d8516ac0446565b,444280990807,%B2391227329848943^YOUNG/JESSICA^2907,Economy,747267596,09/28,6943.15,118781777150,INS-513807,Black,5008.13,11474.16,2023-10-11T13:09:00Z,5135.3603,948,"$143,459",370116,NO,Pending,3874 shares @ $45.09,95.1,833,INV-963269,status,Figure 7: Distribution,1836,420,20.4608,INS-448740,999 shares @ $296.29,2560x1440,Avro,2165 shares @ $65.07,"$249,671",INS-103977,"$4,437,998",Euro,6211.51,"$513,393","$18,495.61",INV-156003,678,BILL-134094,BILL-705923,5359.76,59505,2702.9,"$5,643,983",XXXX-XXXX-XXXX-2360,7230,"$96,047.36",68.1,Peer,In Review,372802,"$32,866",10.4020/t830.22,923002254016,INV-710338,Product Manager,sk_AtvU2jNbzWrMVEEZTlxiMIadAddomRqM,-56.322349,78.8,INV-632579,"$27,173",533,7839,3756-4671-7833-2151,25.97,12/25,35.3,%B2063945247847101^MARTINEZ/JOHN^2510,FLOAT,393552383,13.0408,5969.32,Japanese Yen,36.7,INS-448229,"$161,269"
INS-808011,BILL-266763,INS-375183,420,1280x720,3936 shares @ $204.18,60113360,950777156998,3011,624,652,707,06/26,INV-105420,INV-961654,Quarterly Report 2026,822809562,6011-3355-9819-4323,Migraine,"[6.01, 62.38]",XXXX-XXXX-XXXX-3011,jessica.taylor@outlook.com,field_a -> output,Q2 2027: $64M projected,batch-20190928-74,INV-190979,91.8,tenant-003,Social Media,0xb95dced94ebfa8dbabc8e944143cabcadeb92f8f,9849644979,%B4463347446111942^KING/JESSICA^2801,Standard,941802745,11/27,8745.91,51349798,INS-855166,Mixed,2648.07,"$84,650.70",2019-08-12 17:52:39,1904.8934,4251,"$42,359",40271,true,Pending,4173 shares @ $232.27,17.8,300,INV-233578,email,Figure 14: Timeline,326,715,8.8829,INS-801078,2529 shares @ $368.72,1920x1080,XML,3008 shares @ $225.22,"$112,920",INS-317380,"$3,100,424",Swiss Franc,1394.79,"$6,468,238",95422.67,INV-193121,810,BILL-861038,BILL-731562,6262.23,377176,3406.5,"$2,418,246",6011-5040-1177-5135,861,"$37,598.27",6.4,Parent,Rejected,585862,"$6,972",10.1705/n246.7,0334519657,INV-440333,Designer,sk_0hBNS5sQu1dGq6Btc6eXhkhuEfe9eX8k,-82.22894,98.6,INV-765941,"$13,266",480,917,XXXX-XXXX-XXXX-0338,78.6,12/29,31.6,%B0752553628677021^HARRIS/ELIZABETH^2808,TIMESTAMP,190999036,96.5031,4566.42,Euro,36.2,INS-332854,"$48,111"
INS-634622,BILL-454612,INS-955518,952,3840x2160,545 shares @ $167.27,44755,764211392664,4239,489,4086,631,12/26,INV-188001,INV-962306,Annual Analysis 2026,283689131,4528-2905-6686-3429,Anxiety,"[22.2, 99.84]",5976-7039-6497-6864,patricia.taylor@gmail.com,input -> output,Q3 2026: $76M projected,batch-20210314-09,INV-557685,24.7,tenant-009,Email,0xb646204d0affae99e0347a7b66c8ec21fbef8bb2,34382658,%B8484434754150853^JOHNSON/ROBERT^3003,Economy,602898142,01/30,4483.02,29539510,INS-516289,White,3302.32,"$89,057.39",2024-03-09T12:43:55Z,936.8231,6144,"$107,214",48219,YES,Pending,822 shares @ $52.58,23.0,396,INV-783796,amount,Figure 18: Overview,137,850,7.4948,INS-196040,4299 shares @ $247.94,1280x720,XML,1384 shares @ $103.06,"$121,873",INS-105445,"$1,660,067",British Pound,4292.67,"$1,562,773","$25,123.76",INV-251890,556,BILL-307450,BILL-333074,8896.43,60117810,8849.4,"$5,405,106",6011-1236-8362-7461,8990,2570.72,43.1,Spouse,Rejected,372348,"$27,181",10.8386/d128.3,8894809690,INV-767835,VP Engineering,sk_KIGFJTdNwXTth3bbHF7cIay9W3U5cJ8c,77.610826,7.0,INV-816726,"$47,462",443,324,6011-0423-6047-5434,23.7,10/24,99.3,%B9261063709726333^LEWIS/ELIZABETH^2503,TIMESTAMP,810280297,54.5892,1165.49,US Dollar,40.6,INS-215868,"$244,913"
INS-255477,BILL-311486,INS-422939,815,3840x2160,919 shares @ $14.2,40721,2157005529,9784,76,216,484,11/29,INV-438323,INV-831559,Executive Analysis 2026,436748004,XXXX-XXXX-XXXX-3284,Arthritis,"[11.05, 71.21]",5408-5667-2831-3561,amy.rodriguez@gmail.com,source_col -> target_col,Q4 2027: $98M projected,batch-20260519-90,INV-735702,97.7,tenant-044,Chat,0x63e97f0cd29a39012025ff2c14ca80e7442d30d9,4839761520,%B8424105978482948^JOHNSON/MARY^2711,Freight,261886193,06/24,953.77,564772159188,INS-923695,Other,2172.46,"$95,850.61",2021-10-18 09:30:33,8710.9804,262,"$82,651",373677,YES,Rejected,4603 shares @ $425.92,57.1,420,INV-297944,id,Figure 20: Comparison,7512,650,41.0917,INS-658856,4237 shares @ $41.12,3840x2160,XML,1882 shares @ $193.64,"$133,255",INS-429955,"$2,534,487",US Dollar,1563.73,"$9,613,994","$79,633.46",INV-226916,418,BILL-163347,BILL-871608,4072.52,450331,7353.3,"$5,041,343",3728-5853-8576-2316,3379,"$88,859.35",59.2,Peer,Rejected,373201,"$35,084",10.9059/z912.32,880484094746,INV-836964,Sales Rep,sk_eXPR48NgaYjjAeLoeUDLRPR5kF8NmdRe,-177.890808,82.7,INV-519874,"$37,907",781,216,4160-2603-9045-6440,68.52,09/28,41.9,%B5773139121500911^KING/NOAH^2411,TEXT,627997186,82.5104,6285.38,Euro,87.5,INS-246461,"$214,086"
INS-386478,BILL-844617,INS-144417,9471,2560x1440,4794 shares @ $448.82,448552,1328085352,2100,629,861,695,09/26,INV-501379,INV-538494,Executive Review 2024,032510057,3701-2075-4478-9676,Hypertension,"[13.15, 87.65]",XXXX-XXXX-XXXX-9041,sophia.white@gmail.com,source_col -> field_b,Q4 2026: $73M projected,batch-20250105-71,INV-720748,83.3,tenant-031,Mobile,0x2bbc5cacc574fc809b72f0df7ad136852d5abdba,038418663714,%B1072902355849207^MOORE/HARPER^2506,Economy,263815573,02/26,2945.98,13954800,INS-525657,Mixed,9412.49,20409.07,2020-10-13 10:20:17,1492.3256,645,"$200,621",60115512,NO,Rejected,334 shares @ $12.54,26.4,681,INV-575189,status,Figure 12: Timeline,1797,588,8.5022,INS-503920,3026 shares @ $453.47,1920x1080,CSV,1764 shares @ $479.37,"$221,554",INS-553196,"$4,335,226",Japanese Yen,7809.99,"$9,113,208","$5,338.77",INV-398214,809,BILL-318736,BILL-152129,4191.82,52673,8383.8,"$8,799,832",4775-4648-8931-2130,4520,82604.78,48.1,Sibling,Rejected,42856,"$43,098",10.6346/w388.8,346040291263,INV-744557,Data Analyst,sk_HG8oMDVKVdOIDs8yXjZGWl5hozmcAMWS,-23.565624,67.7,INV-802529,"$40,997",493,250,XXXX-XXXX-XXXX-4241,16.72,05/27,67.6,%B7556938705342250^SMITH/AMY^2601,JSON,334032462,93.7987,2054.96,Euro,85.7,INS-455508,"$84,363"
INS-361048,BILL-747231,INS-131433,676,2560x1440,4161 shares @ $71.71,375368,9072786074,1839,540,184,566,08/25,INV-516331,INV-862768,Technical Report 2022,816767205,3710-8009-6672-7453,Migraine,"[26.1, 80.6]",XXXX-XXXX-XXXX-4672,noah.thompson@yahoo.com,input -> output,Q3 2024: $97M projected,batch-20201015-08,INV-138404,62.9,tenant-050,Email,0x727172524bedfa48da8843131485fb8e62cecede,37109342,%B1347885216143040^LEE/ROBERT^2812,Overnight,844520650,04/29,2638.83,5208034210,INS-468365,Other,1880.11,83592.16,2022-12-22T15:12:36Z,3752.8361,7081,"$45,264",565148,true,Pending,2829 shares @ $402.07,20.9,317,INV-834868,status,Figure 1: Comparison,609,664,25.7461,INS-869548,2428 shares @ $202.93,1280x720,YAML,3955 shares @ $298.77,"$195,525",INS-429006,"$1,333,804",Japanese Yen,3519.89,"$7,853,151","$14,488.31",INV-580237,426,BILL-241390,BILL-920822,2377.0,370251,4261.5,"$4,963,781",4787-5509-1850-7162,8332,"$37,166.90",42.4,Peer,Rejected,60114888,"$43,473",10.7470/o176.28,878358035180,INV-548423,Designer,sk_g2B9LPplFEUUy1oiyViPIEWgldXX7MBt,172.190035,25.8,INV-697906,"$31,211",622,929,XXXX-XXXX-XXXX-9724,49.66,09/24,68.7,%B0682117375375516^TAYLOR/JAMES^2506,FLOAT,204775836,116.2898,9712.44,Euro,55.0,INS-761897,"$72,878"
INS-905484,BILL-327291,INS-885827,953,3840x2160,2981 shares @ $220.37,372142,4538448137,9893,195,6269,721,07/25,INV-516119,INV-765465,Executive Analysis 2025,113348362,XXXX-XXXX-XXXX-3580,Asthma,"[25.64, 62.17]",3734-3107-8532-8028,david.harris@outlook.com,input -> target_col,Q1 2024: $93M projected,batch-20201013-47,INV-576025,55.9,tenant-042,Phone,0x0b9c875d0790f7991dff48e245967fd2f0a09da7,66749850,%B6575721007813867^DAVIS/JOHN^2909,Same Day,738406147,08/25,5080.21,911224602863,INS-491140,White,2944.4,98674.76,2022-02-20 13:23:26,5074.6095,028,"$31,240",56965,YES,Rejected,1256 shares @ $352.58,63.6,329,INV-358430,type,Figure 10: Distribution,096,427,48.6927,INS-616309,459 shares @ $167.13,1280x720,Avro,2356 shares @ $174.54,"$39,682",INS-476850,"$2,998,194",US Dollar,2166.5,"$1,156,823","$12,880.14",INV-634482,778,BILL-309632,BILL-713006,7426.45,60111044,1683.4,"$6,404,016",5523-4686-7656-9154,662,72687.85,21.3,Child,Approved,41661,"$40,068",10.2831/b531.46,863790413726,INV-180387,Product Manager,sk_sApA9hZgtd7EHE56Ypi55jp8OkOtFY2e,-5.885183,84.5,INV-949780,"$40,016",747,028,4765-5925-2530-1790,73.26,12/27,0.7,%B1119036339385715^WHITE/AMY^2503,FLOAT,661111373,129.5342,5744.68,Swiss Franc,28.1,INS-700760,"$87,533"
INS-548290,BILL-373759,INS-485161,956,3840x2160,1870 shares @ $307.17,48823,18086177,3889,485,8443,740,07/28,INV-207273,INV-624870,Technical Summary 2024,427191438,5025-3370-9279-9151,Migraine,"[34.02, 82.0]",XXXX-XXXX-XXXX-9785,harper.walker@yahoo.com,input -> output,Q3 2025: $91M projected,batch-20190810-92,INV-244255,72.2,tenant-017,Mobile,0x8dafef6d2723e1a14df641f041f572040c6882eb,8238229084,%B0524202029052018^ROBINSON/NOAH^2409,Freight,755099665,01/28,9342.58,473020364373,INS-864464,White,8309.49,95578.22,2018-06-05T04:30:50Z,9899.9808,447,"$59,545",60115213,NO,Rejected,4720 shares @ $240.71,2.0,450,INV-156219,id,Figure 17: Timeline,6606,437,21.198,INS-197676,447 shares @ $220.11,1920x1080,CSV,1580 shares @ $22.55,"$152,945",INS-422726,"$4,173,895",Swiss Franc,4700.95,"$281,398","$93,383.36",INV-533483,405,BILL-294427,BILL-275968,5574.12,60116273,5968.5,"$7,548,179",XXXX-XXXX-XXXX-4287,931,"$91,348.41",82.9,Manager,Rejected,42048,"$1,844",10.9146/b486.50,11553381,INV-409105,Data Analyst,sk_W8j61vhdfM8Np7zj9nEt0EY25NCS9V5l,-144.475098,32.5,INV-640677,"$16,936",811,8471,6011-2328-4747-0912,93.57,12/25,62.0,%B9848802422325550^ANDERSON/SUSAN^2512,TEXT,622691564,22.9951,1114.68,Swiss Franc,75.1,INS-582034,"$217,591"
INS-436484,BILL-139717,INS-280048,165,1280x720,4666 shares @ $38.79,44691,8725371856,4106,221,0957,674,08/25,INV-620279,INV-769143,Technical Analysis 2025,573695021,5470-7799-1932-8217,Migraine,"[39.97, 94.28]",3722-3699-2333-8187,linda.thompson@gmail.com,source_col -> target_col,Q3 2027: $18M projected,batch-20190123-40,INV-185336,9.3,tenant-004,Email,0x502aeaca7121e514070523db2c14680a606bf74a,2878890667,%B7477912779597532^WILLIAMS/ROBERT^2404,Economy,047651081,02/26,7257.93,66374546,INS-890651,White,7660.57,89819.39,2021-04-27 11:33:53,165.0324,433,"$101,707",49131,false,Pending,3202 shares @ $104.97,97.7,832,INV-694477,type,Figure 14: Overview,6188,597,8.3787,INS-180196,4313 shares @ $463.63,3840x2160,Avro,4116 shares @ $187.33,"$97,318",INS-905242,"$4,770,072",US Dollar,7000.33,"$361,262",59621.61,INV-791130,596,BILL-314411,BILL-772193,6422.43,378411,3947.2,"$5,398,284",4134-4028-2400-3911,318,"$24,185.32",95.9,Child,Pending,477396,"$22,952",10.6098/p537.28,09313769,INV-676882,Designer,sk_S2EbdA2D2JxkZanAcsz1CUpY7mxZeLCm,-137.619482,38.2,INV-216254,"$9,925",567,779,XXXX-XXXX-XXXX-3289,31.25,08/29,22.1,%B2330803366681168^JONES/LIAM^2809,JSON,504608968,142.3352,4413.53,Japanese Yen,50.3,INS-713225,"$123,440"
INS-712567,BILL-660349,INS-366265,1854,3840x2160,1824 shares @ $228.96,60114442,261237673339,9022,977,4340,753,11/25,INV-119533,INV-312568,Executive Summary 2022,303936823,XXXX-XXXX-XXXX-2387,Depression,"[0.25, 97.34]",3706-5629-0065-9425,robert.smith@yahoo.com,source_col -> field_b,Q3 2025: $4M projected,batch-20180129-73,INV-846495,7.8,tenant-008,Chat,0xd574e2278022cf101deaf792a351de09f4a02040,96815338,%B7028632600298201^MARTINEZ/SARAH^2512,Overnight,507240036,01/28,6158.59,884548246656,INS-675381,Hispanic,5013.57,48567.07,2025-07-27 11:48:49,-779.5595,317,"$160,701",45649,true,In Review,648 shares @ $52.46,47.7,524,INV-771653,email,Figure 20: Comparison,382,379,23.9144,INS-840360,644 shares @ $474.83,3840x2160,CSV,2056 shares @ $441.23,"$247,458",INS-981211,"$29,025",US Dollar,3017.35,"$5,830,801",60768.05,INV-380125,329,BILL-490471,BILL-414441,7714.48,3747459,3530.6,"$9,754,750",3715-4534-0390-8758,053,53968.51,4.7,Manager,Pending,52186,"$13,895",10.4035/w254.17,078371326642,INV-605699,Sales Rep,sk_WuWYNlNPbcFozIISewkurfcsX7Ty55Iu,-40.302196,32.4,INV-103897,"$48,697",656,5071,4804-2019-6451-9390,41.53,06/30,66.9,%B4734338094538560^JOHNSON/AIDEN^2402,TEXT,178502457,63.2411,9006.77,Swiss Franc,97.3,INS-303042,"$35,544"
INS-853390,BILL-384863,INS-193426,3045,1280x720,3041 shares @ $279.25,47646,4666496497,1339,686,401,757,09/29,INV-138739,INV-766162,Technical Analysis 2021,758648941,3756-5092-5171-4069,Migraine,"[12.03, 60.41]",XXXX-XXXX-XXXX-1560,olivia.king@outlook.com,input -> target_col,Q4 2026: $86M projected,batch-20231104-77,INV-524591,40.2,tenant-033,Web,0x96425672ba88e89720fd8afee6dd38cc34944c34,1931252388,%B2952907688057454^JONES/ETHAN^2807,Economy,239775460,11/27,568.73,21765173,INS-461100,Mixed,2297.95,6247.90,2022-12-20T22:01:27Z,-455.902,3238,"$131,587",49909,YES,Pending,2978 shares @ $436.13,7.6,535,INV-304499,created_at,Figure 13: Overview,747,429,36.5378,INS-388612,444 shares @ $361.96,1280x720,CSV,345 shares @ $133.87,"$206,303",INS-686864,"$3,694,376",Euro,5380.1,"$864,701","$30,003.51",INV-480067,449,BILL-413298,BILL-933362,6072.83,568107,9610.9,"$4,374,644",6011-5717-0776-0951,836,"$89,150.27",85.3,Child,Pending,45597,"$17,023",10.3683/w812.34,372328401467,INV-948091,Data Analyst,sk_GusdFw2fnvSzoG5kFt4DdV1J0qqowG7t,-53.729658,93.1,INV-566006,"$41,689",627,4064,6011-7703-6830-0870,75.26,06/25,91.4,%B9963157547080532^DAVIS/AMY^3001,FLOAT,547629968,132.2462,913.55,British Pound,35.9,INS-279951,"$125,098"
INS-853080,BILL-763584,INS-267829,277,3840x2160,1829 shares @ $270.16,60111952,37295041,3772,921,6569,359,03/30,INV-321314,INV-935145,Quarterly Review 2025,452367807,XXXX-XXXX-XXXX-0850,Anxiety,"[35.98, 82.95]",XXXX-XXXX-XXXX-5354,mason.jackson@yahoo.com,field_a -> target_col,Q3 2026: $70M projected,batch-20250606-37,INV-284839,21.9,tenant-023,Web,0xc41f9765aa661f5f37edaaa672b7533bed47fc4e,34665497,%B0422763247186206^WRIGHT/MARY^2403,Overnight,074513742,04/25,7825.19,307696151506,INS-215203,Mixed,3205.49,"$15,749.79",2019-09-02T01:48:54Z,6119.8858,5002,"$189,031",3786869,NO,In Review,4373 shares @ $38.79,51.1,480,INV-562586,email,Figure 7: Timeline,205,790,4.6419,INS-810430,3307 shares @ $254.03,2560x1440,Avro,4887 shares @ $186.72,"$69,865",INS-745863,"$2,618,144",Japanese Yen,5401.8,"$9,376,398","$94,661.03",INV-679549,732,BILL-389663,BILL-411865,7088.23,566780,7793.4,"$6,174,969",6011-0212-2560-6989,791,19106.80,27.3,Child,In Review,402750,"$20,591",10.5535/w434.26,28444328,INV-124613,Sales Rep,sk_ZDrA51gUQIc2bQYyRV4EQLsW6BvGbHXh,-108.574234,74.2,INV-411467,"$11,325",658,2458,5843-8008-1195-0532,70.54,01/26,33.0,%B0720264451683949^CLARK/AMY^2812,BOOLEAN,788275348,88.9708,7928.66,Swiss Franc,96.3,INS-206945,"$79,078"
