txnamt,p_504,meta_cvv,bank_identification_number_field,f_961,col_836,paypal_acc,src_username,customer_card_verification_value,billing_acc,HASH_IDENTIFIER,strategic_plan,crd_verification_value,billing_account_field,dim_routing_number,CRYPTOCURRENCY_ADDRESS,field_802,iso_4217,d_shyz,card_verification_value_val,billing_account,salary_compensation,raw_ph_level,binary_value_val,billingAccount,rflgsb34,cryptoaddr,decimalFloat,fraud_score_v2,timestamp_v2,expiration,x_921,var_frau,meta_pmlg,salaryCompensation,bonus_variable_pay_field,trend_growth_rate,col_addre,priceCost,checksumHash,bank_identification_number,v_jmdr,default_value_field,bankIdentificationNumber,marital,partition_key,fglbx30,bankAccountNumber,content_type_6,continent_data,insurance_id_22,field_uwtx,BANK_IDENTIFICATION_NUMBER,card_verification_value,routing_no,credit_score,payment_card_number,customer_flow_rate,bin,caption,paymentCardNumber,routing_number_v2,global_trade_item_num,BANK_ACCOUNT_NUMBER,payment,issuer
"$15,339.02","$28,508",4526,60118404,INR,6674,sophia.rodriguez@gmail.com,susanharris738,4417,BILL-913970,fcac742413bce0d06d05de94486327bbb93fa05f154e0b7516b335cea43eaf95,Expand APAC market,548,BILL-569732,772299407,0xec36e35b6e81954e458f566307ecd2a18849c95c,UWH,INR,0,3855,BILL-677046,"$153,039",4.72,0,BILL-111549,65.2,0x4da1fc5fd3984c0ffaf03c76dd5d07ebfecff429,5237.0164,77.1,2021-03-09T10:57:33Z,06/30,"[-2.3682, 0.962, 1.1731, -0.1472, -2.1332, 0.2677, -0.9798, -0.188]",53.7,0x6869dfe248f0bc67e9baa67a74e4b1ab077eb3e5,"$72,880","$4,780",41.63%,"4101 Maple Dr, Austin, MA 66411",4341.12,6126c31bd847c4f03360dd1703ae4927c32153a6923ec03d2afb174ec6f3089f,487915,3362,'',60112748,Widowed,tenant=2024-01,Lewis et al. (2022),36897121,Podcast,Oceania,INS-436245,6110,43338,8489,540936175,796,5379-0045-2346-1431,49.26,601143979,Figure 13: Overview,3773-7666-0090-8733,198335002,9271059709875,89366943,"$79,095.80",60111144
"$90,831.82","$38,468",875,601112550,CAD,8207,david.thompson@gmail.com,sophiabrown629,110,BILL-482742,4f48d7e15900decfaa4f9a4af49542f7345c39ab4fd4d72615b59bb03c8f3bd4,Expand APAC market,265,BILL-376644,033635898,0x69f3b6f42cecb2f033230e4773c8ecd817c63f45,VYX,BRL,0,5035,BILL-374149,"$234,576",10.86,1,BILL-114268,39.8,0xe60fb5e29b824d20feff43a4bbd1143a86a6c03f,3286.9572,70.8,2024-08-06 09:19:29,03/24,"[0.1835, 1.0054, -0.7217, 1.9739, 0.0576, -0.4005, -0.3606, -0.6681]",97.1,0x31ebb2f4a1dd0b3e718f8ee4a19b0bf1baec4491,"$138,207","$15,260",3.04%,"6789 Main St, Toronto, IL 68066",1473.43,dd363c6f5e5c37c52bed741dec908f887f5c3e2ca021150e4952e93cdae3fb06,601187616,6802,0,43308,Single,dt=us-east,Martin et al. (2022),3795992068,Video,Oceania,INS-151450,9569,40353,471,473564111,707,XXXX-XXXX-XXXX-3930,945.95,60118836,Figure 9: Distribution,XXXX-XXXX-XXXX-6668,149525005,8216318478519,8767903808,93393.54,543757
66905.57,"$25,354",9666,379807,AUD,4490,logan.martinez@outlook.com,oliver.white926,089,BILL-330670,3c52040e62c78f074ce2f66f04a46d409b78b319010cf027f953522f5b8a23f5,IPO readiness,719,BILL-288070,655351670,0x37c08f5de5df7e7bf0b894400c3ef7bc2445e74c,EBU,JPY,0,2230,BILL-969074,"$95,342",6.09,1,BILL-356192,86.8,0x70115d50a6cd1906e899533814e6ce7227be3b76,8826.3321,48.9,2024-10-04 19:17:21,02/26,"[1.5074, -3.7352, 0.753, -0.2003, 0.9706, -0.0428, -2.2444, -0.557]",8.6,0xabe0c953ecd9aef28486523ed8d09b96e96ed3d1,"$107,510","$37,346",-13.13%,"3420 Main St, Sydney, CA 71211",9048.83,e0c6e369b1042ae6400d905c16f6761a5156f7128b922fffd2a5d51ad83d296e,60113309,9887,CURRENT_TIMESTAMP,601143759,Married,region=2024-01,Johnson et al. (2000),37218280,Article,Oceania,INS-739155,2484,376965,734,050936746,367,6011-5815-8785-1118,794.96,52432,Figure 3: Distribution,5577-8516-3496-9224,584021214,6673205183818,80104573,"$33,443.02",60112426
88125.84,"$6,686",2539,47325,AUD,5453,elizabeth.rodriguez@yahoo.com,emily_lewis6,6312,BILL-734627,51757f77bb02d7292eb4383753fe7d0a045be468270b3c9915a49927bf3e2cbb,IPO readiness,2316,BILL-271411,429565139,0x9468ac29299d0dcb53bd6b68037c681377770513,TWG,JPY,false,1370,BILL-544077,"$187,504",5.05,0,BILL-573343,60.4,0x3fa34f0396e706b3a83dabea62826ccd2bf60f94,-160.1569,6.8,2022-09-10T14:43:57Z,11/24,"[-0.2456, 0.8061, -1.4948, 1.8831, -0.6015, -1.161, 0.2806, -0.4808]",86.4,0x122784775e20cb63316a77cfa54193fba005c25a,"$108,268","$42,254",-33.66%,"4198 Oak Ave, Chicago, NC 18432",9492.4,2c8a190e7cee09e45d1f0edc21fb81b36ffd7f0359de483e34114f0ec99d1253,60111168,0797,false,46522,Widowed,region=us-east,Young et al. (2018),5279864615,Image,South America,INS-956048,336,60115875,2881,240984140,553,6011-3266-5218-9645,846.54,370127,Figure 15: Comparison,3745-2614-1955-8303,736261888,3128014398247,9516641678,"$7,472.22",601107114
87662.78,"$36,269",540,54969,USD,7317,olivia.rodriguez@gmail.com,mary_thompson33,319,BILL-116420,b3533b887619e2a2d09768f4226425579bd0a64b6594d564156da9f95217a2c4,IPO readiness,9202,BILL-326631,930356856,0x9bd9d6de2f20550b53d4d307c75e27a9f9943b1e,XAQ,CNY,CURRENT_TIMESTAMP,6256,BILL-630014,"$51,400",8.43,0,BILL-428531,57.8,0x67ee5a89c60e1ab2f24f81bbb0f231e2cb874061,8938.5076,67.0,2019-07-21T05:57:01Z,11/25,"[1.5278, -0.6833, 0.2723, -1.0111, 0.2179, -2.0494, -1.452, 0.7387]",48.2,0x0866d40c2dc8b55b48a54c48c2175d03a5fd35b6,"$32,039","$6,957",-36.73%,"1454 Maple Dr, Boston, CO 21807",2461.99,6e2a48af32fe31aa559611a5e8ccf10d055b4c9e40da2e88a6024e2252e23695,60112852,1712,'',379402,Married,tenant=us-east,Lee et al. (2020),30140609,Infographic,Asia,INS-223616,5757,60111777,6914,676182943,439,3746-2747-2527-9130,281.09,60114176,Figure 20: Comparison,XXXX-XXXX-XXXX-6597,668176563,3426671304958,90198538,"$32,611.72",60119114
20571.44,"$10,585",5218,42523,INR,9133,emma.robinson@yahoo.com,william.jones739,0246,BILL-981416,ac83181759022095df5f82ce911d30f7811635288b39ba937dab9cdc4cff6875,IPO readiness,725,BILL-105463,140984035,0xdc636e123be803b6c957d891ea75be84063f603c,MKP,BRL,null,8396,BILL-371003,"$85,012",9.79,0,BILL-228252,48.5,0x355ad0595eaec8363909d10efa3dc94f1bb6d53e,3028.4267,32.4,2026-10-06T18:51:25Z,12/27,"[-0.2867, -1.3799, 1.7765, 0.4754, 1.3057, 0.6792, -1.1807, -0.5383]",96.8,0xba82320f3bff0271ddb4fd5278045c8a6d613dfb,"$160,091","$10,972",-28.22%,"9175 Cedar Ln, New York, WA 41327",8766.62,5a3cdf98f0c55a0b07f13a4f6de6867d6c95d9c8c3ba917370022bc45d69af5d,564552,9812,CURRENT_TIMESTAMP,601174691,Widowed,dt=acme,Johnson et al. (2000),582495810209,Podcast,North America,INS-191185,9365,60116177,0075,473994714,463,6011-6899-0906-7547,715.17,3774241,Figure 18: Comparison,4056-9539-8121-4124,345547737,6749728428148,0165844274,86444.90,376838
"$41,767.08","$7,534",847,417905,BRL,6889,linda.thompson@outlook.com,susan.lewis146,2995,BILL-132626,8dc15cfe5360da32a4913ee3219f5531bdc59695e8129b05d040e4e449f557f3,Expand APAC market,293,BILL-212455,842329992,0x013d7345c37e14b60cc57da39993d59c01af63c8,BRW,CNY,1,060,BILL-928856,"$195,924",0.96,1,BILL-841778,26.6,0xa4eb0ac7a0b61eda8486aabc76ee51dd6d3faf26,3382.3202,9.3,2018-08-11T20:52:21Z,06/24,"[0.3599, -0.5456, -1.8436, 0.1573, 0.2135, -0.5245, 1.1456, -0.343]",87.8,0xe73471c06ad7da1c81608a82bad7f02f31f6de0a,"$189,676","$26,498",41.6%,"6468 Oak Ave, Seattle, IL 95732",7979.04,4884f55c41ae15e64180eb08c337eab7c4c0a8839e5925cb12220eee3ae9eed4,601116849,6780,false,574869,Divorced,tenant=acme,Thomas et al. (2009),197630662607,Image,Oceania,INS-762385,6036,376623,3372,860898216,346,XXXX-XXXX-XXXX-4846,831.9,529887,Figure 3: Timeline,XXXX-XXXX-XXXX-7612,920450451,4792948665990,2008021916,1106.75,45922
38434.82,"$47,910",255,372039,CAD,4011,michael.harris@yahoo.com,elizabeth.johnson739,4492,BILL-984573,f1ce86d2f21e4c2650a99f9cbe7be576c9b8df6b2690bfb7377a38faa815ec8e,Acquire competitor,6618,BILL-459900,878542808,0xdfcbe3d42814dec634251d9b9fb959f12bab9ea0,PGO,INR,null,625,BILL-173644,"$118,564",13.35,1,BILL-463578,18.3,0x75ddd0bb0e135ed9649cd0c6256f2cc733ada035,5116.178,69.6,2026-01-10 02:47:17,05/24,"[0.0034, 0.0774, -0.239, -0.1972, 0.6344, 0.3495, -1.1482, -0.2597]",32.5,0xd339038aaa50f45c2c2cac5b0ce9903ca7c22a7a,"$72,546","$30,714",-17.61%,"5330 Maple Dr, Atlanta, TX 46230",7814.62,1e104b8ccabcc9fec34e6303a9c1f9906923d694922ee3b9b869df400e0532b7,529075,4313,0,601154562,Single,region=2024-01,Thompson et al. (2016),7502874764,Image,South America,INS-624889,544,3725035,731,068163309,690,5675-8046-0249-4460,525.2,601190414,Figure 18: Distribution,3737-0344-0095-8433,268854378,4040933296759,358277808963,16907.71,41426
"$26,287.96","$19,889",7639,595668,CNY,6355,elizabeth.robinson@yahoo.com,oliver_thompson660,3963,BILL-315304,ed32a6b1aba4ba1cc06b15f7b8b8fb843d68ae3575a0a164a2cfb9bf748fa4af,Expand APAC market,935,BILL-175003,253405284,0xe19df0dc54007abf8ac71688d84a2cebed75a551,WTA,USD,0,089,BILL-927501,"$127,017",7.99,0,BILL-485152,92.5,0x6bc450583e073c62922e530d87a78fcd47afdde3,5211.8338,67.5,2018-09-21 20:33:46,10/28,"[0.1076, 2.0386, -1.3725, 1.5868, -0.8484, -0.1845, -0.3413, -0.772]",23.0,0x7b189a2664156e293f9aee40490e10410f6f217f,"$153,614","$29,736",30.74%,"198 Maple Dr, Los Angeles, MA 98292",1100.63,7b0e0f353c7de686aeb35f91c99408e01128152a3d035349d4936a004832290d,509860,2456,CURRENT_TIMESTAMP,407767,Divorced,tenant=acme,Johnson et al. (2025),980182622229,Article,Africa,INS-361170,924,371310,490,026132140,421,6011-1208-4396-4020,506.68,566106,Figure 6: Overview,3758-0570-8731-5084,973234278,3461471110535,22154847,62582.52,431481
"$35,170.33","$33,481",968,376984,CHF,9877,sarah.wright@outlook.com,jennifer.jones950,222,BILL-427370,00b01bb0366d26b83c0caaa95df3f2b88326bbecc8de27b5872b76a709a3a53f,Launch SaaS tier,624,BILL-508428,187946727,0xa2e086044fd84e75fbfbe81d637905fe54fe399a,ATB,INR,null,241,BILL-849571,"$238,082",10.84,1,BILL-639609,9.2,0xf7de04ad4de84a5ce455077ccd628b87e8c67d13,5081.2695,50.8,2019-07-22T09:32:32Z,05/30,"[-0.9859, 1.8436, -1.3331, 0.0191, 0.4442, -0.6337, -0.2558, -0.5056]",57.6,0x2ed347153ab762c372ae05f39b168f7a436deea9,"$73,879","$13,295",-48.76%,"1458 Cedar Ln, Portland, WA 73585",4377.02,0df547f20b89bbd518735b1c75e8f1509c806e5b4455a0856b20d6ff043ce04b,45468,2090,CURRENT_TIMESTAMP,500274,Widowed,tenant=acme,Jackson et al. (2009),969422582945,Infographic,North America,INS-171961,4946,601187458,389,507682475,728,XXXX-XXXX-XXXX-5974,570.51,46151,Figure 7: Overview,6011-6026-8995-1130,638375912,6874405477358,18382335,"$93,562.46",460027
69551.91,"$1,633",338,3799853,BRL,3495,liam.walker@yahoo.com,noah.wright53,1595,BILL-784563,45b1409ce75a5fffe3ff5b5c9b8358871099d2e8cf28cf49c475d1f0d2474966,Expand APAC market,2068,BILL-173544,255866670,0xb31854ca3824b1cf558bffc58fc07a087e48d176,UGE,CAD,CURRENT_TIMESTAMP,027,BILL-276544,"$94,298",7.86,0,BILL-592950,43.1,0xdfaf78edf0dd49ef79c7e4f49a033acfde65ab56,2165.0425,66.9,2019-06-11T15:48:49Z,03/24,"[-2.0334, -0.3768, 0.3602, 0.1784, 0.8526, -0.1289, 0.9174, 0.7761]",44.9,0xc22adbce9f563fd81c63a352dd3a6f966e559e5e,"$145,763","$15,686",-22.52%,"9704 Pine Rd, Paris, NY 63269",3405.29,a93f27c8fd4e6f42d47610484efb75723026dd26624bdcc78938e09bc93b4590,3794627,2894,CURRENT_TIMESTAMP,526751,Widowed,region=acme,Lewis et al. (2011),0031961794,Article,Europe,INS-574523,2704,58862,437,287953885,521,6011-8770-4150-7265,948.59,3772206,Figure 7: Overview,3752-9674-6253-5511,128822552,9094343181037,4726570886,19923.10,601129917
5765.17,"$26,195",537,594496,BRL,3605,harper.rodriguez@yahoo.com,liambrown564,315,BILL-526856,a13a5d4286eade6c3f809e05613dc5c29089bf08917b55b6293694d6d83095ff,Launch SaaS tier,008,BILL-639003,362010381,0x173f94743949cea60bd893b16774f6075158a909,JCO,CNY,false,698,BILL-686836,"$236,074",6.98,0,BILL-133511,30.6,0xc440aa7639d6edd956272da17555be47b8ff2993,8661.4815,16.1,2022-07-28 21:37:11,10/28,"[-1.1219, 0.1526, -0.9903, 0.0899, 1.3827, 0.5244, -0.4988, 1.1885]",73.4,0x868632772ca0f79a5a0c11b45f6f49bd51f87ff7,"$183,987","$47,049",-10.78%,"8707 Elm St, Tokyo, CO 44541",8581.03,7f6f00a2ded5b851046f492a84f035c2e0762e347f675bcae3ab65ad277445bd,54264,9260,CURRENT_TIMESTAMP,53808,Married,dt=2024-01,Smith et al. (2023),5977532325,Video,Antarctica,INS-901868,4233,3792687,7419,777400953,446,5481-3704-7000-5385,980.41,41685,Figure 2: Distribution,3732-7431-1569-0457,658933600,9389364431846,944824914791,81885.70,52549
"$57,260.75","$45,937",696,60118380,CHF,2866,amy.lee@gmail.com,lucas_lewis55,794,BILL-993819,83de769d2cdbdc667cdf492e786f3bb88fc615010f646ba2dbe0d5af3e201f9f,IPO readiness,7382,BILL-884624,210596033,0x4d57ac65e9406d8fd016d529060721953abf5f2f,CQG,CNY,1,203,BILL-291181,"$76,363",1.92,1,BILL-708135,23.4,0xbe7809cd7efb732c0957f2459d301994a286559c,-133.3656,31.8,2025-01-25T20:04:58Z,12/24,"[-1.0462, 0.8874, 0.3034, 1.2913, -0.8275, 1.095, 0.8578, 0.6264]",90.4,0x7417f1829fcba239a80f13d4bb63d731dc5fbf1e,"$219,040","$12,518",42.86%,"223 Maple Dr, Denver, IL 19557",100.19,6d23174475de92e6e4b1580c8676f23fb337d2287338a787e18a461f0de272f0,499665,5151,0,44005,Single,tenant=us-east,Johnson et al. (2024),34130888,Video,North America,INS-160144,1964,48056,729,884107364,838,5018-6774-1430-4330,903.85,53035,Figure 4: Comparison,6011-1949-5132-9805,424153740,7417599395381,0842674278,62486.91,58952
7788.12,"$20,572",3022,53272,CAD,7583,mary.johnson@gmail.com,jennifer_jackson936,6531,BILL-106982,0583f0fefdc4f2795a3f77433a69850ecf24e0d3f9e5a2f52aec59ba5a8e9740,IPO readiness,3779,BILL-354762,614713959,0x79dd5f358f048679bd7ab153fb90234749faa27a,JHP,CHF,false,473,BILL-363322,"$52,953",5.22,1,BILL-850988,49.9,0x62460c2f74729770e746411f7ee53d87ebd2276a,6738.1099,94.7,2023-07-18 02:17:11,12/30,"[-0.1749, -1.1619, 0.2253, -1.1731, -0.8129, 1.9735, 0.1164, -1.2099]",6.6,0x6f5f9c763df092eb47a854a953a4ee35aaffec1c,"$144,500","$14,889",-28.97%,"9534 Oak Ave, Atlanta, CO 94041",4045.15,ff71572d2fda12a873345b11c966e4f184498856b7db9d57043f1ad9dc01f0c6,601128422,4225,null,60116864,Single,region=2024-01,Martin et al. (2026),779618068456,Infographic,Africa,INS-838904,7630,373751,7665,141666696,512,XXXX-XXXX-XXXX-8309,375.34,564941,Figure 19: Timeline,XXXX-XXXX-XXXX-9556,721653216,8440441943779,49381375,58462.23,3701848
"$15,420.06","$22,152",4209,58352,JPY,7327,elizabeth.smith@yahoo.com,richard.moore417,233,BILL-691436,6f06b5377c03bff988098d87553618aaafaa1cec9b4d08ec06f228c79e9cd623,IPO readiness,0845,BILL-986996,920604862,0xece0a86a444ecf1f95cc0605186d52519c8ea8ca,PRQ,EUR,false,6023,BILL-914143,"$224,204",9.31,0,BILL-618443,97.0,0x2b29478362e87ab59bbdaba0d34f08108334f2c9,742.3003,56.7,2024-02-26 04:38:50,05/30,"[0.1497, -0.4518, 0.3363, 1.1086, -0.7289, 0.8234, 0.1764, -0.4186]",25.3,0x93e3aa781be056a8375ea42e2c9603b49829c669,"$87,888","$23,667",24.47%,"9429 Park Blvd, Houston, IL 72814",2581.31,c07aa7f065099439fbbfb3b00f27bd957bb98bdac1223d3b6e34ffa55fd13411,537964,4779,false,3722879,Divorced,region=acme,Jackson et al. (2010),939051428250,Infographic,Antarctica,INS-192251,3550,57414,901,646559607,692,3758-8283-0876-6322,0.69,601191880,Figure 8: Distribution,4385-0569-0803-9519,882923724,8726155778065,23848158,"$74,019.83",48009
"$15,934.58","$24,997",1985,601102049,AUD,7162,elizabeth.walker@yahoo.com,lindaharris199,5433,BILL-806748,380104455f6804a9a99de7afa75b07f70ab15ebe54afbea6fc982e72efce0032,IPO readiness,132,BILL-652944,509394121,0x036cd7d3c45cb684f813671ba1b79a1e1f1c799c,ZWA,USD,0,838,BILL-244826,"$47,164",10.94,0,BILL-866778,22.3,0xcd0185a99c515cab38fc105f53ae305a77a2771f,4962.7234,95.3,2019-02-20T09:40:44Z,02/27,"[-1.0479, 0.4193, -0.6175, 1.9922, -0.6678, -1.2324, -0.4632, 1.118]",87.4,0x1dd5f0101378120388147036ee1f9a1dc8dc5e7c,"$203,348","$22,614",-47.07%,"6786 Park Blvd, Tokyo, NY 38207",2540.42,ef8e6919ef9006a9ec3a3a68db63fa7394e130c9d16e3ab1f850ed80547454a1,60111927,2285,false,55106,Married,dt=2024-01,White et al. (2012),811129952890,Video,North America,INS-499575,1860,56028,6932,892066702,753,XXXX-XXXX-XXXX-8325,81.8,60111099,Figure 17: Distribution,5995-3108-8628-4191,103674022,0832142866962,14338383,44707.60,53032
92335.91,"$32,052",778,56505,EUR,8436,jessica.thomas@yahoo.com,lucasjones506,164,BILL-321333,9b1a64c9f6e3c1b95dbd359a5bd641b365b2af6f90bbed583942855b3e9407bc,Acquire competitor,407,BILL-762624,438858854,0x8bbe0106eb873123f5090165cd4848becb7cc738,VBI,BRL,0,0014,BILL-418675,"$242,485",8.37,0,BILL-485848,60.3,0xae43564b53dd7d889e6e0caee6f3920624b92bb6,1343.7738,19.7,2022-05-27T06:09:58Z,02/24,"[0.3531, -0.6801, -1.1636, 0.1455, -0.1758, 0.0135, -0.0107, 0.1759]",39.4,0x9fcad2e3ce0eee29b274d7472e905355f6a18f1d,"$171,541","$48,665",17.29%,"9868 Maple Dr, Dallas, CO 34244",5749.52,dcd2c9cbfd40f7687c261115d08d392d689e157e245899e3ae4be3b20c1e4c5b,52286,9772,0,60114399,Married,dt=2024-01,Martinez et al. (2015),680815261884,Infographic,Africa,INS-342375,58,478948,3564,471325118,677,5096-5669-3418-3791,242.23,44029,Figure 7: Timeline,4745-1958-6407-5018,291573004,8379075569644,780880068714,"$34,558.28",42240
"$86,214.39","$33,496",976,58188,CNY,3171,elizabeth.brown@outlook.com,william.lee865,0142,BILL-385138,d7722dbb5b787888b150387149f10ed2c9b9318f40829234bb246af5ab083ed9,Acquire competitor,434,BILL-227705,971225162,0x25b2f1700fd04754f0beccd9522642d1e472ce18,YXQ,USD,null,7407,BILL-273938,"$176,736",1.04,0,BILL-893079,3.8,0x1f032f410063ece44b644adb24bf21d85d794c4e,2472.5826,5.1,2023-08-12 20:15:27,12/27,"[0.1536, -0.4734, 0.8723, 0.1248, 0.1976, -0.2168, -1.7637, -2.527]",49.1,0x0ca3db2bc81138bb8bfc06d454e290883283870d,"$93,019","$31,215",-19.45%,"7982 Oak Ave, Berlin, NY 51116",2364.77,39d05d6e1898604dd3e40f6f1c149a38652349aae0416791d137969d505e90df,377883,7930,null,601189853,Widowed,region=2024-01,King et al. (2022),45525767,Infographic,Europe,INS-392078,3557,374501,711,000213633,361,XXXX-XXXX-XXXX-7284,247.2,60116038,Figure 8: Overview,XXXX-XXXX-XXXX-8318,022899641,6578407867646,8412612200,47087.82,435193
"$69,369.73","$11,578",258,60112089,EUR,2877,aiden.lee@yahoo.com,olivertaylor798,4778,BILL-179738,a6b729d81118056d4de39437ab2c779dd4cd0333f85a61c9de980b1a74a4dac8,Expand APAC market,320,BILL-637590,078082973,0x564e9f8b5bcb530295dfbde0cf09587675b0340d,VHH,AUD,'',136,BILL-537900,"$206,081",11.55,0,BILL-713333,90.2,0xcf2b3e712b0948fca59e786b95432338835218c4,4293.7393,41.2,2025-10-16T03:17:46Z,05/27,"[1.3495, 1.0392, -1.161, 0.2819, -0.0532, -0.1142, 0.0802, -0.9213]",71.3,0xffae56ab92f8670661567673c389aec43bae62c0,"$178,103","$48,935",31.92%,"2022 Oak Ave, Dallas, OH 85672",3974.78,918e7e0394c4d7a27b781f2f758ef233717574c983b7f458b051bc060a3fdeb1,601195326,3396,false,60116342,Divorced,tenant=acme,Davis et al. (2014),51776753,Infographic,Oceania,INS-854828,3314,601195839,1297,620142651,581,4931-7570-7613-4220,460.92,3762204,Figure 5: Distribution,4859-3517-9712-3503,565823279,0772808006086,54420131,"$16,880.45",43126
"$64,506.02","$45,537",484,52092,CNY,7408,patricia.clark@gmail.com,noahwhite112,836,BILL-920488,491c7b40540f5aa344b262cb3a0b0950170db5dc2cad4de587d9feb579b38cc2,Acquire competitor,9240,BILL-181717,610534238,0xd8256ab37dc96a07ac06ccff451b59ebc8c1e3e2,CXR,EUR,0,818,BILL-923422,"$147,437",10.3,0,BILL-874118,12.5,0xe0587f7a4b5a77bf448588192b33fadb9fddd63d,4995.7672,18.0,2025-01-17 23:37:23,03/24,"[-0.7353, -0.0274, 0.088, 0.5231, -0.5878, 0.5524, -1.7909, -1.1605]",74.5,0xe531fe45c63d62f14d6d8ff81e413975ca2d9ec9,"$172,470","$30,937",38.24%,"8159 Cedar Ln, Los Angeles, OH 27614",334.29,993700ffb772cf1eede9243e0c39fca65b895f9da98fc715ff24a3b74b283068,449821,7353,1,3788286,Widowed,region=acme,Martinez et al. (2018),4139165952,Infographic,Asia,INS-836044,6499,3767102,380,506925603,732,5599-2146-2238-9206,820.5,51156,Figure 14: Timeline,4940-7281-1327-4119,974740543,0240329511543,050813081429,45432.93,60118062
"$43,055.96","$32,873",9291,574638,AUD,9553,james.wright@outlook.com,sarah_davis935,529,BILL-557096,20ad71b5091a583ab048185fca2fe1cd0506de7f13b18f792894c8ff6b7c4ad2,Acquire competitor,822,BILL-433283,528346338,0x3e1a820a1a00e5de9244314ea071f1a28081c4b3,PIX,CHF,false,717,BILL-490322,"$248,582",7.59,0,BILL-914886,64.3,0x65d69aacdbc68fe2fb34c15425fb12a4167b3dfd,6051.4158,75.5,2019-01-05 00:53:43,06/30,"[-0.5939, 1.9901, -1.3444, -1.1411, 0.5262, 1.5763, 0.5673, -1.7327]",68.1,0xece76cbe08766a9ac9ab24b758a43c6491b72946,"$226,209","$43,078",-31.77%,"5761 Pine Rd, Phoenix, NY 76191",9.1,afeb1151f90cc1df2420ab49d7462b790311bdb83f2d453493b6e25f0f81b1a3,517147,3578,0,601112158,Married,dt=us-east,Walker et al. (2024),609151318958,Infographic,North America,INS-616211,6744,44202,7117,557525299,769,3766-7028-4306-8807,800.82,379570,Figure 16: Distribution,3782-2605-1489-8187,832435212,1579741233956,1693842130,"$85,315.48",3788573
89682.02,"$14,121",850,444805,EUR,5743,sarah.wright@yahoo.com,michael.rodriguez111,761,BILL-459032,13a9bef1a5d871441881b00aab4dd785a7da09b25f1f92922d49aa26de54ae41,IPO readiness,448,BILL-661762,705370631,0xdfb9c53496f1ea96eba8b960c24252424d6f7cca,ZTC,CHF,0,512,BILL-525501,"$184,942",0.75,1,BILL-114932,96.4,0x778fa249faa0da682d2371ffd79421d9c119c005,5716.0598,40.8,2020-10-06 09:28:42,03/30,"[1.0504, 0.2808, -0.3458, 0.8734, -0.777, 0.0555, 0.6162, -1.0247]",46.6,0xc7fab04518bd799b85043c908a58edfab7c41413,"$133,432","$17,386",39.1%,"386 Cedar Ln, Tokyo, WA 26918",6169.4,5624a870b11b4f0ecf56f4ac45d9c674848d8e88c14f93b8e1844d5e7de911a8,40621,7000,null,3739145,Widowed,tenant=2024-01,Smith et al. (2000),01697330,Image,South America,INS-729569,297,46366,974,827541566,312,XXXX-XXXX-XXXX-3677,832.68,59396,Figure 18: Comparison,3791-3007-1868-8088,366937247,2810122841630,00447018,"$12,171.83",54623
"$98,867.64","$14,534",4111,499539,CHF,9825,liam.white@outlook.com,liam.anderson626,144,BILL-896837,67e7e563f57ef642f0ae29fdc8df6d4b6143cb7faf3b804cb05679342406b5bd,IPO readiness,7551,BILL-763550,479789807,0xda3c6a1442ed4dc3d43e140642d7f170d7078bd2,CKN,USD,null,234,BILL-994271,"$119,333",7.64,0,BILL-176986,1.8,0x80aa1bf19babae577a2106659f58723affdc7660,9497.7973,59.5,2020-07-05 15:01:52,01/24,"[-0.4382, 0.1528, -1.3918, -0.9333, 2.8164, -1.085, -0.1285, 1.6153]",82.0,0xc11efc33a7f28b0829898d97595d14c7331d2fc9,"$115,606","$11,401",-10.08%,"6493 Pine Rd, Seattle, GA 61121",2810.15,08526df909019eabb2cff0e3cee1835608c87069a1ea57b95b6148a83d95b5d0,373770,2521,null,3760398,Divorced,region=acme,Taylor et al. (2006),2848153450,Video,Oceania,INS-960828,8391,576982,1267,794489225,396,XXXX-XXXX-XXXX-5170,970.91,601150902,Figure 11: Overview,XXXX-XXXX-XXXX-8251,466697796,2263811174710,116884729496,92750.22,51684
"$42,360.64","$29,931",923,44510,BRL,3402,robert.jones@yahoo.com,michaelthompson989,4125,BILL-621710,c1aabdfef0fabfc7e3b65abb7a67cb7a2f9ab10eefb1e5f41dc0b9af0780504c,IPO readiness,9185,BILL-162088,873585461,0x078abbb6e0722df76584b09262ae11d9413a9d9a,DZW,EUR,'',986,BILL-296031,"$67,142",6.72,0,BILL-240013,24.6,0xa7b8abe7db336a34cc333b13082871f297e1f275,3367.2306,90.8,2025-05-08T22:20:47Z,05/25,"[0.7986, -0.3931, -1.2239, -0.0192, -0.7021, -3.0689, -2.388, 1.7028]",58.9,0xcc75092f4bfa5dd5ffeb802741c9b59eb6afcc5d,"$80,521","$4,385",-2.46%,"9353 Main St, Seattle, OH 92320",4598.76,d1b9ddbddc64c482621062eb5d1491e4f0d55661c531dd8ecbc50b78fb36863a,45628,3144,false,370510,Widowed,region=us-east,Anderson et al. (2013),639952084603,Article,North America,INS-300158,7840,60113467,990,037284852,727,XXXX-XXXX-XXXX-7486,317.16,379808,Figure 18: Timeline,4067-6035-7550-2710,909919408,8960266510233,11624394,37677.60,601197370
