endDate,social_media_handle_field,date_time,BROWSER_USER_AGENT,month_name,meta_pif,QUARTER,dim_date_time,source,artwork_creative_work_info,dim_date,qiqrcm91,f_374,yearval,TIME_OF_DAY,routing_num,timeval,periodval,numericRange,issn,dt_time,calendar_year,medicalProcedure,CRON_SCHEDULE,customer_year,work_permit_14,var_cjh,INSURANCE_ID,STORAGE_SIZE,gnlw47,qtrval,field_day_,cronval,customer_month,field_465,var_268,raw_device_type,dev_type,chrome,year_30,span,fact_period_interval,axuhmd96,typecls,src_channel,investment_account,device_type_field,anzbw57,phonefmt,year_data,year,raw_browser_user_agent,book_title_6,grade,var_lyf,weight_mass,p_hash,startdt,encoding,period_interval_30,date_time_2,channel_46,var_476,month,fact_score_index,hh_mm,cron,dateTime,q2,c_month,channel_val,MONTH,geographic_nm,effective_date,URL_PII_CONTEXT,raw_quarter,d_day,internal_communication_22,device_type,lon,channel,decimal_float_data,histogramBin,ztw73,browser_user_agent_38,score_index_54,customer_start_date,p_cont,dim_cron_schedule,period_interval_val,quarter_46,monthval,fact_retention_policy,flight_number_val,val_uht,mfmso86,until,middle_nm,modified_by_30,channel_2,f_we,month_number,kqvvdu6,quarter_info,DATE_TIME,c_sm,measstor,CHANNEL,dow,DEVICE_TYPE,c_567,field_92,start_dte,quarter,speed_velocity_14
2025-01-18,@johnking951,2020-03-17T00:00:00Z,Safari,February,Sunday,Q2 2024,2024-07-10T00:00:00Z,Email,The Persistence of Memory,2025-05-15,2018-09-21,Tablet,1995,05:39:37,508807047,14:12:14,2020-2025,29-82,9585-7828,2019-01-05T00:00:00Z,2020,Physical Exam,"52 5 * * 0,6",1997,WP-DE-347531,3.49,INS-237164,684042,2018-03-24T00:00:00Z,Q4 2026,Friday,30 9 * * *,January,Avro,Brave,Smart TV,Tablet,Firefox,2001,Q1 2024,H2 2023,2026-01-07,Standard,In-Store,INV-888447,Wearable,October,+44-XXXX-XXXXXX,2006,2017,Brave,To Kill a Mockingbird,5.36,September,66.47,06d16f7453b8542534226c7d33fe6d68a7aa053126b391087fcb4ec5c8a1ecc3,2022-04-06,Latin-1,2020-2025,2022-08-08T00:00:00Z,Email,2025-04-26,April,5.02,14:34:09,"25 9 * * 0,6",2026-01-27T00:00:00Z,Q3 2024,January,Web,July,Switzerland,2019-05-30,https://example.com/users/08451c58/profile,Q3 2021,Wednesday,[INTERNAL] Q4 strategy review pending board approval,IoT,-102.08273,Mobile,8704.4941,55.1,Desktop,Safari,3.14,2018-11-04,Infographic,14 11 * * 1-5,Jan-Mar,Q3 2023,August,7 years,EI2224,YES,Opera,2018-02-27,A,liam.rodriguez,Social Media,Snowflake,October,8.49,Q3 2022,2025-10-09T00:00:00Z,cancelled,130597,Mobile,Monday,Tablet,2024-10-04,3.5.30,2026-12-04,Q2 2026,217.0
2022-03-22,@lucasjackson980,2026-03-10T00:00:00Z,Chrome,June,Tuesday,Q2 2026,2019-01-24T00:00:00Z,In-Store,Water Lilies,2023-06-19,2019-12-22,Desktop,2007,00:25:27,914504254,05:23:36,2020-2025,18-79,7174-7928,2022-12-24T00:00:00Z,2002,Colonoscopy,50 6 * * 1-5,1992,WP-AU-428747,9.4,INS-602310,933978,2020-10-01T00:00:00Z,Q4 2021,Sunday,39 17 * * *,January,YAML,Brave,Tablet,Wearable,Safari,1998,Jan-Mar,FY 2025,2026-02-06,Basic,In-Store,INV-541102,Smart TV,April,+1-XXX-XXX-XXXX,1995,2007,Edge,The Great Gatsby,3.54,February,823.34,e1b1a85fe9fa9ac84858b139fd006c571506638b5a28a2a3dd6b623cfc28bb37,2024-02-06,UTF-16,H2 2023,2025-09-28T00:00:00Z,Email,2023-01-03,September,4.47,18:46:47,6 12 * * *,2018-11-05T00:00:00Z,Q2 2020,February,In-Store,January,Canada,2023-05-28,https://example.com/users/740b3a07/profile,Q3 2020,Saturday,[INTERNAL] Q4 strategy review pending board approval,Mobile,-33.413489,Web,2908.986,62.95,Smart TV,Firefox,4.92,2025-07-07,Infographic,14 14 * * 1-5,FY 2025,Q2 2024,November,7 days,BK8625,YES,Firefox,2026-12-03,A,ethan.lewis,Email,Workday,April,1.87,Q4 2021,2018-09-21T00:00:00Z,active,653747,Email,Thursday,Wearable,2026-05-23,3.20.26,2025-07-23,Q1 2024,251.0
2019-07-14,@annawhite810,2021-10-10T00:00:00Z,Firefox,October,Sunday,Q2 2024,2025-06-05T00:00:00Z,Chat,Water Lilies,2021-05-09,2023-03-24,Mobile,1999,18:38:17,667625445,12:04:31,Q1 2024,43-75,5725-7312,2020-05-05T00:00:00Z,2004,Physical Exam,11 10 * * 1-5,2011,WP-CA-564724,7.01,INS-158189,146541,2022-10-19T00:00:00Z,Q2 2021,Sunday,57 23 * * 1-5,August,JSON,Safari,IoT,Mobile,Edge,2002,2020-2025,2020-2025,2023-01-20,Premium,In-Store,INV-106345,Wearable,April,+81-XX-XXXX-XXXX,2020,1993,Opera,To Kill a Mockingbird,7.38,October,468.14,bf0785efd98c3ab57d5bf3e1a328b3289bc8db0648e87d1778dc82f07964e52b,2025-08-06,UTF-8,H2 2023,2023-11-19T00:00:00Z,In-Store,2021-07-10,July,9.63,21:14:01,"44 5 * * 0,6",2023-06-30T00:00:00Z,Q1 2022,January,Phone,May,India,2024-01-31,https://example.com/users/deffcd68/profile,Q4 2025,Wednesday,[INTERNAL] Q1 strategy review pending board approval,Desktop,-132.925086,Phone,4731.8183,45.03,IoT,Safari,2.93,2023-05-30,Image,"21 10 * * 0,6",Q1 2024,Q1 2026,November,30 days,TQ8925,false,Edge,2025-05-16,O,richard.jones,In-Store,Kafka,September,6.51,Q3 2023,2020-01-03T00:00:00Z,cancelled,204849,Phone,Saturday,Desktop,2018-10-26,5.13.57,2026-04-18,Q4 2024,187.8
2018-04-09,@oliveranderson581,2021-04-04T00:00:00Z,Brave,November,Tuesday,Q4 2025,2020-01-19T00:00:00Z,In-Store,The Scream,2019-02-19,2018-01-01,Wearable,2008,13:50:44,056981762,12:25:24,2020-2025,3-92,3874-7071,2023-03-24T00:00:00Z,2024,MRI Brain,11 23 * * 1-5,2001,WP-GB-443403,5.43,INS-929440,163083,2023-04-25T00:00:00Z,Q4 2026,Friday,49 2 * * *,February,JSON,Safari,Desktop,Mobile,Safari,2003,H2 2023,Jan-Mar,2026-10-13,Basic,Email,INV-284691,Mobile,July,+44-XXXX-XXXXXX,2023,2016,Edge,Dune,8.39,December,201.11,74cd90074dc77ff8cf661215a0892dc4976a6bb0a833c8c79643eb519f917c3c,2025-06-22,UTF-16,Q1 2024,2024-04-16T00:00:00Z,In-Store,2024-05-26,June,8.24,09:26:16,14 2 * * 1-5,2026-07-08T00:00:00Z,Q1 2022,August,Chat,July,Germany,2024-03-24,https://example.com/users/531e55f8/profile,Q4 2022,Tuesday,[INTERNAL] Q4 strategy review pending board approval,Wearable,-101.755549,Mobile,1271.2423,6.73,Tablet,Brave,8.41,2026-11-19,Video,35 10 * * *,Jan-Mar,Q2 2024,September,1 year,FE8880,NO,Firefox,2021-04-30,W,jessica.anderson,Mobile,PostgreSQL,July,4.18,Q4 2025,2020-05-11T00:00:00Z,active,986950,Web,Wednesday,Tablet,2022-01-27,3.3.4,2026-04-02,Q2 2024,7.3
2024-03-10,@liamyoung613,2018-09-25T00:00:00Z,Firefox,May,Thursday,Q1 2024,2026-10-20T00:00:00Z,Mobile,Water Lilies,2022-05-03,2021-04-09,Wearable,2024,15:06:49,200488482,22:33:48,FY 2025,46-94,5876-7898,2025-10-18T00:00:00Z,2020,Physical Exam,15 1 * * *,2015,WP-GB-286542,8.6,INS-643303,265178,2021-05-22T00:00:00Z,Q3 2020,Monday,"51 2 * * 0,6",February,Avro,Brave,Smart TV,IoT,Opera,2007,Jan-Mar,2020-2025,2019-05-07,Basic,In-Store,INV-395368,IoT,November,+1-XXX-XXX-XXXX,2021,2020,Safari,The Great Gatsby,1.34,November,791.77,1f5914a79886761f20925d375c8652b5bb23390f655e06cfe87f94e1600a7b9b,2025-11-08,ISO-8859-1,FY 2025,2023-02-21T00:00:00Z,In-Store,2020-02-01,April,3.91,15:41:09,10 17 * * 1-5,2021-05-10T00:00:00Z,Q1 2021,January,Social Media,January,France,2024-09-01,https://example.com/users/7744b361/profile,Q1 2022,Wednesday,[INTERNAL] Q4 strategy review pending board approval,Wearable,122.695694,Chat,9489.8535,71.29,Mobile,Chrome,7.28,2023-03-03,Image,21 3 * * *,Q1 2024,Q3 2023,November,7 days,HK1647,true,Brave,2023-01-29,G,logan.walker,Social Media,Kafka,February,4.97,Q4 2026,2026-03-27T00:00:00Z,inactive,917354,Email,Wednesday,Desktop,2026-05-04,0.12.85,2020-12-08,Q3 2023,98.7
2020-04-07,@emilyharris786,2022-05-18T00:00:00Z,Safari,May,Sunday,Q2 2023,2023-12-14T00:00:00Z,Social Media,The Scream,2025-05-08,2019-08-28,Wearable,2021,16:34:20,057769047,13:44:23,Q1 2024,46-84,1296-3645,2023-07-05T00:00:00Z,2014,Physical Exam,3 1 * * *,1991,WP-GB-271944,1.7,INS-175025,469476,2020-10-22T00:00:00Z,Q4 2021,Thursday,8 8 * * 1-5,January,XML,Chrome,Wearable,Wearable,Chrome,1998,2020-2025,2020-2025,2021-12-19,Free,Chat,INV-802193,Desktop,November,+1-XXX-XXX-XXXX,2015,1996,Chrome,Brave New World,3.29,July,464.86,a8868a12318652026f20e9be374be2b934ebf8f47cda57cddf7c21d09fc77b10,2025-06-21,ASCII,Q1 2024,2023-04-03T00:00:00Z,Web,2024-04-10,January,1.67,09:57:35,13 9 * * 1-5,2025-11-06T00:00:00Z,Q3 2020,October,In-Store,May,Italy,2021-06-26,https://example.com/users/515067b8/profile,Q3 2021,Monday,[INTERNAL] Q2 strategy review pending board approval,Mobile,7.544808,Chat,9725.9181,70.82,Desktop,Safari,4.29,2020-12-02,Infographic,"45 5 * * 0,6",H2 2023,Q4 2022,January,1 year,KZ5438,YES,Chrome,2026-08-03,S,anna.robinson,Phone,SAP,February,6.24,Q3 2022,2022-10-18T00:00:00Z,approved,482812,In-Store,Saturday,Mobile,2021-08-08,4.14.56,2025-12-24,Q4 2025,69.8
2018-11-02,@lindawright398,2024-02-27T00:00:00Z,Chrome,September,Wednesday,Q2 2024,2021-03-08T00:00:00Z,In-Store,Water Lilies,2020-10-27,2023-02-17,IoT,1991,20:35:19,959878641,23:45:41,Q1 2024,4-98,5747-3896,2025-12-01T00:00:00Z,2021,Blood Draw,6 21 * * *,2008,WP-IN-485250,9.7,INS-721860,14448,2020-04-18T00:00:00Z,Q4 2025,Saturday,27 22 * * *,April,CSV,Brave,Smart TV,Desktop,Opera,2017,2020-2025,Jan-Mar,2023-09-07,Basic,Web,INV-136005,Mobile,February,+44-XXXX-XXXXXX,2011,2012,Safari,1984,2.31,July,610.54,b06ce43c68123710589547ea6cb245d0a0b1a887fe094b2824fb34baa442b02f,2026-06-14,ISO-8859-1,Q1 2024,2024-12-16T00:00:00Z,Email,2026-01-27,March,9.92,21:22:49,"28 13 * * 0,6",2020-10-21T00:00:00Z,Q3 2022,January,In-Store,February,Brazil,2022-03-20,https://example.com/users/4770c1a3/profile,Q4 2026,Friday,[INTERNAL] Q3 strategy review pending board approval,IoT,27.359853,Mobile,6175.7444,53.79,Tablet,Safari,3.85,2019-11-27,Infographic,15 21 * * 1-5,H2 2023,Q3 2022,April,7 days,DU8969,true,Opera,2025-11-29,D,elizabeth.johnson,Phone,PostgreSQL,April,5.49,Q2 2021,2025-03-09T00:00:00Z,pending,552948,Social Media,Thursday,Tablet,2022-08-06,2.2.69,2020-03-07,Q1 2026,51.6
2025-12-22,@lucasjones632,2026-06-17T00:00:00Z,Chrome,July,Saturday,Q4 2021,2022-03-25T00:00:00Z,Mobile,The Persistence of Memory,2022-03-30,2022-10-05,Mobile,2006,05:53:05,017324987,01:40:06,Q1 2024,27-100,4415-1875,2026-07-20T00:00:00Z,2010,Colonoscopy,46 8 * * 1-5,1994,WP-FR-453054,1.36,INS-439000,362112,2021-08-04T00:00:00Z,Q4 2022,Sunday,56 12 * * *,April,Parquet,Firefox,Tablet,Desktop,Brave,2021,Jan-Mar,FY 2025,2018-05-25,Enterprise,Mobile,INV-153938,Smart TV,March,+81-XX-XXXX-XXXX,1991,2013,Brave,1984,7.78,May,798.37,e74dd8544bcdb812cc938a01a35be8c3bb716de19da53fe4e80a15b5a2dbedb7,2023-07-22,UTF-8,Q1 2024,2022-03-11T00:00:00Z,Web,2024-09-17,November,3.17,13:35:43,45 21 * * *,2018-12-20T00:00:00Z,Q1 2020,December,Web,June,Israel,2022-06-18,https://example.com/users/8875d5c8/profile,Q4 2023,Wednesday,[INTERNAL] Q1 strategy review pending board approval,Mobile,149.984536,Web,6780.4637,34.12,Mobile,Firefox,9.67,2022-12-26,Article,"40 16 * * 0,6",Q1 2024,Q2 2022,December,1 year,VH6745,true,Firefox,2020-11-13,N,linda.thomas,Web,PostgreSQL,May,5.06,Q4 2022,2021-06-19T00:00:00Z,completed,413314,Email,Monday,IoT,2024-07-03,1.4.11,2020-06-11,Q1 2024,156.6
2023-12-25,@masonrobinson456,2022-09-18T00:00:00Z,Chrome,September,Tuesday,Q3 2020,2020-08-27T00:00:00Z,Mobile,Water Lilies,2019-09-18,2023-07-27,IoT,2005,04:10:07,749312737,23:21:03,2020-2025,2-63,2786-5099,2021-04-13T00:00:00Z,1999,ECG,"5 7 * * 0,6",2004,WP-DE-765258,5.09,INS-468920,166091,2018-12-23T00:00:00Z,Q3 2021,Friday,"53 17 * * 0,6",December,YAML,Opera,Smart TV,Smart TV,Chrome,2013,2020-2025,Jan-Mar,2018-08-26,Basic,Chat,INV-666499,Tablet,July,+1-XXX-XXX-XXXX,2014,2010,Firefox,The Great Gatsby,1.14,February,225.63,fe338b84387fefefe64aa356085a6e1d346f166ccaa0070ec56929ff234895eb,2020-09-23,UTF-16,2020-2025,2018-06-13T00:00:00Z,Email,2025-03-14,June,9.84,07:25:22,"36 12 * * 0,6",2023-01-28T00:00:00Z,Q3 2021,April,Mobile,October,France,2022-08-05,https://example.com/users/e23335c3/profile,Q2 2021,Saturday,[INTERNAL] Q4 strategy review pending board approval,Tablet,14.588897,Phone,4769.47,37.04,Tablet,Brave,2.02,2020-11-07,Video,16 18 * * 1-5,H2 2023,Q1 2020,November,1 year,RB6584,true,Chrome,2024-04-06,N,logan.smith,Web,PostgreSQL,August,0.96,Q2 2020,2020-08-06T00:00:00Z,pending,696833,Email,Sunday,Desktop,2022-03-15,5.1.32,2020-06-09,Q2 2026,154.2
2023-02-22,@jenniferwright266,2024-06-23T00:00:00Z,Chrome,October,Saturday,Q1 2023,2021-05-24T00:00:00Z,Mobile,The Scream,2024-05-03,2025-03-22,IoT,1994,08:30:38,436674043,09:42:40,FY 2025,16-95,1497-4876,2025-06-29T00:00:00Z,1999,Colonoscopy,11 0 * * 1-5,1996,WP-DE-867525,2.53,INS-485527,296329,2018-01-04T00:00:00Z,Q4 2024,Monday,"26 12 * * 0,6",February,YAML,Chrome,Tablet,IoT,Chrome,1998,Q1 2024,FY 2025,2025-05-14,Trial,Email,INV-855483,Wearable,April,+1-XXX-XXX-XXXX,2003,2024,Chrome,Brave New World,5.7,November,853.57,02d44cdd6ce6239bfca44d82efa6ebf1dc0b2d0a42263f7007d48778516ce4d9,2022-08-15,Latin-1,FY 2025,2020-05-27T00:00:00Z,Phone,2021-04-19,October,8.45,06:27:38,34 3 * * 1-5,2020-12-14T00:00:00Z,Q4 2023,August,Email,October,South Korea,2018-05-27,https://example.com/users/8c594570/profile,Q4 2021,Friday,[INTERNAL] Q4 strategy review pending board approval,Mobile,26.81897,Email,6849.5225,73.87,Mobile,Edge,2.09,2022-05-04,Article,"47 7 * * 0,6",Jan-Mar,Q3 2025,June,30 days,FN373,false,Edge,2020-07-18,S,anna.clark,Web,PostgreSQL,April,3.63,Q3 2025,2024-05-20T00:00:00Z,active,28197,Social Media,Wednesday,Desktop,2024-04-16,5.3.51,2022-07-25,Q3 2024,17.1
2022-04-10,@davidthompson486,2024-08-14T00:00:00Z,Opera,January,Thursday,Q2 2023,2021-09-01T00:00:00Z,Web,The Scream,2024-06-21,2018-06-12,IoT,2021,22:22:09,243703794,15:31:58,H2 2023,18-73,7007-9126,2018-12-29T00:00:00Z,2022,X-Ray Chest,8 6 * * *,2003,WP-DE-969202,8.51,INS-689223,746891,2026-11-30T00:00:00Z,Q4 2022,Wednesday,38 22 * * *,May,Parquet,Brave,Desktop,Wearable,Firefox,2010,FY 2025,H2 2023,2025-11-22,Trial,In-Store,INV-898372,Tablet,December,+1-XXX-XXX-XXXX,2008,2009,Safari,The Great Gatsby,2.85,November,595.14,27b2cc5d1f54e85a20bd93b4932c2825f221d64dae52f865251700f62d122e2f,2025-11-09,ASCII,Jan-Mar,2021-02-07T00:00:00Z,In-Store,2026-08-17,May,7.12,23:45:09,46 17 * * 1-5,2018-12-25T00:00:00Z,Q3 2021,April,In-Store,September,Spain,2022-12-29,https://example.com/users/249c74c7/profile,Q1 2020,Tuesday,[INTERNAL] Q3 strategy review pending board approval,Tablet,123.607393,Social Media,5965.9344,33.97,Wearable,Chrome,1.37,2022-01-02,Infographic,51 16 * * 1-5,Q1 2024,Q3 2026,March,7 years,FR339,true,Edge,2021-11-16,X,john.martinez,In-Store,Snowflake,January,7.02,Q3 2021,2026-05-03T00:00:00Z,rejected,154757,Phone,Friday,Wearable,2026-01-26,0.6.13,2026-06-18,Q4 2023,243.5
2018-07-11,@michaelsmith647,2018-08-18T00:00:00Z,Firefox,November,Friday,Q1 2021,2022-03-18T00:00:00Z,Web,The Persistence of Memory,2021-11-26,2025-03-11,IoT,2017,10:37:36,354119253,14:44:53,H2 2023,7-77,4375-1868,2020-09-19T00:00:00Z,2006,Colonoscopy,9 11 * * *,1994,WP-IN-542914,7.03,INS-972157,972013,2020-01-07T00:00:00Z,Q2 2025,Saturday,19 13 * * 1-5,June,JSON,Brave,Desktop,Tablet,Firefox,2022,Q1 2024,FY 2025,2020-09-07,Free,Mobile,INV-602327,Mobile,June,+81-XX-XXXX-XXXX,2017,2014,Safari,1984,5.17,February,891.74,34971d0ff3109e85051d12ea02e57552b96f1ddec50548d27ed30fb811fe8c48,2021-07-15,UTF-16,FY 2025,2021-01-15T00:00:00Z,Mobile,2022-10-02,October,3.64,07:54:31,"57 3 * * 0,6",2022-12-16T00:00:00Z,Q2 2026,December,Email,November,France,2021-06-01,https://example.com/users/1320e47a/profile,Q1 2020,Saturday,[INTERNAL] Q4 strategy review pending board approval,Desktop,-90.201578,Email,9166.0352,71.08,Wearable,Chrome,8.11,2022-08-22,Article,"33 13 * * 0,6",Q1 2024,Q2 2025,August,7 years,UO4769,false,Chrome,2021-05-19,I,liam.martinez,Email,Workday,July,7.21,Q1 2024,2019-09-19T00:00:00Z,rejected,681335,Social Media,Friday,Mobile,2025-01-05,5.18.32,2019-01-09,Q4 2023,84.8
2024-12-23,@michaelmartinez392,2020-04-12T00:00:00Z,Edge,June,Friday,Q3 2023,2021-05-13T00:00:00Z,Mobile,Water Lilies,2019-05-01,2022-03-04,Smart TV,1997,21:39:55,533265604,04:15:11,FY 2025,31-89,4843-1191,2019-11-11T00:00:00Z,2020,X-Ray Chest,28 13 * * *,2011,WP-JP-568009,7.86,INS-772805,810409,2021-07-27T00:00:00Z,Q1 2023,Thursday,11 0 * * 1-5,January,CSV,Brave,Mobile,Mobile,Chrome,2005,2020-2025,2020-2025,2024-03-14,Standard,Social Media,INV-793213,IoT,June,+1-XXX-XXX-XXXX,2007,2022,Safari,Dune,2.77,July,694.99,dec6c57b007a3006d0efd0054b1913300a65850234e4de1ec875ab2836e0a1e1,2022-07-01,ISO-8859-1,2020-2025,2023-08-01T00:00:00Z,Email,2021-02-24,December,3.36,03:14:25,"59 11 * * 0,6",2018-11-14T00:00:00Z,Q3 2023,December,Social Media,September,United Kingdom,2022-09-10,https://example.com/users/ed8f0767/profile,Q3 2025,Sunday,[INTERNAL] Q4 strategy review pending board approval,IoT,135.389193,Email,249.1785,29.71,Tablet,Brave,4.27,2021-10-11,Podcast,8 9 * * *,H2 2023,Q1 2025,October,30 days,UT9698,false,Opera,2018-10-09,Q,emily.smith,Mobile,PostgreSQL,March,3.25,Q4 2026,2019-05-21T00:00:00Z,failed,708458,Mobile,Monday,Mobile,2021-04-01,3.14.2,2021-08-21,Q2 2023,94.6
2026-01-16,@noahlewis270,2021-03-24T00:00:00Z,Brave,June,Monday,Q1 2024,2018-12-22T00:00:00Z,Mobile,The Scream,2025-08-22,2018-06-11,Smart TV,2015,12:08:56,045488239,21:55:49,FY 2025,7-73,8830-1039,2020-06-28T00:00:00Z,2024,Physical Exam,18 11 * * *,1996,WP-IN-718175,7.78,INS-971917,768939,2019-10-14T00:00:00Z,Q2 2024,Thursday,56 2 * * *,November,Avro,Brave,Wearable,Desktop,Edge,1996,FY 2025,2020-2025,2022-10-07,Standard,Social Media,INV-667028,IoT,April,+44-XXXX-XXXXXX,1993,2000,Safari,Dune,2.58,January,662.44,2cad19b261a4ad3949623b199be46deff689fc5d6ebd10b491c196d369e5f69b,2022-01-22,ASCII,FY 2025,2022-05-11T00:00:00Z,Email,2020-04-06,February,4.56,02:22:51,59 7 * * *,2025-08-01T00:00:00Z,Q2 2026,January,Chat,October,Spain,2020-11-09,https://example.com/users/cab69aee/profile,Q2 2023,Thursday,[INTERNAL] Q2 strategy review pending board approval,Smart TV,60.69551,In-Store,9659.7728,12.96,Tablet,Chrome,7.25,2020-06-30,Podcast,38 8 * * *,H2 2023,Q3 2025,February,7 days,ER1416,NO,Firefox,2019-09-09,Q,olivia.king,Email,Salesforce,November,9.94,Q2 2023,2018-12-06T00:00:00Z,approved,258724,Email,Wednesday,Mobile,2019-06-05,4.13.62,2022-03-28,Q1 2021,219.1
2021-10-25,@emmarobinson742,2019-04-22T00:00:00Z,Opera,March,Friday,Q1 2022,2025-07-07T00:00:00Z,In-Store,The Persistence of Memory,2019-10-15,2018-09-20,Mobile,2009,20:58:58,816485277,17:14:21,2020-2025,44-77,4723-2516,2023-11-14T00:00:00Z,2020,Physical Exam,4 18 * * 1-5,2009,WP-MX-210284,0.83,INS-239623,68659,2022-12-26T00:00:00Z,Q4 2020,Thursday,"3 20 * * 0,6",October,CSV,Chrome,Desktop,Desktop,Firefox,2002,H2 2023,2020-2025,2021-11-27,Enterprise,Chat,INV-602869,Smart TV,June,+81-XX-XXXX-XXXX,2020,2002,Firefox,Dune,7.98,September,362.07,814f850061c633a8cf279c51eaf5edace20c3334c80999f32f510e41ce67e4fe,2020-01-15,UTF-8,FY 2025,2022-12-08T00:00:00Z,Phone,2020-10-30,May,4.37,06:24:34,21 1 * * 1-5,2018-02-03T00:00:00Z,Q3 2025,December,Web,March,United States,2022-08-15,https://example.com/users/d8c1844f/profile,Q2 2024,Wednesday,[INTERNAL] Q1 strategy review pending board approval,Tablet,-95.264504,Web,8295.9118,65.49,Wearable,Firefox,1.93,2020-08-15,Image,13 11 * * *,Jan-Mar,Q3 2025,December,7 days,MI1817,true,Firefox,2022-09-14,M,liam.walker,Phone,SAP,July,3.2,Q4 2026,2024-11-20T00:00:00Z,approved,842162,Mobile,Thursday,Tablet,2023-12-13,2.9.3,2024-07-05,Q2 2022,274.9
2021-11-03,@davidclark274,2018-12-09T00:00:00Z,Edge,September,Friday,Q2 2021,2023-08-19T00:00:00Z,Web,Starry Night,2025-12-07,2024-10-23,Tablet,1990,05:54:10,603691801,22:31:02,2020-2025,27-92,5565-2285,2022-10-02T00:00:00Z,2000,Colonoscopy,"7 21 * * 0,6",2019,WP-BR-621456,5.27,INS-423128,588450,2021-10-04T00:00:00Z,Q3 2026,Tuesday,18 8 * * 1-5,September,Parquet,Brave,Wearable,Smart TV,Chrome,2020,FY 2025,H2 2023,2020-01-16,Basic,Social Media,INV-661910,IoT,December,+44-XXXX-XXXXXX,2017,2000,Brave,The Great Gatsby,1.79,November,128.92,1033b769d00954dfbdc4e380dd2e399b6454239643ccfdb833c74b5814bbdca4,2026-11-03,ASCII,Jan-Mar,2021-06-23T00:00:00Z,In-Store,2023-07-16,July,7.89,01:45:18,"39 19 * * 0,6",2023-03-27T00:00:00Z,Q3 2024,December,In-Store,October,Switzerland,2021-08-29,https://example.com/users/bb0c4d51/profile,Q3 2020,Thursday,[INTERNAL] Q1 strategy review pending board approval,Mobile,19.490521,Chat,1671.5567,54.38,Smart TV,Edge,0.35,2025-10-10,Article,"12 17 * * 0,6",FY 2025,Q4 2026,April,7 years,YT8161,NO,Chrome,2019-03-12,E,liam.brown,Phone,Kafka,June,2.84,Q4 2022,2025-05-21T00:00:00Z,cancelled,778956,Web,Sunday,Tablet,2019-08-24,0.9.51,2026-03-01,Q2 2026,49.7
2019-03-28,@noahmiller20,2023-10-15T00:00:00Z,Edge,September,Tuesday,Q3 2024,2022-06-25T00:00:00Z,Email,Water Lilies,2021-08-22,2022-03-30,Mobile,2022,08:32:39,403161721,10:17:24,FY 2025,50-98,6808-3068,2022-03-04T00:00:00Z,2008,Blood Draw,26 13 * * 1-5,1998,WP-CA-789825,8.96,INS-252197,449087,2020-03-26T00:00:00Z,Q1 2023,Monday,"47 10 * * 0,6",October,CSV,Opera,Desktop,IoT,Safari,2025,Jan-Mar,FY 2025,2021-01-15,Trial,Chat,INV-690691,Wearable,September,+1-XXX-XXX-XXXX,1998,1999,Edge,The Great Gatsby,9.65,September,451.22,929a4c318b0a58162028af25c348e8c6cf049110c4797cdb425f0957fcff6a72,2025-02-25,Latin-1,FY 2025,2018-03-06T00:00:00Z,In-Store,2024-08-23,June,3.18,17:50:21,"4 3 * * 0,6",2023-07-03T00:00:00Z,Q2 2021,October,Social Media,April,United States,2023-05-07,https://example.com/users/6b07655f/profile,Q3 2026,Saturday,[INTERNAL] Q3 strategy review pending board approval,Tablet,84.619843,Social Media,3744.6922,23.18,Wearable,Firefox,1.42,2021-11-04,Infographic,19 2 * * 1-5,2020-2025,Q1 2024,September,indefinite,QA2705,YES,Chrome,2020-05-05,J,anna.clark,Chat,PostgreSQL,April,2.16,Q3 2020,2024-04-26T00:00:00Z,cancelled,528001,In-Store,Wednesday,Smart TV,2023-02-24,0.19.17,2021-06-12,Q3 2020,260.6
2023-03-09,@richardrobinson879,2023-02-14T00:00:00Z,Safari,December,Saturday,Q1 2021,2022-12-20T00:00:00Z,Email,The Scream,2024-03-21,2026-12-25,Smart TV,2013,07:41:10,340911635,17:20:11,H2 2023,1-93,4931-7517,2025-09-22T00:00:00Z,2014,Physical Exam,44 8 * * *,2013,WP-US-711704,8.15,INS-378472,87089,2018-01-26T00:00:00Z,Q3 2022,Saturday,36 0 * * *,December,YAML,Opera,Tablet,Mobile,Brave,2008,H2 2023,Q1 2024,2025-08-01,Enterprise,Phone,INV-201456,IoT,February,+81-XX-XXXX-XXXX,2012,2005,Brave,The Great Gatsby,5.96,September,517.16,67f5d563a85e29fc50d8fa784e21c701ac1f9aeb8013c2410177207c1e6db40b,2021-07-14,Latin-1,2020-2025,2021-02-23T00:00:00Z,Email,2022-11-28,October,8.13,05:39:02,48 10 * * 1-5,2021-03-02T00:00:00Z,Q2 2020,January,Mobile,June,Brazil,2023-09-11,https://example.com/users/d6079b8f/profile,Q3 2020,Tuesday,[INTERNAL] Q2 strategy review pending board approval,Smart TV,99.325178,Social Media,4735.1316,16.87,Tablet,Chrome,6.6,2021-04-10,Article,47 23 * * *,Q1 2024,Q2 2023,October,indefinite,AX3598,true,Firefox,2021-08-25,B,john.miller,Email,Kafka,July,6.41,Q1 2025,2023-07-09T00:00:00Z,failed,755902,Web,Friday,Smart TV,2026-08-24,3.12.93,2020-02-21,Q1 2024,296.2
