fact_boolean_flag,x_role,xjxj50,DEVICE_IDENTIFIER,src_tenant_identifier,department,dateOfBirth,LATENCY_RESPONSE_TIME,load_ts,middle_name_raw,ezxnk25,user_salary_compensation,performance_review,distance_raw,f_183,RATIO,col_176,src_duration,xcq75,meta_594,middle_name,country_info,attr_stock,soft_delete_flag,vehicleIdentificationNumber,charset,day_of_week_raw,x_iut,dug46,maiden,time_zone,salary_compensation_data,mailing_address,FIRST_NAME,sourceSystem,dgff93,department_division_raw,name,mqq13,handle,department_division,tier,attr_627,EMPLOYEE_RECORD,v_330,dim_inves,val_xf,user_bonus_variable_pay,rbzbjb12,c_378,middleName,MIDDLE_NAME,nee,var_vuw,meta_562,val_pops,DEPARTMENT_DIVISION,caption,v_maide,maiden_nm,given_name,v_224,measpwr,user_performance_review,stock_rsu_grant,c_547,f_hvma,x_confi,stockRsuGrant,maiden_name,dob,dept,src_uptime_availability,user_first_name,maidenName,mname,DATA_FORMAT
true,Data Analyst,Low,1c670e46-04bd-478e-8438-fea966b9307d,tenant-010,Marketing,10/16/1950,3507,2020-06-01 02:14:15,U,40 21 * * 1-5,"$186,064",Needs improvement,3559.9,sig_1590804689c4439a,6.2562,Engineering,69446,Operations,Wright,N,Switzerland,3319 shares @ $141.91,false,MAOE7EV4BF9YW1GCV,UTF-16,Friday,Johnson,"$247,426",Williams,America/New_York,"$239,778","1114 Pine Rd, Boston, CA 98207",Sophia,Snowflake,12-24-2000,Legal,John Martinez,2024-11-15 08:54:25,richardmartinez473,HR,Software,"$11,468",EMP-45754,region=2024-01,INV-657988,4036 shares @ $277.58,"$14,899",9.766458,Sales,Y,A,Garcia,WSM-2813,Amy,rejected,Engineering,Figure 1: Distribution,Robinson,Garcia,Olivia,2018-11-25 17:19:24,44470.3,Outstanding,2761 shares @ $240.13,Meets expectations,Jackson,"[32.0, 61.82]",1659 shares @ $51.94,Brown,0007-15-1943,Operations,96.9053,Jessica,Martinez,I,YAML
true,VP Engineering,High,b28608d3-b6ba-4726-918e-33bfb7eb83e5,tenant-040,Operations,10/19/1989,3017,2018-11-22 00:58:56,M,21 0 * * *,"$30,549",Exceeds expectations,932.8,sig_e7295d10b1d661e2,2.0164,Engineering,82571,HR,Jackson,C,Spain,449 shares @ $359.03,false,95YJNWZUYZKB5EIYN,Latin-1,Wednesday,Williams,"$208,329",Johnson,CET,"$79,257","8900 Maple Dr, Los Angeles, CO 74570",William,Snowflake,06-16-2009,Sales,Anna Brown,2024-09-20 06:19:33,patricia.lee677,Finance,Food,"$39,494",EMP-57133,region=2024-01,INV-828459,3646 shares @ $224.52,"$35,262",29.698186,Finance,K,U,Martin,MNR-7623,Linda,pending,HR,Figure 11: Timeline,Taylor,Jones,Jessica,2026-04-12T10:10:17Z,41165.9,Meets expectations,4640 shares @ $475.8,Exceeds expectations,Johnson,"[28.0, 93.09]",3615 shares @ $137.27,Moore,0006-09-2005,Engineering,95.7349,Jennifer,Thomas,Y,XML
no,VP Engineering,Low,ca6f69e1-a803-4d18-8c3f-262ad8244e99,tenant-036,Marketing,08-11-1995,1699,2021-12-25T19:09:23Z,B,19 22 * * *,"$209,131",Meets expectations,1887.2,sig_15329cd9d8cdab29,8.06,Marketing,28347,Marketing,Lewis,Z,Norway,2619 shares @ $28.43,true,2WONF354SWR5UFXED,ASCII,Friday,Jones,"$134,333",Thompson,UTC,"$122,537","9282 Maple Dr, Atlanta, NY 90936",Oliver,Workday,08/26/1977,Sales,Sarah White,2023-02-24 08:39:19,linda.garcia216,Marketing,Services,"$49,680",EMP-80478,dt=2024-01,INV-434788,4519 shares @ $69.64,"$35,326",55.868726,Operations,O,K,Smith,FTA-9889,Sarah,active,Marketing,Figure 13: Timeline,Davis,Walker,Linda,2026-09-28 15:10:49,462.3,Exceeds expectations,1432 shares @ $153.15,Needs improvement,Anderson,"[34.62, 90.43]",4764 shares @ $423.29,Lewis,06-10-1949,Sales,95.3155,Michael,Thomas,G,CSV
0,CTO,High,409d6720-48eb-47a5-958b-056b6aa200ef,tenant-020,Engineering,06-22-1965,344,2019-04-03T20:01:30Z,I,40 6 * * *,"$174,824",Needs improvement,4629.7,sig_a1b2420170f6b726,5.0656,HR,23673,Sales,Jackson,V,Sweden,4377 shares @ $496.31,false,1HK2A42KRQKHBKPIV,ISO-8859-1,Saturday,Walker,"$192,045",Anderson,UTC,"$193,744","245 Pine Rd, Paris, CO 25191",Jessica,SAP,07/28/2001,Operations,Emily Moore,2022-07-04T07:32:27Z,noah.clark657,Finance,Software,"$35,879",EMP-41720,region=2024-01,INV-426878,679 shares @ $371.42,"$7,262",-157.733317,Marketing,Q,N,Thompson,BMX-8766,Mary,inactive,Support,Figure 1: Overview,Miller,Lee,Susan,2026-05-17 05:58:58,5472.0,Exceeds expectations,3167 shares @ $232.07,Outstanding,King,"[10.42, 93.67]",1073 shares @ $360.3,Lewis,0008-05-1945,Support,98.6828,Amy,Garcia,M,XML
false,Data Analyst,Negligible,89da40e9-cce6-4b3b-9243-878db0b9ce8c,tenant-011,Operations,0003-19-1995,831,2026-01-27 12:44:15,Q,"41 17 * * 0,6","$211,994",Exceeds expectations,2248.2,sig_f9eb0c5e8ce3c58f,2.615,Legal,5828,Support,Walker,B,Norway,4732 shares @ $106.8,true,CQFKWO2SN9Y06YFV6,ISO-8859-1,Monday,Smith,"$54,696",Martinez,CET,"$190,317","3281 Maple Dr, Miami, TX 74197",Ethan,Kafka,0003-08-1966,Support,Susan King,2021-03-22 08:00:01,patriciataylor815,Finance,Electronics,"$14,673",EMP-13853,dt=acme,INV-517421,2909 shares @ $300.81,"$11,289",48.970233,Operations,S,L,Johnson,IQA-2449,Linda,completed,Finance,Figure 9: Distribution,Lewis,Miller,Ethan,2020-04-08 13:56:22,24737.6,Outstanding,1317 shares @ $431.07,Needs improvement,Martinez,"[31.03, 80.73]",3902 shares @ $286.27,Garcia,02/27/1964,Legal,98.8722,Sophia,Moore,J,YAML
1,CTO,Medium,7a5d4bbc-1d2a-4c3a-88b1-726da39fa8c5,tenant-012,Engineering,0004-25-1946,2192,2024-09-26T07:42:55Z,L,20 5 * * 1-5,"$137,638",Outstanding,9311.5,sig_6773edc4f117bfab,6.202,Operations,19655,Legal,White,K,Netherlands,4690 shares @ $99.56,false,V2LGNIN59K7WUS0SJ,UTF-8,Sunday,Lewis,"$38,538",King,PST,"$189,524","5912 Pine Rd, Austin, WA 90221",Susan,Snowflake,10/03/1995,Support,Jennifer Johnson,2024-01-19T04:12:40Z,liam_jackson646,HR,Electronics,"$13,736",EMP-19819,tenant=acme,INV-803907,3307 shares @ $203.11,"$25,606",170.905896,Marketing,X,T,Moore,MVG-8440,Noah,inactive,Operations,Figure 2: Distribution,Thompson,Garcia,Lucas,2019-10-19 03:32:32,14605.7,Meets expectations,4546 shares @ $246.58,Meets expectations,Taylor,"[6.54, 64.18]",2278 shares @ $301.16,Young,11-01-1948,Sales,96.0239,Mason,Martin,C,XML
no,CTO,Low,2d7089d3-5352-4d31-9c11-8083b810eecd,tenant-007,Finance,08/06/1969,4787,2022-05-23 13:16:07,G,37 15 * * *,"$104,168",Outstanding,4451.2,sig_66b74423d339042b,2.7444,Finance,33178,Legal,Lewis,A,India,4511 shares @ $440.01,false,NUI3HWHMA32VTHS5C,ASCII,Wednesday,Lewis,"$175,836",Lee,America/New_York,"$155,791","5241 Pine Rd, Atlanta, GA 11325",Ethan,SAP,11-20-1946,Legal,Anna Lee,2024-02-11T22:53:33Z,harper.young358,Operations,Services,"$25,161",EMP-30157,dt=us-east,INV-821338,1823 shares @ $422.5,"$29,861",72.925148,Engineering,R,L,Smith,XJN-9550,Richard,inactive,Legal,Figure 6: Distribution,Thompson,Walker,Jessica,2022-09-07 02:38:13,44035.9,Outstanding,3954 shares @ $43.77,Meets expectations,Young,"[20.03, 64.39]",3928 shares @ $166.07,Jackson,0010-16-1992,Operations,97.6854,Michael,Lewis,M,JSON
1,CTO,Medium,f7bc7b48-5c42-4463-8ea7-6a97512220c6,tenant-039,Legal,09-05-1941,1751,2023-07-24T06:22:54Z,X,54 23 * * 1-5,"$179,427",Exceeds expectations,8973.8,sig_2295c19964d9d220,2.7246,Operations,70229,Operations,Thompson,Z,Italy,461 shares @ $104.27,false,HDMVI2D4YFME6KUFW,ISO-8859-1,Friday,King,"$168,356",Thomas,America/New_York,"$188,724","2869 Main St, Paris, IL 71584",Mary,Salesforce,02/13/1962,HR,Michael Jackson,2020-08-10 20:50:53,mason.anderson518,Legal,Software,"$31,942",EMP-31008,dt=us-east,INV-189996,3621 shares @ $253.71,"$49,912",-55.953481,Finance,Y,H,Lee,NKJ-4194,Mary,failed,Operations,Figure 4: Distribution,Taylor,White,Sarah,2022-08-24T20:33:44Z,7821.3,Meets expectations,2238 shares @ $334.81,Outstanding,Miller,"[6.81, 79.77]",2814 shares @ $451.67,Moore,0007-15-1941,Finance,97.5428,Elizabeth,Wright,F,JSON
0,Sales Rep,Critical,7bfed021-4c40-451a-8179-dae30936b6a2,tenant-034,Finance,0006-04-2007,2133,2018-08-20 12:51:38,Y,"49 13 * * 0,6","$38,498",Needs improvement,7544.6,sig_c6220a642afaa5b3,2.8341,Sales,84868,Support,Robinson,Q,Switzerland,4923 shares @ $31.14,false,8M4JQP3U8MXJJOHE4,ASCII,Friday,Thompson,"$40,551",Martin,America/New_York,"$59,350","2687 Pine Rd, Toronto, NY 81125",Robert,SAP,04-16-1941,Legal,Oliver Martinez,2018-09-18T01:00:49Z,patricia_lewis524,Legal,Electronics,"$32,827",EMP-19553,region=us-east,INV-691289,4698 shares @ $42.14,"$27,747",73.390643,Sales,G,U,Johnson,OWT-9752,Michael,pending,Support,Figure 14: Comparison,Lee,Thompson,Sarah,2023-06-24T18:07:49Z,36773.7,Needs improvement,4188 shares @ $192.95,Needs improvement,Harris,"[22.76, 99.06]",4049 shares @ $356.36,Wright,08-04-1969,Legal,95.8396,William,Johnson,T,YAML
no,CTO,High,0fbefd43-00d3-4c0d-877d-6042a42f8b1a,tenant-013,Sales,0007-13-1947,4938,2020-05-21 07:54:54,S,"21 22 * * 0,6","$215,825",Outstanding,7771.6,sig_f0c573d104362112,8.9392,Operations,86337,Engineering,Lee,I,United Kingdom,3017 shares @ $52.82,false,JFTBQ5LXKOAJ8SRST,UTF-16,Wednesday,White,"$38,099",Walker,JST,"$202,435","761 Elm St, Sydney, NY 52613",David,Kafka,0009-15-1994,Legal,Jennifer Harris,2023-05-09T00:50:27Z,oliver_wright279,Marketing,Services,"$15,562",EMP-78844,tenant=2024-01,INV-577735,4775 shares @ $42.28,"$8,167",-71.704822,HR,G,I,Wright,OHR-5042,Robert,active,Finance,Figure 4: Timeline,Moore,Wright,Mason,2021-07-02T16:30:54Z,49280.6,Needs improvement,1556 shares @ $166.34,Meets expectations,Smith,"[32.92, 65.83]",4558 shares @ $11.84,Miller,01/24/1966,Operations,97.1263,Aiden,Robinson,F,JSON
true,Sales Rep,High,6b315de0-5b55-4e17-8623-966ade658a14,tenant-003,Sales,04/19/1993,2630,2019-06-15 02:39:26,J,"18 12 * * 0,6","$62,581",Needs improvement,3748.7,sig_350daff340d70589,1.2015,Support,41933,Operations,Jones,V,Germany,2281 shares @ $314.34,false,PBYZSHVS39LK1YY5H,ISO-8859-1,Saturday,Miller,"$89,718",Wright,UTC,"$239,307","7989 Elm St, Tokyo, WA 26147",Liam,Kafka,0004-04-1963,Marketing,Olivia Davis,2020-02-25 11:36:19,jamesrodriguez650,Legal,Software,"$35,585",EMP-23708,dt=2024-01,INV-240233,830 shares @ $124.74,"$6,424",116.479486,Support,E,T,Smith,UKV-5982,James,completed,HR,Figure 19: Comparison,Williams,Robinson,Harper,2023-05-02T07:05:28Z,41512.3,Exceeds expectations,1747 shares @ $207.04,Needs improvement,Walker,"[22.87, 98.8]",1862 shares @ $236.8,Garcia,0008-28-1962,Finance,98.9635,Oliver,King,M,YAML
yes,VP Engineering,High,c70f4711-95e1-4180-97a9-dd4a1002affb,tenant-008,Finance,05/17/1943,624,2023-11-14T22:31:13Z,T,"32 6 * * 0,6","$155,654",Outstanding,9219.8,sig_b6a5a43beb3fe5f4,5.6662,Legal,70160,Engineering,Taylor,C,Sweden,870 shares @ $68.51,true,EUQ3KU0T0PKFVI3JQ,ISO-8859-1,Saturday,Rodriguez,"$239,490",Anderson,CET,"$167,865","9636 Elm St, Toronto, NY 63121",Olivia,Kafka,0003-21-1985,Operations,Anna Brown,2022-04-19T08:44:23Z,aiden.jones124,Support,Software,"$19,971",EMP-61138,dt=us-east,INV-249689,3266 shares @ $79.11,"$3,951",-154.65415,HR,M,U,Martinez,WDL-2619,Linda,pending,HR,Figure 9: Timeline,Young,Smith,Lucas,2023-02-19T09:59:16Z,33408.4,Needs improvement,2809 shares @ $259.84,Outstanding,King,"[12.27, 87.41]",250 shares @ $208.03,Walker,09-17-2010,Sales,95.1849,William,Thompson,D,Avro
false,Designer,Medium,310f608d-931d-4206-86fe-0a07d0280d6f,tenant-036,Operations,0003-03-1981,4619,2024-08-12 03:03:15,T,9 11 * * 1-5,"$142,054",Meets expectations,849.6,sig_15fcb9eb04affcc3,6.6097,Finance,30406,Support,Harris,N,United States,123 shares @ $95.94,false,5OVEERLLU5P8Q29TE,Latin-1,Friday,White,"$78,241",Robinson,Europe/London,"$233,495","6929 Main St, Boston, CA 37803",Ethan,Workday,10/27/1991,HR,Emma King,2020-04-18 11:30:08,susan.garcia429,Support,Software,"$26,838",EMP-56647,dt=2024-01,INV-402826,2543 shares @ $380.14,"$6,951",-118.180263,Sales,H,C,Thomas,RVR-2891,Susan,approved,Legal,Figure 13: Overview,Lewis,Johnson,William,2023-03-23T02:07:59Z,40460.4,Meets expectations,869 shares @ $167.21,Exceeds expectations,Walker,"[36.46, 86.41]",2263 shares @ $51.09,Lee,01-11-2005,Sales,95.6854,Mason,Jones,S,XML
no,Designer,Medium,de5c6f09-280f-45ed-ab06-a7c91a8b70a6,tenant-050,Operations,0004-17-1951,2188,2024-07-13 17:07:52,P,"48 18 * * 0,6","$244,840",Outstanding,2765.4,sig_cbd1830f74900002,7.5359,Operations,20677,Sales,Thompson,S,Australia,2944 shares @ $248.46,false,TKCBVL4F8B9C9LC71,UTF-16,Friday,Walker,"$126,459",Lewis,EST,"$101,624","726 Pine Rd, Tokyo, IL 32340",Michael,Workday,03-16-1992,Operations,Sarah Lewis,2020-10-11T07:55:28Z,patricia_davis704,Operations,Hardware,"$42,816",EMP-79903,tenant=acme,INV-314806,2995 shares @ $349.11,"$36,686",-32.905417,HR,B,P,Martin,DBU-9023,Anna,inactive,Legal,Figure 14: Overview,Harris,King,Richard,2022-07-28 17:54:37,45080.4,Outstanding,1154 shares @ $278.41,Outstanding,Taylor,"[13.19, 65.52]",4088 shares @ $171.4,Wright,0009-01-1994,HR,95.5954,Oliver,Anderson,O,Parquet
0,CTO,Critical,4c373f94-ba45-44b7-89a6-bf1fbfba13a0,tenant-041,Marketing,0002-25-1985,4795,2026-09-24 11:09:24,B,"34 18 * * 0,6","$96,712",Exceeds expectations,1110.6,sig_cb9494be002e80e9,1.9688,Engineering,53779,Support,Brown,R,Australia,3576 shares @ $230.88,false,JFV2XAR2WIMFA2QY8,UTF-8,Sunday,Young,"$193,492",Thompson,Europe/London,"$34,607","1942 Elm St, London, CO 78282",Ethan,Snowflake,0002-04-1960,Legal,Liam Young,2023-05-18 11:34:47,anna_brown475,Finance,Food,"$4,189",EMP-64691,tenant=2024-01,INV-582043,1528 shares @ $322.79,"$22,329",-163.01108,Sales,F,L,Jones,WYS-4407,David,rejected,Legal,Figure 10: Timeline,White,Garcia,Mary,2022-03-10T00:38:22Z,33550.0,Outstanding,1379 shares @ $42.84,Exceeds expectations,Lee,"[28.88, 93.11]",2199 shares @ $179.51,Thomas,04-04-1969,Operations,99.7745,Elizabeth,King,W,JSON
0,Product Manager,Low,edcf2d86-d524-4e17-b730-ff7772031a06,tenant-043,Legal,08-13-1983,1842,2021-02-25 20:21:09,J,14 7 * * *,"$101,131",Needs improvement,9390.0,sig_c3a2065379c6f5b9,6.3419,Operations,77296,Operations,King,E,Sweden,3854 shares @ $332.06,false,OW9IKMMAVMH007KVE,ISO-8859-1,Saturday,Johnson,"$202,632",Thompson,Europe/London,"$218,110","6212 Oak Ave, Berlin, GA 47840",Harper,Snowflake,09-09-1963,Marketing,Emma Jackson,2026-08-17T00:15:59Z,logan_robinson276,Support,Services,"$29,309",EMP-86034,tenant=2024-01,INV-694289,169 shares @ $400.55,"$29,550",-147.669598,Marketing,M,P,Brown,HMJ-1422,Lucas,inactive,Sales,Figure 11: Comparison,King,White,Amy,2018-04-09T02:18:02Z,31611.4,Outstanding,1966 shares @ $257.54,Exceeds expectations,Johnson,"[26.62, 90.95]",1114 shares @ $446.25,Robinson,06/08/2009,Support,97.5225,Patricia,Lee,I,XML
1,Software Engineer,Medium,2565de9f-f46a-4d22-b1de-cbc2b63b5854,tenant-031,HR,0003-25-1994,4291,2020-06-15 12:49:40,J,"22 13 * * 0,6","$227,957",Exceeds expectations,597.5,sig_5f1a297fd37ce967,4.4889,Marketing,84542,Sales,Walker,I,Mexico,754 shares @ $482.21,false,ODSFIWR830SQ28VH4,ASCII,Sunday,Thompson,"$54,527",Lee,UTC,"$183,190","5896 Oak Ave, Denver, IL 84720",Ethan,Snowflake,10-10-1943,Engineering,James Lee,2022-10-07T14:55:24Z,marythompson558,Legal,Electronics,"$1,734",EMP-20105,tenant=2024-01,INV-212036,475 shares @ $220.54,"$32,716",129.926629,Operations,G,T,Anderson,PUK-5483,Sarah,inactive,Support,Figure 5: Comparison,Davis,Thomas,David,2019-03-26T08:45:13Z,33421.5,Outstanding,3282 shares @ $135.87,Meets expectations,Thomas,"[27.78, 69.25]",3323 shares @ $296.2,Rodriguez,12-27-1987,Engineering,99.9399,William,Miller,O,YAML
1,Software Engineer,High,e97aa929-e23f-454f-9901-41a022be327d,tenant-021,Support,0001-26-1985,1759,2026-03-04T02:28:11Z,K,34 9 * * 1-5,"$61,517",Meets expectations,391.5,sig_116032fe1c561a91,6.907,Finance,18362,Finance,Smith,O,Sweden,1864 shares @ $236.47,false,2XU759QZSRLXVOSJU,UTF-16,Saturday,Moore,"$69,650",Anderson,EST,"$134,406","9968 Pine Rd, Portland, TX 63039",Sarah,Workday,07-03-1987,Support,James Garcia,2023-12-03 12:39:34,linda.garcia132,Marketing,Food,"$30,493",EMP-89091,dt=2024-01,INV-888376,746 shares @ $185.15,"$14,021",133.08818,HR,O,Q,Thompson,LFE-1204,Logan,cancelled,Marketing,Figure 4: Distribution,Lee,Johnson,Oliver,2018-09-25 10:55:06,20155.8,Needs improvement,1813 shares @ $88.47,Meets expectations,Thomas,"[10.08, 68.22]",3881 shares @ $201.95,King,0009-08-1979,Engineering,99.9285,Oliver,King,O,JSON
true,CTO,Medium,9fff8a82-650a-41e6-be60-313b2e4dc4bf,tenant-002,Finance,03-28-1976,4686,2022-12-06T02:13:17Z,O,35 2 * * 1-5,"$48,915",Outstanding,9434.7,sig_0d5c45e61e22be06,5.4901,Sales,61530,Engineering,White,O,Canada,4084 shares @ $131.67,true,IW2ECUNGTEFBNSTR3,UTF-16,Sunday,Miller,"$86,953",Anderson,JST,"$137,091","1455 Elm St, San Francisco, OH 59557",David,PostgreSQL,11-02-1983,Operations,Elizabeth Martin,2022-02-23 17:28:16,richard.smith610,HR,Electronics,"$20,980",EMP-30465,region=acme,INV-762727,2805 shares @ $307.49,"$24,016",47.423815,Support,E,C,Lewis,AFQ-5822,David,approved,Finance,Figure 12: Overview,Rodriguez,Harris,Linda,2020-07-12 14:32:54,40402.0,Outstanding,453 shares @ $483.98,Needs improvement,King,"[37.52, 68.14]",1619 shares @ $376.51,Wright,09/28/1979,Marketing,95.1088,Lucas,Young,R,Avro
no,VP Engineering,Critical,7e092762-bd32-4c3e-933c-736e176aacc6,tenant-019,Marketing,07/23/1961,3851,2022-02-13 18:49:43,I,"41 18 * * 0,6","$105,427",Exceeds expectations,5705.3,sig_069d50ac271979a8,7.08,Engineering,22534,Legal,Thompson,E,France,4714 shares @ $487.17,true,7Q2IXHAUSLDP9U4OO,UTF-16,Saturday,Thomas,"$240,506",Davis,UTC,"$48,355","1078 Oak Ave, Miami, PA 88739",Linda,PostgreSQL,11/03/1965,Legal,Harper Jones,2022-09-05 03:23:32,lindajones657,Finance,Hardware,"$35,380",EMP-63067,dt=us-east,INV-730222,158 shares @ $350.75,"$49,352",-86.281863,HR,Q,U,Garcia,IIF-7676,Anna,rejected,Finance,Figure 3: Timeline,Jones,Young,Susan,2020-07-13 20:42:46,37930.3,Needs improvement,3632 shares @ $282.32,Needs improvement,Garcia,"[28.18, 79.97]",865 shares @ $21.09,Taylor,0008-12-1954,Operations,96.6787,Mason,Rodriguez,O,XML
true,Software Engineer,High,5ced1c27-886c-4bf5-a268-e7894445e770,tenant-034,Marketing,01/06/1981,2873,2026-08-13T13:26:24Z,V,"56 19 * * 0,6","$64,977",Exceeds expectations,7964.7,sig_d8ab809e87b09553,2.6674,Sales,40764,Finance,Walker,M,Italy,4698 shares @ $127.06,false,K4XUY2C8X6JY6D9EX,UTF-16,Friday,Johnson,"$40,208",Jackson,EST,"$42,169","8841 Main St, Atlanta, WA 14329",Noah,Workday,03/12/1978,Operations,Liam Robinson,2025-10-16 17:06:30,olivia_smith405,Legal,Food,"$5,208",EMP-30371,tenant=acme,INV-194508,793 shares @ $207.76,"$18,541",-117.41826,Engineering,B,N,Wright,VLS-7951,Elizabeth,inactive,Finance,Figure 18: Timeline,Jackson,Lee,Emily,2023-12-09 03:24:18,49704.2,Meets expectations,2365 shares @ $121.17,Needs improvement,Lee,"[13.07, 77.38]",2973 shares @ $244.18,Thompson,06-09-1978,Legal,99.0802,William,Clark,L,XML
0,Software Engineer,High,8c865316-632e-4b93-8fb4-1e717bd1b78a,tenant-046,Engineering,06-16-1954,1519,2024-03-10 16:32:56,A,27 9 * * 1-5,"$248,473",Exceeds expectations,2004.5,sig_01fb7b5a2c2fd4b4,8.8914,Marketing,85309,HR,Young,F,Mexico,773 shares @ $369.03,false,WLRLT0E24Z7PWK7TG,UTF-8,Sunday,Walker,"$249,600",Thomas,JST,"$210,854","3080 Park Blvd, San Francisco, GA 17120",Patricia,SAP,0011-08-1964,Legal,Michael N. Brown,2023-02-06 16:27:04,susan.wright432,Sales,Clothing,"$42,294",EMP-57260,tenant=2024-01,INV-671670,1669 shares @ $351.45,"$42,261",-159.354392,Legal,M,V,Robinson,YSR-3670,Noah,active,Operations,Figure 18: Timeline,Garcia,Thompson,Richard,2024-05-04 06:45:20,8980.2,Needs improvement,2698 shares @ $460.76,Exceeds expectations,Rodriguez,"[36.26, 74.87]",1064 shares @ $196.84,Clark,0010-05-1940,Sales,96.4661,Richard,Clark,K,XML
yes,Software Engineer,Critical,e3f80613-6e7a-4112-a981-9b5e20879095,tenant-027,Finance,07-26-1957,142,2022-08-02 03:36:45,U,55 17 * * *,"$131,245",Exceeds expectations,1741.0,sig_8e2444f71d9fd2a8,0.8758,Finance,71644,Finance,Lee,A,Norway,4541 shares @ $175.51,false,M8WRC80XOWOB9WS51,UTF-16,Tuesday,Davis,"$210,749",White,CET,"$42,179","4278 Oak Ave, Toronto, PA 86287",Robert,SAP,0005-18-2006,Sales,Aiden Jackson,2024-01-08T08:55:05Z,emma.thomas919,Finance,Software,"$19,237",EMP-70260,tenant=us-east,INV-471239,4132 shares @ $451.2,"$39,274",88.806761,Sales,Q,D,Wright,QEF-7614,Mary,pending,Marketing,Figure 15: Comparison,Robinson,Garcia,Mary,2025-02-23T21:24:23Z,26651.7,Exceeds expectations,355 shares @ $325.4,Meets expectations,Lee,"[23.14, 91.41]",1513 shares @ $332.2,Young,06/01/1942,Support,99.2613,Patricia,Lewis,J,JSON
