tenant_ident,RANK_RATING,EVENT_NAME,MARKET_VALUE,channel,paymentMethod,x_334,measangle,age,PASSWORD_HASH,cryptocurrency_address_raw,TEMPERATURE,xfigju40,uptime_availability_6,TYPE_CLASS,latitude_6,EXCHANGE_RATE,retentionPolicy,DISTANCE,PERCENTAGE,d_exch,population,flowRate,d_380,v_mg,frequency,legal_entity_identifier,src_histogram_bin,flag,revenue_sales_6,tenant_identifier_data,kbnud29,dim_scor,measlen,measconc,categ,BUDGET_ALLOCATION,tradesec,gtin,dateval,meastemp,BRAND_NAME,meta_tbbg,PH_LEVEL,val_570,attr_ignx,photo,frequency_2,flight_number,dim_weigh,measdist,customer_longitude,f_dy,v_450,SKU_PRODUCT_CODE,APPROVAL_STATUS,atm,pohsjo94,proximity,period_interval_6,count,COUNT,last_name_field,col_258,product_name,c_828,HUMIDITY,col_677,fact_column_field_name,ARTWORK_CREATIVE_WORK,SOUND_LEVEL,DENSITY,measvolt,user_record_type_discriminator,landmark,databaseConnectionString,latencyResponseTime,orlkd11,defval,routing_number,awardName,measdens,f_52,BANDWIDTH_DATA_RATE,user_biography,upstream,val_406,attr_271,percent,budget,insert_time,measdb,longitude_6,PRODUCT_NAME,ELEVATION_ALTITUDE,sbsoqc35,PHONE_FORMAT_PATTERN,score_index_22,MEAN_AVERAGE,bearing,x_ipho,gtin_2,segment,length,p_614,f_180,v_passp,measarea,age_2,measph,FREQUENCY,cpuUsage,rjuxzp45,noise,meashum
tenant-009,57,Data Expo 2022,"$240,975,840",In-Store,Check,Stadium,289.82,97,$2b$12$UE4XVcik2cWIij4bQP4mRTsC6ydmYTR0KiR9TGUP57SIt5C0kl9Z4,0x3942e9f82a6eea4498ceefb5553cca4dc0498dd4,-36.4,1984,98.9844,Premium,87.696881,77.3291,30 days,1701.0,19.08%,128.0916,1321773,244.27,2088 shares @ $82.53,324.1,7614.32,5QKXZR0MWU2Q53O391SG,52.09,approved,"$1,419,905",tenant-032,301.8,2.22,734.9,36.21,Food,"$2,685,907",[CONFIDENTIAL] Formula #337,9435116922640,2021-03-24,44.1,TechBrand,"49 6 * * 0,6",0.84,4773,5.62,photo_733836ee.jpg,5693.74,OJ9712,297.24,7390.6,160.96849,1314.0,8.0115,NSU-5680,In Review,186.5,1775.7,2404.3,2020-2025,36059,37011,Robinson,"$590,586,801",AuditTrail Plus,"$3,253,239",45.2,ValueMax,email,The Scream,125.9,16.849,43.8,delete,Statue of Liberty,postgresql://user:****@db-staging.internal:5432/main,2915,114.6,false,129029468,Best Paper,8.243,34648.8,5079,Harper is a Product Manager with 12 years of experience.,curated.events -> exports,SmartHub X1,59.69,506.77,"$2,192,716",2024-02-14T04:24:21Z,82.6,73.930369,VaultKeeper,4248,99.321,+81-XX-XXXX-XXXX,8.06,54.2828,18.79,1920x1080,7431323560086,Hardware,406.84,5098075,^\d{3}-\d{2}-\d{4}$,Q48955284,83634.0,82,4.09,5777.96,55.7,3 11 * * *,1.7,89.3
tenant-016,68,Global Conference 2022,"$901,532,268",Web,PayPal,Conference Hall,261.64,31,$2b$12$4Nfw8zLkltF7Lh1GxdTtoTchxcKM0LpgDSCMclCuvvsWdwj1JRupI,0xfff1dbe872cec7eeaff743cbbe48e2e9667a25b0,-9.5,1984,98.1024,Premium,-44.640879,32.2347,1 year,5207.1,16.17%,23.2231,9257127,571.38,4866 shares @ $409.68,339.6,36.28,Z0E0WCLXVIJ6NWXFQ44C,3.38,approved,"$9,089,355",tenant-018,363.1,0.15,842.48,405.02,Hardware,"$3,338,662",[CONFIDENTIAL] Formula #986,8179471940630,2022-04-23,-16.1,ValueMax,36 13 * * 1-5,11.83,1572,5.5,photo_0a440091.jpg,6519.48,PK4622,224.84,1476.9,-8.035107,834.1,2.5363,ZJY-2221,Pending,1299.7,1692.3,5590.8,Q1 2024,45704,43872,White,"$560,326,941",NanoCore SDK,"$2,665,601",76.5,SmartChoice,amount,Water Lilies,8.9,13.13,302.4,delete,Statue of Liberty,postgresql://user:****@db-prod.internal:5432/main,478,345.1,0,580348305,Gold Medal,13.318,50539.1,5425,Noah is a Product Manager with 7 years of experience.,raw.events -> reports,Sentinel Monitor,81.66,11.24,"$2,543,813",2018-05-22T14:20:45Z,23.2,-151.081225,Widget Pro,5269,95.5826,+1-XXX-XXX-XXXX,4.33,65.7826,206.99,1280x720,2109067024487,Clothing,596.96,2347866,^[A-Z]{2}\d{6}$,S74146451,15844.1,27,6.69,1616.09,33.0,22 20 * * *,45.9,1.4
tenant-049,18,Annual Summit 2024,"$766,727,144",Phone,Check,Conference Hall,5.02,110,$2b$12$hDzmw7YKeZbWzgEE4I7mtIF65ReURfoha1EFDdbOPBOaRV44SX6ue,0xe35f0f385502afbfc7ed1b93691a429b54ac7ccc,-26.3,Brave New World,96.7373,Free,-10.784436,26.3187,7 years,6158.6,94.57%,21.3435,2609905,565.64,868 shares @ $321.43,399.5,3512.69,8VZ4CTQH88W2MSO9O8U8,11.53,approved,"$75,079",tenant-009,204.4,0.01,21.59,67.59,Services,"$2,695,698",[CONFIDENTIAL] Formula #281,5236337141575,2021-01-28,-32.3,EcoLine,"59 16 * * 0,6",13.08,1434,8.88,photo_f2c8dfbe.jpg,4188.2,YF5564,238.94,6719.7,-14.727053,1376.4,8.2343,UGD-6468,Approved,484.4,789.1,5502.6,Jan-Mar,22778,39593,Young,"$855,947,293",VaultKeeper,"$4,056,316",15.5,ValueMax,type,The Scream,54.4,5.327,389.2,snapshot,Big Ben,postgresql://user:****@db-prod.internal:5432/main,2444,131.5,false,018962433,Best Paper,6.084,51911.6,9376,Robert is a Designer with 5 years of experience.,raw.users -> analytics,CloudGuard,45.26,703.38,"$188,305",2021-07-13 13:17:10,118.9,-31.05584,AuditTrail Plus,8563,99.149,+44-XXXX-XXXXXX,9.63,-70.9682,99.88,3840x2160,2992940820434,Food,915.55,5149223,^\d{3}-\d{2}-\d{4}$,M90559579,34772.4,98,6.83,3551.99,67.5,28 17 * * *,112.5,48.3
tenant-016,81,Annual Summit 2021,"$280,824,593",Phone,Cash,Conference Hall,356.08,41,$2b$12$SFswbC19aRVBnWQ1GcXeNIiAhoXT6TWYHezjapmL4rbxWa6gKFc6Q,0x42fac48b4a53aa827c5fbe634b80994f651062a2,23.3,Dune,95.4601,Enterprise,62.48973,65.4519,7 days,154.0,28.54%,37.6124,8682978,290.1,3037 shares @ $398.02,270.3,8294.27,449S2C2OKBB4KO72O6MM,57.88,cancelled,"$3,596,177",tenant-035,188.2,5.76,636.95,110.33,Services,"$1,638,390",[CONFIDENTIAL] Formula #812,1572875642452,2024-10-12,44.4,EcoLine,2 7 * * 1-5,2.99,4459,4.11,photo_641b8145.jpg,644.93,TS9703,612.84,5384.3,-128.803616,604.7,2.02,EDK-1691,Approved,1287.4,1961.7,7756.4,Q1 2024,58412,34494,Garcia,"$182,212,913",AuditTrail Plus,"$2,007,769",40.9,SmartChoice,type,Starry Night,77.4,18.119,268.4,update,Golden Gate Bridge,postgresql://user:****@db-staging.internal:5432/main,384,5.9,CURRENT_TIMESTAMP,075409358,Best Paper,18.471,27607.7,9016,Sophia is a Product Manager with 2 years of experience.,raw.events -> analytics,AuditTrail Plus,14.11,984.66,"$237,029",2020-12-19 20:22:11,28.2,-121.240921,Widget Pro,4951,97.8352,+1-XXX-XXX-XXXX,6.14,5.7525,344.3,2560x1440,2214749212616,Software,251.66,1931358,"\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\b",O38527908,64118.5,107,9.41,276.58,61.3,"34 17 * * 0,6",112.0,74.6
tenant-050,100,Tech Forum 2024,"$6,553,933",Mobile,ACH,Stadium,137.85,55,$2b$12$GOsC1qJygr31w4l0Mirv83JSBFV0HVxe7LPOS7fLHW9Buliz0P8aZ,0xb07a380f5e494da226f44f7a62f25ec1cfbaeaab,43.1,1984,97.6525,Standard,77.934684,65.0965,indefinite,481.8,51.89%,119.0575,1168193,426.61,1942 shares @ $466.37,300.8,5852.09,FH8TLXTW0TOJP2PQ0R8A,22.44,approved,"$2,592,278",tenant-014,396.5,3.68,531.36,528.88,Electronics,"$2,475,344",[CONFIDENTIAL] Formula #465,6842564205535,2023-02-18,30.6,EcoLine,"42 14 * * 0,6",7.36,2879,9.45,photo_72a4af64.jpg,2878.52,JD9925,475.16,9500.4,56.838439,241.7,6.0744,YXK-4330,Approved,1834.5,651.7,5982.6,Q1 2024,47273,57661,Johnson,"$102,378,264",AuditTrail Plus,"$3,220,820",20.3,ProSeries,id,The Persistence of Memory,127.1,9.805,26.6,insert,Golden Gate Bridge,postgresql://user:****@db-prod.internal:5432/main,209,297.0,false,004753920,Gold Medal,10.574,13401.3,6486,Oliver is a Software Engineer with 6 years of experience.,staging.users -> analytics,SmartHub X1,92.26,944.35,"$1,516,848",2022-01-22T15:31:34Z,127.6,-112.516334,DataSync 3000,1260,97.4151,+81-XX-XXXX-XXXX,9.63,-66.5781,297.42,1920x1080,9859859380076,Services,735.21,3722652,^\d{3}-\d{2}-\d{4}$,G24895462,29805.4,4,13.51,9637.38,61.9,37 1 * * 1-5,50.5,26.0
tenant-016,22,Global Conference 2025,"$243,588,935",Web,Cash,Convention Center,69.34,116,$2b$12$VUxBQk7BOXWFCiAe1QxUoimYMk8o9nt7QmGYgR2LTl00QILDxtdab,0xc2419fa4ef84cf314b437c8e11b9472b9de253f6,38.2,Brave New World,95.8985,Free,40.185108,25.5815,7 days,9033.3,33.82%,26.5511,4703042,894.18,2799 shares @ $171.07,351.4,1113.68,OUQDNAJ2E2D4U01ECNI8,47.79,completed,"$9,226,744",tenant-023,27.6,5.43,943.66,418.7,Services,"$3,849,267",[CONFIDENTIAL] Formula #650,4651884359553,2022-11-16,33.5,ProSeries,"55 7 * * 0,6",11.06,2076,4.82,photo_b3655f43.jpg,5305.99,DB1292,345.17,6193.6,-93.178119,773.0,6.8704,HFJ-7061,Rejected,378.9,99.8,8608.1,Q1 2024,36672,2154,Rodriguez,"$548,665,432",CloudGuard,"$1,429,514",50.2,TechBrand,created_at,Water Lilies,30.4,5.643,82.8,insert,Statue of Liberty,postgresql://user:****@db-prod.internal:5432/main,3428,124.3,CURRENT_TIMESTAMP,251698352,Employee of the Month,15.429,48586.7,5731,Susan is a Data Analyst with 3 years of experience.,curated.orders -> exports,Widget Pro,58.6,99.6,"$216,269",2018-10-18 19:26:29,128.8,-102.269508,DataSync 3000,3871,98.7121,+1-XXX-XXX-XXXX,4.75,-83.0732,157.24,1920x1080,8627347696273,Clothing,382.52,9867802,[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+,E33967600,37882.8,92,4.51,1602.2,73.9,44 1 * * 1-5,116.3,62.4
tenant-024,76,Data Conference 2022,"$95,235,441",Phone,Cash,Convention Center,329.84,71,$2b$12$zeAXfQsgPGznu3HDMp31Mj5e9bK8uCQMFhmJNrzYd4qLE5FArIv0X,0x1356b48aec6626224b7ffce4e35bf1809acb3c33,35.1,1984,95.3614,Basic,40.01878,54.2992,30 days,197.6,33.24%,148.1592,6997219,440.24,1404 shares @ $333.26,342.5,2621.26,YS67H7RW91O3IQBY9W1C,37.42,inactive,"$5,083,145",tenant-021,334.8,9.05,989.0,381.1,Clothing,"$1,563,383",[CONFIDENTIAL] Formula #105,2103137110019,2023-12-08,36.5,TechBrand,"42 2 * * 0,6",12.52,2399,1.37,photo_35508780.jpg,9584.67,UX3665,242.31,9903.3,50.219854,830.7,8.5299,SVQ-3518,Approved,1802.5,1906.2,6265.5,H2 2023,58547,87023,Lee,"$765,453,334",AuditTrail Plus,"$3,735,990",13.6,EcoLine,amount,The Scream,34.4,14.614,189.3,snapshot,Golden Gate Bridge,postgresql://user:****@db-prod.internal:5432/analytics,2999,403.0,CURRENT_TIMESTAMP,775206133,Best Paper,6.675,42371.6,414,Linda is a CTO with 13 years of experience.,raw.users -> reports,CloudGuard,37.1,178.72,"$1,435,947",2023-12-28T23:45:09Z,75.6,101.041016,VaultKeeper,7778,95.3244,+81-XX-XXXX-XXXX,2.92,10.6525,86.44,1280x720,3173114690461,Software,728.07,7046008,^\d{3}-\d{2}-\d{4}$,R83919723,70332.0,61,0.14,6405.86,47.2,"50 4 * * 0,6",6.0,17.6
tenant-035,69,Global Conference 2025,"$496,176,837",Mobile,Check,Grand Ballroom,221.24,14,$2b$12$s94i6ONWnGwGFM0Xhs3swyTCxvy2kiFStiDKSI03E35alZTw6ajrZ,0x1d305969998d6e35426a35ea6862fd400dc73fa7,21.4,Brave New World,97.3835,Trial,-3.817146,78.7593,indefinite,4253.4,33.1%,119.4385,944331,44.6,1545 shares @ $105.95,121.8,4715.99,DNHVQGVKSOWUXRZUDO9N,42.9,cancelled,"$3,357,883",tenant-006,191.5,5.19,411.97,485.62,Software,"$731,130",[CONFIDENTIAL] Formula #217,9452201636915,2020-04-30,-37.6,ValueMax,"7 15 * * 0,6",7.45,1469,5.25,photo_3659c248.jpg,4814.36,CH2215,272.79,2796.1,-56.858825,905.7,6.3675,CEN-6164,Approved,868.6,1010.1,2135.6,H2 2023,7429,16490,Johnson,"$793,055,654",StreamLine ERP,"$3,322,147",22.4,TechBrand,status,Starry Night,71.7,0.698,397.7,update,Statue of Liberty,postgresql://user:****@db-prod.internal:5432/analytics,1715,370.8,0,811759356,Gold Medal,2.486,48868.7,23,Emily is a Software Engineer with 5 years of experience.,staging.orders -> analytics,StreamLine ERP,45.05,293.41,"$4,723,308",2020-06-03 12:57:32,122.4,60.909056,Sentinel Monitor,3581,95.2946,+81-XX-XXXX-XXXX,6.32,36.0883,41.02,3840x2160,0478047064532,Software,704.76,881294,[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+,A34691719,13326.4,10,13.35,141.32,92.9,"32 14 * * 0,6",79.5,47.6
tenant-022,54,Global Expo 2020,"$686,231,497",Phone,Credit Card,Stadium,38.2,34,$2b$12$0vxBE0NsLvsqi9VcaiYHVSPjeoFEPMs4VjmvaNWl1LhwuDME6fGCF,0x1719cdc8c1e4b53806d88f6602c3d5ae21c66847,-10.7,1984,97.4965,Trial,-81.386021,33.9131,30 days,3988.6,41.16%,36.0037,8287766,670.96,3912 shares @ $391.67,378.9,1306.65,GK8M3AG2UJQIWY6BUNWE,69.49,failed,"$9,227,878",tenant-049,132.7,1.16,153.51,841.11,Electronics,"$2,947,813",[CONFIDENTIAL] Formula #357,9027075115668,2018-12-11,33.5,SmartChoice,26 14 * * *,5.14,4846,9.29,photo_f048da7d.jpg,432.46,AP5003,852.71,6146.7,-120.243408,496.3,4.4404,EBK-4128,Approved,520.0,1106.1,3352.2,H2 2023,17820,54960,Garcia,"$996,745,941",FlexPay Platform,"$1,374,516",5.3,TechBrand,status,The Persistence of Memory,71.2,15.657,46.1,update,Big Ben,postgresql://user:****@db-prod.internal:5432/main,1746,332.7,'',013378880,Employee of the Month,4.469,23610.0,4886,Logan is a Data Analyst with 20 years of experience.,raw.users -> exports,FlexPay Platform,30.24,556.93,"$3,979,134",2024-01-02 08:19:35,103.8,4.684348,FlexPay Platform,5096,97.9959,+44-XXXX-XXXXXX,1.11,-32.6503,66.13,3840x2160,3134076916079,Hardware,562.95,4114948,"\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\b",C99575216,42662.3,29,12.53,1917.45,25.7,"36 3 * * 0,6",1.2,88.3
tenant-030,86,Global Forum 2021,"$933,192,286",Web,Cash,Grand Ballroom,349.51,80,$2b$12$UJSFAcVSxgcpETXvC2T3PLp23vzkc0Pafbyp9rZHhCzWcia1LRTWA,0xa1d482355fcad02e0a20344b7f78ddda7566f5d8,1.6,1984,96.3042,Enterprise,70.016697,89.1663,7 years,2869.6,56.64%,65.7343,4839071,472.64,4955 shares @ $452.73,294.8,2586.58,UUYJGA296LBUB09BSXTZ,23.89,active,"$9,166,803",tenant-010,204.7,4.02,136.53,581.97,Food,"$2,614,357",[CONFIDENTIAL] Formula #749,9200200065039,2025-06-17,-4.1,EcoLine,"15 10 * * 0,6",4.0,231,8.24,photo_9f21c706.jpg,5243.93,DA2379,458.79,6129.1,-131.692248,495.7,3.7253,ZCH-7791,Approved,1426.3,1488.1,3819.2,FY 2025,7662,43141,Wright,"$768,606,093",Widget Pro,"$2,998,509",88.4,SmartChoice,id,Starry Night,100.5,13.566,357.3,delete,Statue of Liberty,postgresql://user:****@db-prod.internal:5432/analytics,3292,27.6,'',607166468,Excellence Award,0.711,58174.2,5678,Mason is a VP Engineering with 3 years of experience.,raw.orders -> analytics,CloudGuard,37.1,118.63,"$3,879,171",2023-03-10T09:33:28Z,36.2,-110.047948,FlexPay Platform,3364,98.0271,+44-XXXX-XXXXXX,8.81,-50.2338,285.32,3840x2160,4717881904400,Clothing,342.64,9091995,^\d{3}-\d{2}-\d{4}$,F29853828,97086.3,61,2.05,1876.74,60.1,"13 20 * * 0,6",97.0,69.8
tenant-003,26,Annual Conference 2026,"$169,875,235",Social Media,Credit Card,Conference Hall,12.06,97,$2b$12$LsBJiMPE89prFoLLv2tCHPgCuPj90bUe5dZYRJ6rn3TaJIpV4wacY,0xeee04e157e78e9123b0acf121c47521cd682e173,-2.0,The Great Gatsby,98.7303,Free,-25.036493,47.7736,7 years,5500.7,55.46%,18.6979,4950607,942.77,4685 shares @ $435.15,50.9,559.95,RRNBOG5A924J0UEMK592,40.1,inactive,"$5,691,196",tenant-048,429.4,2.24,864.5,708.94,Food,"$2,581,797",[CONFIDENTIAL] Formula #816,9978815368980,2023-02-04,-13.7,ValueMax,21 16 * * 1-5,5.06,4876,3.82,photo_406233c3.jpg,7042.28,LS9951,498.62,7648.5,122.973356,1604.2,9.5594,QWL-5997,Pending,1561.7,733.1,2945.8,FY 2025,52473,44381,Young,"$429,591,548",CloudGuard,"$2,376,230",29.7,ProSeries,amount,The Scream,81.9,19.85,463.4,upsert,Statue of Liberty,postgresql://user:****@db-staging.internal:5432/main,3731,10.2,1,893850967,Best Paper,11.068,43969.0,5754,Linda is a Designer with 3 years of experience.,staging.events -> reports,FlexPay Platform,59.49,699.89,"$1,859,620",2019-10-18 03:32:35,115.7,171.962957,Widget Pro,464,96.7502,+44-XXXX-XXXXXX,0.87,55.6196,272.93,1920x1080,7349869545465,Electronics,871.72,7105537,^\d{3}-\d{2}-\d{4}$,F32785628,38128.0,87,0.88,7452.05,69.4,33 19 * * 1-5,104.6,54.8
tenant-016,81,Data Forum 2025,"$189,693",Chat,Cash,Grand Ballroom,73.23,65,$2b$12$0kgnglguIGzYFvSPfZyH2je8xoSb9XYfgZ2LAeQ4u0b9ECVuJge7w,0x9175de642f04d428789987bdcbafb5d15f5f9131,18.4,Brave New World,96.7641,Premium,-56.112773,61.3202,30 days,8109.1,39.67%,33.3076,2704200,388.49,455 shares @ $473.37,421.7,9408.17,TUUOODGY0I4A98205Z31,86.57,rejected,"$7,767,805",tenant-030,348.8,2.41,38.16,777.62,Clothing,"$679,601",[CONFIDENTIAL] Formula #349,7530162607891,2023-08-20,20.7,ProSeries,40 13 * * 1-5,10.99,2147,4.16,photo_ccda04a8.jpg,5011.36,TN8446,851.98,4521.7,23.604551,1517.9,3.3952,BHL-5519,In Review,677.0,299.2,4352.8,2020-2025,43949,48901,Thomas,"$361,265,241",Widget Pro,"$2,647,597",14.6,SmartChoice,id,The Persistence of Memory,55.6,8.634,117.4,update,Big Ben,postgresql://user:****@db-prod.internal:5432/main,4832,361.9,'',706757631,Excellence Award,6.746,51043.7,33,Anna is a Software Engineer with 8 years of experience.,raw.users -> exports,AuditTrail Plus,2.12,651.35,"$470,993",2019-02-22 04:38:47,119.8,176.944648,VaultKeeper,3522,97.9695,+1-XXX-XXX-XXXX,7.51,37.8087,207.61,3840x2160,8103181355131,Software,64.82,9263767,"\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\b",F83180658,51481.1,23,3.16,2078.43,89.9,"32 1 * * 0,6",57.6,45.5
tenant-023,99,Global Forum 2023,"$634,645,975",Phone,Credit Card,Stadium,160.68,75,$2b$12$enKJYD3FeXvZV7CUuSRRyRqErv69INHoHLxwLpKTSpnlkfminNayY,0x0d71e43ca4cce7b499317f2a3eaabb4e46f03bd9,20.2,1984,97.8757,Basic,54.132415,143.2705,indefinite,3969.7,6.83%,127.0895,1347985,448.53,233 shares @ $199.09,91.4,3636.24,TLOHRPE8IX0WMPTDO90U,47.09,completed,"$676,518",tenant-019,313.2,0.13,125.73,37.88,Clothing,"$4,418,186",[CONFIDENTIAL] Formula #460,1951859646095,2020-05-09,-7.7,TechBrand,"2 12 * * 0,6",1.48,1168,1.48,photo_e1dde686.jpg,6748.98,UR1600,509.44,6792.0,-143.758568,1653.7,5.3284,OKK-5595,Approved,1896.3,152.8,4183.8,H2 2023,23008,11323,Robinson,"$782,486,828",CloudGuard,"$4,353,150",76.4,TechBrand,id,Starry Night,83.0,18.344,285.9,insert,Eiffel Tower,postgresql://user:****@db-prod.internal:5432/main,3029,190.0,null,878931070,Innovation Award,19.634,98553.9,4208,Susan is a Data Analyst with 10 years of experience.,curated.orders -> reports,Widget Pro,66.8,414.31,"$574,755",2020-10-10T03:38:37Z,59.5,-39.945412,FlexPay Platform,6423,95.8256,+44-XXXX-XXXXXX,9.76,-27.368,234.06,2560x1440,7109489638132,Clothing,403.32,8401840,^\d{3}-\d{2}-\d{4}$,E49813323,42153.5,70,9.71,8442.81,44.8,"57 7 * * 0,6",105.8,25.4
tenant-027,12,Tech Summit 2026,"$324,357,895",Phone,PayPal,Conference Hall,21.61,118,$2b$12$8uAgXmymcTDbLG94Lus8lBnzFV6QkfTpkEPw9sRB707IaU9C3A3jB,0x8e81f5dd66a1a495ae1f5cd487624c66045a3aaa,35.1,Dune,96.3481,Enterprise,-16.522596,20.213,1 year,5118.6,67.87%,11.9135,7652322,340.83,1285 shares @ $485.53,161.5,4272.21,6Z3VWEKQEC27JWUAB0BK,27.25,inactive,"$8,915,437",tenant-044,343.7,0.72,86.77,357.14,Clothing,"$4,006,175",[CONFIDENTIAL] Formula #621,9163338721939,2024-01-31,-8.6,TechBrand,9 10 * * *,1.19,4244,9.09,photo_467483b7.jpg,9601.32,FX3103,864.74,8966.6,-56.328746,1548.8,3.6773,GQZ-2657,Rejected,226.7,1829.3,9230.8,H2 2023,60608,38003,Harris,"$64,245,788",Sentinel Monitor,"$525,826",1.8,EcoLine,email,The Persistence of Memory,26.0,7.69,457.3,delete,Central Park,postgresql://user:****@db-staging.internal:5432/main,837,357.4,0,423086062,Excellence Award,7.518,98561.6,4206,Robert is a Sales Rep with 22 years of experience.,curated.events -> analytics,StreamLine ERP,80.08,326.15,"$651,449",2023-10-20 14:00:09,95.0,-119.611406,AuditTrail Plus,2501,96.7291,+44-XXXX-XXXXXX,4.11,-68.0929,267.56,1920x1080,1576742939164,Electronics,134.38,8703456,^[A-Z]{2}\d{6}$,U47082696,69884.8,86,7.87,8052.11,95.4,38 9 * * *,48.4,67.6
tenant-049,16,Global Conference 2022,"$463,010,637",Phone,Check,Conference Hall,123.22,7,$2b$12$0Dc1M6izPj7TBxRNkMWBGD8pnUv1Z2QvuoI0oCfLG9PWDoglHkHqD,0xa42b06983f6edcab50ab45e6c60cce0b00753ac2,33.2,1984,96.2439,Free,-85.367686,106.0539,1 year,2194.3,86.29%,145.1357,9516183,564.4,2209 shares @ $150.75,458.6,8893.48,05RH4M4A56FVUGQX1C9O,60.87,completed,"$4,069,888",tenant-026,48.7,2.92,595.93,950.36,Hardware,"$4,818,043",[CONFIDENTIAL] Formula #699,3990670327989,2020-10-17,2.8,TechBrand,38 1 * * 1-5,13.42,2767,8.34,photo_472379ae.jpg,7702.05,GY7670,988.27,8013.0,-110.801131,1052.2,6.8412,LRV-7705,Approved,1511.6,1424.4,512.1,Jan-Mar,60306,24757,Johnson,"$341,082,124",VaultKeeper,"$1,878,513",97.7,TechBrand,name,The Persistence of Memory,79.0,6.513,388.7,delete,Central Park,postgresql://user:****@db-prod.internal:5432/analytics,1266,342.4,1,267891625,Employee of the Month,11.49,95997.9,1693,Anna is a Data Analyst with 30 years of experience.,staging.users -> exports,NanoCore SDK,39.26,95.45,"$121,580",2021-09-01 13:25:39,80.7,148.092867,DataSync 3000,4863,99.155,+1-XXX-XXX-XXXX,9.88,-81.6899,301.01,3840x2160,5109815531687,Food,67.6,4600650,^\d{3}-\d{2}-\d{4}$,T12692529,5254.7,2,3.98,3156.83,82.1,0 22 * * *,28.1,0.9
tenant-001,72,Data Conference 2025,"$295,817,796",Web,Debit Card,Grand Ballroom,226.79,96,$2b$12$1KYLzRPlaK0M9T6s8RsE4o7uZNtDQmyKJ0SkKN1T1dHkhiZsOWiOa,0x6ce6117cfbcf03d95836199d66cb9a2efc67dea4,34.3,Brave New World,99.9262,Basic,-7.040647,104.8616,7 days,2682.9,57.66%,114.8673,4248309,800.91,495 shares @ $362.69,371.9,7838.62,GMGBWN37QVNERASSGKXG,60.1,active,"$4,961,856",tenant-013,187.7,7.61,547.66,453.74,Food,"$3,943,228",[CONFIDENTIAL] Formula #179,5131862615517,2025-11-24,25.9,TechBrand,17 15 * * 1-5,12.18,1235,5.0,photo_6621839a.jpg,9895.97,SC8693,719.87,9888.5,-51.823659,494.6,7.3834,UNQ-6581,Pending,1355.0,946.9,3645.5,FY 2025,32637,41298,King,"$115,246,871",StreamLine ERP,"$1,709,374",15.2,ValueMax,status,Water Lilies,109.3,10.766,406.6,update,Golden Gate Bridge,postgresql://user:****@db-prod.internal:5432/main,503,227.4,0,639291742,Best Paper,0.28,7998.2,6781,David is a Data Analyst with 7 years of experience.,curated.events -> exports,Sentinel Monitor,75.55,817.78,"$248,321",2018-04-26 01:45:50,63.8,40.889423,StreamLine ERP,7263,96.9584,+1-XXX-XXX-XXXX,9.18,-76.5859,298.97,2560x1440,9956602021049,Services,339.73,1203037,^[A-Z]{2}\d{6}$,E93925295,60250.1,52,11.11,3895.78,48.6,"7 11 * * 0,6",102.3,98.2
tenant-022,70,Annual Expo 2023,"$99,046,662",Social Media,Cash,Grand Ballroom,287.81,110,$2b$12$9CYlWgsnO5hUVnXTw1A9ZnnFgFRTGfURWCxGR1V3TwsQPsykNKHYK,0xd900d472366d4f483a8197f2d4c227553f3f7098,-7.4,To Kill a Mockingbird,97.8141,Premium,-30.047133,9.7304,7 days,8997.3,19.49%,26.8428,2824296,284.93,1105 shares @ $138.84,168.1,4958.01,Y5G4LV6LH3N875X3XU38,37.89,pending,"$9,175,730",tenant-038,196.3,9.37,387.42,728.91,Clothing,"$4,753,516",[CONFIDENTIAL] Formula #690,6920056621343,2022-04-21,28.8,ValueMax,44 4 * * *,10.09,462,3.95,photo_ad1684b8.jpg,9710.72,LH3032,288.66,8010.9,-31.89068,245.2,9.957,QFI-9900,Approved,1573.8,1030.7,9436.1,2020-2025,8064,83350,Thomas,"$446,845,712",StreamLine ERP,"$2,220,213",25.4,ValueMax,created_at,The Persistence of Memory,65.9,16.087,155.7,update,Central Park,postgresql://user:****@db-staging.internal:5432/main,817,464.7,false,700234928,Gold Medal,0.971,18167.9,8120,Mary is a Software Engineer with 30 years of experience.,raw.orders -> analytics,CloudGuard,27.13,763.05,"$1,806,538",2022-10-15 03:42:23,84.0,-110.061699,Widget Pro,3765,97.0726,+81-XX-XXXX-XXXX,4.42,-93.0382,43.77,1280x720,8820464402365,Software,704.17,7652429,^[A-Z]{2}\d{6}$,A10154286,58270.1,68,3.79,4501.42,35.2,34 20 * * 1-5,81.9,65.9
