meta_mbwy,field_add,user_airport,measlon,passhash,district_borough_raw,transactionAmount,meta_tf,col_99,ram,city_town,CONTINENT,latitude,portHarbor,continent,cas_registry_num,val_973,customer_photograph,build,district_borough,TRADE_SECRET,rec_identifier,address_text_field,src_version_identifier,f_alx,lon,addressLine,PORT_HARBOR,airport_data,mean_average,RELATIONSHIP_TYPE,val_bvcp,birthPlace,attr_kt,attr_iso,raw_contract_value,songTrackTitle,cityTown,modified_by_v2,user_location_text,data_format_v2,LATITUDE,fax_number,dim_airpo,ADDRESS_LINE,addrline,raw_landmark_poi,ip_address_info,measlat,x_134,customer_time_zone,advertiser_id,f_dist,val_aw,time_zone_22,v_idn,src_continent,country_22,tenantIdentifier,kby80,airport,yicii63,c_701,landmark_poi_38,CITY_TOWN,attr_600,time_zone_field,time_zone,port,middle_name_info,data_format,country,val_163,lat,district,longitude_30,location_text_30,AIRPORT,url_pii_context,building,airport_2,raw_latitude,continent_30,continent_data,longitude_info,meta_fraud,terminal,longitude,titlePrefix,pipeline_run,city,municipality,airfield,ctatmo43,domname,customer_address_line,raw_port_harbor,nationality,f_landm,landmark_poi,col_coord,source_system_22,dim_iuhe,c_jx,country_2,var_lati,longitude_2
field_a -> field_b,1369 Pine Rd,NRT,10.16645,$2b$12$xFQZShg6nEORLMV7SFbuhYm78gTq6B5UYskH0QEtXVWPMcd4j6F9o,South Bay,50352.89,Shanghai,JFK,51.4,Austin,Antarctica,-17.580102,Port of LA,Asia,85440-36-5,Antarctica,photo_e1fff8e8.jpg,4.17.15,North Shore,[CONFIDENTIAL] Formula #367,955810,"3639 Oak Ave, New York",4.6.1,Hardware,139.285318,7314 Main St,Shanghai,CDG,39.8246,Sibling,id,Dallas,GA,MX,"$5,633,372",Stairway to Heaven,Los Angeles,john.johnson,"Houston, Japan",YAML,-59.65149,+1-817-762-8593,SIN,5347 Oak Ave,1712 Main St,Golden Gate Bridge,50.240.73.186,64.113149,-128.642513,UTC,ADV-7CYTTJODLW,East Side,"52.094901, 175.039541",EST,US,South America,Singapore,tenant-041,United States,JFK,65.7944,FHC,Golden Gate Bridge,Portland,Dr.,JST,America/New_York,Busan,J,XML,Australia,South Bay,19.379624,Downtown,-9.687551,"Atlanta, France",NRT,https://example.com/users/f0a84808/profile,9437 Oak Ave,JFK,44.094293,South America,Antarctica,-99.792573,85.7,Shanghai,-130.052763,Rev.,batch-20221002-70,London,Phoenix,LAX,"-72.093395, 24.283229",data.io,4467 Pine Rd,Shanghai,United States,Central Park,Statue of Liberty,"37.04728, 16.527434",SAP,IN,Mobile,Japan,61.922644,-159.86438
input -> target_col,554 Elm St,LAX,-143.05457,$2b$12$99AYbflGpco7uHA6r7cbMYX22kocTCZ8ZToUQSyjFy1Ny82tSdUW6,East Side,"$57,912.95",Shanghai,LAX,69.1,Toronto,Asia,-19.96662,Port of LA,Asia,46651-92-1,Africa,photo_a788c006.jpg,2.3.21,West End,[CONFIDENTIAL] Formula #203,537312,"7671 Elm St, Atlanta",2.19.96,Software,-118.808424,7614 Elm St,Shanghai,SFO,18.6921,Peer,created_at,Seattle,FL,IN,"$8,765,334",Hotel California,Boston,elizabeth.thomas,"Los Angeles, India",Parquet,-37.778989,+1-967-515-1613,CDG,4895 Park Blvd,7449 Oak Ave,Big Ben,114.44.117.248,87.566221,-136.887431,Europe/London,ADV-T723A2OOVW,Midtown,"6.331992, -60.846434",EST,MX,Europe,Brazil,tenant-041,Australia,SFO,-45.0306,XOXY,Golden Gate Bridge,Sydney,Rev.,EST,JST,Busan,C,CSV,Italy,West End,-26.451362,Midtown,-160.527777,"Berlin, Japan",LAX,https://example.com/users/538ea674/profile,1260 Maple Dr,JFK,31.50646,Africa,Asia,-24.561522,47.9,Hamburg,-86.538212,Mrs.,batch-20230912-95,Miami,Portland,JFK,"52.82379, -156.712381",acme.org,2178 Park Blvd,Busan,Netherlands,Big Ben,Eiffel Tower,"18.102282, -148.831353",SAP,DE,Email,Canada,3.271755,-107.012453
source_col -> field_b,9401 Oak Ave,CDG,-0.821778,$2b$12$HWFKnox10eZgNx12XBNKuUBht5Y2ibKl5qyuIsbHb3DcTRrywZxZS,West End,"$94,741.03",Port of LA,SIN,99.7,Paris,South America,25.075019,Rotterdam,Antarctica,99326-11-6,North America,photo_672b5e3b.jpg,2.7.85,South Bay,[CONFIDENTIAL] Formula #831,8537765,"8052 Park Blvd, Berlin",4.18.47,Hardware,-19.334415,4080 Oak Ave,Rotterdam,LAX,-71.9389,Child,name,San Francisco,CA,MX,"$1,696,493",Hotel California,Denver,ethan.lee,"New York, Netherlands",YAML,-35.275936,+1-836-427-9923,ORD,7773 Maple Dr,5061 Cedar Ln,Golden Gate Bridge,147.126.198.9,-32.27682,-144.833784,UTC,ADV-IBZL8Q38JF,West End,"-12.952999, 107.97042",CET,MX,Asia,Singapore,tenant-016,Sweden,JFK,-35.9622,VTA,Big Ben,Dallas,Prof.,JST,CET,Hamburg,C,JSON,Sweden,West End,-66.913939,East Side,43.667599,"Boston, United Kingdom",NRT,https://example.com/users/2609b63a/profile,1870 Elm St,SFO,51.730004,Europe,Oceania,54.608137,93.9,Shanghai,91.895771,Mr.,batch-20200808-29,Portland,Los Angeles,SFO,"-5.113713, 44.203058",service.cloud,3538 Pine Rd,Singapore,South Korea,Eiffel Tower,Central Park,"-75.442185, -35.215201",Kafka,IN,Web,Sweden,-87.890798,-42.19513
source_col -> field_b,3290 Oak Ave,LAX,-113.533829,$2b$12$2w683xIXk9qALltHRJ6XnMzT7hRAEegX7cvVPgBou2faOazPo40ze,Downtown,"$90,180.44",Rotterdam,SFO,13.6,San Francisco,North America,45.13129,Singapore,South America,99431-62-3,South America,photo_d29625c8.jpg,3.18.62,South Bay,[CONFIDENTIAL] Formula #467,1436758,"5762 Maple Dr, Dallas",3.0.75,Clothing,-104.070951,548 Pine Rd,Shanghai,SFO,-92.3186,Sibling,status,Denver,MA,JP,"$306,463",Bohemian Rhapsody,Berlin,james.wright,"Sydney, Australia",YAML,49.20335,+1-263-574-7253,SFO,7724 Oak Ave,7350 Elm St,Central Park,24.175.19.214,-56.760953,81.834727,Europe/London,ADV-8V6WGAU84P,South Bay,"-73.562619, -130.481035",Europe/London,CA,North America,Spain,tenant-028,Japan,NRT,-15.8293,GC,Big Ben,Paris,Ms.,UTC,JST,Shanghai,L,Avro,Sweden,North Shore,-45.725581,Downtown,-168.004748,"London, France",LHR,https://example.com/users/b97591ef/profile,810 Cedar Ln,JFK,-67.906222,Oceania,North America,102.516806,56.1,Port of LA,36.811342,Hon.,batch-20200422-13,Denver,Miami,SIN,"59.578309, 156.678528",acme.org,2145 Maple Dr,Port of LA,United Kingdom,Central Park,Statue of Liberty,"42.806239, 108.563726",Kafka,DE,Social Media,Mexico,-42.652809,80.679623
source_col -> output,906 Elm St,SFO,-31.000301,$2b$12$l1x3XPzPH4zDwkPYbBvHfHxQWvW3V3MoNLeCJlQnUaH0qprYYG6Mo,West End,"$63,864.28",Busan,CDG,27.3,Chicago,South America,-10.579217,Busan,Africa,76916-89-4,Antarctica,photo_47c84bc1.jpg,1.10.52,Midtown,[CONFIDENTIAL] Formula #589,USR-588347,"5890 Main St, Seattle",3.6.39,Electronics,-8.991213,2676 Main St,Busan,NRT,-18.0338,Sibling,amount,Houston,GA,GB,"$7,976,811",Hotel California,Phoenix,david.clark,"Seattle, India",XML,-40.746961,+1-818-312-7627,CDG,5690 Park Blvd,5293 Cedar Ln,Statue of Liberty,120.195.82.59,-80.196996,12.482987,PST,ADV-CNQUTFTK1H,West End,"14.84986, 69.637611",PST,CA,Oceania,Spain,tenant-023,Canada,CDG,44.1442,RZBY,Big Ben,Houston,Dr.,EST,UTC,Busan,O,Avro,Sweden,South Bay,-65.456369,South Bay,91.920051,"Los Angeles, Sweden",JFK,https://example.com/users/260b8385/profile,9700 Cedar Ln,ORD,88.123769,Antarctica,South America,115.629174,34.9,Rotterdam,176.732512,Ms.,batch-20241110-20,Portland,Seattle,LAX,"18.502951, -51.138638",example.com,2166 Pine Rd,Port of LA,India,Golden Gate Bridge,Big Ben,"-46.65896, 57.012459",Salesforce,JP,Social Media,Mexico,-61.873083,-161.165771
field_a -> output,3760 Cedar Ln,NRT,80.075577,$2b$12$XM8zg308fNIfsxHWiQVdIbPHbQo3AjOpessxqOuzqY0qaEhUCjNLV,South Bay,"$55,710.83",Shanghai,SFO,11.9,Seattle,Oceania,-4.634085,Rotterdam,Asia,58319-99-7,Europe,photo_38dc822c.jpg,5.0.56,Midtown,[CONFIDENTIAL] Formula #326,8064439,"2313 Pine Rd, Miami",5.9.7,Hardware,23.278131,677 Park Blvd,Port of LA,SIN,49.4196,Manager,name,Seattle,IL,FR,"$222,318",Bohemian Rhapsody,London,lucas.williams,"Phoenix, Sweden",Parquet,11.281086,+1-273-321-7836,JFK,9067 Oak Ave,6916 Maple Dr,Statue of Liberty,174.122.213.219,-42.120652,-114.517951,EST,ADV-M8EG9T06VY,Midtown,"86.705864, 44.895003",PST,BR,North America,Norway,tenant-027,Brazil,LHR,-32.5368,NHYY,Central Park,Seattle,Prof.,JST,EST,Port of LA,Z,XML,Norway,North Shore,-30.08467,Midtown,-156.696799,"Seattle, Italy",JFK,https://example.com/users/1a55b9fd/profile,8068 Cedar Ln,SIN,-46.391454,Africa,South America,-37.524601,94.3,Busan,-23.285948,Dr.,batch-20251116-05,Miami,Atlanta,ORD,"-50.341992, 82.266872",acme.org,701 Elm St,Rotterdam,Switzerland,Big Ben,Golden Gate Bridge,"51.3819, -31.632718",PostgreSQL,DE,In-Store,India,-11.176593,162.513816
input -> field_b,9644 Cedar Ln,LAX,-104.409816,$2b$12$svEFReMyn1wLgPba46ru6oUaSHviKnbphRRXl0cB9gfx80IBVdutu,Midtown,"$62,355.44",Hamburg,SIN,15.9,Boston,Asia,32.441679,Busan,Asia,9954-62-2,Antarctica,photo_1bb5ed46.jpg,0.17.10,East Side,[CONFIDENTIAL] Formula #551,3026276,"4486 Pine Rd, Seattle",4.13.79,Hardware,-6.251163,3299 Park Blvd,Port of LA,SIN,93.8437,Sibling,created_at,Seattle,GA,CA,"$7,538,072",Hotel California,Atlanta,harper.robinson,"Tokyo, Brazil",Parquet,-67.031654,+1-473-936-2736,LAX,8978 Oak Ave,5743 Maple Dr,Big Ben,196.58.177.141,-17.953552,49.638255,UTC,ADV-GS3XNPM0CK,West End,"-54.115645, -15.732353",Europe/London,BR,Antarctica,Sweden,tenant-004,Netherlands,LAX,9.6637,AAIF,Golden Gate Bridge,Miami,Mr.,JST,America/New_York,Busan,F,Avro,Israel,East Side,-69.158614,South Bay,-107.805059,"Seattle, India",CDG,https://example.com/users/b8f54257/profile,5458 Park Blvd,SFO,76.641767,Oceania,Europe,80.085183,53.7,Busan,-97.982032,Rev.,batch-20231217-50,San Francisco,San Francisco,ORD,"7.889949, -65.072705",company.net,517 Oak Ave,Hamburg,Norway,Statue of Liberty,Golden Gate Bridge,"-7.563829, -57.111379",Workday,JP,In-Store,Sweden,24.007295,-70.802084
source_col -> field_b,3208 Cedar Ln,LAX,156.440398,$2b$12$A1wpONuPn38xrtlNLFoULyz6LHy9jdA8jVYcN5FwvmxQp0QiM4eV0,East Side,27016.20,Singapore,LHR,43.4,Chicago,Oceania,-82.489959,Busan,Oceania,3713-15-4,North America,photo_6348b3be.jpg,5.11.9,Midtown,[CONFIDENTIAL] Formula #528,2770677,"8751 Pine Rd, London",3.5.92,Clothing,-145.032219,3366 Main St,Port of LA,SIN,89.5985,Manager,name,New York,FL,IN,"$6,237,641",Imagine,Austin,sarah.moore,"Atlanta, Canada",JSON,6.944905,+1-703-334-3580,SFO,2967 Pine Rd,1352 Main St,Central Park,118.209.89.123,0.512649,73.845532,UTC,ADV-D35N2L2X3I,East Side,"13.850694, 53.974552",CET,CA,North America,United Kingdom,tenant-047,Mexico,SFO,-93.1212,RMH,Golden Gate Bridge,Miami,Mrs.,America/New_York,Europe/London,Hamburg,E,JSON,South Korea,Downtown,77.967737,Midtown,-95.172569,"Tokyo, Switzerland",JFK,https://example.com/users/bf6a8662/profile,2893 Oak Ave,CDG,78.003657,Oceania,North America,-16.236845,20.9,Hamburg,0.172148,Hon.,batch-20260602-45,Portland,Chicago,SIN,"6.80765, -87.689708",service.cloud,946 Maple Dr,Shanghai,France,Central Park,Statue of Liberty,"7.389495, 140.13775",Salesforce,BR,Web,South Korea,-74.965122,73.763128
input -> field_b,7266 Oak Ave,JFK,-89.135284,$2b$12$GMu4VMBStt4EMewnEeBrutkTBLFd42rxKBKsZU2sescmGYqkLtYUF,North Shore,"$39,254.28",Shanghai,SFO,89.2,Paris,Antarctica,87.889973,Hamburg,Asia,46728-33-8,South America,photo_88026f35.jpg,1.7.6,West End,[CONFIDENTIAL] Formula #656,USR-770954,"7618 Pine Rd, New York",3.1.91,Electronics,-165.371969,175 Park Blvd,Singapore,ORD,-99.302,Manager,type,Toronto,IL,FR,"$2,612,355",Imagine,Denver,jessica.walker,"Denver, Australia",Avro,68.798735,+1-561-492-1639,SIN,7382 Park Blvd,6219 Park Blvd,Eiffel Tower,198.60.198.69,-50.977715,2.576967,JST,ADV-78LVZ947AZ,Midtown,"20.48298, -164.649673",CET,JP,Oceania,Germany,tenant-040,Japan,LAX,54.0346,KSXES,Statue of Liberty,Portland,Prof.,PST,EST,Singapore,N,Avro,Switzerland,East Side,-32.205874,West End,158.229658,"Seattle, India",CDG,https://example.com/users/d30b5cce/profile,1880 Maple Dr,ORD,2.999581,South America,Antarctica,-166.570242,64.6,Busan,101.855456,Rev.,batch-20180901-11,Seattle,Tokyo,NRT,"-25.414622, 101.368239",acme.org,1283 Elm St,Busan,United States,Central Park,Statue of Liberty,"18.388844, 8.465783",Workday,IN,In-Store,Japan,-8.58418,-52.220059
source_col -> output,7777 Oak Ave,SIN,99.069637,$2b$12$bo6j2dMKY309cuPJMA1g3yGyZfcAXQifaQfDcMnzy23wm4Iz3GWQA,West End,67667.03,Shanghai,SFO,66.6,Seattle,South America,-44.924842,Shanghai,Europe,55344-17-4,Oceania,photo_48976714.jpg,4.19.38,Midtown,[CONFIDENTIAL] Formula #301,324527,"2831 Oak Ave, Portland",2.12.42,Electronics,-58.219136,9314 Elm St,Hamburg,SIN,-39.9392,Sibling,type,Houston,PA,US,"$4,058,384",Yesterday,Austin,michael.king,"Sydney, Singapore",Avro,-65.686137,+1-845-724-1000,LAX,3723 Elm St,6543 Maple Dr,Golden Gate Bridge,250.59.223.8,1.615544,58.399147,CET,ADV-40K9OFTEZ4,South Bay,"70.090203, 159.966918",CET,US,Africa,India,tenant-027,South Korea,LAX,76.2831,HL,Statue of Liberty,Phoenix,Mr.,America/New_York,JST,Busan,U,Avro,Israel,South Bay,-56.147423,Downtown,-116.180751,"Los Angeles, Germany",LAX,https://example.com/users/59337471/profile,9369 Oak Ave,SFO,-49.062335,South America,Antarctica,3.563368,1.0,Port of LA,-61.727772,Mrs.,batch-20221007-64,Denver,Toronto,SIN,"-60.012294, -3.563767",acme.org,206 Park Blvd,Shanghai,Israel,Golden Gate Bridge,Eiffel Tower,"-36.942533, -116.922045",Workday,IN,Mobile,Switzerland,-26.815663,-147.625429
source_col -> target_col,3253 Pine Rd,LHR,-146.937951,$2b$12$BOmF5P9kB5wfSD0lkn9hYmFfi7I10ORYLX9pF5LziN1NjcCSSSV9B,West End,26695.12,Hamburg,SFO,72.2,Los Angeles,South America,84.436069,Hamburg,Europe,30313-34-4,Europe,photo_e9adbb1b.jpg,0.15.67,Downtown,[CONFIDENTIAL] Formula #388,2856246,"3926 Main St, Berlin",4.11.6,Electronics,-129.762704,1128 Elm St,Hamburg,CDG,47.3495,Parent,status,Boston,NY,GB,"$8,550,362",Bohemian Rhapsody,San Francisco,noah.johnson,"Toronto, Singapore",Avro,-67.877851,+1-427-904-4234,SIN,2350 Main St,6868 Cedar Ln,Golden Gate Bridge,66.29.238.254,-87.729066,130.266179,Europe/London,ADV-G3WMX1C04N,North Shore,"-58.786717, 122.278496",CET,IN,Asia,Switzerland,tenant-008,Norway,LHR,5.3135,AGXN,Statue of Liberty,Paris,Hon.,UTC,EST,Shanghai,Q,YAML,Canada,South Bay,61.678892,North Shore,135.859615,"Denver, Switzerland",CDG,https://example.com/users/c6d9e870/profile,8826 Maple Dr,SFO,48.237547,Oceania,Oceania,24.612267,54.8,Shanghai,-54.702062,Mrs.,batch-20261019-45,Los Angeles,Los Angeles,LHR,"-7.44591, -142.060721",company.net,8793 Maple Dr,Hamburg,Japan,Central Park,Eiffel Tower,"16.84691, -31.429914",Snowflake,US,In-Store,South Korea,-64.750215,-134.817387
source_col -> output,5138 Elm St,CDG,-139.158991,$2b$12$XwEwEuUIu6lUOowFtAQatdN1IXStSqggEwCwckhJXB1kn9qbKonq6,Downtown,"$88,934.82",Hamburg,CDG,1.1,Chicago,Asia,60.241859,Port of LA,Antarctica,74635-56-7,South America,photo_e9c11565.jpg,2.17.39,Midtown,[CONFIDENTIAL] Formula #669,ID-509473,"632 Park Blvd, Miami",2.18.48,Electronics,-146.375199,6172 Park Blvd,Singapore,LAX,86.5729,Child,amount,Berlin,CA,AU,"$5,965,362",Stairway to Heaven,San Francisco,richard.williams,"Paris, Netherlands",Parquet,43.03887,+1-611-824-9441,SFO,4756 Cedar Ln,9512 Oak Ave,Golden Gate Bridge,136.61.55.141,-73.706852,9.552877,UTC,ADV-ECKIV9ODIZ,North Shore,"-66.156593, -118.46681",PST,IN,Antarctica,Italy,tenant-034,Japan,LHR,-5.2295,MGR,Big Ben,Portland,Prof.,PST,JST,Hamburg,L,CSV,India,Midtown,-35.00551,Downtown,-77.345505,"Tokyo, Singapore",ORD,https://example.com/users/534e0ae9/profile,5499 Elm St,JFK,22.112864,Oceania,Antarctica,-154.422119,58.7,Rotterdam,33.473346,Ms.,batch-20190429-39,London,London,NRT,"-73.40086, -76.053815",service.cloud,4560 Cedar Ln,Rotterdam,Netherlands,Central Park,Big Ben,"-89.103017, -17.244618",Snowflake,IN,Web,Spain,-25.613661,90.975056
input -> field_b,9603 Park Blvd,ORD,138.321695,$2b$12$6A8PMLBAoAX2dDY9OMXFDSmzCRmawwBnpKtvM9nbS1GAkwQL47wTC,North Shore,"$9,956.57",Shanghai,LAX,47.0,Seattle,North America,71.584908,Port of LA,North America,61336-78-6,Asia,photo_f3c8ccf3.jpg,2.17.83,South Bay,[CONFIDENTIAL] Formula #140,4686576,"9196 Maple Dr, Seattle",4.18.80,Software,-111.509285,5842 Maple Dr,Port of LA,LHR,-96.4389,Parent,name,Berlin,GA,JP,"$1,343,240",Bohemian Rhapsody,Atlanta,linda.thomas,"Los Angeles, Canada",Avro,53.374642,+1-708-365-3916,LHR,3429 Oak Ave,229 Park Blvd,Central Park,148.47.252.166,71.315408,-153.367109,PST,ADV-N2L4ECM5WS,East Side,"-30.6642, 54.914276",CET,CA,Antarctica,France,tenant-036,India,SFO,-87.7738,JU,Big Ben,San Francisco,Rev.,JST,JST,Rotterdam,G,CSV,Australia,Downtown,74.716997,Downtown,-133.578931,"Berlin, Canada",SIN,https://example.com/users/8d39c0e4/profile,8869 Cedar Ln,SFO,-6.887267,Asia,Asia,-147.888308,94.4,Singapore,-156.477362,Mrs.,batch-20260605-90,Paris,Los Angeles,SIN,"-49.158114, -65.048291",service.cloud,1722 Main St,Busan,Italy,Golden Gate Bridge,Statue of Liberty,"6.651503, 63.317209",Salesforce,IN,Phone,Italy,56.789195,-36.399977
field_a -> target_col,4391 Pine Rd,LHR,-133.162074,$2b$12$F6Nqacvno99eb22htHoG0tYxYz6mQXEbeoTkhV8lAJFRul3iiKgwX,Downtown,77133.35,Shanghai,LHR,87.5,Houston,Oceania,-27.70081,Shanghai,Antarctica,36362-17-0,Europe,photo_27b883f6.jpg,1.9.13,Downtown,[CONFIDENTIAL] Formula #380,USR-840359,"6603 Pine Rd, Paris",3.5.22,Clothing,171.291199,795 Pine Rd,Hamburg,LAX,11.3331,Sibling,created_at,Tokyo,IL,BR,"$4,618,308",Stairway to Heaven,New York,robert.smith,"Sydney, Israel",XML,-54.005711,+1-829-895-2026,ORD,6402 Cedar Ln,29 Oak Ave,Statue of Liberty,173.228.118.179,17.26807,-43.252048,Europe/London,ADV-1WNSZP1N05,Midtown,"49.382119, 21.973184",CET,AU,South America,Spain,tenant-030,Italy,SFO,49.7128,OY,Golden Gate Bridge,Paris,Mr.,CET,America/New_York,Busan,A,CSV,India,South Bay,59.218234,Midtown,-84.974932,"Sydney, Sweden",LHR,https://example.com/users/e93665c0/profile,6905 Elm St,ORD,-48.505573,North America,Antarctica,130.640053,5.0,Port of LA,-117.866542,Mr.,batch-20180410-68,New York,Berlin,NRT,"-37.222983, -85.455407",service.cloud,519 Pine Rd,Busan,Sweden,Eiffel Tower,Big Ben,"-83.033834, -172.032547",Kafka,MX,Phone,Norway,-53.406568,120.265362
field_a -> field_b,957 Elm St,SFO,103.558807,$2b$12$fI8ULBSniuuUBjn9htYyHXVnkpqpvbnmSWJqzgOSKs48o7yfrxJEt,South Bay,24696.45,Shanghai,ORD,78.3,Atlanta,Europe,13.540602,Port of LA,Antarctica,17104-51-3,Africa,photo_0b59da5d.jpg,0.9.98,Downtown,[CONFIDENTIAL] Formula #517,5229245,"469 Cedar Ln, Atlanta",2.5.37,Electronics,-23.630724,5640 Main St,Hamburg,CDG,-28.8624,Peer,status,Phoenix,NC,CA,"$5,910,557",Bohemian Rhapsody,New York,elizabeth.rodriguez,"New York, India",XML,83.462758,+1-277-624-1124,NRT,5882 Main St,8044 Cedar Ln,Statue of Liberty,96.46.41.169,7.267723,-36.834128,Europe/London,ADV-OVQIYTFN8X,East Side,"2.409262, -30.118142",EST,MX,Antarctica,Italy,tenant-014,India,NRT,1.0884,MFBES,Eiffel Tower,Los Angeles,Prof.,PST,Europe/London,Busan,U,Parquet,United Kingdom,Downtown,-14.897431,East Side,138.042656,"Dallas, Japan",LAX,https://example.com/users/5512b0ef/profile,9520 Park Blvd,SIN,47.778458,Antarctica,Africa,-64.227283,52.5,Rotterdam,163.364867,Mr.,batch-20181125-41,Berlin,Tokyo,LHR,"4.75066, -66.351934",acme.org,8720 Oak Ave,Port of LA,Singapore,Golden Gate Bridge,Central Park,"-69.733512, -6.504682",Kafka,BR,Social Media,United States,88.159666,-133.389806
source_col -> output,4300 Oak Ave,SIN,-166.918361,$2b$12$T81PeqYi0L7E6nELFk9ICdSALmf3noRgZi65GkDGkXLgZgBld9glF,Downtown,"$41,170.11",Busan,NRT,65.5,New York,Africa,70.037861,Hamburg,Africa,83800-17-7,Africa,photo_081d1f1d.jpg,3.8.37,West End,[CONFIDENTIAL] Formula #839,USR-909035,"8217 Oak Ave, Toronto",0.13.98,Hardware,153.856583,5578 Maple Dr,Rotterdam,JFK,99.691,Spouse,email,London,NC,DE,"$9,696,400",Imagine,Boston,aiden.anderson,"Phoenix, Switzerland",CSV,28.767637,+1-913-622-8451,LAX,9500 Maple Dr,6082 Park Blvd,Eiffel Tower,191.160.81.198,23.632679,132.504574,PST,ADV-HS1FFK6OG2,Downtown,"10.888605, -133.298775",CET,JP,Oceania,Norway,tenant-030,India,SIN,-38.0773,VFX,Golden Gate Bridge,Toronto,Prof.,CET,America/New_York,Singapore,X,CSV,Mexico,East Side,38.269751,East Side,117.623123,"Paris, Israel",LHR,https://example.com/users/9de85672/profile,51 Maple Dr,NRT,40.13318,South America,Asia,128.229253,49.4,Singapore,-22.036121,Hon.,batch-20211007-93,Seattle,Seattle,CDG,"79.246392, 59.109194",example.com,5234 Park Blvd,Hamburg,Canada,Statue of Liberty,Statue of Liberty,"-54.851263, -69.071125",PostgreSQL,GB,Web,Mexico,85.36136,112.185014
input -> output,8249 Cedar Ln,LHR,-178.729448,$2b$12$J5F9OvA8n7MGmWGDDC71C9gQzpeBubIrsGV0PZ0zKrdl72nRd1re3,East Side,"$52,304.86",Busan,CDG,0.8,Sydney,Antarctica,71.009024,Busan,Europe,76723-98-0,South America,photo_4fb24197.jpg,3.13.78,West End,[CONFIDENTIAL] Formula #368,4410401,"7301 Oak Ave, Austin",0.4.60,Food,-82.308047,8736 Oak Ave,Hamburg,SFO,-21.3548,Spouse,name,Paris,PA,DE,"$9,402,725",Hotel California,Seattle,anna.robinson,"Atlanta, South Korea",JSON,52.745454,+1-934-941-5803,CDG,1259 Main St,7027 Maple Dr,Big Ben,252.27.230.237,18.434547,135.795652,JST,ADV-MTTGE1MTGL,North Shore,"55.584428, 135.81396",Europe/London,GB,Oceania,Mexico,tenant-027,Brazil,CDG,96.5058,GCM,Central Park,Phoenix,Mrs.,Europe/London,CET,Singapore,Q,JSON,Spain,Downtown,0.090854,South Bay,28.88151,"Houston, Spain",ORD,https://example.com/users/e13a7a79/profile,4676 Oak Ave,ORD,-70.104034,Europe,South America,99.250462,68.5,Singapore,130.197946,Mrs.,batch-20201222-80,Seattle,Toronto,SIN,"-47.255073, 124.262907",acme.org,91 Park Blvd,Busan,Singapore,Statue of Liberty,Statue of Liberty,"-76.697987, -119.361899",Salesforce,AU,In-Store,Netherlands,15.381411,141.802552
source_col -> output,5258 Maple Dr,SIN,-33.697204,$2b$12$DMTUlcRL8o1sFMdKxEUIHXSXXK28hfZh5e5PArbp40TskSUeqprTE,Downtown,"$1,986.70",Busan,JFK,38.5,New York,South America,-72.926051,Shanghai,Africa,14909-33-2,Africa,photo_e3cc5317.jpg,2.2.45,North Shore,[CONFIDENTIAL] Formula #283,3792679,"4577 Elm St, Berlin",3.7.55,Hardware,58.480798,8840 Cedar Ln,Busan,JFK,-24.2939,Parent,name,Boston,GA,GB,"$7,692,122",Imagine,Atlanta,james.taylor,"Tokyo, Spain",JSON,-43.690035,+1-990-700-1174,ORD,9726 Oak Ave,9566 Park Blvd,Big Ben,55.165.119.69,-0.515352,32.997245,UTC,ADV-SOS7RWIHSG,Downtown,"-81.525494, 32.175953",America/New_York,JP,Africa,Netherlands,tenant-005,United Kingdom,JFK,-20.89,RRI,Golden Gate Bridge,Miami,Mrs.,UTC,CET,Busan,E,Avro,Australia,Midtown,29.881003,Downtown,-52.626483,"Tokyo, India",SFO,https://example.com/users/8fa003cf/profile,8370 Elm St,SFO,-40.012278,Asia,South America,132.049226,91.7,Rotterdam,-136.547377,Ms.,batch-20211116-51,Denver,Chicago,LAX,"89.262198, -129.733814",data.io,2507 Pine Rd,Port of LA,Japan,Eiffel Tower,Statue of Liberty,"12.545644, 87.75167",Salesforce,GB,Social Media,United Kingdom,-48.668354,21.475129
