day_of_week_38,cronSchedule,apprvstat,CRON_SCHEDULE,monthval,gtin,ts,start_date,meascpu,date_time_info,col_bro,src_permission_level,month_number,x_51,day_of_week_v2,c_adv,meta_801,device_type,DATE,src_period_interval,ISO_CURRENCY_CODE,score_index,day_of_week,prescription_54,channel_info,scientific_name,dateval,END_DATE,dim_month,username,enddt,genericIdentifier,dim_153,x_glhl,f_664,user_event_name,START_DATE,user_agent,field_score,deviceType,date,dim_voiceprint,user_date,fact_end_date,SCORE_INDEX,field_angle,quarter,yearval,end_dte,DEVICE_TYPE,c_cooki,NUMERIC_RANGE,devtype,review_text,quarter_2,mjthkc73,maphxg27,dt,startdt,naics,file_path_field,lab_result_46,qft39,risk_level,date_info,end_date_info,vehicle_identification_number,insert_time,effective_date,iot,soft_delete_flag,index,customer_score_index,score_index_70,c_317,cronval,x_ea,vintage,val_jna,color,c_vnnk,x_ih,length,cron,mtr31,month_46,time_of_day,ynefvy1,x_yea,dim_dev,user_gender_pii,month,jvh26,var_bro,nullable_flag_field,date_2,dim_start_date,x_kvmj,channel,score_index_2,dev_type,QUARTER,val_euyv,attr_start,channel_2,passwordHash,CHANNEL,device_type_info,os,p_vw,DATE_2,field_ytc,x_hbg,DATA_LINEAGE,period_interval_38,wordemb,start_date_raw,timeOfDay,val_750,val_nzr,val_kww,period_interval_field,user_created_at,default_value,medium,start_date_2,digital_certificate_46,nxkzfp7,landmark_poi_54,dim_tta
Monday,"6 23 * * 0,6",Pending,"0 0 * * 0,6",July,9342880029367,2024-02-20 12:13:50,2020-05-12,30.0,2024-08-15T00:00:00Z,Chrome,Owner,October,source_col -> target_col,Monday,ADV-DVZSMLE9ZG,2021-08-04,Smart TV,2018-09-28,Jan-Mar,CHF,4.49,Sunday,Albuterol 90mcg,Social Media,NaCl,2026-08-20,2020-08-23,February,susan.thomas413,2023-07-31,480ce490-672c-44ee-8a25-516b207b3390,2020-01-11,R4SXY8I2PUJWZE5XN,2019-04-30,Tech Summit 2026,2024-06-06,Opera,3.71,Wearable,2024-01-24,voice_ab8aa71e6525590b.wav,2020-11-23,2026-01-05,0.82,153.14,Q2 2021,2009,2024-09-13,Smart TV,_ga=8172568813.2897693,41-85,Tablet,Great product!,Q2 2026,https://example.com/users/dc73ba4f/profile,6.13,2022-09-17,2026-07-07,924094,/var/logs/daily_168.json,Hemoglobin: 287.2 g/dL,64-1650304,Medium,2025-12-07,2021-04-17,TQNBH0MWGEWONZ96F,2025-07-23 14:52:47,2023-09-05,Tablet,false,9.33,8.24,4.48,WHO,1 7 * * *,South America,2011,3.25,Black,2019-01-30,indefinite,934.52,"34 7 * * 0,6",0x9c27a6e9c81d66553c8387902154d953d5398aff,September,03:47:04,March,1991,Desktop,Non-binary,April,BILL-104969,Safari,NO,2025-12-08,2019-07-22,"45 1 * * 0,6",Email,7.26,Wearable,Q4 2020,XXXX-XXXX-XXXX-5654,2026-01-01,Social Media,$2b$12$tAXj5Gotnt5nLaB2hpyIiozHsCkIFqBWEhFVbsHeudojyezzm4xB2,Chat,Mobile,macOS,5.61,2020-10-23,Web,Competitor Acme Corp launched SmartHub X1,raw.users -> analytics,Jan-Mar,"[0.3535, -0.6085, -1.1069, 0.9716, -0.9857, 1.7302, -1.4927, 0.653]",2026-04-28,09:54:42,Disabled,December,March,Jan-Mar,2023-09-06 02:55:19,null,In-Store,2022-06-29,"-----BEGIN CERTIFICATE-----
tQ7GPPR367iS2PP7hNitFmTNwwrWgJNxHK9CAPmpwGZBc5XgcNz5eVY6MJXIJfri
-----END CERTIFICATE-----",Mobile,Statue of Liberty,2026-07-30
Monday,28 5 * * 1-5,In Review,"54 14 * * 0,6",February,0498439920637,2019-03-05T20:58:25Z,2025-01-14,64.7,2024-02-11T00:00:00Z,Edge,Viewer,July,field_a -> target_col,Wednesday,ADV-6GFO0J2R7C,2018-03-13,Desktop,2024-08-12,Q1 2024,BRL,3.72,Tuesday,Omeprazole 20mg,In-Store,Fe2O3,2021-07-20,2022-07-30,August,oliviadavis736,2024-05-17,019f0b49-b60b-462f-9314-28ccf29ead17,2025-04-19,FLDAJVAW4PWLXHGJV,2019-08-30,Global Forum 2021,2020-03-22,Firefox,9.94,Smart TV,2020-11-28,voice_b47d87f3f4d4b7cb.wav,2023-09-20,2022-02-21,7.38,31.04,Q3 2020,1995,2024-03-15,Mobile,_ga=3406860493.9797068,47-99,Desktop,Excellent service.,Q3 2021,https://example.com/users/c931ecb6/profile,2.43,2018-05-06,2022-01-24,945756,/var/config/daily_288.log,WBC: 139.6 g/dL,94-9956144,Medium,2024-05-23,2023-11-11,Z9SE6VK06JIS5DNEU,2018-03-03 07:06:16,2024-11-23,Mobile,false,1.12,4.53,3.76,CDC,"20 22 * * 0,6",Oceania,1991,4.99,Orange,2021-03-22,1 year,934.84,"15 22 * * 0,6",0x6cdb2979e58e8c44e275630569c8d76688c68397,February,01:17:52,June,2026,Desktop,Non-binary,July,BILL-523239,Brave,YES,2019-07-31,2026-12-13,"3 8 * * 0,6",Chat,6.02,IoT,Q3 2025,6011-6558-4806-4176,2025-11-06,Chat,$2b$12$lJerxRsVJaGqMeNrOVfM4bvqb7hwr2kZQnWjLBtwo1TeOMoc9CxbL,Email,IoT,iOS,3.28,2020-04-08,Email,Competitor Pacific Research Group launched AuditTrail Plus,staging.events -> exports,2020-2025,"[0.5449, -0.2282, -2.2981, -0.424, 1.5978, -0.9981, 1.6108, -0.1173]",2024-03-15,14:08:17,Disabled,May,July,2020-2025,2019-06-02 00:28:21,null,Web,2025-01-14,"-----BEGIN CERTIFICATE-----
K8YeQUSpCFhJOrFSswo3uAFPROmepyOgVigmvfDDyI494b4TngtONmu07UOaX69G
-----END CERTIFICATE-----",Desktop,Central Park,2020-06-03
Saturday,5 18 * * *,In Review,"56 14 * * 0,6",February,9451491706786,2019-07-25 07:42:41,2018-06-23,30.3,2023-10-18T00:00:00Z,Safari,Viewer,May,field_a -> target_col,Friday,ADV-S4UE2AAOE6,2020-11-05,Wearable,2025-12-03,FY 2025,CAD,2.52,Monday,Omeprazole 20mg,In-Store,Homo sapiens,2021-03-24,2020-07-25,April,noah_brown492,2019-07-07,b3724f6b-6f0a-4427-a3fe-811b21b1f161,2018-11-12,EJCBGKW9CSXSJV6H7,2023-12-15,Global Conference 2025,2022-01-28,Brave,7.03,Mobile,2026-11-08,voice_e8edf1673e0a933b.wav,2024-09-09,2025-06-15,4.09,85.97,Q2 2021,2018,2026-02-01,IoT,_ga=2333674349.1739880,43-82,IoT,Excellent service.,Q1 2021,https://example.com/users/32e13b44/profile,6.62,2023-09-30,2024-05-11,677395,/var/uploads/daily_518.csv,Cholesterol: 63.4 g/dL,49-5189332,High,2025-11-28,2025-11-10,7CS0LBP3EL9QFS1CW,2023-04-22 12:43:43,2024-06-30,Desktop,false,1.78,2.33,3.23,Eurostat,"27 22 * * 0,6",Asia,2021,1.26,Blue,2026-04-27,7 years,576.41,10 7 * * 1-5,0x6371c4b2e5731100892c7e6f9a5d6a57289b1543,September,11:00:59,August,2025,IoT,Male,January,BILL-677513,Chrome,YES,2022-08-29,2019-10-20,"57 13 * * 0,6",In-Store,4.56,Smart TV,Q4 2021,5768-6989-8229-9048,2025-12-13,Chat,$2b$12$Yms4kUN9BpbHaXfZKXAuOsWeA2QtlVahgwEAOAjanfL2fo0ubf6f6,In-Store,Desktop,Android,5.24,2024-06-25,Email,Competitor Skyline Partners launched AuditTrail Plus,staging.orders -> reports,H2 2023,"[0.7917, -0.1425, -1.329, 0.2792, -0.189, -0.5472, 0.1939, -0.5436]",2022-04-11,23:59:35,Inactive,April,September,FY 2025,2022-06-02 13:36:29,'',Email,2026-05-12,"-----BEGIN CERTIFICATE-----
4ZhbIbtGS2uT21/0QsmZdgDATG9RYd++yV+1iH5401ItEKnqSQ1qaYq7Eu4TrlDY
-----END CERTIFICATE-----",Mobile,Golden Gate Bridge,2018-11-13
Friday,2 4 * * *,Approved,"59 20 * * 0,6",December,2531608032360,2025-08-06 07:19:15,2026-07-28,24.1,2018-04-11T00:00:00Z,Firefox,Owner,May,field_a -> target_col,Thursday,ADV-ZX9W4HNTOU,2024-02-08,Wearable,2026-02-01,Q1 2024,AUD,1.25,Tuesday,Lisinopril 10mg,Phone,NaCl,2021-04-23,2021-03-24,April,olivia_jackson199,2020-01-25,68246b1d-d43a-4076-9dc9-932cab2fd890,2018-01-27,7L826QL3V0J2NJ6RA,2021-03-12,Annual Summit 2023,2023-03-12,Chrome,3.05,Desktop,2022-08-17,voice_484b83c62033ad62.wav,2019-10-03,2019-06-07,1.34,143.86,Q2 2026,2001,2019-11-20,Tablet,_ga=7197202210.3944400,10-88,Mobile,Average experience.,Q2 2024,https://example.com/users/5d0c61ee/profile,1.87,2021-03-01,2025-01-04,610548,/var/tmp/batch_986.parquet,WBC: 136.6 mg/dL,84-6249069,Medium,2026-08-20,2024-01-18,J6F45BIJLXVABZB1H,2023-01-02 16:36:53,2020-02-24,Mobile,true,2.58,3.01,9.43,CDC,35 1 * * 1-5,North America,1994,3.4,Orange,2023-09-05,indefinite,226.04,"8 10 * * 0,6",0x76309acba95fcce2518b25a3f929648a080896d7,July,16:21:58,February,1994,Wearable,Male,December,BILL-964853,Firefox,true,2018-09-07,2022-06-03,"27 8 * * 0,6",Chat,5.3,Wearable,Q4 2022,6011-6090-1483-6229,2022-03-13,Phone,$2b$12$oMPZfmBsBPyyCjjrkSRudIvnulIHSTILPMMUF5m2Epu0wjh9zq2yH,Mobile,Wearable,Android,9.26,2018-08-22,Mobile,Competitor Beacon Analytics launched Widget Pro,raw.users -> analytics,FY 2025,"[-0.7239, -0.5048, 0.6128, -0.6773, 1.3909, -1.9849, -0.393, 0.3739]",2023-12-23,19:29:18,Disabled,April,March,2020-2025,2021-08-11T23:00:04Z,1,Email,2026-07-14,"-----BEGIN CERTIFICATE-----
C0a+gWurVW+QrMsF5acmesCk6EfH5ljzPAhtNFCjw3GLvnze08cNdpM5Ezf5Wk+8
-----END CERTIFICATE-----",Smart TV,Statue of Liberty,2024-01-29
Sunday,"57 7 * * 0,6",In Review,30 19 * * *,January,3631986103853,2019-10-09T08:47:38Z,2018-01-15,29.2,2019-07-07T00:00:00Z,Chrome,Owner,April,input -> field_b,Saturday,ADV-GLKD62WQYY,2025-11-07,Mobile,2021-04-20,FY 2025,BRL,1.9,Saturday,Albuterol 90mcg,Email,Fe2O3,2020-01-23,2026-08-23,October,aiden.lewis67,2025-06-23,d1333c53-b746-47c3-ae16-84781e45b43f,2020-02-05,3HOC5CK8V9RUCPBY7,2019-01-21,Global Summit 2025,2025-05-04,Opera,3.69,Desktop,2026-12-25,voice_006d0f4c02398562.wav,2025-03-20,2025-11-29,4.57,16.06,Q2 2025,2008,2026-10-02,IoT,_ga=4661326890.4348193,31-52,Tablet,Great product!,Q2 2025,https://example.com/users/18e4d8f0/profile,6.06,2018-12-10,2020-03-28,129993,/var/data/batch_237.yaml,Hemoglobin: 175.6 mg/dL,54-1424596,High,2022-12-26,2026-08-14,60IZ1960KM5QM3OQT,2026-03-10T08:21:10Z,2024-01-14,Mobile,true,6.94,9.92,2.9,Bloomberg,"14 8 * * 0,6",Asia,2001,7.95,Brown,2019-11-12,1 year,694.05,30 7 * * *,0x8f75865dbd522ff4f19980a4218ecd46d8ad70d5,April,10:11:09,February,1992,Tablet,Female,July,BILL-252461,Firefox,true,2023-01-20,2026-10-29,15 9 * * *,Chat,9.63,IoT,Q3 2020,3730-1313-9103-4828,2023-01-27,Phone,$2b$12$2XQZhCAhXVnj4qNj0npSdDShqBpyUR4XxvQu167njymrqSR9TDLol,In-Store,Wearable,Windows,8.85,2022-05-21,Email,Competitor TechCo Industries launched NanoCore SDK,staging.users -> analytics,Jan-Mar,"[-2.163, 0.1441, 0.7603, -0.7945, -0.0746, -1.9914, -1.5875, 0.4183]",2024-07-20,11:26:32,Disabled,June,October,2020-2025,2019-11-20T18:06:53Z,1,In-Store,2020-07-10,"-----BEGIN CERTIFICATE-----
k98MlqANqbQTFuWEpBS077fO1VI8F4F8IvzMol0A/rY/OVeKJnB4gwS7yUoEPTv2
-----END CERTIFICATE-----",Mobile,Golden Gate Bridge,2022-09-09
Friday,42 10 * * *,Approved,10 1 * * *,April,3220367863224,2023-02-12T17:24:08Z,2019-05-23,77.3,2021-02-25T00:00:00Z,Edge,Owner,June,field_a -> target_col,Sunday,ADV-YQARFEXBT6,2023-11-23,Wearable,2018-01-20,Jan-Mar,INR,5.76,Saturday,Metformin 500mg,Social Media,H2O,2018-01-27,2023-10-17,August,davidking647,2019-09-11,1c201d52-6439-4a99-80a3-ed297a750cad,2019-03-12,VKYYUBEGKKVDULC2Y,2024-08-28,Global Summit 2020,2025-01-10,Chrome,3.76,Smart TV,2024-12-29,voice_73aa1ea3ce34cc90.wav,2024-06-05,2024-04-12,1.49,329.76,Q2 2020,2012,2023-01-14,Tablet,_ga=0387515520.4026318,18-70,Mobile,Excellent service.,Q1 2026,https://example.com/users/0ae82556/profile,3.87,2018-10-11,2025-12-19,420308,/var/data/daily_767.yaml,Hemoglobin: 266.6 K/uL,47-1352505,High,2022-07-21,2022-11-03,SX6G9R787MOY32AHE,2022-05-11T18:30:59Z,2024-10-09,Wearable,false,5.42,6.59,6.81,Eurostat,3 11 * * 1-5,Asia,2017,1.31,Yellow,2019-03-04,7 days,890.78,6 19 * * *,0xf66644cc6e3e6edf56d612f55f8254740c2dd5f0,March,04:59:56,February,2014,IoT,Non-binary,May,BILL-757539,Firefox,YES,2022-06-08,2024-03-29,56 8 * * *,In-Store,7.04,Wearable,Q3 2022,4879-9688-8330-5430,2023-03-27,Web,$2b$12$6sZqlHnl4rQOlJ7cgq0mQHc9bjvlE8FNDilzl9rZUH1adO19EjTBD,Email,Mobile,Android,7.36,2022-03-21,Chat,Competitor Catalyst Ventures launched Widget Pro,raw.users -> analytics,2020-2025,"[-1.0561, 1.5221, 0.4023, 0.6351, 1.7144, 0.2695, -0.7877, 0.0252]",2023-08-28,16:47:00,Enabled,August,January,2020-2025,2022-09-22 03:54:32,null,Web,2023-07-31,"-----BEGIN CERTIFICATE-----
8I9i1t0oIscdojBIw6UrpCrwnUWEvz7j25y1QeVI/RfBWj8Aj5sLNbJXDcvqotwu
-----END CERTIFICATE-----",Mobile,Golden Gate Bridge,2019-10-18
Tuesday,9 17 * * *,Pending,5 13 * * *,November,0229114495735,2024-05-24T14:18:59Z,2021-10-15,56.8,2019-09-04T00:00:00Z,Chrome,Viewer,January,field_a -> target_col,Saturday,ADV-U4XTDYKC8X,2020-02-28,Mobile,2022-09-20,Jan-Mar,USD,2.74,Monday,Albuterol 90mcg,Web,H2O,2023-12-02,2024-08-29,February,noah.lee778,2026-05-28,6743984e-dab9-4685-b24e-2e2e8b7dd9d9,2024-09-24,RBL64BQ1JHK7PI0FH,2019-04-05,Data Forum 2024,2021-05-12,Edge,0.71,Mobile,2022-08-31,voice_790ea8796d5f4808.wav,2018-11-02,2023-08-12,2.42,120.86,Q4 2020,2017,2026-11-18,Smart TV,_ga=7077235712.7434608,28-77,Tablet,Not recommended.,Q1 2022,https://example.com/users/198fb715/profile,6.14,2025-12-10,2023-07-28,746229,/var/tmp/batch_353.log,Hemoglobin: 215.2 K/uL,44-2205845,Negligible,2021-04-08,2018-12-24,XV2RA3HTLTNQIZT6Z,2018-03-03T04:26:55Z,2019-07-08,Tablet,false,0.29,3.75,7.2,WHO,19 13 * * *,North America,2010,2.22,Yellow,2024-09-15,7 years,287.51,48 17 * * *,0x25a3c248cce7558b405ac15daef9ab1e6fc46e6e,May,06:17:42,September,2011,Desktop,Non-binary,April,BILL-449881,Safari,NO,2019-09-04,2021-09-23,22 21 * * 1-5,Social Media,4.72,Smart TV,Q4 2024,5490-9238-0290-7251,2022-08-17,Phone,$2b$12$AVjv4G5Y6rvYhNBe5l64fUllrwWxOdFlhqGLdJ1C6e9btR6hQQYVt,Web,Smart TV,Android,0.31,2024-12-23,Mobile,Competitor Catalyst Ventures launched StreamLine ERP,raw.orders -> exports,FY 2025,"[-0.4182, 0.2388, 0.2463, 0.2396, 0.0468, 1.0812, 1.5826, -0.6145]",2026-09-13,09:19:34,Disabled,July,July,Jan-Mar,2021-11-08 09:50:35,null,Mobile,2020-06-30,"-----BEGIN CERTIFICATE-----
2MVWat0gfHIwZ//6zmyv1xsBqcj2TDpx5hIhV69vP9VMwH0qsj16D0geay5tDhQN
-----END CERTIFICATE-----",IoT,Eiffel Tower,2023-05-26
Friday,57 22 * * *,In Review,"55 15 * * 0,6",February,4726111230579,2018-07-23 01:36:05,2018-12-24,17.2,2019-10-05T00:00:00Z,Opera,Owner,September,input -> output,Wednesday,ADV-5BJBGGK7TV,2025-12-04,IoT,2020-12-31,FY 2025,EUR,3.16,Friday,Metformin 500mg,In-Store,Fe2O3,2021-07-23,2023-05-07,May,john.lee730,2020-10-06,fe388b12-aeba-4ce6-bbb8-7d818f7e0198,2018-11-03,DALYWT4U5FHO28TE9,2019-10-13,Annual Forum 2026,2021-09-28,Edge,0.44,Tablet,2024-08-21,voice_40c02425120f8a36.wav,2019-09-17,2019-10-15,4.21,34.55,Q4 2022,1996,2023-04-14,Smart TV,_ga=2201812949.3864238,8-79,Wearable,Not recommended.,Q4 2026,https://example.com/users/a9347ee8/profile,5.14,2024-05-30,2020-05-22,259521,/var/logs/daily_254.json,Cholesterol: 195.9 mg/dL,41-5785876,Low,2026-01-01,2026-02-25,3QG4Q0YRPWM1WY5V3,2022-02-28 07:21:22,2025-01-14,IoT,false,7.18,2.43,4.75,Eurostat,31 9 * * *,Asia,2007,0.38,Gray,2024-01-01,indefinite,146.4,43 12 * * 1-5,0xbee5fd7e310a5c26bdf621d8cf74c05aee8acd5d,March,16:45:36,April,1994,IoT,Other,September,BILL-733522,Chrome,false,2026-06-27,2019-09-11,8 17 * * 1-5,Mobile,1.8,Tablet,Q3 2023,6011-5119-7498-7699,2023-03-25,Social Media,$2b$12$RBBsP6pJjBOpgXv7rcEzFfYTMKDnGLXc57XvcZhVsLgwnaHjJqPFA,Email,Desktop,Windows,3.08,2025-07-31,Chat,Competitor Pioneer Software launched StreamLine ERP,staging.users -> exports,Q1 2024,"[-0.9117, 0.0841, -0.6744, 0.3294, -0.2631, 0.4413, 0.7267, 0.0801]",2022-12-31,15:07:09,Inactive,August,September,Jan-Mar,2020-10-19T18:29:46Z,false,In-Store,2021-08-11,"-----BEGIN CERTIFICATE-----
QglkVjWGcKglOpRNevObOxcaQdXMujF/+y61KAojj3BLsmG90lA+/UPwxYOyEEU6
-----END CERTIFICATE-----",Tablet,Eiffel Tower,2021-09-27
Monday,"17 16 * * 0,6",Approved,"56 14 * * 0,6",February,7359083751620,2021-04-17T08:20:13Z,2025-08-20,93.7,2026-05-07T00:00:00Z,Safari,Owner,April,source_col -> output,Friday,ADV-SSZYOPSRIR,2018-11-12,Wearable,2021-01-17,H2 2023,USD,6.95,Saturday,Metformin 500mg,Phone,C6H12O6,2024-04-25,2021-03-07,April,loganyoung273,2023-06-02,78a19c11-0cbf-476b-88a8-0c8c01e8b35c,2019-09-18,I4UCOYP8GCEEX98W1,2026-06-19,Tech Forum 2024,2026-06-04,Firefox,3.48,Desktop,2018-06-03,voice_557ef6acfa6a2fc5.wav,2024-08-27,2022-10-19,5.36,163.16,Q2 2024,2026,2024-12-03,IoT,_ga=9369442387.8025123,7-90,Smart TV,Excellent service.,Q1 2026,https://example.com/users/29d000ef/profile,9.8,2018-06-24,2019-08-10,250717,/var/tmp/daily_962.xml,WBC: 246.8 K/uL,26-4446131,High,2026-10-19,2024-02-13,0YXO2ZN432V1BBTKO,2020-02-19T02:04:32Z,2024-04-27,Tablet,true,3.63,3.45,6.65,Census Bureau,45 1 * * 1-5,Africa,2003,1.04,Red,2026-06-24,1 year,618.68,"38 21 * * 0,6",0x2d5a013132275686cf58e3fe6b4f57cfe3791043,January,11:07:37,August,2015,Desktop,Female,June,BILL-693947,Safari,NO,2022-10-14,2025-01-07,"51 13 * * 0,6",In-Store,6.65,Smart TV,Q1 2021,6011-3784-1204-7172,2023-01-31,Email,$2b$12$PyqgkBDUR48LS0EYqNBZP27DCnGBW05skrJJjc4mEYL7wicAY4btQ,Web,Desktop,Linux,4.93,2021-06-07,Mobile,Competitor Catalyst Ventures launched VaultKeeper,staging.users -> reports,FY 2025,"[-0.3339, 0.376, 0.5348, 0.8615, 0.4423, 0.1032, -1.2168, 1.2507]",2018-09-30,23:03:23,Enabled,January,October,H2 2023,2021-10-09T03:25:54Z,0,Social Media,2018-11-30,"-----BEGIN CERTIFICATE-----
7P5P57ybADZoCM5107iJrrYmAXob+8TSivrk8kIvdQFRg43JJfzNRvHp8xbN2mle
-----END CERTIFICATE-----",Desktop,Statue of Liberty,2019-04-12
Friday,0 19 * * 1-5,Rejected,"15 21 * * 0,6",February,8460247931763,2020-05-20T18:19:21Z,2018-12-15,25.8,2025-08-21T00:00:00Z,Brave,Viewer,October,input -> output,Tuesday,ADV-J4SEE2B3BD,2024-09-24,Desktop,2019-04-14,H2 2023,JPY,1.62,Sunday,Albuterol 90mcg,Mobile,H2O,2024-08-13,2020-08-31,September,oliverbrown689,2026-01-10,602888e6-ddf3-40d7-be27-50f7fa9521c0,2026-12-05,XU90EDG3PIDGGEHKS,2023-09-25,Tech Summit 2026,2022-07-03,Firefox,7.09,Tablet,2022-06-16,voice_8e53a197cd6fe6f6.wav,2022-02-16,2025-07-06,8.21,280.41,Q1 2026,2003,2024-08-09,Smart TV,_ga=4437086110.4708383,44-75,Tablet,Needs improvement.,Q1 2022,https://example.com/users/dd2076f8/profile,3.2,2018-05-20,2025-03-05,551890,/var/logs/daily_131.yaml,WBC: 83.6 g/dL,10-5980425,Medium,2024-01-18,2023-11-04,L7HSXMS8ODMQMA6J4,2024-08-07 09:29:11,2024-01-17,Smart TV,false,6.5,0.17,8.61,Census Bureau,50 17 * * *,Antarctica,1998,9.22,Green,2023-08-15,30 days,969.73,59 12 * * 1-5,0x67a709da818cd720630dfcdbc484f80aeaf823f6,March,19:50:53,April,2011,IoT,Male,October,BILL-298719,Opera,true,2018-02-04,2020-03-17,"14 15 * * 0,6",Chat,3.17,Tablet,Q4 2023,4152-8546-7075-8958,2021-08-21,Phone,$2b$12$aYAAgL7rSYSTDm8Ax2BtCKKBrsutRhi6l5F4F32DnhZVuwqKJ0G0O,Social Media,Wearable,iOS,7.42,2018-09-20,Web,Competitor Global Solutions launched AuditTrail Plus,raw.users -> analytics,2020-2025,"[0.1803, -0.8853, -0.8125, 0.2782, -2.6055, -0.3888, 0.5588, 1.2201]",2025-04-27,17:02:43,Active,August,July,H2 2023,2026-10-15 01:14:11,'',In-Store,2021-11-21,"-----BEGIN CERTIFICATE-----
gpspdRmNdjk6Y3avYfffeMQzb6/YvhrZrzJVL4gs4BXUA3ZslXP4Q2Ra6MJVYqgH
-----END CERTIFICATE-----",Mobile,Golden Gate Bridge,2020-05-25
Tuesday,"39 21 * * 0,6",Pending,"32 23 * * 0,6",June,3801109315708,2020-09-13T08:24:32Z,2026-01-31,74.7,2018-10-29T00:00:00Z,Opera,Owner,January,field_a -> output,Saturday,ADV-OD2LE67NU5,2022-07-26,Wearable,2023-01-31,Jan-Mar,BRL,9.27,Thursday,Ibuprofen 200mg,Email,Fe2O3,2024-10-12,2022-07-06,September,ethanwhite436,2025-04-22,1e05231b-2050-4176-86b6-6b71edfeee4b,2022-06-01,H8PQR1702RXW7URFB,2026-04-03,Global Summit 2024,2019-07-15,Opera,2.58,Desktop,2023-08-23,voice_d36622e7f414f282.wav,2020-12-29,2024-06-10,2.52,261.64,Q2 2022,2000,2025-09-27,Desktop,_ga=9787067071.4371858,22-84,Tablet,Not recommended.,Q2 2026,https://example.com/users/87757056/profile,2.54,2020-04-24,2020-12-12,207533,/var/data/export_116.json,WBC: 263.7 K/uL,13-3901758,Medium,2019-05-07,2026-05-05,EQVPFQD96UC3NA68Y,2026-03-08T00:45:11Z,2022-12-21,Smart TV,false,5.36,9.68,2.19,Reuters,55 11 * * 1-5,Antarctica,2017,6.58,Yellow,2018-11-09,30 days,471.24,57 18 * * 1-5,0xe609f8422feb554ad8ca31881b047ef906b35bf7,January,14:26:21,October,1992,Mobile,Female,February,BILL-989960,Edge,YES,2026-09-27,2019-03-14,31 13 * * *,Chat,1.06,Tablet,Q4 2020,4973-2291-8099-5898,2025-06-04,Social Media,$2b$12$zCsKvAr5M1lhWH2EVBQSgF4iD4ahzwyBAzdz3JfkejWquobiA38jN,Phone,Wearable,Windows,4.61,2019-10-06,Web,Competitor Beacon Analytics launched SmartHub X1,raw.orders -> analytics,Jan-Mar,"[0.5383, -0.9251, 0.2344, 2.1628, -1.5201, 2.0515, -0.9745, 0.3982]",2020-02-10,04:01:16,Inactive,July,March,2020-2025,2021-05-28 21:48:57,'',Chat,2019-04-09,"-----BEGIN CERTIFICATE-----
RH4Adw0d6FtRUOCIixWxyaSd0oDHeE/+x+UjZA8JBTIM8YPpXa9xYqsrpQzuzhTZ
-----END CERTIFICATE-----",IoT,Statue of Liberty,2019-09-23
Wednesday,"42 10 * * 0,6",Rejected,30 15 * * *,July,8579064595608,2018-04-22 13:53:21,2018-07-29,53.8,2021-10-30T00:00:00Z,Brave,Guest,August,input -> target_col,Friday,ADV-8JLTQIDIQO,2025-04-13,Mobile,2022-06-28,FY 2025,JPY,3.07,Sunday,Omeprazole 20mg,Chat,Homo sapiens,2018-01-23,2019-11-29,January,oliver.king42,2025-01-18,72efd86c-71e5-456d-aa38-41b6569c6d37,2020-10-22,VEJUQUCMPIKEVBE68,2022-07-28,Data Summit 2021,2018-12-29,Brave,3.62,Tablet,2025-11-27,voice_dbb646a2a3bae3bc.wav,2025-10-17,2021-11-20,6.74,117.35,Q3 2024,2001,2019-10-20,Wearable,_ga=2899517878.4432265,40-80,IoT,Great product!,Q1 2021,https://example.com/users/d3b0f370/profile,4.78,2018-07-27,2019-12-11,503488,/var/config/batch_255.yaml,Cholesterol: 128.8 g/dL,57-5005264,Negligible,2023-04-29,2024-10-15,QW7SPYRFL5079EFY1,2019-07-24T04:42:06Z,2024-04-17,Wearable,false,5.4,5.67,1.81,Census Bureau,32 21 * * 1-5,Asia,2015,1.11,Purple,2025-05-04,1 year,192.3,"19 12 * * 0,6",0x4b3ccc13336a14e7e975fcd6af951f8521ff5e46,June,08:42:20,June,2007,IoT,Male,December,BILL-590900,Safari,NO,2018-06-08,2020-12-29,40 16 * * *,Web,4.79,Tablet,Q1 2023,XXXX-XXXX-XXXX-9453,2020-06-10,Social Media,$2b$12$cCFqHEvWWbSfcTTDWCy78jCe1JjuwrM3aPvNLQFqBfarGaEkm68cY,Web,IoT,iOS,2.28,2025-07-13,Phone,Competitor Acme Corp launched AuditTrail Plus,raw.orders -> reports,Q1 2024,"[0.5265, -1.0587, -1.1409, 0.3527, -0.7292, -0.1499, 1.5435, -1.2551]",2018-06-21,20:26:45,Enabled,October,November,Q1 2024,2024-08-03 23:05:20,'',Chat,2021-03-10,"-----BEGIN CERTIFICATE-----
T2zd5TBlUJRaWdUBcLzVRkqkleil3Zx0XLJD26gEKWvNxkV7JM3gjm93GVHEITPO
-----END CERTIFICATE-----",Tablet,Statue of Liberty,2020-05-11
