x_ban,stock_rsu_grant_field,cvv,v_joni,measdist,insuranceId,d_726,bnk_identification_number,investment_acc,photograph,attr_credi,salary_compensation_30,medicalRecordNumber,wjqaz75,MAGNETIC_STRIPE_DATA,feed,oqsigr33,investment_account_data,credit_rating,TIMESTAMP,magstripe,var_iz,stock_rsu_grant,paypal_acct,fact_credit_score,meta_881,BANK_ACCOUNT_NUMBER,attr_eu,locationText,investment_account,swipe_data,CARD_EXPIRY_DATE,image_embedding_22,investmentAccount,paypal_account_raw,zsvx56,modifiedBy,VERSION_NUMBER,stockRsuGrant,dim_iso_currency_code,CONFIGURATION,iata,exp_date,attr_per,voltage,PAYMENT_CARD_NUMBER,jzn7,dim_price_cost,perfrev,permission_level_raw,meta_830,wkeqg68,income,ban,cvv_2,date_time
022593716300,4348 shares @ $70.65,853,Tokyo,4631.4,INS-261328,INS-220872,372083,INV-591779,photo_56356d19.jpg,829,"$65,672",MRN-341807,david.white@outlook.com,%B3795541815918260^DAVIS/MASON^2705,Workday,snapshot,INV-919762,645,2024-08-06 16:03:03,%B9191653460597215^JACKSON/PATRICIA^2611,"$2,149,799",1849 shares @ $428.4,sarah.anderson@gmail.com,442,85.9,38659731,4434.61,"Los Angeles, Netherlands",INV-920982,%B1667913297404262^TAYLOR/OLIVIA^2412,04/30,"[0.6111, -0.0895, -0.0725, 0.0349, 0.1331, 0.7263, -0.2453, 0.7635]",INV-526846,amy.robinson@outlook.com,11/24,emily.johnson,0.18.94,372 shares @ $192.96,GBP,batch_size=931,XDO,05/27,James Jackson,95.9,6011-6705-7814-5146,49.1981,6341.94,Needs improvement,Owner,VZ7VCWVBYNUIJA6SHF2O,04/29,"$2,606,627",657644609179,4427,2023-02-16T00:00:00Z
983849739413,1908 shares @ $287.44,1587,Chicago,7624.7,INS-168928,INS-347582,3737139,INV-269856,photo_6cb924a5.jpg,793,"$168,384",MRN-993832,jessica.johnson@outlook.com,%B8759432893633076^MARTINEZ/JENNIFER^3011,Kafka,upsert,INV-128584,742,2018-03-02T04:16:17Z,%B9346638877202089^JOHNSON/JAMES^2811,"$3,834,931",4705 shares @ $438.3,richard.moore@yahoo.com,657,52.6,8758535367,1888.96,"Los Angeles, Germany",INV-903868,%B6551451361030915^WILLIAMS/ANNA^3011,06/30,"[0.0168, -0.485, -0.1563, -0.1929, 0.7147, 0.6985, -0.3135, -0.065]",INV-474573,anna.thomas@yahoo.com,02/28,anna.rodriguez,5.10.9,766 shares @ $160.68,GBP,timeout_ms=559,ZKY,08/30,Elizabeth Jackson,62.5,5882-7974-0411-3606,-49.3956,3109.15,Needs improvement,Admin,N6G5JYFYIG8MMLQKFTIS,04/27,"$4,851,129",9497447363,064,2019-04-08T00:00:00Z
4578827908,1747 shares @ $325.7,840,Houston,3231.8,INS-622687,INS-181162,60119917,INV-957691,photo_ed8b15bc.jpg,828,"$241,764",MRN-644372,ethan.davis@outlook.com,%B1058202063150344^WHITE/MARY^2904,Snowflake,insert,INV-590333,673,2025-12-21T19:15:47Z,%B0360818652437723^JOHNSON/JAMES^3001,"$1,827,717",737 shares @ $117.27,logan.thomas@yahoo.com,421,80.9,4206481649,2199.62,"Atlanta, Italy",INV-575132,%B1460610856083280^WRIGHT/OLIVER^3006,05/25,"[-0.1171, 0.3581, -0.3038, -1.3081, 0.8876, -0.5297, 1.3088, 0.1412]",INV-713495,emma.rodriguez@gmail.com,08/28,noah.anderson,4.16.97,2974 shares @ $154.27,EUR,batch_size=864,EOU,05/26,William Brown,53.0,3790-7597-8356-1838,47.9616,9070.09,Needs improvement,Owner,75F7LPER7B1NF6Z99D85,04/26,"$7,129,503",81778922,0078,2025-11-03T00:00:00Z
0198858160,4344 shares @ $404.94,6858,Phoenix,786.3,INS-172657,INS-415775,3717945,INV-315055,photo_cb9559c4.jpg,649,"$102,456",MRN-277816,elizabeth.harris@outlook.com,%B6178071182760091^YOUNG/SARAH^2602,Workday,insert,INV-274953,760,2024-09-21 16:54:12,%B6281442858239200^LEWIS/JESSICA^2606,"$7,213,060",3376 shares @ $243.53,mary.taylor@yahoo.com,388,9.7,01225884,3462.9,"San Francisco, Sweden",INV-428949,%B0462048988340275^THOMPSON/SOPHIA^2608,05/30,"[-0.37, 0.0146, 0.2379, -0.0255, 0.1334, 0.7241, -0.1613, -0.1682]",INV-635887,william.anderson@yahoo.com,10/29,sarah.young,0.20.52,1409 shares @ $243.34,BRL,max_retries=734,DFP,05/28,David Martin,290.0,5251-8251-0359-4725,44.9417,6469.21,Needs improvement,Viewer,BWIUBI421S65SSWTEDPL,09/29,"$5,799,909",539130755326,9673,2019-02-05T00:00:00Z
3549743724,4084 shares @ $57.65,1025,Houston,4013.0,INS-115896,INS-375643,601197639,INV-571830,photo_0092e5b4.jpg,318,"$215,844",MRN-299516,james.moore@outlook.com,%B3169375457414968^ANDERSON/EMMA^2410,SAP,upsert,INV-863609,813,2022-12-22 04:36:37,%B6385095651953395^MOORE/SUSAN^2602,"$3,412,046",3984 shares @ $273.22,james.martinez@outlook.com,360,31.3,0904789644,4832.92,"Seattle, Switzerland",INV-340796,%B2214969943823828^GARCIA/JOHN^2605,08/27,"[-0.1713, 0.0167, 0.184, -0.2197, -0.0847, 0.0909, -0.4015, 0.9758]",INV-991120,emma.lewis@yahoo.com,06/27,john.martinez,4.14.70,4016 shares @ $238.09,USD,batch_size=1,TXI,04/30,Emily Williams,424.7,3753-9327-8878-3371,-19.577,5469.15,Exceeds expectations,Editor,JZDO2I3K8C23A6Y9DLUY,07/28,"$68,254",12336308,3380,2023-08-06T00:00:00Z
08545546,2819 shares @ $439.43,3310,Tokyo,9847.0,INS-161147,INS-343217,601137861,INV-681047,photo_a1cc8762.jpg,788,"$237,275",MRN-400182,patricia.davis@outlook.com,%B5643131034222483^THOMPSON/JOHN^2902,Snowflake,upsert,INV-263855,335,2025-08-13T18:18:02Z,%B2401217338496627^WRIGHT/AMY^2906,"$4,979,076",2093 shares @ $255.72,harper.rodriguez@yahoo.com,389,64.2,575974282952,4800.67,"Houston, United Kingdom",INV-393765,%B9424091909335171^WHITE/MICHAEL^2504,03/26,"[-0.4436, -0.4541, 0.4887, -0.3488, -0.0866, 0.0319, 0.2002, 1.263]",INV-172668,noah.king@outlook.com,07/28,sarah.jones,5.8.19,185 shares @ $185.68,USD,max_retries=159,JSB,02/29,Sophia Rodriguez,126.1,5847-0440-1032-0375,-1.851,3643.37,Exceeds expectations,Guest,ARA5PORJ7Z0WVS0K4SIF,02/24,"$5,695,055",3026166110,853,2022-08-29T00:00:00Z
177520793147,3167 shares @ $259.7,3737,Dallas,8905.0,INS-702200,INS-882694,480570,INV-353226,photo_5e7a197b.jpg,478,"$182,298",MRN-394625,david.martinez@gmail.com,%B5193332178541046^BROWN/JESSICA^2905,Kafka,upsert,INV-269222,742,2019-11-24 22:43:14,%B6968467869350370^JOHNSON/LIAM^3009,"$9,967,720",4934 shares @ $259.43,noah.robinson@gmail.com,671,79.6,0295048503,2618.01,"Dallas, Netherlands",INV-863901,%B0101716588298520^MOORE/ETHAN^2811,05/30,"[1.0228, 0.5285, 0.2666, 0.0369, -0.6385, -0.1175, 0.0129, -0.6412]",INV-768705,anna.smith@outlook.com,10/24,logan.lewis,3.8.45,497 shares @ $200.89,AUD,timeout_ms=849,IAD,08/28,Liam X. Anderson,231.0,XXXX-XXXX-XXXX-4373,24.3723,1214.28,Needs improvement,Owner,XZ4YLRTADLR48KMZTB10,03/29,"$1,266,922",493194988439,947,2021-11-28T00:00:00Z
2257104601,3603 shares @ $168.79,8918,Dallas,1162.0,INS-167305,INS-917180,54271,INV-959439,photo_515c114e.jpg,333,"$103,492",MRN-737563,susan.clark@outlook.com,%B8526343764628573^LEE/MARY^2410,Kafka,snapshot,INV-311813,456,2021-12-10T10:34:33Z,%B0149777879013180^HARRIS/ELIZABETH^2612,"$5,289,734",1132 shares @ $131.23,jennifer.martinez@gmail.com,396,28.8,0728576342,8461.79,"Phoenix, United Kingdom",INV-976121,%B7189710749230045^ANDERSON/MICHAEL^2506,12/25,"[-0.0842, 0.7562, 0.7653, 0.3096, 0.1378, 0.2071, 0.6768, -0.2826]",INV-568750,robert.thomas@yahoo.com,05/30,aiden.jackson,3.4.18,3882 shares @ $417.87,INR,timeout_ms=412,HTU,12/24,John Jackson,438.4,5742-0535-1996-4460,-97.0353,9444.16,Meets expectations,Editor,FUZ4E5GJBNLCTQKEQ0OU,08/24,"$7,124,553",652973717111,210,2020-10-07T00:00:00Z
579935764377,1320 shares @ $278.19,9859,Portland,8953.6,INS-203544,INS-523773,405845,INV-372899,photo_57e39ab9.jpg,827,"$109,375",MRN-240343,robert.clark@yahoo.com,%B3479329955523687^WRIGHT/WILLIAM^3004,Workday,update,INV-473139,710,2021-06-08 05:53:48,%B2188456187220061^BROWN/NOAH^2411,"$9,689,213",192 shares @ $337.09,ethan.robinson@outlook.com,376,75.0,00147702,3365.69,"Seattle, United States",INV-772057,%B0438117375087271^JONES/ETHAN^3002,06/27,"[0.7245, 0.0242, 0.0261, 0.7017, 0.104, 0.3384, -0.2435, -0.6359]",INV-811764,michael.davis@yahoo.com,06/28,noah.martinez,3.19.40,2844 shares @ $358.35,USD,max_retries=867,XUX,03/27,Robert Martinez,97.1,5412-2360-2386-6769,-60.8187,8420.68,Exceeds expectations,Editor,MBVGP2S5CMMT4EPAJZ39,07/24,"$9,122,488",15428358,188,2022-12-07T00:00:00Z
862972473968,3618 shares @ $109.86,513,Tokyo,8260.8,INS-577499,INS-307941,601103544,INV-450239,photo_da1baa4a.jpg,529,"$71,185",MRN-247912,mason.martin@outlook.com,%B7865350580337891^JACKSON/SARAH^2511,Kafka,update,INV-731379,712,2026-11-10 14:17:51,%B9125576588084312^HARRIS/ETHAN^2603,"$9,905,456",4460 shares @ $121.57,emma.white@yahoo.com,557,47.7,0378694614,1547.84,"Portland, India",INV-425037,%B3329297245434163^LEE/ETHAN^2511,05/26,"[0.1657, -0.3789, -0.6018, -0.4249, 1.0224, 0.1976, 0.2479, -0.3369]",INV-995053,mary.robinson@yahoo.com,05/26,sarah.wright,0.6.12,2286 shares @ $232.49,BRL,batch_size=967,XVE,10/26,Jessica E. Davis,46.9,4478-4500-3078-2441,63.0882,9912.08,Outstanding,Admin,BQJH1PT8HZUTF83LOOX1,04/26,"$7,642,825",079567891212,284,2019-08-14T00:00:00Z
7718577356,2006 shares @ $193.52,559,Berlin,6768.4,INS-517324,INS-408802,43253,INV-788954,photo_34790217.jpg,431,"$44,479",MRN-315985,james.thomas@outlook.com,%B5259628354741974^MOORE/OLIVIA^2905,Workday,update,INV-223450,316,2023-08-16T11:40:15Z,%B0430659356553611^MARTIN/ELIZABETH^3003,"$4,717,028",1406 shares @ $344.7,susan.young@outlook.com,692,5.5,3961655065,3708.65,"Atlanta, India",INV-728631,%B4194826946102150^GARCIA/SARAH^2511,02/24,"[0.2335, -0.3777, -0.3181, -0.475, 0.7818, 0.1089, 0.4748, 0.513]",INV-536534,liam.thompson@gmail.com,01/25,lucas.lee,0.4.66,514 shares @ $303.45,JPY,batch_size=22,JWY,03/27,Linda Williams,318.1,3741-2878-1325-3499,-4.1175,8420.95,Outstanding,Guest,4ZMAFQYG5EJLTA1KRRNK,07/28,"$6,389,938",00847186,603,2025-06-04T00:00:00Z
7134673110,3000 shares @ $409.3,323,Portland,1922.7,INS-396467,INS-842954,585468,INV-527199,photo_62ab3ba8.jpg,596,"$96,909",MRN-945706,emma.clark@gmail.com,%B2543832631770059^KING/OLIVIA^3007,PostgreSQL,snapshot,INV-497849,350,2018-02-18T06:54:04Z,%B2359446535640947^KING/OLIVER^2601,"$5,888,838",931 shares @ $85.41,jessica.wright@outlook.com,477,97.1,770133927238,7263.99,"Denver, Switzerland",INV-939664,%B4262854976573175^JACKSON/OLIVIA^3006,11/30,"[-0.3505, 0.1305, -0.1133, -0.4314, 0.7252, -0.7308, 0.6027, 0.1358]",INV-964527,mary.taylor@yahoo.com,08/26,jessica.thomas,5.19.37,2172 shares @ $326.27,EUR,timeout_ms=697,XOV,10/29,Mason Anderson,479.8,3723-3195-7789-2855,-45.6041,8274.31,Exceeds expectations,Guest,JW0P4D2AS5YQ71VOR06X,12/25,"$3,283,008",268716043453,078,2018-01-20T00:00:00Z
0695909389,633 shares @ $467.41,934,New York,4128.8,INS-154506,INS-316025,542064,INV-303456,photo_ec86f727.jpg,729,"$154,873",MRN-755324,aiden.davis@yahoo.com,%B2894780783235108^LEWIS/NOAH^2711,Workday,snapshot,INV-475408,410,2019-01-07T07:27:21Z,%B7262954385056510^RODRIGUEZ/LIAM^2806,"$2,126,590",4452 shares @ $222.82,anna.harris@yahoo.com,395,45.4,4014309978,9673.68,"New York, United Kingdom",INV-344788,%B7210484527988802^BROWN/ROBERT^2509,11/29,"[0.1823, 0.1842, 0.881, -0.868, 0.4119, -0.4921, 0.6386, -0.2752]",INV-631132,sophia.young@yahoo.com,02/25,robert.king,0.3.35,4845 shares @ $53.94,GBP,pool_size=536,CFA,05/30,Lucas Anderson,441.0,3763-3927-0380-3771,21.1483,7432.75,Meets expectations,Admin,71BDRLH64TBJDNLVMWOR,08/28,"$215,338",67397548,554,2023-08-22T00:00:00Z
71763892,3998 shares @ $139.96,539,Austin,4146.7,INS-722299,INS-141099,601140184,INV-405561,photo_add818b6.jpg,564,"$245,165",MRN-186359,sarah.rodriguez@yahoo.com,%B0491953146640192^ROBINSON/JESSICA^3008,Salesforce,insert,INV-971144,414,2022-01-26 11:03:55,%B0197886051417586^WRIGHT/JOHN^2407,"$5,728,268",4836 shares @ $217.36,patricia.martinez@yahoo.com,519,93.8,232883498552,4770.65,"San Francisco, Spain",INV-898922,%B6936690950600511^ANDERSON/DAVID^2509,07/24,"[0.5467, 0.1422, -0.1651, 0.1479, -1.0194, 0.2358, -0.3898, -0.2115]",INV-547775,richard.young@gmail.com,07/29,robert.thompson,5.16.40,4717 shares @ $404.91,EUR,batch_size=455,KKQ,11/29,Sophia F. Rodriguez,388.0,XXXX-XXXX-XXXX-4039,4.2997,7835.75,Meets expectations,Owner,U0NMA447LBEYGLWKBSI1,03/26,"$1,307,300",960746787331,404,2024-12-12T00:00:00Z
08993266,1823 shares @ $337.47,7323,Houston,2107.0,INS-663147,INS-626132,547342,INV-199317,photo_b6511e20.jpg,693,"$114,311",MRN-216130,liam.robinson@gmail.com,%B3946731619324271^WILLIAMS/HARPER^2708,Salesforce,insert,INV-633190,552,2021-12-19 16:48:26,%B0284142830288990^LEWIS/DAVID^2601,"$9,464,582",1372 shares @ $366.58,mary.young@gmail.com,831,2.0,486244474913,8265.58,"Dallas, Spain",INV-971955,%B7824957079010872^SMITH/JENNIFER^2709,02/30,"[0.9646, -0.2189, -0.7362, -1.0104, -0.2336, -0.8598, 0.5493, -0.7282]",INV-745602,emma.white@yahoo.com,10/26,linda.harris,4.10.51,4557 shares @ $143.15,CHF,batch_size=805,VNM,09/28,Sarah Wright,451.7,XXXX-XXXX-XXXX-3454,17.8948,1152.3,Meets expectations,Owner,61F7XP2QIY8IPVWY1YDF,08/27,"$3,925,810",986896829763,9350,2021-08-14T00:00:00Z
29941877,1526 shares @ $102.26,7583,Chicago,1659.3,INS-125487,INS-803687,474536,INV-213728,photo_a41673fd.jpg,745,"$225,284",MRN-471192,logan.lee@outlook.com,%B7889182277435316^THOMPSON/LINDA^3009,SAP,insert,INV-342168,812,2026-08-24T07:54:14Z,%B9692528305374468^DAVIS/JESSICA^2501,"$4,829,008",1925 shares @ $412.69,jessica.williams@gmail.com,786,70.7,12005904,9324.43,"Phoenix, Israel",INV-657918,%B5399268548098843^WILLIAMS/LINDA^2709,03/24,"[0.3316, -0.2167, -0.0938, 0.5563, -0.0862, -0.3852, -0.4138, 0.6784]",INV-949631,noah.king@gmail.com,01/24,noah.thompson,4.9.1,1646 shares @ $371.7,AUD,batch_size=187,YOS,07/27,Susan G. Smith,183.1,6011-6698-8597-6671,-93.7358,8348.44,Needs improvement,Admin,DQ3L6OOC93JVY1BD0970,09/28,"$7,967,407",044779778499,4565,2021-06-05T00:00:00Z
3980382158,4515 shares @ $166.62,5387,Miami,4274.1,INS-879489,INS-544552,3708748,INV-495104,photo_87d9a929.jpg,800,"$228,451",MRN-942720,lucas.young@gmail.com,%B1656140992049436^ANDERSON/MASON^2406,Workday,update,INV-397528,448,2024-04-06T20:06:40Z,%B8101206125225029^WHITE/NOAH^2404,"$9,661,849",3988 shares @ $46.53,emily.jackson@yahoo.com,489,68.4,9747084366,9503.59,"Los Angeles, India",INV-619969,%B3567772934668416^MOORE/ANNA^2604,08/28,"[-0.079, -0.7099, 0.4669, 0.3816, 0.0853, -0.6012, 0.2833, 0.1123]",INV-869822,jennifer.walker@gmail.com,06/26,lucas.garcia,3.14.76,2704 shares @ $367.87,EUR,timeout_ms=533,ZAQ,01/27,Amy Anderson,390.1,6011-5318-3653-4286,61.6489,6964.26,Meets expectations,Owner,SCB6XX142GLTG8M96NEW,12/29,"$3,973,977",20688088,5373,2021-06-16T00:00:00Z
