c_953,soundLevel,numeric_range,featureVector,dehwe69,numericRange,NUMERIC_RANGE,FEATURE_VECTOR,ordinal_position,v_tl,raw_integer,trendGrowthRate,landmark_poi,MEDIAN,meta_102,CREATED_AT,median,author,histogram_bin,CONFIDENCE_INTERVAL,decimalFloat,jps19,DECIMAL_FLOAT,integer_6,address_text_data,data_format,iso_country_cd,histogramBin,lwerzd49,word_embedding,var_ao,meta_zh,puymg50,probval,field_ran,customer_load_timestamp,likelihood,standardDeviation,x_land,TREND_GROWTH_RATE,dim_152,integer_info,v_445,trend,unitOfMeasure,dim_integ,50th_percentile,size_dimension_category,ordval,STANDARD_DEVIATION,area,HISTOGRAM_BIN,var_decim,stddev,position,time_of_day_raw,percentile,wordEmbedding,correlation,c_293,SCHEDULE_PLAN,change,src_probability_confidence,WORD_EMBEDDING,attr_rang,integer,ci,src_median,dim_phwd,INTEGER,percentage,featvec,src_ordinal_position,meta_113,rank_rating,imgemb,p_qqbh,p_sxtn,intval,double,var_273,user_decimal_float,dim_bank_identification_number,first_name,meanAverage,median_6,user_standard_deviation,visual_features,src_confidence_interval,startdt,confidence_interval_6,c_ima,binval,x_83,content_type,fgavi11,ordinal_position_6,0_1,wordemb,voiceprint,confidence_interval_field,feature_vector,d_79,histbin,attr_uecr,bin_edge,SCIENTIFIC_NAME,median_val,CORRELATION,cryptocurrency_adr,food_ingredient_name
application/xml,83.6,31-71,"[0.3009, 0.532, 0.4301, 0.0901, 0.0103, 0.2824, 0.4826, 0.5113]",WGSFUAQFU,30-88,20-66,"[0.9084, 0.0562, 0.9269, 0.9596, 0.4551, 0.392, 0.7334, 0.3906]",649,10.17%,4960,-18.69%,Central Park,-47.4013,"$3,360,469",2024-01-21T21:34:45Z,13.4906,mary.miller,40.09,"[8.08, 95.66]",7130.7283,BILL-427423,7670.6478,6749,"5614 Maple Dr, Dallas",Avro,AU,33.91,true,"[0.6281, 2.065, -0.7458, -0.4208, -1.0061, -0.8394, -0.0683, -0.278]",787,31,Weekly on Monday,0.0126,9-78,2018-11-20T23:04:24Z,0.8497,20.9658,Statue of Liberty,25.78%,"[-0.1993, -0.3849, 0.4891, 0.4543, -0.2974, -0.3318, -0.0982, 0.1654]",2226,Peanuts,-36.69%,L,1415,70.4144,S,766,43.7874,32902.4,67.9,6293.7973,20.7023,146,15:24:51,73.15,"[-0.6926, 0.1552, -0.5691, 0.2564, -0.5749, 1.4787, 1.1715, -0.064]",-0.3561,3.7974,Weekly on Monday,33.2%,0.6497,"[-0.5515, -0.5969, 0.3605, -1.2785, -0.9755, 1.3121, -1.6817, -0.4168]",7-93,8259,"[10.01, 74.95]",27.7904,"[16.02, 60.46]",5439,69.07%,"[0.097, 0.0691, 0.7012, 0.2537, 0.0969, 0.7685, 0.0006, 0.8534]",486,CLM-559070,4,"[-0.457, -0.4409, -0.3847, -0.2122, -0.1411, 0.6184, -0.1821, 0.4479]",0020b92c3b1309d025017926df373b30fbccb1ffa5c9c67d9bb987dc29d6a86a,-46.27%,3666,1080.059,6902,-934.8248,452198,Liam,-55.6075,40.7979,17.7937,"[0.2448, 0.4097, -0.037, -0.3268, -0.7837, -0.2172, 0.1256, -0.1455]","[23.91, 75.58]",2018-06-12,"[8.54, 63.27]","[-0.3573, -0.3232, 0.3278, 0.4974, -0.1529, -0.2131, -0.3978, 0.964]",0,48.74,Video,0.5894,800,1,"[-1.4479, -0.1636, 0.6788, 0.1664, 1.4523, 0.5589, 0.4735, -0.9994]",voice_43f521aa08426c08.wav,"[3.02, 60.32]","[0.8288, 0.0621, 0.8658, 0.0595, 0.9205, 0.7232, 0.2925, 0.3945]","[-0.1141, -0.5546, -0.9036, -0.2096, 0.4036, -0.3882, -0.0095, -0.4279]",87.43,09/30,78.7,NaCl,-96.1587,-0.087,0x9612a64ba165355618da2a2723a21bc84039608a,Tacos
text/html,46.6,24-74,"[0.4593, 0.2939, 0.7356, 0.7605, 0.7929, 0.6567, 0.9542, 0.6466]",Q994B8ZRI,0-82,29-84,"[0.9891, 0.4668, 0.1653, 0.8344, 0.4598, 0.9063, 0.7668, 0.3784]",110,-14.06%,11,-46.6%,Central Park,-52.8565,"$8,745,710",2024-06-23 08:46:51,-81.6409,john.thompson,24.03,"[29.65, 72.89]",948.2462,BILL-237925,2176.2632,7058,"953 Main St, Tokyo",Parquet,US,87.28,true,"[-0.5143, 0.0152, -0.0234, -0.0202, -0.1747, 0.4347, -0.0091, -1.2623]",291,27,Weekly on Monday,0.6124,31-85,2021-05-10T22:10:09Z,0.5291,19.7798,Statue of Liberty,-17.43%,"[-0.0134, -0.8072, -0.016, -0.2494, 0.3359, -0.0666, -0.0484, 0.31]",2081,Pollen,42.83%,L,8627,72.713,S,670,5.9468,77975.3,37.28,3938.0698,24.5264,148,01:26:56,93.27,"[-1.3214, -1.0783, -0.9953, -1.4785, -1.0411, -1.7228, -0.7807, 0.7335]",0.6551,20.2272,Weekly on Monday,-43.17%,0.0829,"[1.1777, 0.8383, 0.7273, -0.4597, 0.1293, -0.8215, 0.3764, -0.5892]",41-92,5456,"[32.19, 86.05]",51.3666,"[1.58, 93.76]",9407,24.5%,"[0.6539, 0.9886, 0.5603, 0.2777, 0.8685, 0.8497, 0.8768, 0.7269]",545,CLM-853886,32,"[0.6487, -0.064, -0.1444, 0.455, 0.2239, 0.4425, -1.0605, -1.473]",bef772259a4afc2c5264c7ffbeb987071f096f042776726de0b3dfb806c2d71b,38.09%,7467,6975.9804,1267,2557.4378,556709,Logan,82.883,-13.3052,24.907,"[-0.5961, -0.2111, -0.8183, -0.5201, -1.2838, -0.1924, -0.5759, 0.1645]","[33.08, 77.5]",2020-05-26,"[31.34, 60.28]","[-0.4719, -1.1142, 0.2426, -0.6548, 0.1575, 0.3026, 0.2978, -0.0205]",1,80.78,Article,0.4265,694,1,"[1.4369, -0.5358, -0.15, -0.5948, 0.1827, 0.7611, 0.3541, 0.1122]",voice_f1966efe4ea66cc9.wav,"[39.95, 74.42]","[0.3925, 0.2933, 0.6024, 0.6221, 0.0681, 0.6977, 0.1985, 0.9694]","[-0.7192, 0.3743, 0.5944, 0.3643, 0.1124, -0.2307, -0.3827, -0.2992]",98.19,04/29,41.99,H2O,-58.4268,-0.9613,0x9bb6474255a05e506a6d34566dd4c406865115b2,Curry
application/json,103.2,21-56,"[0.6415, 0.9703, 0.7614, 0.1226, 0.5514, 0.8475, 0.6405, 0.8012]",AF9YGYCD9,43-81,42-97,"[0.8356, 0.8469, 0.2509, 0.2757, 0.0779, 0.9649, 0.3455, 0.2013]",293,2.77%,3965,41.27%,Central Park,-10.0938,"$7,487,824",2020-12-12T07:33:33Z,-51.3936,elizabeth.jackson,79.99,"[22.72, 90.68]",32.7676,BILL-109485,7998.5336,6264,"3768 Pine Rd, Miami",JSON,AU,50.21,YES,"[-0.7675, 0.6769, 0.5237, 0.3286, -0.3081, 0.0116, -0.1964, -0.6535]",435,845,Daily at 2am,0.113,8-90,2020-12-15 03:58:47,0.7741,12.268,Central Park,37.49%,"[0.3771, -0.6374, -1.288, 0.3367, 0.1778, 0.0626, 0.4936, -1.3899]",8961,Pollen,40.99%,m,3086,16.4147,XL,492,3.4283,93998.2,84.48,8891.0554,41.5767,333,14:10:55,70.59,"[0.8811, 0.3822, 0.2222, -0.6356, -0.1183, 0.1132, 0.7666, 0.143]",0.9852,36.1615,Weekly on Monday,48.54%,0.0111,"[0.2796, 0.2985, -0.8376, -0.5773, 0.9742, 0.5257, 0.9917, 1.3869]",50-90,7497,"[31.19, 65.47]",-34.2427,"[36.22, 97.19]",8744,39.3%,"[0.9297, 0.6166, 0.3521, 0.7878, 0.5128, 0.9814, 0.5164, 0.9038]",550,CLM-920013,8,"[0.7824, 0.9146, 0.6324, -0.7036, -0.7135, 0.5358, 0.6484, -0.3745]",ac4fb4aff16ea7037df3932f491aaf9a1091ea6d25fc7997b8325bacdac4f90d,15.87%,2018,5682.4015,9468,6277.8996,3735212,Harper,-61.9152,24.1566,22.5545,"[0.8684, 0.5308, -0.0575, 0.2973, 0.2126, 0.7074, 0.5222, -0.0029]","[7.74, 93.43]",2024-10-14,"[14.23, 73.06]","[0.6554, 0.3154, -0.9649, -0.1974, 0.292, -0.4856, 0.2196, -0.3513]",0,70.95,Article,0.1877,686,1,"[1.8672, 0.0235, -2.3283, 0.2545, 0.3673, -0.3147, -2.2965, 1.1155]",voice_dbec2b5f41488573.wav,"[11.88, 65.45]","[0.6942, 0.3307, 0.6865, 0.1729, 0.1342, 0.2297, 0.8184, 0.0047]","[-0.2479, 0.2776, 0.3173, -0.1213, -0.167, 0.3828, -0.3234, 0.7391]",31.86,07/28,97.74,NaCl,-57.6847,0.6261,0xd65f9bb927e11b3ff99d655c5ca69509deba9d58,Pizza
application/json,81.8,26-95,"[0.7893, 0.4794, 0.995, 0.8792, 0.2396, 0.8366, 0.2863, 0.6979]",EFGOJCBMR,1-74,20-54,"[0.2838, 0.5395, 0.1527, 0.3628, 0.3427, 0.6843, 0.9066, 0.2995]",715,-27.73%,1015,5.19%,Big Ben,20.9207,"$5,080,327",2018-03-05 19:39:49,88.0034,james.moore,18.2,"[3.12, 91.88]",2538.6001,BILL-579411,8195.4906,3060,"8692 Elm St, Houston",Parquet,DE,87.54,false,"[-0.6138, -0.8439, 0.9057, 1.6373, 0.4251, 0.2442, -0.3723, 0.2375]",368,220,Monthly on 1st,0.5492,38-100,2023-03-26 08:40:36,0.6391,29.2629,Golden Gate Bridge,32.65%,"[-0.1094, -0.8653, -0.0427, 0.1556, 0.8949, 0.2388, 0.023, -0.6995]",3258,None,37.96%,°C,5857,-21.1696,L,216,35.2583,69106.1,19.82,6012.5273,3.1756,323,22:38:45,17.27,"[1.0459, -2.0252, 0.2549, 0.983, -0.8117, -0.3683, 0.3477, 1.4245]",-0.3216,35.3308,Weekly on Monday,24.87%,0.5701,"[0.4429, -0.9299, 0.6248, 0.597, -0.1187, -0.7978, -0.3029, -0.4451]",36-73,7294,"[14.3, 67.83]",83.1524,"[25.9, 80.12]",663,71.32%,"[0.4226, 0.177, 0.0986, 0.0868, 0.8223, 0.4569, 0.5367, 0.9383]",179,CLM-752479,25,"[-0.403, 0.0723, -0.0564, 0.17, 0.3467, 0.2744, 0.6327, 0.3451]",761b66ad1442f5500d1424b78a4cb79116be43884c27d07080c91e10b5d005c3,-25.41%,6372,2272.8312,4309,7189.7572,43052,Lucas,-70.3422,63.1522,8.5063,"[0.0418, -0.8847, -0.6222, -0.4423, -0.3044, -0.2679, -0.5707, 0.4056]","[15.79, 62.57]",2023-01-14,"[2.29, 91.46]","[0.0762, 0.4668, -0.6331, -0.2116, -0.6005, 0.1048, -0.1505, -0.5126]",1,89.89,Article,0.085,573,0,"[-3.0304, 0.2057, -0.8527, 0.7436, -0.5862, 0.2763, -1.954, -0.2917]",voice_7dcd44ace1b8e979.wav,"[13.43, 67.56]","[0.0131, 0.2768, 0.8195, 0.37, 0.3096, 0.7963, 0.7528, 0.9224]","[-0.8023, -0.2105, 0.1425, -1.0014, 0.1046, -0.2418, 0.4975, 0.3112]",17.81,02/27,13.56,H2O,-30.7594,-0.8065,0x92e4e3d229337acb3943f71e8b6bc162307ce46e,Pasta
application/json,59.8,5-69,"[0.0296, 0.8735, 0.7772, 0.9243, 0.7412, 0.2867, 0.8467, 0.7824]",194GEOCSU,4-91,20-89,"[0.05, 0.0502, 0.3121, 0.5731, 0.292, 0.9339, 0.6428, 0.0934]",453,49.8%,5119,21.44%,Golden Gate Bridge,-56.1326,"$4,963,972",2025-02-24T00:21:27Z,77.581,ethan.thomas,82.04,"[32.61, 67.53]",8590.7438,BILL-734428,-924.4946,6679,"7341 Cedar Ln, Dallas",JSON,DE,87.69,true,"[0.066, -0.5839, -0.6637, 1.7848, 0.8403, 0.8603, -0.0932, -0.4479]",751,954,Daily at 2am,0.2764,15-78,2020-03-27 15:24:33,0.8139,38.9052,Central Park,44.0%,"[-0.835, -0.0271, -0.2359, 0.4623, 0.2901, -0.4394, -0.4183, -0.6954]",9329,None,-10.93%,lb,3109,-87.7149,L,69,41.0609,25967.2,48.64,8569.1762,43.8987,723,13:44:38,77.71,"[0.0909, -0.151, -0.2551, 1.5718, -1.137, -1.1213, 0.0745, 0.2298]",0.3898,45.645,Every 15 minutes,-19.67%,0.0208,"[-0.106, 1.1429, -1.4779, 0.0511, 1.2419, -0.6626, 1.0183, 0.164]",6-82,2915,"[12.76, 78.23]",-20.4952,"[6.64, 67.59]",1271,75.47%,"[0.592, 0.3157, 0.3395, 0.2918, 0.4059, 0.7603, 0.2986, 0.384]",374,CLM-577988,63,"[-0.0696, 0.0, 0.1233, 0.8365, 0.2911, -0.2461, -0.2531, -0.8706]",b770d18779a01f7f4a5283597f5ce5aaf891487353d59ff1e02f379f01780972,23.69%,1182,6412.3852,8489,2802.2096,374678,Elizabeth,16.7057,-95.0806,17.9202,"[0.1659, -0.0127, 0.0901, 0.9201, -0.3941, -0.3482, 0.2113, -0.0295]","[24.27, 92.02]",2025-09-05,"[27.76, 78.66]","[-0.2917, 0.7723, 0.247, -0.5803, 0.2515, -0.5575, -0.1988, 0.604]",0,79.92,Infographic,0.4766,373,0,"[-0.1257, 0.821, 0.6312, -0.6194, 0.9135, 0.254, -1.1398, -0.6576]",voice_1c62feaa559e0515.wav,"[8.89, 78.97]","[0.5726, 0.7306, 0.7071, 0.3017, 0.8393, 0.5779, 0.1133, 0.3256]","[-0.4574, -0.2473, -0.6158, -0.5929, -0.1398, -0.4296, 0.4103, 1.1231]",24.82,09/26,86.31,C6H12O6,-40.8983,0.7832,0x89654e5993c981edebecf76296a8879064b0912e,Salad
text/csv,63.4,43-51,"[0.9306, 0.3708, 0.5441, 0.7184, 0.4068, 0.3341, 0.2394, 0.0022]",LVUA0STXH,27-52,44-88,"[0.1946, 0.4966, 0.9372, 0.0022, 0.172, 0.0219, 0.6626, 0.3884]",938,30.61%,4950,27.64%,Golden Gate Bridge,98.6394,"$8,251,612",2025-09-05 23:00:45,6.5771,david.jones,13.76,"[25.52, 79.14]",7001.4259,BILL-776996,2819.8151,1163,"476 Oak Ave, Seattle",XML,JP,99.55,true,"[-0.4086, -1.0524, -0.6518, 0.8023, -0.7389, -0.9049, 1.632, -0.303]",509,8,Daily at 2am,0.2594,38-86,2020-02-23 16:01:02,0.8345,26.6003,Golden Gate Bridge,45.75%,"[-0.0212, -0.0906, 0.7509, -0.3032, 0.2729, 0.1343, -1.4886, 0.278]",9687,Peanuts,24.63%,lb,6955,31.5726,XL,107,11.8563,91450.6,40.58,3372.3386,2.2218,427,11:31:48,58.78,"[-1.2857, -0.1118, 0.2506, -0.007, 0.2659, 0.5115, 0.58, -1.3974]",-0.1003,40.4007,Every 15 minutes,-2.8%,0.7896,"[-0.8144, 1.0194, 0.6937, -0.9882, 0.371, -1.2726, -0.3405, -1.4672]",37-63,3850,"[37.85, 87.62]",18.6067,"[23.39, 90.36]",6037,23.21%,"[0.3281, 0.6165, 0.6032, 0.2259, 0.0094, 0.8984, 0.2455, 0.0979]",514,CLM-488885,8,"[-0.6479, -0.2352, -0.2618, 0.5814, -0.4, -0.1822, -0.2886, -0.5917]",801e225d1349ad1b2e3378f1c0b04c5f0bd4432be239d8c3ba16563bafcf694f,-15.53%,6815,2746.6175,8677,794.4942,57830,Mary,21.0041,69.4096,32.6011,"[0.6539, -0.1019, -0.5562, -0.2194, 0.3167, -0.2743, 0.4342, 0.7322]","[5.14, 91.53]",2026-09-05,"[31.51, 61.41]","[0.1553, -0.0265, 0.1516, 0.4742, 0.4482, 0.6465, -0.594, 0.0798]",0,44.34,Infographic,0.5344,935,1,"[-0.617, 1.0285, -0.0233, 0.518, -0.8208, -0.6596, 0.6061, 0.5663]",voice_839c347ea4455bd2.wav,"[25.41, 86.84]","[0.003, 0.2851, 0.4484, 0.7387, 0.0355, 0.2736, 0.1287, 0.0821]","[-0.1012, 0.1053, -0.449, -0.0287, -0.1057, 0.3706, -0.093, -0.3687]",55.66,09/27,65.05,Homo sapiens,-71.514,0.6614,0x3c7044212a2680fd5e5cb0550d563a529ce7cd78,Salad
text/html,59.7,7-56,"[0.6744, 0.1675, 0.7453, 0.3785, 0.1636, 0.5229, 0.2902, 0.9007]",T4POIGN42,40-96,32-67,"[0.5622, 0.8642, 0.344, 0.7071, 0.0735, 0.7653, 0.5319, 0.4397]",703,-38.59%,7336,13.32%,Eiffel Tower,-82.9815,"$5,297,779",2018-06-24T01:52:53Z,19.0321,jennifer.king,23.91,"[20.08, 79.69]",2841.1112,BILL-155837,4555.7069,3903,"6961 Cedar Ln, Toronto",YAML,BR,38.65,true,"[-0.2868, 0.5887, -0.2955, -0.7428, -0.3323, -1.1742, -0.0689, -0.3973]",950,271,Monthly on 1st,0.8748,28-74,2020-06-13T12:11:32Z,0.4554,3.9256,Eiffel Tower,11.78%,"[-0.1793, 1.2797, -0.4829, 0.941, -0.5041, 0.1912, 0.5688, 0.1632]",5519,Latex,-13.36%,lb,3360,-68.9199,S,913,49.4369,14928.8,3.41,3573.415,7.6685,560,06:59:54,38.24,"[-1.4361, -1.5012, 0.9038, -0.4146, -0.8079, 1.2901, -1.1939, 0.8914]",-0.305,6.715,Daily at 2am,-2.92%,0.3678,"[0.2728, 0.5323, -1.4182, -0.682, -0.5285, -0.8831, -0.2741, -0.4018]",22-66,3988,"[25.93, 88.54]",78.9023,"[26.29, 70.87]",2916,51.41%,"[0.7541, 0.3617, 0.9274, 0.1325, 0.0488, 0.0575, 0.7974, 0.7094]",435,CLM-824602,41,"[-0.1315, -0.1285, -0.0548, -0.3838, -0.1976, 0.2592, -0.4897, 0.3935]",875e4ae1a31d323cef2915f8a2c8ea2fd38d4c3d56781a0c1c11a89a9901a342,40.15%,2195,3242.1497,8717,9135.5808,403638,James,-77.4496,0.4855,5.1716,"[-0.4393, 1.0071, 0.3854, 0.554, 0.0389, 0.2581, -0.3587, -0.032]","[30.86, 89.67]",2019-04-22,"[18.75, 81.66]","[0.0663, 0.862, -0.3077, -0.8563, -0.3574, 0.6693, 0.7992, -0.0193]",1,7.79,Image,0.0336,7,0,"[0.0543, 0.7817, 1.9919, -0.04, 0.5283, 1.4467, -1.3141, 0.3882]",voice_06f88b333863dfef.wav,"[23.55, 85.48]","[0.3503, 0.6831, 0.9318, 0.4021, 0.2637, 0.9523, 0.8059, 0.3373]","[-0.0575, -0.0919, 0.3294, -0.9921, 0.3644, 0.7534, 0.8371, -0.5035]",50.81,06/28,12.95,NaCl,-84.8562,-0.2209,0xe7bc8b704b18d6a5f42da66ceb24ed769411ddbf,Sushi
text/csv,108.8,33-76,"[0.5612, 0.7234, 0.9426, 0.5597, 0.57, 0.4563, 0.2312, 0.2669]",EWOPM3V3G,23-89,21-69,"[0.824, 0.9566, 0.8469, 0.3857, 0.9862, 0.319, 0.8292, 0.1886]",904,49.49%,4171,15.4%,Big Ben,-59.5433,"$1,682,500",2026-06-03T18:07:41Z,-62.0276,oliver.thomas,68.66,"[10.28, 96.11]",6108.2021,BILL-197128,3445.9833,63,"3717 Maple Dr, Miami",XML,JP,40.51,YES,"[0.0901, -1.1556, 0.5472, -0.9431, 1.6124, -0.9451, 1.3651, 1.5405]",932,650,Daily at 2am,0.7094,7-65,2019-11-07 01:08:20,0.8575,10.6867,Eiffel Tower,27.1%,"[0.3463, 0.4523, 0.4885, 0.2786, -0.2912, 0.5291, -0.816, 0.185]",194,Shellfish,42.54%,gal,9045,-35.7951,S,423,16.4038,91877.5,0.06,471.5019,3.0603,551,18:17:45,94.46,"[-0.7259, 0.2266, -1.0874, 1.039, 2.3616, -0.8006, 0.9616, -0.7264]",0.2549,5.771,Every 15 minutes,-40.79%,0.5994,"[-1.44, -0.2418, 1.5193, 0.4934, -0.8297, 0.6315, 2.0768, -0.1171]",40-84,3990,"[20.17, 90.5]",-39.0805,"[11.08, 91.16]",398,3.51%,"[0.3054, 0.2803, 0.609, 0.3701, 0.1426, 0.0617, 0.4024, 0.4884]",807,CLM-850871,7,"[0.4891, -0.6157, 0.1956, -0.0393, -0.7032, -0.2063, -0.712, 0.691]",9a6d628bf04620cdc12012a2ba42fbc318a8a84f080516aa730c48f006243754,-9.44%,4918,5792.6812,9318,4111.1729,60114678,David,48.2885,15.3538,12.053,"[0.6238, 0.5055, -0.5849, 0.3799, -0.2241, -0.0664, -0.0251, -0.7406]","[30.89, 77.41]",2023-09-20,"[38.2, 85.86]","[-0.3108, 0.8975, -0.821, 0.496, 0.513, -0.2059, -0.0785, 0.0447]",0,60.95,Article,0.5275,601,0,"[0.9082, 1.2611, 0.0846, 0.748, -2.5532, 1.1379, -0.5795, -0.7797]",voice_059c8fd093330fa9.wav,"[15.78, 90.84]","[0.9839, 0.6807, 0.4288, 0.6544, 0.075, 0.0639, 0.8107, 0.113]","[-0.2788, 0.2619, 0.4487, 0.2709, -0.5997, 1.5764, 0.3502, 0.8069]",40.27,05/26,11.58,E. coli,-77.4515,-0.9293,0x6c9a814551afe6ac2853ac9fadaf1c438e56fe59,Tacos
application/pdf,13.2,38-69,"[0.8853, 0.8115, 0.6047, 0.6299, 0.4949, 0.2824, 0.2316, 0.6613]",OSO4BN3F3,48-88,20-81,"[0.908, 0.6945, 0.304, 0.9503, 0.8987, 0.4584, 0.4469, 0.0925]",850,-43.54%,2187,0.56%,Big Ben,-22.4746,"$8,718,885",2022-09-05 18:35:59,-36.7722,liam.miller,38.95,"[39.86, 86.31]",473.8739,BILL-722587,1755.4952,7143,"2715 Pine Rd, Berlin",XML,GB,4.41,true,"[-1.0193, -0.2412, 0.047, -0.6579, 1.4286, -0.2352, 0.5488, 0.536]",763,678,Weekly on Monday,0.2968,21-81,2024-12-11T21:34:10Z,0.5471,22.7008,Central Park,-4.7%,"[0.199, -0.1795, 0.247, 0.1304, -0.2123, -0.1706, 0.0482, -0.5197]",595,None,24.19%,°F,1492,40.9767,L,890,44.2146,67546.6,24.85,284.7437,21.6568,365,01:00:06,52.46,"[-1.8437, 0.0117, 0.199, -0.5121, 1.1155, 1.5541, 0.3268, -0.3658]",0.7471,25.2457,Weekly on Monday,-35.4%,0.0726,"[-0.0131, 0.7918, -1.1068, 0.4246, 0.9193, -1.156, 0.2919, -0.7185]",24-72,6905,"[10.52, 86.2]",32.0488,"[38.98, 60.46]",4588,32.37%,"[0.2871, 0.8878, 0.802, 0.2607, 0.4294, 0.4194, 0.5318, 0.1574]",217,CLM-879501,36,"[-0.1305, 0.2471, -0.8118, 0.1524, 0.4556, 0.2146, 0.0382, -0.0636]",f7d7d342943581c26b03d2f220f0ebd5d125f78fd3f4b2293077078a70ee34ee,0.33%,7470,8029.3827,1370,5317.4462,509758,Ethan,11.1399,17.1777,33.9443,"[-0.6178, -0.1683, -0.1362, -0.4004, -0.1217, 0.0511, -0.1433, 1.1143]","[30.51, 96.05]",2018-12-21,"[20.54, 70.41]","[0.0608, -0.1139, 0.3335, 0.1093, -0.3749, -0.0117, 0.2843, -0.3363]",0,45.46,Article,0.3188,64,1,"[0.7608, 0.1303, 0.7888, -1.1399, 0.1201, 0.2263, 0.7008, -0.0478]",voice_b7cd80ec76dbf00d.wav,"[25.29, 82.5]","[0.2821, 0.8896, 0.7677, 0.8083, 0.3029, 0.4938, 0.689, 0.2088]","[0.5588, 0.6416, -0.1221, 0.1813, 0.5957, 0.5941, -0.2709, 0.3832]",81.61,05/24,59.29,E. coli,-85.2709,0.2587,0x7d0983ba24d4ae43b9567f5d6a2e5f9044b5a75d,Tacos
application/json,43.1,43-95,"[0.3093, 0.9415, 0.3198, 0.6904, 0.7049, 0.7981, 0.0252, 0.0599]",HRHHUUPZ9,36-72,16-81,"[0.5102, 0.2578, 0.8687, 0.0335, 0.5956, 0.0239, 0.9999, 0.0564]",27,31.93%,5220,-30.02%,Eiffel Tower,92.2263,"$2,263,020",2021-10-03T08:55:15Z,-63.8555,ethan.taylor,44.11,"[17.6, 63.92]",9532.8706,BILL-495891,2369.2398,6957,"4499 Cedar Ln, Los Angeles",Parquet,US,60.28,YES,"[0.0191, 1.35, 0.0957, -0.3977, -0.0065, -1.5935, 0.4109, 1.1159]",529,797,Daily at 2am,0.9475,35-93,2020-03-26 02:17:24,0.564,34.5316,Statue of Liberty,2.27%,"[0.2033, 0.5096, 0.0035, -0.3125, -0.1745, 0.1656, 0.4545, -0.8502]",2532,None,-23.32%,lb,216,55.0298,M,498,47.153,40269.5,6.01,5302.7835,36.0443,111,04:49:06,95.34,"[-0.3528, 0.7052, -1.466, -1.564, 1.3018, 0.1509, 2.238, 0.229]",-0.1585,19.5096,Daily at 2am,-31.88%,0.0066,"[0.8338, 0.4649, -0.7605, -0.2636, 0.405, -1.2262, 0.7603, -1.0336]",1-89,9895,"[15.44, 88.08]",97.6873,"[8.64, 90.77]",8390,96.45%,"[0.0518, 0.5873, 0.1627, 0.8984, 0.4415, 0.1051, 0.6783, 0.4476]",995,CLM-850593,33,"[0.5008, -0.1711, 0.8277, 0.5264, 0.6019, -0.1197, -0.337, 1.4264]",d62d124c33702b2abe2ee4f45f1ccc86e4269e2da28a62f1b85a5db628d2e174,36.8%,5949,565.5008,2253,2675.7396,46590,Sophia,-9.8753,-91.8724,15.4661,"[0.7922, -0.0824, -0.1434, 1.0692, 1.0533, -1.2529, -0.7875, -0.0806]","[9.58, 64.68]",2022-08-22,"[6.72, 92.42]","[0.199, -1.1757, -1.682, -0.0009, -1.2037, 0.8729, 0.5442, -0.6421]",1,80.6,Infographic,0.0012,982,1,"[1.2504, 0.461, -0.1604, -2.0867, 0.1386, -0.7286, 1.3334, 1.3366]",voice_9c5992b52e8c376a.wav,"[5.31, 68.69]","[0.0961, 0.4675, 0.0406, 0.9071, 0.7084, 0.4733, 0.7606, 0.6239]","[-0.0384, -0.2973, 0.032, -0.0065, -1.0207, 0.0344, -0.2594, -0.7517]",81.01,07/26,46.05,H2O,4.2662,0.9935,0x2138a8fa9c46f37093ffe461d297d9d1848f8165,Salad
